frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2802,1624181380.754777431,1624181380.854670286,2807,2806,0,0.030517815,0.063530246,1,0,0,0,1,-30.077077362,-0.442352103,-28.145032662,0.013605092,-0.000568037,0.999817741,0.013381467,1514,524,0.346103038,0.066238054,0.046279976,0.027439423,0.118240941,96.966423915,1451,0.756690641,168.730339524,352.753114172,576.474666277,0.153676480,0.116285554,0,0,1,0,0,0.000002609,0.000004616,0.000013283,0.059736993,-0.067027273,-0.995961262,0.000000003,0.000000008,0.000000022,0.024507772,0.999193495,0.031807678,0.000000000,0.118102419,0.072175147,0.342438093,0.011361901,105.071384232,0,0.160517377,0.118846816,127,118,9,0.083883752,29,0,0,0,0,0,1358,29,385229,801366,637998,1058,0,3413422
2803,1624181380.854774952,1624181380.954557896,2808,2807,0,0.048585509,0.099140127,1,0,0,0,1,-30.083963261,-0.424978642,-28.152776453,0.013791497,0.000106074,0.999815969,0.013334619,1519,498,0.327847268,0.060358070,0.044204277,0.026799203,0.111023562,114.943233155,1455,0.737145921,162.682634821,356.413247921,553.451432914,0.151678749,0.111809371,0,0,1,0,0,0.000002727,0.000004483,0.000015142,0.084685052,-0.080327032,-0.993164644,0.000000004,0.000000010,0.000000023,-0.014790672,-0.999443542,-0.029897189,0.000000000,0.117114777,0.049433330,0.346133695,0.008155027,105.815419930,0,0.159508580,0.118117904,105,92,13,0.069124424,22,0,0,0,0,0,1390,24,385264,801471,638020,1058,0,3414812
2804,1624181380.954772472,1624181381.054611921,2809,2808,0,0.043847239,0.084798357,1,0,0,0,1,-30.096689814,-0.414184321,-28.162083540,0.013800407,0.000744940,0.999815864,0.013312879,1516,517,0.341029024,0.057836005,0.042660194,0.027786424,0.118389534,112.237700194,1452,0.747733315,156.572697805,348.986530190,580.149545595,0.144212428,0.107832437,0,0,1,0,0,0.000002717,0.000004346,0.000015642,0.061707137,-0.106712588,-0.992373243,0.000000004,0.000000010,0.000000022,-0.066227167,0.997736998,0.011612289,0.000000000,0.117220337,0.049803893,0.329739879,0.007091803,106.574200369,0,0.158666943,0.117657652,101,89,12,0.066622691,23,0,0,0,0,0,1392,23,385295,801572,638043,1058,0,3416204
2805,1624181381.054770231,1624181381.154698133,2810,2809,0,0.042722007,0.067868995,1,0,0,0,1,-30.097716127,-0.406913537,-28.167511852,0.013647729,0.000140454,0.999817197,0.013390023,1524,529,0.347112861,0.058178737,0.042461970,0.025283146,0.116113205,99.623355256,1474,0.743924660,161.152125442,359.335708227,576.057115217,0.146963538,0.109329800,0,0,1,0,0,0.000002603,0.000004269,0.000014375,0.058565060,-0.102681151,-0.992988779,0.000000004,0.000000009,0.000000022,-0.035778396,-0.999289827,-0.011821493,0.000000000,0.115379443,0.050726772,0.310283793,0.006125418,106.445326426,0,0.157379698,0.116904639,111,101,10,0.072834646,17,0,0,0,0,0,1396,17,385328,801683,638060,1058,0,3417600
2806,1624181381.154767752,1624181381.254769802,2811,2810,0,0.056640725,0.101070129,1,0,0,0,1,-30.100683142,-0.404803735,-28.178357890,0.015329907,-0.001190955,0.999789382,0.013592931,1520,526,0.346052632,0.059383116,0.041881993,0.026265364,0.110174204,107.610473022,1457,0.744697893,159.088489742,354.065474907,571.870865576,0.146621981,0.109189080,0,0,1,0,0,0.000002600,0.000004472,0.000014482,0.056907991,-0.081651603,-0.995034922,0.000000004,0.000000008,0.000000023,0.235845102,-0.971175348,-0.034576467,0.000000000,0.116552335,0.049518188,0.317695115,0.006413235,106.062620923,0,0.156672754,0.116518417,103,96,7,0.067763158,22,0,0,0,0,0,1395,22,385353,801786,638082,1058,0,3418995
2807,1624181381.254765272,1624181381.354758501,2812,2811,0,0.044221237,0.087022012,1,0,0,0,1,-30.113272987,-0.407318862,-28.196611564,0.017728502,-0.001725241,0.999742171,0.014082459,1555,518,0.333118971,0.060069630,0.044913328,0.028150747,0.098346807,118.888821079,1487,0.746103763,175.942012388,359.391834821,574.122449008,0.158583996,0.118320116,0,0,1,0,0,0.000002650,0.000004936,0.000015851,0.042591528,-0.095691889,-0.994499384,0.000000004,0.000000009,0.000000024,0.185319168,-0.981385376,-0.050393952,0.000000000,0.115033244,0.047079581,0.320962924,0.007139838,107.581270005,0,0.156057265,0.116158859,116,111,5,0.074598071,22,0,0,0,0,0,1417,22,385386,801902,638104,1058,0,3420412
2808,1624181381.354762793,1624181381.454655409,2813,2812,0,0.055330835,0.095190401,1,0,0,0,1,-30.118324023,-0.402712801,-28.195773524,0.019072710,-0.003637910,0.999712078,0.014098173,1520,533,0.350657895,0.057790212,0.044670270,0.026262650,0.093336636,125.485980404,1448,0.745762955,161.149925415,333.168300543,585.546532887,0.149231581,0.111291385,0,0,1,0,0,0.000002504,0.000005205,0.000016885,0.078530005,-0.077905501,-0.993863055,0.000000003,0.000000009,0.000000027,0.275810171,-0.960073224,-0.046777701,0.000000000,0.113642346,0.048318255,0.320294816,0.007042939,107.475256106,0,0.155024486,0.115493455,101,95,6,0.066447368,22,0,0,0,0,0,1396,23,385413,802003,638126,1058,0,3421808
2809,1624181381.454760313,1624181381.554657698,2814,2813,0,0.060184506,0.129664240,1,0,0,0,1,-30.125290656,-0.401539150,-28.191311259,0.019131993,-0.005696383,0.999698498,0.014297967,1529,518,0.338783519,0.060886828,0.045240594,0.028351225,0.108575918,105.549105982,1459,0.744498572,168.071328209,342.197747854,575.954341033,0.154729981,0.115196250,0,0,1,0,0,0.000002511,0.000005033,0.000015856,0.068206389,-0.090955430,-0.993516481,0.000000004,0.000000010,0.000000027,0.123965084,-0.991050312,-0.049517041,0.000000000,0.113518667,0.046115975,0.315948182,0.006756909,107.436458910,0,0.154540534,0.115116522,118,106,12,0.077174624,26,0,0,0,0,0,1384,27,385444,802121,638152,1058,0,3423192
2810,1624181381.554757833,1624181381.654710770,2815,2814,0,0.056480194,0.117043934,1,0,0,0,1,-30.116175157,-0.398116702,-28.188467818,0.017857475,-0.006107892,0.999727304,0.013752167,1561,528,0.338244715,0.059117516,0.045293164,0.027557452,0.115024625,99.466717588,1504,0.738778942,179.953528039,347.097566692,584.072433946,0.161956365,0.119649952,0,0,1,0,0,0.000002551,0.000004929,0.000014245,0.043879502,-0.096465908,-0.994368603,0.000000003,0.000000010,0.000000025,-0.086124459,0.996087239,0.019818947,0.000000000,0.113529405,0.046512407,0.305299610,0.007832800,106.597106210,0,0.154923253,0.115267965,122,115,7,0.078155029,24,0,0,0,0,0,1415,24,385476,802243,638176,1058,0,3424607
2811,1624181381.654755592,1624181381.754643202,2816,2815,0,0.093626879,0.165733222,1,0,0,0,1,-30.103594808,-0.396473636,-28.168718366,0.014911147,-0.005314273,0.999784755,0.013411151,1528,533,0.348821990,0.060588931,0.044463242,0.028255194,0.121863990,104.075410250,1466,0.744359404,176.310025333,357.112543109,557.808317696,0.161569864,0.120266047,0,0,1,0,0,0.000002540,0.000004737,0.000013773,0.062967091,-0.105392096,-0.992435213,0.000000004,0.000000008,0.000000022,0.015322826,-0.999561865,-0.025323690,0.000000000,0.114163863,0.044380900,0.309609521,0.008091771,107.041578883,0,0.155667640,0.115817350,143,134,9,0.093586387,22,0,0,0,0,0,1363,22,385517,802386,638198,1058,0,3425970
2812,1624181381.754753113,1624181381.854616880,2817,2816,0,0.109170896,0.165474015,1,0,0,0,1,-30.105887804,-0.396956775,-28.140827361,0.013640188,-0.005116413,0.999810440,0.012917111,1510,558,0.369536424,0.079888461,0.056531549,0.033112500,0.129939082,98.738873212,1453,0.750319057,173.198839744,344.443279943,572.571470164,0.158866888,0.119200853,0,0,1,0,0,0.000002435,0.000004482,0.000012714,0.070015675,-0.089972908,-0.993480086,0.000000003,0.000000006,0.000000021,0.088868401,-0.995830851,-0.020574821,0.000000000,0.115535129,0.078811603,0.322042099,0.008376817,106.287358258,0,0.155672103,0.115843374,139,131,8,0.092052980,38,0,0,0,0,0,1333,38,385545,802525,638236,1058,0,3427303
2813,1624181381.854750633,1624181381.954633713,2818,2817,0,0.064931647,0.128498413,1,0,0,0,1,-30.110311917,-0.396861856,-28.145679284,0.012284964,-0.003958386,0.999837587,0.012578177,1493,551,0.369055593,0.067416473,0.053446205,0.031375633,0.094423746,118.417829499,1430,0.758683815,154.181258201,372.115873304,558.620723928,0.142113301,0.107819062,0,0,1,0,0,0.000002572,0.000004360,0.000013696,0.054253912,-0.069665526,-0.996093985,0.000000003,0.000000009,0.000000025,0.145101578,-0.988647999,-0.038995715,0.000000000,0.114397184,0.080834827,0.310026206,0.008981409,107.328529490,0,0.155105024,0.115473103,90,85,5,0.060281313,30,0,0,0,0,0,1372,31,385571,802615,638266,1058,0,3428675
2814,1624181381.954748154,1624181382.054688931,2819,2818,0,0.048974404,0.097463983,1,0,0,0,1,-30.132842023,-0.390612525,-28.154812638,0.011093744,-0.001285957,0.999852667,0.013035302,1512,525,0.347222222,0.061982854,0.045291261,0.026396824,0.109588678,123.078840787,1464,0.758073460,167.210680702,373.180024655,569.428839725,0.150664747,0.114214946,0,0,1,0,0,0.000002695,0.000004217,0.000015200,0.089010646,-0.104685909,-0.990513991,0.000000003,0.000000010,0.000000020,0.245052092,0.968258678,0.049240266,0.000000000,0.115012867,0.080439455,0.307837338,0.009666669,107.423892896,0,0.154818229,0.115300852,122,111,11,0.080687831,21,0,0,0,0,0,1368,22,385608,802737,638287,1058,0,3430043
2815,1624181382.054745674,1624181382.154799223,2820,2819,0,0.034956346,0.087084813,1,0,0,0,1,-30.153954764,-0.380965326,-28.137644682,0.011119130,-0.000447723,0.999857503,0.012694037,1477,483,0.327014218,0.058227169,0.043453300,0.026058861,0.106335698,118.356493227,1420,0.735801862,161.013651367,336.657778944,547.167213425,0.154103844,0.113389895,0,0,1,0,0,0.000002763,0.000004798,0.000017076,0.084539526,-0.128188429,-0.988140069,0.000000004,0.000000010,0.000000028,-0.050333599,0.996106942,0.072370492,0.000000000,0.113980118,0.080272518,0.325249189,0.009663256,107.977263447,0,0.154290687,0.114861794,99,92,7,0.067027759,21,0,0,0,0,0,1357,21,385638,802836,638308,1058,0,3431400
2816,1624181382.154743433,1624181382.254838943,2821,2820,0,0.035906464,0.091654522,1,0,0,0,1,-30.154256596,-0.378567560,-28.141220336,0.010355514,0.000330157,0.999866752,0.012614796,1515,509,0.335973597,0.063574797,0.045136339,0.028317591,0.119223017,102.271865388,1455,0.745882159,173.082974839,341.153328745,571.022237528,0.159485476,0.118957371,0,0,1,0,0,0.000002746,0.000004886,0.000016120,0.064509534,-0.123615881,-0.990231101,0.000000004,0.000000008,0.000000019,0.160126443,-0.987082734,0.005215213,0.000000000,0.114122767,0.079662945,0.310128986,0.009454628,108.035573121,0,0.154389101,0.115005852,102,95,7,0.067326733,23,0,0,0,0,0,1390,23,385668,802938,638331,1058,0,3432790
2817,1624181382.254740953,1624181382.354787588,2822,2821,0,0.030994195,0.047082394,1,0,0,0,1,-30.160496395,-0.378651474,-28.148877737,0.011008005,0.000802332,0.999856381,0.012860668,1523,501,0.328956008,0.060993639,0.045561666,0.027707369,0.092906609,120.350628339,1467,0.740520533,163.319948768,356.062371541,566.961302127,0.150339124,0.111329208,0,0,1,0,0,0.000002704,0.000004857,0.000017455,0.042123562,-0.137717160,-0.989575459,0.000000004,0.000000010,0.000000025,0.188797444,-0.980083787,-0.061573496,0.000000000,0.111293336,0.078995961,0.310679884,0.009208535,109.214715312,0,0.153330847,0.114279336,88,83,5,0.057780696,22,0,0,0,0,0,1412,23,385692,803026,638353,1058,0,3434202
2818,1624181382.354738474,1624181382.454735756,2823,2822,0,0.034821345,0.107702405,1,0,0,0,1,-30.163361383,-0.377569589,-28.157259558,0.011077615,0.000753515,0.999851819,0.013155147,1542,519,0.336575875,0.057950283,0.042790130,0.026778914,0.103726207,111.289716830,1480,0.743900590,160.387944059,355.046391698,585.538537116,0.145678380,0.108370232,0,0,1,0,0,0.000002629,0.000004851,0.000016751,0.054913485,-0.128027378,-0.990249211,0.000000004,0.000000009,0.000000024,0.172628665,-0.982383825,-0.071563712,0.000000000,0.110360954,0.080086329,0.301739542,0.009679768,109.695299528,0,0.152266842,0.113467569,87,78,9,0.056420233,20,0,0,0,0,0,1435,20,385721,803113,638373,1058,0,3435637
2819,1624181382.454735994,1624181382.554691315,2824,2823,0,0.116836612,0.196167976,1,0,0,0,1,-30.163742981,-0.375509289,-28.145480466,0.011533709,0.004208581,0.999846291,0.012516204,1585,548,0.345741325,0.056317686,0.040701404,0.026245307,0.114799882,107.722031233,1497,0.749314100,166.766600882,358.253004823,596.703602259,0.148670010,0.111400535,0,0,1,0,0,0.000002621,0.000004570,0.000015752,0.043963258,-0.128409021,-0.990746363,0.000000004,0.000000009,0.000000019,0.224506615,-0.974010575,-0.030002993,0.000000000,0.109601285,0.082859626,0.295402585,0.010061441,110.052719959,0,0.151791466,0.113215651,112,99,13,0.070662461,19,0,0,0,0,0,1453,20,385771,803225,638392,1058,0,3437090
2820,1624181382.554733515,1624181382.654610634,2825,2824,0,0.098295899,0.185028029,1,0,0,0,1,-30.167828118,-0.394491301,-28.155086371,0.013090479,0.004942817,0.999819427,0.012857696,1514,526,0.347424042,0.063613441,0.048493662,0.031277025,0.097916364,113.777260057,1454,0.755835598,155.906314882,363.454502652,579.624141891,0.141863920,0.107225801,0,0,1,0,0,0.000002570,0.000004671,0.000016294,0.054362471,-0.122296564,-0.991003669,0.000000004,0.000000010,0.000000024,0.062425173,-0.996606029,-0.053661168,0.000000000,0.109382432,0.082897853,0.305224601,0.010295346,110.675299407,0,0.151343028,0.112993552,121,112,9,0.079920740,21,0,0,0,0,0,1371,22,385811,803346,638413,1058,0,3438461
2821,1624181382.654731274,1624181382.754637480,2826,2825,0,0.049966473,0.103238349,1,0,0,0,1,-30.173020397,-0.398995163,-28.160865613,0.014074007,0.006846370,0.999794338,0.012896936,1499,542,0.361574383,0.060451672,0.047038082,0.027987900,0.103504527,122.255986418,1418,0.754828042,170.024734427,334.046886363,566.274542163,0.158850230,0.119904608,0,0,1,0,0,0.000002444,0.000004635,0.000017063,0.028968862,-0.137350772,-0.990098768,0.000000004,0.000000009,0.000000021,0.109464341,-0.993893445,-0.013906036,0.000000000,0.109172662,0.081972659,0.285339203,0.010195080,111.055337292,0,0.151993044,0.113549125,111,105,6,0.074049366,26,0,0,0,0,0,1362,26,385846,803457,638439,1058,0,3439823
2822,1624181382.754728794,1624181382.854650259,2827,2826,0,0.118809519,0.180006168,1,0,0,0,1,-30.170641538,-0.397339142,-28.159203204,0.016156792,0.005036277,0.999771644,0.013048115,1537,540,0.351333767,0.070179799,0.049604257,0.032689904,0.127952265,102.485583890,1468,0.753150625,181.234024987,335.929102968,588.461988877,0.163919960,0.123456420,0,0,1,0,0,0.000002410,0.000004606,0.000015804,0.021204299,-0.138195027,-0.990178020,0.000000004,0.000000008,0.000000020,0.161799316,-0.985977521,-0.040857191,0.000000000,0.109658228,0.085765860,0.268451443,0.010395199,111.331295291,0,0.152505218,0.113907669,152,138,14,0.098893949,34,0,0,0,0,0,1349,36,385905,803609,638473,1058,0,3441172
2823,1624181382.854726315,1624181382.954630852,2828,2827,0,0.093741091,0.178922080,1,0,0,0,1,-30.155551618,-0.387456792,-28.145377346,0.015927838,0.004927134,0.999769728,0.013509945,1578,566,0.358681876,0.071255301,0.046555856,0.027901933,0.193683399,94.853459099,1516,0.759490103,210.936104821,353.676189904,586.774701177,0.183201743,0.139139911,0,0,1,0,0,0.000002224,0.000004183,0.000013444,0.034376310,-0.125480856,-0.991500290,0.000000004,0.000000005,0.000000012,0.060802783,-0.997780419,-0.027152461,0.000000000,0.113791220,0.091067951,0.272070834,0.011287358,110.326806588,0,0.154081368,0.115274196,156,139,17,0.098859316,41,0,0,0,0,0,1381,41,385959,803765,638514,1058,0,3442553
2824,1624181382.954723835,1624181383.054590940,2829,2828,0,0.063267397,0.109889582,1,0,0,0,1,-30.136254642,-0.395032585,-28.134716965,0.015573925,0.001023000,0.999781268,0.013922017,1560,565,0.362179487,0.060227354,0.045353392,0.029263248,0.125711998,98.393486291,1487,0.752941576,170.330153039,358.725375118,590.568594976,0.152131550,0.114546169,0,0,1,0,0,0.000002482,0.000004389,0.000012936,0.052103159,-0.119208224,-0.991501215,0.000000004,0.000000009,0.000000021,0.240821127,-0.970089315,-0.030527122,0.000000000,0.114157343,0.089767315,0.286250489,0.011849173,109.634595893,0,0.154477324,0.115609882,103,94,9,0.066025641,31,0,0,0,0,0,1426,31,385996,803868,638545,1058,0,3443979
2825,1624181383.054721355,1624181383.154581070,2830,2829,0,0.058642838,0.137115789,1,0,0,0,1,-30.136272679,-0.429965540,-28.148283756,0.017367720,-0.002489385,0.999744251,0.014268783,1513,488,0.322538004,0.061423074,0.046077730,0.027521674,0.089355951,109.066091576,1448,0.742519646,151.882759031,348.506074110,574.779614202,0.141264152,0.104891408,0,0,1,0,0,0.000002726,0.000004945,0.000014875,0.060820193,-0.110948067,-0.991963422,0.000000004,0.000000011,0.000000029,-0.006647345,0.996735160,0.080466346,0.000000000,0.112819480,0.088283195,0.312284647,0.012059544,110.106732709,0,0.154192355,0.115387963,100,92,8,0.066093853,25,0,0,0,0,0,1388,25,386024,803968,638570,1058,0,3445367
2826,1624181383.154719114,1624181383.254613876,2831,2830,0,0.043983420,0.082724433,1,0,0,0,1,-30.134599436,-0.458133908,-28.150951416,0.017540176,-0.004774239,0.999733369,0.014238646,1523,526,0.345370978,0.056005043,0.043752668,0.024172807,0.105650778,108.356104468,1434,0.740051253,156.289771787,335.532300092,569.411424551,0.147271804,0.108988683,0,0,1,0,0,0.000002526,0.000004870,0.000015567,0.046017654,-0.103394796,-0.993575308,0.000000004,0.000000008,0.000000021,0.155376344,-0.987386818,-0.030421424,0.000000000,0.112593309,0.090838437,0.318311973,0.011242703,110.144014281,0,0.154224846,0.115377943,109,100,9,0.071569271,18,0,0,0,0,0,1396,18,386055,804077,638588,1058,0,3446763
2827,1624181383.254716635,1624181383.354599953,2832,2831,0,0.050118818,0.105672374,1,0,0,0,1,-30.129043932,-0.474976490,-28.145681099,0.017482153,-0.008216272,0.999709976,0.014381626,1494,509,0.340696118,0.064533876,0.040573904,0.027012526,0.099705463,109.050054637,1422,0.749152900,172.440006138,338.310583266,554.544834207,0.161870597,0.121265827,0,0,1,0,0,0.000002642,0.000004843,0.000015331,0.068382835,-0.074089302,-0.994904299,0.000000004,0.000000008,0.000000027,-0.003045309,-0.999780017,-0.020751954,0.000000000,0.112661242,0.090383834,0.329926637,0.011364040,109.652075959,0,0.154389176,0.115525228,131,123,8,0.087684070,31,0,0,0,0,0,1330,33,386099,804208,638619,1058,0,3448093
2828,1624181383.354714155,1624181383.454559088,2833,2832,0,0.040742227,0.077493996,1,0,0,0,1,-30.119313618,-0.491690901,-28.139621209,0.017092857,-0.009430379,0.999708916,0.014176909,1473,484,0.328581127,0.062954468,0.043942804,0.027802620,0.110296144,116.522633993,1401,0.746083335,174.335424405,333.404568536,537.522759437,0.166786221,0.124436420,0,0,1,0,0,0.000002709,0.000004822,0.000016012,0.093600632,-0.069608802,-0.993173467,0.000000004,0.000000008,0.000000023,0.158896065,0.987118656,0.018676155,0.000000000,0.113509217,0.088270508,0.341838139,0.011489233,109.203908638,0,0.155266908,0.116182480,114,106,8,0.077393075,28,0,0,0,0,0,1329,30,386131,804322,638647,1058,0,3449422
2829,1624181383.454711676,1624181383.554547310,2834,2833,0,0.025087978,0.050395396,1,0,0,0,1,-30.117514626,-0.501869564,-28.113770646,0.017435435,-0.011028551,0.999688740,0.014028544,1454,463,0.318431912,0.059819998,0.046727707,0.029055895,0.110748326,104.570681133,1389,0.736692328,168.104665148,325.275235626,529.885742272,0.164282527,0.121025677,0,0,1,0,0,0.000002744,0.000005132,0.000015714,0.050184135,-0.074119389,-0.995985878,0.000000004,0.000000008,0.000000027,0.298503891,-0.954215167,-0.019205252,0.000000000,0.113617837,0.088726950,0.359535133,0.010753819,109.154987396,0,0.155744535,0.116473951,110,104,6,0.075653370,16,0,0,0,0,0,1328,16,386161,804432,638663,1058,0,3450750
2830,1624181383.554709196,1624181383.654584408,2835,2834,0,0.036600490,0.082887255,1,0,0,0,1,-30.114145180,-0.507561093,-28.111643890,0.017711071,-0.011632275,0.999677225,0.014016237,1521,481,0.316239316,0.059347824,0.042993547,0.027194152,0.123117510,98.704094309,1437,0.734738065,186.143489586,322.705589360,546.969520115,0.176302529,0.129536179,0,0,1,0,0,0.000002693,0.000004974,0.000015102,0.054749128,-0.075984123,-0.995604814,0.000000004,0.000000009,0.000000019,0.199928302,-0.979589440,-0.020813510,0.000000000,0.114022482,0.088592289,0.343009265,0.010179238,109.116856232,0,0.156461843,0.116968263,111,102,9,0.072978304,25,0,0,0,0,0,1385,25,386206,804543,638688,1058,0,3452135
2831,1624181383.654706955,1624181383.754617214,2836,2835,0,0.049440283,0.104430607,1,0,0,0,1,-30.106135750,-0.518659653,-28.119930966,0.017840067,-0.011583005,0.999674494,0.014088040,1528,452,0.295811518,0.060122167,0.043261887,0.028479476,0.147720589,103.640354123,1441,0.725649314,185.463266861,328.389466265,531.807928487,0.177364678,0.128704557,0,0,1,0,0,0.000002672,0.000004831,0.000014967,0.089879337,-0.058233121,-0.994248766,0.000000004,0.000000009,0.000000020,0.223576145,-0.972590254,-0.063889784,0.000000000,0.115315312,0.088789928,0.331020137,0.009350932,109.095103425,0,0.157251584,0.117390188,113,102,11,0.073952880,20,0,0,0,0,0,1395,20,386240,804656,638708,1058,0,3453530
2832,1624181383.754704475,1624181383.854662895,2837,2836,0,0.044441608,0.110780809,1,0,0,0,1,-30.102076121,-0.532289811,-28.121017677,0.017807111,-0.010956657,0.999683731,0.013974850,1512,458,0.302910053,0.059635005,0.046678746,0.030267575,0.133616476,87.844074665,1430,0.732445223,187.224367697,326.573970985,533.598329537,0.178752113,0.130926131,0,0,1,0,0,0.000002724,0.000005110,0.000013786,0.056215446,-0.074760460,-0.995615738,0.000000005,0.000000009,0.000000022,0.260279830,-0.965192516,-0.025647959,0.000000000,0.115499181,0.064742396,0.338716667,0.008917234,108.550363498,0,0.158245845,0.117976452,98,90,8,0.064814815,19,0,0,0,0,0,1393,21,386271,804754,638727,1058,0,3454923
2833,1624181383.854701996,1624181383.954743624,2838,2837,0,0.037857243,0.086218468,1,0,0,0,1,-30.111828422,-0.534348646,-28.130919727,0.018749409,-0.010435605,0.999677680,0.013568098,1514,484,0.319682959,0.061233377,0.045662723,0.028393699,0.131436609,108.598622005,1439,0.734075814,181.340806210,334.828971026,540.165319606,0.171669773,0.126018628,0,0,1,0,0,0.000002750,0.000004717,0.000014159,0.097441527,-0.062637759,-0.993268171,0.000000004,0.000000008,0.000000016,0.095911520,-0.995389125,-0.001212239,0.000000000,0.117349825,0.061611261,0.327665110,0.008748401,108.059403123,0,0.159723669,0.118886430,114,98,16,0.075297226,26,0,0,0,0,0,1374,26,386319,804868,638753,1058,0,3456297
2834,1624181383.954699516,1624181384.054773569,2839,2838,0,0.034654565,0.063441226,1,0,0,0,1,-30.111331888,-0.527377625,-28.113344478,0.018580281,-0.009867239,0.999680734,0.013994279,1500,468,0.312000000,0.061906666,0.042450472,0.027706727,0.118555346,99.099735070,1428,0.733227832,177.448667024,337.197444766,532.403231887,0.169474980,0.124263772,0,0,1,0,0,0.000002690,0.000004901,0.000014208,0.076720175,-0.074247817,-0.994284304,0.000000004,0.000000008,0.000000024,0.058114256,0.998308022,-0.001956202,0.000000000,0.117798158,0.061607650,0.317707538,0.008961717,106.860447838,0,0.160664181,0.119388872,129,118,11,0.086000000,20,0,0,0,0,0,1350,21,386366,804997,638773,1058,0,3457647
2835,1624181384.054697037,1624181384.154726505,2840,2839,0,0.050062294,0.107296145,1,0,0,0,1,-30.105183234,-0.523516579,-28.094378561,0.020305432,-0.009339495,0.999649841,0.014165400,1516,491,0.323878628,0.062858295,0.047040967,0.029127595,0.137732568,110.168935220,1442,0.733928250,187.438822208,340.151983485,530.733730194,0.177109021,0.129985314,0,0,1,0,0,0.000002686,0.000004832,0.000014599,0.069569331,-0.098908557,-0.992661677,0.000000004,0.000000008,0.000000017,0.060998674,-0.997325990,-0.040249625,0.000000000,0.119368001,0.060315892,0.333699906,0.009152136,106.451069937,0,0.161814439,0.120218643,107,101,6,0.070580475,24,0,0,0,0,0,1384,25,386398,805104,638797,1058,0,3459031
2836,1624181384.154694557,1624181384.254673719,2841,2840,0,0.047615931,0.090704057,1,0,0,0,1,-30.100240538,-0.530683522,-28.094173648,0.020250743,-0.008232298,0.999652756,0.014714053,1491,427,0.286384977,0.059198766,0.040278074,0.026185158,0.100263254,112.518199726,1409,0.721164587,176.847970775,330.058442266,509.214490107,0.174042252,0.125513109,0,0,1,0,0,0.000002895,0.000005465,0.000016433,0.036523207,-0.101656062,-0.994148933,0.000000005,0.000000013,0.000000029,0.283483602,-0.958928149,-0.009687783,0.000000000,0.118420013,0.060744174,0.332530214,0.009793055,106.963386654,0,0.162542278,0.120546430,124,114,10,0.083165661,18,0,0,0,0,0,1348,19,386434,805228,638815,1058,0,3460379
2837,1624181384.254692316,1624181384.354543447,2842,2841,0,0.064905538,0.159394229,1,0,0,0,1,-30.092888817,-0.535500039,-28.085070017,0.020268140,-0.006808118,0.999657039,0.015121392,1472,472,0.320652174,0.063408694,0.046718926,0.025932519,0.128257333,104.539764339,1393,0.734274329,176.865987530,327.823322356,518.154830518,0.172915873,0.126967687,0,0,1,0,0,0.000002803,0.000005241,0.000015762,0.035159993,-0.096554802,-0.994706462,0.000000004,0.000000009,0.000000023,0.335587537,-0.941993865,0.005344508,0.000000000,0.120187549,0.060959605,0.336260412,0.010077922,106.172843454,0,0.163671116,0.121328353,112,101,11,0.076086957,21,0,0,0,0,0,1338,22,386474,805340,638836,1058,0,3461717
