frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2521,1624181350.555512428,1624181350.655507088,2526,2525,0,0.072723984,0.116914162,1,0,0,0,1,-36.310635487,-18.777694335,-28.405232404,0.017065988,0.017464537,0.800849072,0.598368203,1350,380,0.281481481,0.064318398,0.046149653,0.030240236,0.168773468,98.586052087,1269,0.719381953,158.808309848,326.243241621,427.844147319,0.173961067,0.125144452,0,0,0,1.000000000,0.000004100,0.000004844,0.000016134,0.066075501,-0.045436665,-0.996779583,0.000000004,0.000000010,0.000000016,0.992192752,-0.115098848,0.048018715,0.000000000,0.170810086,0.082703961,0.314305988,0.066660633,112.998463587,0,0.163565395,0.120646556,148,135,13,0.109629630,18,0,0,0,0,0,1184,18,371552,758068,699284,883,0,3067148
2522,1624181350.655509949,1624181350.755407572,2527,2526,0,0.056381003,0.098369040,1,0,0,0,1,-36.308780482,-18.766393819,-28.420089765,0.017978570,0.018762485,0.801194442,0.597839616,1370,380,0.277372263,0.060907918,0.046143583,0.026148642,0.141632293,109.918799293,1291,0.728148407,150.765099331,340.423577496,448.850916421,0.160381648,0.116781642,0,0,0,1.000000000,0.000003980,0.000004811,0.000016081,0.048727731,-0.069931839,-0.996360952,0.000000004,0.000000012,0.000000018,0.944735634,-0.327618138,0.011871695,0.000000000,0.169461685,0.070442879,0.320909548,0.063288539,113.357047720,0,0.163198033,0.120258672,109,91,18,0.079562044,16,0,0,0,0,0,1244,17,371595,758177,699300,883,0,3068392
2523,1624181350.755507469,1624181350.855385542,2528,2527,0,0.057493662,0.166231195,1,0,0,0,1,-36.307675630,-18.763265879,-28.410268881,0.019654661,0.018622929,0.801409455,0.597502942,1354,351,0.259231905,0.058284499,0.043641208,0.026890651,0.153642208,103.854832890,1274,0.725621277,148.590980755,343.428145064,432.422380717,0.160735947,0.116633423,0,0,0,1.000000000,0.000004175,0.000005338,0.000015803,0.037381378,-0.058824641,-0.997568190,0.000000004,0.000000012,0.000000024,0.997151591,0.062282154,0.042539848,0.000000000,0.171270342,0.070791097,0.316887610,0.063527049,112.251931894,0,0.163392365,0.120337850,120,110,10,0.088626292,15,0,0,0,0,0,1219,15,371635,758297,699315,883,0,3069611
2524,1624181350.855504990,1624181350.955458879,2529,2528,0,0.484570875,0.724090996,1,0,0,0,1,-36.281458685,-18.734146139,-28.437108688,0.034497052,0.005308097,0.801765440,0.596618770,1369,379,0.276844412,0.149112162,0.102782730,0.066145578,0.210099059,94.962894095,1285,0.753293078,184.535450451,363.335641186,420.110514166,0.190639419,0.143607354,0,0,0,1.000000000,0.000003744,0.000005040,0.000014341,0.105095466,-0.044529033,-0.993464699,0.000000004,0.000000008,0.000000016,0.925278839,-0.372281691,0.072563162,0.000000000,0.176873903,0.303971222,0.342486604,0.062129062,110.729111499,0,0.164491205,0.121260516,397,337,60,0.289992695,104,0,0,0,0,0,867,105,371880,758694,699419,883,0,3070478
2525,1624181350.955502510,1624181351.055535078,2530,2529,0,0.770516346,0.830575609,1,0,1,1,1,-36.276932768,-18.616109052,-28.385855864,0.061081474,-0.016550396,0.800218889,0.596359680,1320,306,0.231818182,0.216508775,0.124456867,0.090616978,0.265957799,88.335005999,1145,0.779240564,192.060805201,345.489199214,354.680441015,0.215259192,0.167738694,0,0,0,1.000000000,0.000004512,0.000005216,0.000013130,0.065694302,-0.022219461,-0.997592379,0.000000004,0.000000009,0.000000017,0.846791367,-0.529001656,0.055692269,0.050000000,0.181049952,0.527121680,0.448430693,0.062453546,110.002505590,1,0.166777717,0.123313103,95,64,31,0.071969697,124,581,0,0,50,29,489,736,371956,758789,700153,883,0,3070967
2526,1624181351.055500269,1624181351.155559778,2531,2530,0,0.692534734,0.729777502,1,0,1,1,1,-36.293313650,-18.487555853,-28.260026205,0.082561652,-0.034503873,0.796061191,0.598564647,1369,375,0.273922571,0.223310268,0.132808612,0.096164443,0.276467505,78.639802513,1187,0.797982032,194.637417902,330.067648291,422.499605945,0.205486125,0.163974236,0,0,0,1.000000000,0.000004095,0.000004912,0.000011101,-0.034834423,-0.067948250,0.997080538,0.000000004,0.000000008,0.000000013,0.891475382,-0.452323801,-0.025977329,0.100000000,0.185892585,0.619903107,0.611335705,0.065843263,107.605405669,2,0.169019934,0.125527993,84,54,30,0.061358656,165,552,0,0,50,47,519,766,372021,758873,700917,883,0,3071486
2527,1624181351.155497789,1624181351.255499363,2532,2531,0,0.573656205,0.681780907,1,0,1,1,1,-36.321827236,-18.407514506,-28.200565775,0.101418218,-0.047480418,0.791769215,0.600467705,1332,338,0.253753754,0.183585751,0.105289287,0.074437738,0.237148825,111.865380110,1194,0.774846153,196.798041873,305.747673589,422.620591669,0.212716395,0.164822481,0,0,0,1.000000000,0.000004060,0.000005441,0.000012999,0.037949629,-0.162776363,0.985932899,0.000000004,0.000000012,0.000000013,0.730634957,0.682141200,-0.029256507,0.150000000,0.188584017,0.621109236,0.696804031,0.067260761,108.580680697,3,0.171887047,0.127981218,79,44,35,0.059309309,122,548,0,0,50,10,571,682,372087,758952,701597,883,0,3072057
2528,1624181351.255495310,1624181351.355475426,2533,2532,0,0.273436011,0.450674597,1,0,1,1,1,-36.307884032,-18.470116419,-28.280974497,0.110122818,-0.055021187,0.788887748,0.602081186,1494,386,0.258366801,0.169047878,0.107348981,0.081340879,0.239731626,144.014093611,1340,0.753011586,215.875888572,296.219603830,496.940032472,0.213942803,0.161101409,0,0,0,1.000000000,0.000004258,0.000005234,0.000016516,0.094013742,-0.263601076,0.960039525,0.000000005,0.000000012,0.000000013,0.932554580,-0.360957422,0.007189981,0.200000000,0.190823043,0.610854601,0.790662103,0.065306403,109.038032525,4,0.174610290,0.130107567,87,53,34,0.058232932,136,461,0,0,50,4,805,602,372145,759039,702198,883,0,3072862
2529,1624181351.355492830,1624181351.455363512,2534,2533,0,0.045539630,0.107837367,1,0,1,1,1,-36.307351371,-18.529894558,-28.260514619,0.115665246,-0.055633219,0.788092201,0.602027557,1623,405,0.249537893,0.218501417,0.141963269,0.107795795,0.344410120,146.946585180,1426,0.767562876,281.812780161,311.205859619,501.526021613,0.257470335,0.197624671,0,0,0,1.000000000,0.000004346,0.000005364,0.000019209,0.134161804,-0.289123646,0.947843936,0.000000005,0.000000008,0.000000010,0.581221094,-0.813393344,0.023943837,0.250000000,0.199952844,0.618267683,0.825328115,0.056769754,110.975414587,5,0.179705896,0.134257204,89,59,30,0.054836722,165,637,0,0,50,23,705,829,372217,759128,703023,883,0,3073567
2530,1624181351.455490351,1624181351.555310488,2535,2534,0,0.092999246,0.134521495,1,0,1,1,1,-36.299038309,-18.509332527,-28.276638278,0.115256035,-0.057408885,0.787153918,0.603165794,1688,415,0.245853081,0.205525259,0.124955121,0.093462949,0.405784368,118.672939774,1472,0.782673934,307.076891166,332.766870476,512.252268637,0.266537583,0.208612018,0,0,0,1.000000000,0.000004299,0.000005425,0.000018645,0.159234812,-0.294418025,0.942317516,0.000000005,0.000000009,0.000000012,0.678485031,-0.733079366,0.047462676,0.300000000,0.212307853,0.608158140,0.813757431,0.049667181,111.854122069,6,0.185326219,0.138951392,97,60,37,0.057464455,165,718,0,0,50,34,672,919,372293,759225,703940,883,0,3074239
2531,1624181351.555488110,1624181351.655343294,2536,2535,0,0.114427731,0.139498164,1,0,1,1,1,-36.313167215,-18.517396658,-28.253465718,0.115625668,-0.056724447,0.787553906,0.602637443,1648,410,0.248786408,0.193889127,0.124069818,0.095963814,0.374619164,121.908041608,1452,0.777607515,293.517063651,342.230695466,493.338352429,0.259959857,0.202146738,0,0,0,1.000000000,0.000004195,0.000005289,0.000018178,0.163552141,-0.293369845,0.941904895,0.000000004,0.000000009,0.000000011,0.722119704,-0.690899618,-0.034653285,0.350000000,0.224240297,0.594681619,0.831584001,0.045137608,111.310468838,7,0.190908512,0.143533050,91,66,25,0.055218447,157,677,0,0,50,15,705,852,372363,759316,704789,883,0,3074944
2532,1624181351.655485630,1624181351.755307436,2537,2536,0,0.140814748,0.167981942,1,0,1,1,1,-36.357082408,-18.460624962,-28.225564321,0.115265115,-0.055488806,0.787800951,0.602498637,1591,408,0.256442489,0.181180637,0.108659476,0.086155229,0.337646808,144.269569744,1426,0.773793846,271.656114381,332.333540297,499.440369935,0.246192426,0.190502184,0,0,0,1.000000000,0.000004189,0.000004976,0.000020239,0.178944556,-0.307383170,0.934609241,0.000000004,0.000000009,0.000000014,0.684385510,-0.728998499,0.013328992,0.400000000,0.231598864,0.570139041,0.889969380,0.043503574,113.059925239,8,0.195019973,0.147025215,81,61,20,0.050911376,138,595,0,0,42,0,775,735,372415,759397,705522,883,0,3075719
2533,1624181351.755483150,1624181351.855338573,2538,2537,0,0.160479626,0.188824454,1,0,0,0,1,-36.439009712,-18.388490511,-28.210318991,0.114372893,-0.050651525,0.788043747,0.602777171,1558,423,0.271501926,0.138367498,0.086327752,0.058000456,0.284172589,133.535262578,1402,0.762373385,233.591297603,333.987865208,501.268323547,0.218545022,0.166612908,0,0,0,1.000000000,0.000003954,0.000004885,0.000020709,0.172448966,-0.328166911,0.928745300,0.000000004,0.000000010,0.000000012,0.561027976,-0.827196080,-0.031531808,0.400000000,0.235114498,0.540657095,0.993801169,0.043668014,114.784900290,0,0.197435442,0.149108060,557,462,95,0.357509628,101,0,0,0,0,0,899,102,372815,759954,705623,883,0,3076618
2534,1624181351.855480671,1624181351.955365896,2539,2538,0,0.156146126,0.181025421,1,0,0,0,1,-36.510649668,-18.228532677,-28.234230235,0.107306435,-0.048275658,0.788793290,0.603290921,1552,402,0.259020619,0.131363477,0.074086241,0.053507109,0.241249513,148.381106226,1416,0.761335321,222.547124226,361.823849729,493.679840022,0.206434726,0.157166048,0,0,0,1.000000000,0.000004160,0.000004684,0.000022990,0.135417491,-0.340939778,0.930280695,0.000000005,0.000000014,0.000000017,0.845227851,0.530556973,-0.064024833,0.400000000,0.237164013,0.510994523,1.163718166,0.044231162,116.286967922,0,0.199776456,0.151056222,510,439,71,0.328608247,104,0,0,0,0,0,935,107,373172,760464,705727,883,0,3077553
2535,1624181351.955478191,1624181352.055452347,2540,2539,0,0.155394623,0.205020908,1,0,0,0,1,-36.575743433,-18.040638538,-28.229133901,0.102694171,-0.043185750,0.789706004,0.603285443,1535,418,0.272312704,0.114546048,0.072031582,0.046709278,0.284360719,115.693156879,1430,0.764912574,224.745438683,361.960623367,507.118918935,0.205467458,0.157164642,0,0,0,1.000000000,0.000004115,0.000004363,0.000019871,0.130155817,-0.323173871,0.937346314,0.000000004,0.000000010,0.000000015,0.611830221,0.789897520,-0.041541405,0.400000000,0.240859133,0.486862079,1.350565828,0.045115970,116.961772444,0,0.201147367,0.152391167,438,395,43,0.285342020,88,0,0,0,0,0,1008,89,373456,760902,705815,883,0,3078561
2536,1624181352.055475950,1624181352.155426979,2541,2540,0,0.173101527,0.210601161,1,0,0,0,1,-36.641072979,-17.821753764,-28.230812458,0.096097748,-0.039157278,0.790542609,0.603551417,1460,370,0.253424658,0.100700831,0.065886419,0.043453479,0.254741694,129.113496438,1349,0.753156978,191.164597221,358.181868183,466.662298007,0.188152508,0.141708375,0,0,0,1.000000000,0.000004248,0.000004627,0.000020087,0.092639390,-0.349964175,0.932171132,0.000000005,0.000000012,0.000000016,0.705599943,0.706177505,0.058668999,0.400000000,0.244755189,0.466622183,1.566074835,0.046224750,118.176061284,0,0.201890336,0.153165114,423,377,46,0.289726027,66,0,0,0,0,0,970,67,373728,761325,705881,883,0,3079531
2537,1624181352.155473471,1624181352.255322933,2542,2541,0,0.196191779,0.242008864,1,0,0,0,1,-36.703706878,-17.562845205,-28.255422732,0.088690881,-0.034229678,0.790604426,0.604902388,1455,387,0.265979381,0.109787378,0.072137460,0.046658984,0.245136877,113.426677684,1365,0.752048784,211.514732069,343.152937450,471.878920745,0.206044941,0.154955848,0,0,0,1.000000000,0.000004085,0.000004774,0.000018167,0.083257165,-0.304965187,0.948717281,0.000000004,0.000000011,0.000000013,0.820624924,0.571386450,0.009605132,0.400000000,0.249192149,0.443148641,1.805341839,0.047402304,117.766272915,0,0.203604964,0.154634761,419,381,38,0.287972509,80,0,0,0,0,0,956,80,373968,761744,705961,883,0,3080487
2538,1624181352.255470991,1624181352.355364799,2543,2542,0,0.195345658,0.221960410,1,0,0,0,1,-36.784918400,-17.295521955,-28.244579726,0.082992249,-0.030207923,0.790272849,0.606356819,1382,347,0.251085384,0.099988995,0.072417941,0.045037080,0.205056209,144.349716138,1275,0.743180100,189.664218856,331.891328465,425.999080689,0.200161778,0.148756250,0,0,0,1.000000000,0.000004294,0.000005028,0.000020072,0.085594111,-0.350218116,0.932749119,0.000000005,0.000000014,0.000000021,0.675717425,0.737152576,0.003470116,0.400000000,0.249659895,0.423505893,2.067423046,0.048749568,119.102341324,0,0.205588209,0.156125138,357,335,22,0.258321274,59,0,0,0,0,0,964,61,374154,762101,706020,883,0,3081451
2539,1624181352.355468512,1624181352.455438852,2544,2543,0,0.177393200,0.216490499,1,0,0,0,1,-36.880484240,-16.993387004,-28.265342964,0.077172453,-0.025989046,0.788225291,0.609975304,1368,381,0.278508772,0.106477155,0.075046558,0.050213129,0.274751864,116.344831214,1284,0.742515740,179.784563429,347.073754159,426.531893139,0.188573956,0.140019130,0,0,0,1.000000000,0.000004262,0.000004853,0.000017712,0.064919870,-0.321483719,0.944687053,0.000000004,0.000000010,0.000000018,0.847183801,0.530955060,-0.019139774,0.400000000,0.253702075,0.398749837,2.382394351,0.055005598,119.904872598,0,0.206645238,0.156916381,285,265,20,0.208333333,69,0,0,0,0,0,1010,73,374298,762386,706089,883,0,3082461
2540,1624181352.455466032,1624181352.555441618,2545,2544,0,0.166867814,0.202808604,1,0,0,0,1,-36.972762641,-16.678654006,-28.288518329,0.072436066,-0.023218112,0.785308964,0.614413351,1335,367,0.274906367,0.086814488,0.064383612,0.042019927,0.204975000,132.087537257,1243,0.736174742,167.703244313,341.947233429,405.414726091,0.183269174,0.134918137,0,0,0,1.000000000,0.000004340,0.000004586,0.000019085,0.071014640,-0.300474613,0.951142433,0.000000004,0.000000013,0.000000022,0.704458253,0.709582673,-0.015198657,0.400000000,0.257517885,0.383199995,2.696431765,0.064060527,119.745289066,0,0.207996618,0.157999532,257,239,18,0.192509363,51,0,0,0,0,0,1026,52,374432,762643,706140,883,0,3083487
2541,1624181352.555463791,1624181352.655427694,2546,2545,0,0.141339744,0.170833288,1,0,0,0,1,-37.051545052,-16.377278182,-28.315966605,0.068228581,-0.020675225,0.782228864,0.618898538,1349,406,0.300963677,0.085518298,0.058419550,0.035680772,0.233951265,115.537386267,1266,0.748350389,165.102848409,359.079698069,423.229046514,0.174267287,0.130412992,0,0,0,1.000000000,0.000004137,0.000004367,0.000017470,0.057363171,-0.305400597,0.950494577,0.000000004,0.000000011,0.000000018,0.905996108,0.421875137,0.034531462,0.400000000,0.260776775,0.371023223,2.990383067,0.073394241,120.592855775,0,0.208011929,0.158262959,235,214,21,0.174203113,50,0,0,0,0,0,1061,53,374554,762878,706190,883,0,3084548
2542,1624181352.655461311,1624181352.755337238,2547,2546,0,0.146989509,0.163762783,1,0,0,0,1,-37.125164248,-16.067922438,-28.335903368,0.065125546,-0.018679298,0.778675865,0.623757680,1343,381,0.283693224,0.089508800,0.058043874,0.037805833,0.197699609,121.158010956,1259,0.731891654,158.427498646,346.414142341,416.609951831,0.171932525,0.125835980,0,0,0,1.000000000,0.000004058,0.000004533,0.000016552,0.034872242,-0.241871672,0.969681402,0.000000003,0.000000011,0.000000015,0.976100357,0.215923092,0.024603065,0.400000000,0.263580141,0.354313659,3.298636310,0.084534810,121.154816358,0,0.208589473,0.158715676,211,191,20,0.157110946,44,0,0,0,0,0,1087,45,374657,763089,706234,883,0,3085635
2543,1624181352.755458832,1624181352.855440617,2548,2547,0,0.141319726,0.155330662,1,0,0,0,1,-37.202727106,-15.764672355,-28.366510340,0.062667633,-0.017996286,0.774830297,0.628797990,1293,348,0.269141531,0.079856203,0.053358655,0.034355035,0.232109539,89.253181813,1204,0.729928844,169.290591454,321.251322076,388.292414967,0.192630836,0.140606804,0,0,0,1.000000000,0.000004337,0.000005008,0.000013414,0.015008957,-0.186477189,0.982344639,0.000000004,0.000000008,0.000000016,0.997808244,0.066070719,-0.003656349,0.400000000,0.267503508,0.340483064,3.565647495,0.096157183,120.424733804,0,0.210184217,0.159914345,223,201,22,0.172467131,35,0,0,0,0,0,1033,37,374747,763312,706269,883,0,3086668
2544,1624181352.855456352,1624181352.955365419,2549,2548,0,0.143641947,0.157703751,1,0,0,0,1,-37.271392643,-15.453764778,-28.380929442,0.061357918,-0.016383439,0.770646589,0.634090391,1291,344,0.266460108,0.084117104,0.055972294,0.038121607,0.199528135,104.769098499,1216,0.736293443,159.544884991,321.133551163,414.654390979,0.178196175,0.131204675,0,0,0,1.000000000,0.000004266,0.000005341,0.000013854,0.040436108,-0.222622800,0.974065711,0.000000004,0.000000012,0.000000013,0.573116498,0.818481781,0.040311951,0.400000000,0.266974961,0.360313230,3.755609993,0.106688144,120.915044024,0,0.209562055,0.159294211,214,190,24,0.165762974,47,0,0,0,0,0,1026,51,374852,763526,706316,883,0,3087694
2545,1624181352.955453873,1624181353.055343390,2550,2549,0,0.144190490,0.160626076,1,0,0,0,1,-37.357822702,-15.159552094,-28.395768583,0.060326608,-0.015684139,0.766427721,0.639299036,1289,357,0.276958883,0.081063447,0.055752369,0.037041343,0.179731237,105.688012862,1210,0.737007967,166.415259990,331.491972437,393.872407801,0.186610293,0.137533273,0,0,0,1.000000000,0.000004477,0.000005206,0.000014916,0.032409547,-0.245386089,0.968883527,0.000000005,0.000000012,0.000000019,0.965423902,0.257932821,0.037780277,0.350000000,0.262663633,0.367155465,3.881983542,0.110407114,121.782694367,0,0.208129610,0.157783940,218,201,17,0.169123351,46,0,0,0,0,0,1024,47,374952,763744,706362,883,0,3088718
2546,1624181353.055451632,1624181353.155304670,2551,2550,0,0.162845308,0.180626282,1,0,0,0,1,-37.447215587,-14.865448097,-28.396173780,0.059311611,-0.014173778,0.761803467,0.644931558,1272,365,0.286949686,0.074718613,0.052261647,0.032070072,0.190810905,126.313741497,1202,0.741709669,160.867367553,331.898877677,398.768777392,0.180438641,0.133833084,0,0,0,1.000000000,0.000004178,0.000004860,0.000016389,0.015394216,-0.212529258,0.977033435,0.000000004,0.000000012,0.000000017,0.978253941,0.206893659,-0.014636997,0.300000000,0.258380803,0.365908922,4.085666012,0.115369314,124.166391317,0,0.206877236,0.156276882,219,203,16,0.172169811,43,0,0,0,0,0,1009,44,375042,763963,706405,883,0,3089727
2547,1624181353.155449152,1624181353.255323410,2552,2551,0,0.157041998,0.170041353,1,0,0,0,1,-37.528448871,-14.571450511,-28.382962556,0.058568176,-0.013221450,0.757265088,0.650341870,1314,378,0.287671233,0.075813443,0.048020417,0.029997600,0.176267424,110.555078960,1257,0.738551890,159.519968776,350.899256497,417.940500728,0.171829911,0.126905305,0,0,0,1.000000000,0.000004161,0.000004905,0.000016341,0.022692782,-0.171288419,0.984959550,0.000000004,0.000000011,0.000000015,0.894948679,0.443652117,-0.047325061,0.250000000,0.255336733,0.376693340,4.288111661,0.122921639,124.100876259,0,0.204832912,0.154381024,220,206,14,0.167427702,38,0,0,0,0,0,1054,40,375142,764183,706443,883,0,3090781
2548,1624181353.255446672,1624181353.355330229,2552,2552,0,0.163573973,0.177744968,1,0,0,0,1,-37.618296482,-14.249742803,-28.381226708,0.057431741,-0.010713670,0.752352301,0.656165244,1332,389,0.292042042,0.077290145,0.050684488,0.032562991,0.171907566,114.726416258,1268,0.737421094,156.710333283,372.502597485,405.837016467,0.167595682,0.123588591,0,0,0,1.000000000,0.000004249,0.000004706,0.000016811,0.016408235,-0.161110956,0.986799893,0.000000004,0.000000010,0.000000019,0.983337852,-0.181758431,-0.003246732,0.200000000,0.251945530,0.387934539,4.558950018,0.136296539,122.636492392,0,0.202515556,0.152505383,185,175,10,0.138888889,42,0,0,0,0,0,1104,43,375219,764368,706485,883,0,3091885
2549,1624181353.455441713,1624181353.555239439,2554,2553,0,0.170091948,0.207611474,1,0,0,0,1,-37.792657088,-13.605612426,-28.366992735,0.051212330,-0.009404667,0.742902390,0.667371627,1359,389,0.286239882,0.072805109,0.050663395,0.030126368,0.164010288,112.108730489,1290,0.739396789,164.036125804,389.164193632,400.621538030,0.171977738,0.127159787,0,0,0,1.000000000,0.000005590,0.000005805,0.000021217,0.013819508,0.115012638,-0.993267897,0.000000004,0.000000011,0.000000017,0.961997831,0.269269419,-0.045322756,0.150000000,0.242925539,0.362795279,5.198993636,0.162445967,120.894599657,0,0.198240926,0.148982139,239,221,18,0.175864606,35,0,0,0,0,0,1084,36,375319,764607,706520,883,0,3092969
2550,1624181353.555439234,1624181353.655134201,2555,2554,0,0.168392441,0.212124093,1,0,0,0,1,-37.896457569,-13.267313225,-28.350952436,0.047943337,-0.010281298,0.738001485,0.673015260,1324,375,0.283232628,0.075026987,0.051311453,0.032117101,0.252530454,98.755893739,1256,0.739870363,166.117325221,368.086863628,395.072987048,0.178759717,0.132259017,0,0,0,1.000000000,0.000004709,0.000005282,0.000016220,0.049142690,0.130962627,-0.990168565,0.000000004,0.000000010,0.000000016,0.986262230,0.164402302,-0.016084062,0.100000000,0.235262843,0.326919193,5.524909671,0.175921424,119.898747355,0,0.193852033,0.145164488,203,181,22,0.153323263,44,0,0,0,0,0,1077,44,375398,764810,706564,883,0,3094046
2551,1624181353.655436993,1624181353.755218267,2556,2555,0,0.158644721,0.205903093,1,0,0,0,1,-38.008386366,-12.912017162,-28.326242947,0.044117302,-0.010064446,0.733327651,0.678367840,1313,393,0.299314547,0.063217040,0.046476063,0.028605912,0.228714038,94.993809158,1250,0.747498263,164.606644610,375.848839000,393.917344835,0.176168056,0.131685316,0,0,0,1.000000000,0.000004444,0.000005002,0.000013499,0.031463452,0.154528274,-0.987487247,0.000000004,0.000000009,0.000000017,0.974708072,0.221197836,0.031869914,0.050000000,0.227967587,0.285049265,5.821230952,0.189426557,118.553035733,0,0.189662442,0.141641417,202,188,14,0.153846154,29,0,0,0,0,0,1082,29,375473,765012,706593,883,0,3095128
2552,1624181353.755434513,1624181353.855368853,2557,2556,0,0.165383037,0.195286173,1,0,0,0,1,-38.111498039,-12.557658834,-28.311344199,0.040478538,-0.010478713,0.728471132,0.683799308,1362,381,0.279735683,0.070130985,0.048889646,0.029963608,0.224387046,98.982649974,1273,0.731772684,165.265932156,378.895004024,387.385690744,0.177410263,0.129823984,0,0,0,1.000000000,0.000004356,0.000004769,0.000013304,0.012157357,-0.169528987,0.985450212,0.000000004,0.000000011,0.000000015,0.948226027,0.303174790,-0.094617379,0.000000000,0.222304599,0.220014820,6.080369466,0.202939073,116.288689744,0,0.186223334,0.138607507,177,165,12,0.129955947,22,0,0,0,0,0,1162,23,375552,765189,706615,883,0,3096290
2553,1624181353.855432034,1624181353.955401182,2558,2557,0,0.172768809,0.200942438,1,0,0,0,1,-38.217859503,-12.209478966,-28.296772030,0.037550314,-0.009288201,0.723572342,0.689163819,1391,388,0.278936017,0.064875852,0.046725735,0.030413660,0.220338423,102.001540494,1322,0.726507374,168.075105082,382.611206682,409.756436925,0.174997526,0.127136993,0,0,0,1.000000000,0.000004105,0.000005008,0.000013033,0.028554454,0.104923034,-0.994070319,0.000000004,0.000000009,0.000000013,0.995564581,-0.094078439,-0.000642679,0.000000000,0.219112890,0.200964011,6.267832819,0.216181560,114.712003640,0,0.184045960,0.136633712,183,166,17,0.131560029,29,0,0,0,0,0,1179,29,375637,765372,706644,883,0,3097469
2554,1624181353.955429554,1624181354.055557728,2559,2558,0,0.199416014,0.217321711,1,0,0,0,1,-38.328936522,-11.845604732,-28.276626837,0.035881585,-0.008279803,0.718130183,0.694933808,1298,370,0.285053929,0.084176399,0.050842403,0.033940946,0.180002806,132.274730478,1226,0.742987533,155.629138108,357.847566219,397.426011489,0.170851547,0.126940569,0,0,0,1.000000000,0.000004440,0.000004792,0.000014699,0.061577820,0.103385755,-0.992733377,0.000000003,0.000000009,0.000000019,0.938737260,0.344579169,-0.006128029,0.000000000,0.216050555,0.168485681,6.449900767,0.230711546,113.906684853,0,0.182266801,0.135122438,192,169,23,0.147919877,44,0,0,0,0,0,1062,44,375720,765564,706688,883,0,3098531
2555,1624181354.055427074,1624181354.155557156,2560,2559,0,0.212540340,0.227401027,1,0,0,0,1,-38.420461487,-11.490344596,-28.261231990,0.032580625,-0.006333750,0.712044711,0.701349211,1351,406,0.300518135,0.079596300,0.053634366,0.033004452,0.185696100,124.292602043,1283,0.737947342,149.884485007,385.330513780,411.571440550,0.158308652,0.116823449,0,0,0,1.000000000,0.000004100,0.000004537,0.000015687,0.061605513,0.101123513,-0.992964650,0.000000003,0.000000011,0.000000017,0.954069682,0.299570613,-0.002913785,0.000000000,0.211117324,0.151487181,6.588651789,0.246995230,114.336657111,0,0.179908860,0.133105378,203,180,23,0.150259067,52,0,0,0,0,0,1095,53,375808,765767,706740,883,0,3099626
2556,1624181354.155424833,1624181354.255478621,2561,2560,0,0.234001388,0.267585637,1,0,0,0,1,-38.499666151,-11.139781164,-28.268646758,0.029096456,-0.003892364,0.705129076,0.708471053,1330,399,0.300000000,0.072733666,0.053525290,0.033651699,0.190775451,108.857142558,1256,0.741562717,163.552757821,364.812041065,403.037973361,0.175598315,0.130217164,0,0,0,1.000000000,0.000004216,0.000004591,0.000014951,0.080768067,0.033561374,-0.996167734,0.000000004,0.000000007,0.000000019,0.986485289,0.159813130,-0.036146069,0.000000000,0.207919012,0.148055544,6.680616571,0.265193966,113.323839417,0,0.179281151,0.132530817,168,152,16,0.126315789,31,0,0,0,0,0,1130,32,375883,765935,706771,883,0,3100756
2557,1624181354.255422354,1624181354.355370998,2562,2561,0,0.255955014,0.288103142,1,0,0,0,1,-38.569393422,-10.788101426,-28.264183946,0.024457837,-0.002056413,0.697785958,0.715885705,1340,376,0.280597015,0.074770996,0.054301082,0.033719856,0.132313624,150.891745501,1281,0.737039719,156.059756718,378.956360000,409.131763259,0.165291646,0.121826508,0,0,0,1.000000000,0.000004058,0.000004828,0.000018240,0.076947517,0.004946597,-0.997022874,0.000000004,0.000000011,0.000000020,0.947810232,-0.316344294,-0.039775018,0.000000000,0.202277849,0.128837671,6.759572627,0.283528743,115.197092808,0,0.177243486,0.130874350,172,157,15,0.128358209,35,0,0,0,0,0,1132,36,375945,766107,706806,883,0,3101888
