frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
3115,1624181409.354081392,1624181409.453958988,1,0,0,1,-13.643744533,10.029776831,-19.483711672,-0.026866873,0.040325246,-0.491878036,0.869314698,3381,978,0.289263531,0.074253072,0.053378869,0.033160390,0.275180140,67.270427903,941,0.948299442,119.576599207,322.399538452,450.373637160,0.134001938,0.127073963,0.000001889,0.000002528,0.000006334,0.172507108,0.074172192,0.982211680,0.000000003,0.000000005,0.000000007,0.940439635,-0.339919490,-0.005294622,0.150000000,0.266459212,0.386590377,3.065313117,1.651054417,70.867286763,0,595,545,50,0.175983437,111,0,0,0,0,0,2674,112,432349,917493,569297,480,0,4136957
3116,1624181409.454078913,1624181409.553947687,1,0,0,1,-13.655937861,10.068949940,-19.368298335,-0.025193940,0.038680285,-0.453026499,0.890301124,3268,950,0.290697674,0.081935093,0.056100231,0.034167693,0.270777316,66.407922293,900,0.946096714,106.470805979,330.630675915,414.385561023,0.125041017,0.118300896,0.000001548,0.000002104,0.000005725,0.152401515,0.088818199,0.984319616,0.000000003,0.000000005,0.000000009,0.798542973,-0.600210203,0.045572274,0.100000000,0.268430537,0.307810947,2.916379311,1.664722117,70.010243710,0,511,480,31,0.156364749,123,0,0,0,0,0,2633,124,432581,918004,569420,480,0,4139590
3117,1624181409.554076433,1624181409.653959513,1,0,0,1,-13.675463515,10.101624781,-19.283232383,-0.024400809,0.038034104,-0.413570206,0.909350148,3413,1018,0.298271316,0.077858367,0.055348146,0.032973680,0.256373779,65.869477456,957,0.946066819,108.277272152,354.453925117,442.654748764,0.119592393,0.113142395,0.000001415,0.000001900,0.000005165,0.133828717,0.062096825,0.989057055,0.000000003,0.000000005,0.000000010,0.661014433,-0.750280878,-0.011769588,0.050000000,0.271739205,0.264489869,2.709305835,1.674781328,69.231795687,0,511,477,34,0.149721653,104,0,0,0,0,0,2798,104,432804,918515,569524,480,0,4142388
3118,1624181409.654074192,1624181409.753895521,1,0,0,1,-13.700638357,10.130659297,-19.184015195,-0.022033063,0.036091072,-0.373041711,0.926850506,3357,975,0.290437891,0.082647259,0.057583867,0.036883725,0.266589413,75.227165202,930,0.942093344,106.404009807,351.398288418,418.344511951,0.121445411,0.114412914,0.000001445,0.000001887,0.000005776,0.147083144,0.085019135,0.985463493,0.000000003,0.000000006,0.000000010,0.750203531,-0.659938164,0.040942426,0.000000000,0.270953097,0.163910752,2.569776778,1.681237374,69.044078426,0,534,492,42,0.159070599,124,0,0,0,0,0,2699,124,433035,919049,569648,480,0,4145087
3119,1624181409.754071712,1624181409.853918076,1,0,0,1,-13.737741912,10.159471564,-19.052677197,-0.022564086,0.034897564,-0.332311278,0.942253807,3493,1020,0.292012597,0.088483215,0.060603796,0.038343180,0.294128906,69.400761465,969,0.945189135,121.832077655,361.678968582,432.377225522,0.133020677,0.125729698,0.000001426,0.000001815,0.000005542,0.153690826,0.104019415,0.982628664,0.000000003,0.000000005,0.000000008,0.761492080,-0.648139174,-0.006739740,0.000000000,0.273019478,0.096394761,2.554151805,1.687913918,68.957960707,0,586,548,38,0.167764100,144,0,0,0,0,0,2762,145,433303,919635,569792,480,0,4147849
3120,1624181409.854069233,1624181409.953961134,1,0,0,1,-13.775947913,10.174175511,-18.978608330,-0.021732300,0.029177378,-0.290001765,0.956334337,3423,1001,0.292433538,0.080700523,0.056907471,0.037021998,0.249378489,70.302310371,941,0.944427086,101.101297493,353.306677992,434.297912308,0.113762381,0.107440274,0.000001424,0.000001935,0.000005376,0.138892589,0.094528105,0.985785619,0.000000003,0.000000005,0.000000011,0.486239657,-0.873804812,-0.006012283,0.000000000,0.270995539,0.067006350,2.521014168,1.698063763,69.049642174,0,544,511,33,0.158924920,121,0,0,0,0,0,2758,121,433551,920179,569913,480,0,4150607
3121,1624181409.954066753,1624181410.053978920,1,0,0,1,-13.818119886,10.190616057,-18.906969685,-0.022742250,0.024647398,-0.247841146,0.968220049,3460,1048,0.302890173,0.077166883,0.053466228,0.034187887,0.276841247,67.185237899,995,0.944211473,121.359433238,378.268740199,439.862241753,0.129175808,0.121969280,0.000001368,0.000001875,0.000005252,0.122189156,0.091806692,0.988251659,0.000000003,0.000000004,0.000000009,0.594079201,-0.804124581,0.021296961,0.000000000,0.273730272,0.062116451,2.461519935,1.708362055,68.579713602,0,537,485,52,0.155202312,123,0,0,0,0,0,2800,123,433814,920716,570036,480,0,4153407
3122,1624181410.054064274,1624181410.154034853,1,0,0,1,-13.864947220,10.207843868,-18.846113476,-0.020370727,0.021558859,-0.203893123,0.978543736,3484,1047,0.300516648,0.080364906,0.054677735,0.034808728,0.249762669,75.426940039,986,0.942866698,104.624172376,384.996255332,440.046136201,0.112539459,0.106109708,0.000001349,0.000001800,0.000005652,0.130504123,0.080281890,0.988192032,0.000000002,0.000000005,0.000000011,0.424881986,-0.904513257,-0.036483783,0.000000000,0.272010184,0.056189605,2.394551718,1.719784983,68.893824381,0,590,547,43,0.169345580,136,0,0,0,0,0,2757,137,434091,921306,570172,480,0,4156164
3123,1624181410.154062033,1624181410.254033566,1,0,0,1,-13.918566598,10.247058244,-18.762918339,-0.017389599,0.018993412,-0.158290513,0.987056719,3447,1060,0.307513780,0.107675744,0.074603230,0.048375876,0.242076308,70.148611070,1002,0.947259988,103.955963235,396.475154317,448.723390521,0.109524806,0.103748466,0.000001383,0.000001762,0.000005480,0.142626894,0.075305495,0.986907621,0.000000003,0.000000004,0.000000010,0.465094192,-0.884349666,-0.040162922,0.000000000,0.269269877,0.083835466,2.362352443,1.735325319,69.017082279,0,751,692,59,0.217870612,210,0,0,0,0,0,2486,210,434443,922057,570382,480,0,4158650
3124,1624181410.254059553,1624181410.354055643,1,0,0,1,-13.964043620,10.219978046,-18.728787685,-0.015621471,0.013009936,-0.112977087,0.993389596,3439,1031,0.299796452,0.091800941,0.062070071,0.041111815,0.250174283,78.983997865,982,0.949512527,107.636733926,402.833312160,421.951255424,0.115437875,0.109609709,0.000001404,0.000001769,0.000005920,0.131013831,0.089990210,0.987287769,0.000000002,0.000000004,0.000000014,0.136462425,-0.990172962,0.030586150,0.000000000,0.265216662,0.085603516,2.306975703,1.747569368,69.914605041,0,681,644,37,0.198022681,150,0,0,0,0,0,2608,150,434736,922738,570532,480,0,4161258
3125,1624181410.354057074,1624181410.454166889,1,0,0,1,-13.981819646,10.175226011,-18.719460875,-0.013200735,0.011490648,-0.072008606,0.997250453,3432,1065,0.310314685,0.124603461,0.085205427,0.056706224,0.214671812,80.750601522,1007,0.947496229,91.855701892,424.836816802,437.436183526,0.096271815,0.091217182,0.000001406,0.000001714,0.000005949,0.128490105,0.095212406,0.987129622,0.000000002,0.000000006,0.000000013,0.228423536,-0.973551966,0.004388251,0.000000000,0.260338897,0.130814966,2.220306634,1.748265600,70.523318577,0,829,761,68,0.241550117,212,0,0,0,0,0,2391,212,435088,923567,570744,480,0,4163649
3126,1624181410.454054594,1624181410.554239988,1,1,1,1,-14.002792114,10.100144572,-18.695551911,-0.012958720,0.012741271,-0.043898958,0.998870669,3437,1082,0.314809427,0.231925213,0.162482102,0.104086538,0.221644628,75.482237442,1019,0.952284816,96.526813622,415.814348667,458.037065117,0.099473392,0.094727001,0.000001388,0.000001624,0.000005501,0.102096996,0.089576752,0.990733167,0.000000002,0.000000004,0.000000011,0.162698616,-0.984265275,0.068927711,0.050000000,0.255248576,0.358022602,2.168087926,1.721193281,71.000271178,1,150,135,15,0.043642712,446,1281,0,0,12,0,1560,1727,435140,923717,572471,480,0,4165209
3127,1624181410.554052114,1624181410.654558420,1,1,1,1,-14.004376767,9.962591703,-18.695154459,-0.012709661,0.017621832,-0.032223587,0.999244503,3369,990,0.293855744,0.331883488,0.284214525,0.165168451,0.208061406,66.650732523,926,0.960144371,93.056323750,355.764077115,440.273286545,0.104664250,0.100492790,0.000001419,0.000001780,0.000005505,0.123503108,0.035930677,0.991693485,0.000000003,0.000000004,0.000000010,-0.011120878,-0.999736541,0.020079188,0.100000000,0.252411140,0.576981874,2.189128897,1.660117092,70.699547748,2,123,96,27,0.036509350,580,1554,0,0,50,34,1077,2169,435221,923840,574639,480,0,4166286
3128,1624181410.654049873,1624181410.754571676,1,1,1,1,-13.995651326,9.822660074,-18.631189107,-0.010643376,0.015418160,-0.020631102,0.999611603,3409,1081,0.317101789,0.324222676,0.262966242,0.152997967,0.259150847,67.009679215,1015,0.958741468,124.697928086,390.062878376,458.361783376,0.128142055,0.122855102,0.000001343,0.000001780,0.000005020,0.106495553,0.054584939,0.992813770,0.000000001,0.000000003,0.000000006,-0.001923250,-0.999904534,0.013682993,0.150000000,0.253038540,0.652335818,2.208942198,1.597534258,70.619846468,3,135,101,34,0.039601056,649,1584,0,0,33,0,1041,2233,435297,923975,576872,480,0,4167327
3129,1624181410.754047394,1624181410.854193926,1,1,1,1,-14.047606017,9.838548299,-18.575989128,-0.007364993,0.007979909,-0.010733907,0.999883424,3369,1053,0.312555654,0.196996232,0.151771692,0.095372809,0.214642497,79.939060539,998,0.953199038,96.093424444,410.606444178,444.592770854,0.101013527,0.096285996,0.000001366,0.000001618,0.000005325,0.119004319,0.054083851,0.991419643,0.000000001,0.000000003,0.000000012,0.017873309,-0.999682431,-0.017764636,0.200000000,0.251286842,0.635170540,2.146647599,1.532612361,71.239640436,4,150,132,18,0.044523598,358,1048,0,0,7,0,1813,1406,435330,924125,578278,480,0,4169140
3130,1624181410.854044914,1624181410.953701258,1,0,0,1,-14.116866435,9.873352513,-18.574594511,-0.002930633,0.009484986,-0.009172358,0.999908653,3398,976,0.287227781,0.104183031,0.075162098,0.048840883,0.211931661,78.813534453,936,0.947246209,87.187316373,383.000185194,416.434950421,0.098336463,0.093148842,0.000001443,0.000001665,0.000005649,0.130343624,0.065679419,0.989291036,0.000000002,0.000000006,0.000000011,0.189395382,-0.981785848,-0.015031204,0.200000000,0.249943023,0.624928620,2.099361301,1.449667938,71.571003819,0,704,659,45,0.207180695,167,0,0,0,0,0,2527,167,435659,924829,578445,480,0,4171667
3131,1624181410.954042435,1624181411.053427935,1,0,0,1,-14.197423189,9.887849551,-18.601330388,0.004187712,0.009672220,-0.009101190,0.999903035,3378,1014,0.300177620,0.092142141,0.067906764,0.039439686,0.209097772,69.032747557,971,0.947210580,90.093365339,402.037336635,427.610770995,0.097955097,0.092784104,0.000001442,0.000001642,0.000005448,0.100526276,0.050870019,0.993633086,0.000000002,0.000000005,0.000000011,0.113002269,-0.993433936,0.017874633,0.200000000,0.248498898,0.621824025,2.049122453,1.363979373,71.472926100,0,600,546,54,0.177619893,131,0,0,0,0,0,2646,132,435880,925429,578576,480,0,4174313
3132,1624181411.054039955,1624181411.153446674,1,0,0,1,-14.241879982,9.865428754,-18.627454915,0.008922943,0.013200026,-0.008949435,0.999833010,3373,1009,0.299140231,0.074845115,0.057647536,0.035408789,0.202237748,71.139125884,954,0.951825199,88.959591458,390.644137155,428.437510793,0.097968669,0.093249048,0.000001431,0.000001713,0.000005411,0.099651901,0.037276520,0.994323871,0.000000002,0.000000006,0.000000012,-0.099078936,0.995076799,-0.002351157,0.200000000,0.245322293,0.627179873,2.002969850,1.277407807,71.590159031,0,466,442,24,0.138155944,82,0,0,0,0,0,2823,84,436059,925895,578658,480,0,4177136
3133,1624181411.154037714,1624181411.253511667,1,0,0,1,-14.265454875,9.804029660,-18.639792853,0.012884337,0.018011004,-0.009234695,0.999712118,3421,989,0.289096755,0.074318708,0.054204290,0.034973470,0.217067093,65.546162477,943,0.941899752,88.655252418,388.536722502,411.019491257,0.099813227,0.094014053,0.000001454,0.000001755,0.000005267,0.097184646,0.055222932,0.993733149,0.000000003,0.000000006,0.000000012,0.294149861,-0.955126624,0.034770562,0.200000000,0.243230789,0.631811107,1.920221029,1.190321069,71.311531301,0,445,420,25,0.130078924,99,0,0,0,0,0,2876,100,436214,926340,578757,480,0,4180012
3134,1624181411.254035234,1624181411.353704453,1,0,0,1,-14.274971875,9.728778553,-18.650391241,0.015647895,0.022458138,-0.009945356,0.999575843,3481,997,0.286411951,0.083242837,0.063293587,0.039297756,0.241161947,65.159090506,955,0.947388357,100.207055568,382.798474516,421.750350413,0.110755904,0.104928854,0.000001472,0.000001644,0.000005012,0.119921774,0.061256002,0.990891755,0.000000002,0.000000005,0.000000009,0.161537645,-0.986607378,0.022615711,0.200000000,0.241547498,0.636864580,1.742147908,1.015578119,71.287291184,0,535,494,41,0.153691468,125,0,0,0,0,0,2820,126,436432,926875,578882,480,0,4182832
3135,1624181411.354032755,1624181411.453763247,1,0,0,1,-14.275940994,9.650130210,-18.625640467,0.019504186,0.024921071,-0.010596140,0.999442969,3502,993,0.283552256,0.078592284,0.055394793,0.036471837,0.227772822,66.773694014,959,0.946256668,93.597709515,383.872994047,429.989441283,0.103142502,0.097599280,0.000001477,0.000001663,0.000005017,0.139385503,0.025160101,0.989918507,0.000000003,0.000000006,0.000000012,0.049078740,-0.998149187,0.035909289,0.200000000,0.239177132,0.634696900,1.702116012,0.928145239,71.262454490,0,537,501,36,0.153340948,105,0,0,0,0,0,2859,106,436662,927412,578987,480,0,4185691
3136,1624181411.454030275,1624181411.553937912,1,0,0,1,-14.269925155,9.655954286,-18.608203123,0.037709350,0.023354452,-0.012507623,0.998937502,3474,991,0.285261946,0.149458283,0.099704003,0.066176863,0.219594284,74.798815237,945,0.948979024,90.864381200,377.226828479,428.693967873,0.101322350,0.096152784,0.000001461,0.000001713,0.000005393,0.143115224,0.026690340,0.989346076,0.000000002,0.000000005,0.000000013,0.083538828,-0.994864934,0.057140416,0.200000000,0.236617980,0.614457486,1.628265565,0.843457278,71.681999137,0,904,817,87,0.260218768,312,0,0,0,0,0,2255,315,437123,928316,579299,480,0,4187946
3137,1624181411.554027796,1624181411.654018164,1,1,1,1,-14.289849456,9.660715680,-18.672130867,0.049255059,0.023563895,-0.012465461,0.998430415,3449,1009,0.292548565,0.165756650,0.115409047,0.077653345,0.300989444,61.383356408,966,0.950814099,124.273131111,373.487250622,420.726038250,0.135302089,0.128647134,0.000001489,0.000001659,0.000004432,0.146715497,-0.007030668,0.989153746,0.000000002,0.000000004,0.000000008,0.190558041,-0.981001916,0.036371325,0.250000000,0.238848764,0.590583442,1.588995957,0.755583386,71.457693084,1,157,128,29,0.045520441,345,926,0,0,42,0,2020,1272,437215,928473,580570,480,0,4189966
3138,1624181411.654025316,1624181411.754069805,1,0,0,1,-14.288749089,9.519373443,-18.778015899,0.046247320,0.021518191,-0.011274561,0.998634586,3538,1017,0.287450537,0.133697735,0.091266629,0.065561818,0.260116497,61.525551220,959,0.949074327,108.644879720,381.156398596,420.361001001,0.119368691,0.113289760,0.000001490,0.000001592,0.000004372,0.154657681,-0.026082710,0.987623761,0.000000003,0.000000004,0.000000011,0.128398232,-0.991109161,0.034878719,0.250000000,0.238525118,0.573234841,1.626117697,0.670415818,70.772612385,0,729,676,53,0.206048615,266,0,0,0,0,0,2543,266,437590,929202,580836,480,0,4192509
3139,1624181411.754023075,1624181411.853970289,1,0,0,1,-14.306739558,9.389414918,-18.795922403,0.047816043,0.024228863,-0.010492896,0.998507129,3663,1025,0.279825280,0.148731516,0.093246255,0.068735242,0.296692295,55.005485626,973,0.948778401,125.688610572,390.672971450,406.799801783,0.136150204,0.129176373,0.000001463,0.000001602,0.000004021,0.144371620,-0.059474302,0.987734601,0.000000002,0.000000003,0.000000009,-0.019802941,0.999071206,-0.038269687,0.250000000,0.238653287,0.555699206,1.673902688,0.582640484,70.052848593,0,1092,970,122,0.298116298,312,0,0,0,0,0,2259,312,438126,930294,581148,480,0,4194768
3140,1624181411.854020596,1624181411.953949451,1,0,0,1,-14.307587853,9.316704409,-18.777359405,0.045719986,0.024715408,-0.010315656,0.998595223,3544,973,0.274548533,0.083797226,0.055127538,0.034843555,0.287304624,60.501842963,936,0.939797096,113.074902111,368.587218870,397.987961239,0.128545321,0.120806519,0.000001508,0.000001640,0.000004136,0.137467203,-0.048751428,0.989305851,0.000000002,0.000000004,0.000000009,0.226082749,-0.974107964,-0.000513724,0.250000000,0.240549594,0.554259256,1.664210189,0.495027666,69.562825223,0,600,551,49,0.169300226,114,0,0,0,0,0,2830,114,438400,930894,581262,480,0,4197598
3141,1624181411.954018116,1624181412.054003000,1,0,0,1,-14.309766153,9.208617227,-18.791968862,0.032590963,0.024866478,-0.008241479,0.999125400,3545,992,0.279830748,0.148885109,0.095159197,0.065617686,0.280143105,60.486823991,947,0.950390777,113.076262012,377.914455404,409.029348060,0.125637490,0.119404712,0.000001560,0.000001631,0.000004200,0.165955205,-0.034461482,0.985530962,0.000000002,0.000000004,0.000000009,0.163368384,-0.986564886,0.000705053,0.250000000,0.240714687,0.531309715,1.694605893,0.407984444,69.227904528,0,978,873,105,0.275881523,287,0,0,0,0,0,2279,288,438856,931872,581549,480,0,4199877
3142,1624181412.054015636,1624181412.153969526,1,0,0,1,-14.314939506,9.163714228,-18.801910029,0.019435520,0.026779834,-0.008620759,0.999415221,3605,1063,0.294868239,0.118357058,0.075467437,0.050564739,0.260306634,61.391044156,1012,0.945124318,115.735023895,396.286335400,444.444450422,0.121002782,0.114362672,0.000001428,0.000001580,0.000004208,0.158795188,-0.055591968,0.985745211,0.000000002,0.000000004,0.000000009,0.029225456,-0.999480031,-0.013621330,0.250000000,0.241241885,0.516626463,1.634423864,0.316327888,68.526109733,0,894,825,69,0.247988904,228,0,0,0,0,0,2482,229,439250,932766,581777,480,0,4202359
3143,1624181412.154013157,1624181412.254011393,1,0,0,1,-14.329079481,9.183981325,-18.790280333,0.004962885,0.028585496,-0.006250022,0.999559491,3434,983,0.286255096,0.095479470,0.068875582,0.043635387,0.189957685,72.890605983,951,0.944739820,81.830022661,376.275259713,440.342286641,0.091079352,0.086046291,0.000001459,0.000001605,0.000005003,0.140795302,0.030505471,0.989568643,0.000000002,0.000000006,0.000000012,0.035667667,-0.998638487,0.038065597,0.250000000,0.238635954,0.521219409,1.598756491,0.228504914,68.663209479,0,612,576,36,0.178217822,143,0,0,0,0,0,2679,143,439501,933378,581920,480,0,4205038
3144,1624181412.254010916,1624181412.353810787,1,0,0,1,-14.358227807,9.221480359,-18.772453896,-0.006641432,0.031267059,0.002887262,0.999484830,3463,939,0.271152180,0.142422990,0.094007151,0.065878624,0.220888750,72.827395324,907,0.943314815,89.387378772,358.505527427,407.693631046,0.104474971,0.098552788,0.000001507,0.000001691,0.000005499,0.135799552,0.058411145,0.989012952,0.000000002,0.000000005,0.000000012,0.071390295,-0.996326562,-0.047294891,0.250000000,0.237171677,0.505808794,1.600438846,0.163697093,68.355379352,0,1008,888,120,0.291077101,223,0,0,0,0,0,2231,224,439915,934386,582143,480,0,4207269
3145,1624181412.354008436,1624181412.453507900,1,1,1,1,-14.385020011,9.265500860,-18.751355138,-0.014271611,0.033431333,0.021659524,0.999104365,3462,1014,0.292894281,0.250263533,0.180220959,0.124460621,0.245403368,75.980747204,972,0.951244197,110.705567553,359.235933006,454.667858738,0.119732259,0.113894617,0.000001401,0.000001673,0.000005619,0.122124436,0.071153537,0.989961007,0.000000002,0.000000003,0.000000009,0.039090819,0.997418108,0.060241402,0.300000000,0.238708255,0.506441249,1.574583938,0.144476511,68.116886636,1,153,120,33,0.044194107,458,1299,0,0,24,0,1552,1757,439964,934539,583900,480,0,4208821
3146,1624181412.454005957,1624181412.553383827,1,1,1,1,-14.402822753,9.277752849,-18.737510911,-0.016509060,0.034578198,0.049970847,0.998015387,3399,1027,0.302147690,0.286646840,0.221186816,0.158038208,0.245876400,74.270711327,973,0.952473499,111.502843960,348.407559446,466.846310925,0.120315119,0.114596962,0.000001360,0.000001705,0.000005427,0.155485364,0.074737839,0.985006882,0.000000001,0.000000002,0.000000009,-0.019717297,0.999260240,0.033018195,0.300000000,0.239919844,0.521500429,1.462686742,0.177812927,68.056310330,2,181,150,31,0.053250956,494,1337,0,0,27,0,1387,1831,440020,934720,585731,480,0,4210208
3147,1624181412.554003477,1624181412.653460741,1,0,0,1,-14.400137301,9.238529719,-18.697780269,-0.014743810,0.034772976,0.086541890,0.995531999,3303,937,0.283681502,0.146743956,0.104897301,0.067932241,0.255888977,69.746986169,895,0.952843415,104.879016228,311.849955777,436.065884054,0.122982703,0.117183258,0.000001421,0.000001814,0.000005318,0.157711485,0.065078952,0.985338428,0.000000002,0.000000003,0.000000010,0.067093117,0.997132217,-0.035012232,0.250000000,0.242311222,0.478244281,1.364475513,0.228061209,68.211123013,0,892,789,103,0.270057523,240,0,0,0,0,0,2171,240,440335,935612,585971,480,0,4212379
3148,1624181412.654000998,1624181412.753690481,1,0,0,1,-14.382087485,9.176589569,-18.678309300,-0.011097584,0.033240549,0.132519653,0.990560675,3307,943,0.285152706,0.122036887,0.087274461,0.060602512,0.215552839,70.263039596,910,0.950277226,94.930933325,315.605908062,454.215433960,0.109778183,0.104319707,0.000001416,0.000001918,0.000005566,0.134393051,0.081358491,0.987582555,0.000000002,0.000000004,0.000000013,0.125802787,0.992040121,-0.005482468,0.200000000,0.240131322,0.414387017,1.354414456,0.300990004,68.373791032,0,768,673,95,0.232234654,174,0,0,0,0,0,2364,175,440620,936380,586145,480,0,4214743
3149,1624181412.753998756,1624181412.853826761,1,0,0,1,-14.376658701,9.111741177,-18.677803308,-0.004356235,0.031235392,0.183008881,0.982605273,3322,975,0.293497893,0.113517586,0.083159258,0.051804232,0.194938888,76.820457194,942,0.946399101,85.918501392,340.267221017,465.322230695,0.096374352,0.091208600,0.000001419,0.000001830,0.000005793,0.128158395,0.085183438,0.988088664,0.000000002,0.000000005,0.000000013,0.328446676,0.944253887,-0.022525042,0.150000000,0.239146142,0.414552294,1.341965635,0.400643293,68.217860865,0,634,580,54,0.190848886,154,0,0,0,0,0,2533,155,440838,937014,586299,480,0,4217276
3150,1624181412.853996277,1624181412.954084158,1,0,0,1,-14.382412641,9.041228651,-18.666959862,0.003281979,0.029643040,0.239188995,0.970514886,3220,883,0.274223602,0.077274299,0.058241484,0.036530905,0.232594569,63.269692558,853,0.941537421,85.080484461,348.355992148,369.694943111,0.105935943,0.099742655,0.000001564,0.000001788,0.000005807,0.119209823,0.075715400,0.989977877,0.000000003,0.000000006,0.000000014,0.422598069,0.906074105,-0.020990190,0.150000000,0.240179287,0.426339593,1.327432018,0.515852850,67.440668770,0,420,390,30,0.130434783,79,0,0,0,0,0,2721,79,441003,937434,586378,480,0,4219997
3151,1624181412.953993797,1624181413.054324150,1,0,0,1,-14.388683356,8.967411685,-18.686078870,0.010572450,0.025833577,0.297080007,0.954444508,3209,898,0.279837956,0.069872607,0.050679691,0.031223831,0.193082861,63.633589181,870,0.942478491,77.862791755,332.259496888,409.833998947,0.094959686,0.089497462,0.000001587,0.000001830,0.000005717,0.106244394,0.039155513,0.993568807,0.000000003,0.000000006,0.000000013,0.310028807,0.950452345,0.022857776,0.150000000,0.239378541,0.437500334,1.347714153,0.635814108,67.170710851,0,486,448,38,0.151449050,80,0,0,0,0,0,2642,81,441185,937920,586458,480,0,4222639
3152,1624181413.053991318,1624181413.154431820,1,0,0,1,-14.410253817,8.908308294,-18.706158440,0.014240300,0.023348831,0.356177232,0.934018108,3293,931,0.282720923,0.076818753,0.055434372,0.033650293,0.253417438,56.147086155,886,0.945653739,96.972465206,349.310356403,391.566391128,0.115739758,0.109449735,0.000001607,0.000001737,0.000005009,0.093671717,0.015158106,0.995487740,0.000000003,0.000000006,0.000000013,0.256033737,0.965931435,0.037725161,0.150000000,0.241937526,0.436444408,1.346840473,0.760551218,66.421108865,0,505,464,41,0.153355603,93,0,0,0,0,0,2695,93,441388,938425,586551,480,0,4225334
3153,1624181413.153988838,1624181413.254314899,1,0,0,1,-14.432391660,8.857564613,-18.709263578,0.016767035,0.018842100,0.415307874,0.909331189,3263,893,0.273674533,0.079372161,0.054325250,0.035694198,0.242999681,56.133830754,845,0.944316945,87.108854958,345.445845295,365.393118628,0.109166104,0.103087402,0.000001666,0.000001706,0.000004892,0.114247887,0.012983194,0.993367433,0.000000003,0.000000006,0.000000014,0.295144619,0.955349515,0.014034175,0.150000000,0.243234155,0.433772241,1.325702584,0.887329424,65.950492278,0,482,441,41,0.147716825,89,0,0,0,0,0,2692,89,441563,938907,586640,480,0,4228026
3154,1624181413.253986597,1624181413.354258299,1,0,0,1,-14.464282556,8.802445215,-18.695407669,0.019432146,0.015325360,0.475037036,0.879617724,3267,867,0.265381084,0.073130962,0.053201425,0.034002977,0.220889043,63.476647481,831,0.942661006,81.834090139,334.544840334,366.972365319,0.104466656,0.098476643,0.000001646,0.000001811,0.000005296,0.163137596,0.014030608,0.986503556,0.000000003,0.000000007,0.000000012,0.639840870,0.768259162,-0.019532560,0.150000000,0.242220510,0.439019097,1.308416183,1.019522008,65.866370127,0,447,420,27,0.136822773,85,0,0,0,0,0,2735,85,441727,939354,586725,480,0,4230761
3155,1624181413.353984118,1624181413.454029799,1,0,0,1,-14.505161538,8.745581361,-18.689686236,0.020332720,0.009634431,0.532787716,0.845949767,3362,914,0.271861987,0.074737364,0.055556890,0.033448613,0.238259680,58.421041170,879,0.941880070,95.615989070,332.340291467,399.956301252,0.115490441,0.108778145,0.000001558,0.000001861,0.000005064,0.155378223,0.022717167,0.987593812,0.000000003,0.000000006,0.000000010,0.648276005,0.761190459,-0.018091584,0.150000000,0.242744853,0.441054147,1.359338772,1.149932888,65.448737485,0,449,425,24,0.133551457,81,0,0,0,0,0,2831,82,441877,939803,586806,480,0,4233592
3156,1624181413.453981638,1624181413.553925276,1,0,0,1,-14.541435383,8.703561218,-18.679114195,0.022901426,0.001683611,0.587976757,0.808551806,3358,894,0.266229899,0.075216187,0.053109905,0.034547122,0.202828353,61.456690204,837,0.942346930,76.484106716,336.285096402,375.975176919,0.096969447,0.091378861,0.000001562,0.000001869,0.000005419,0.153423480,-0.014180370,0.988058780,0.000000003,0.000000008,0.000000012,0.629218888,0.775162696,0.056624957,0.150000000,0.241906556,0.461428388,1.348717877,1.282315605,64.781631233,0,429,408,21,0.127754616,76,0,0,0,0,0,2853,76,442008,940232,586882,480,0,4236445
3157,1624181413.553979158,1624181413.653783321,1,0,0,1,-14.583617874,8.651970337,-18.689597860,0.025390811,-0.005561215,0.640724389,0.767330852,3372,898,0.266310795,0.069772562,0.049548571,0.029548739,0.196330789,60.569271199,840,0.940985908,77.664364096,323.033328647,389.730469940,0.098256069,0.092457576,0.000001546,0.000001870,0.000005521,0.159501232,0.003430889,0.987191768,0.000000003,0.000000007,0.000000013,0.692910178,0.720419166,0.029524725,0.100000000,0.236673624,0.482766490,1.239569889,1.414036916,64.740926973,0,447,421,26,0.132562278,77,0,0,0,0,0,2848,77,442171,940679,586959,480,0,4239293
