frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1067,1706584612.073077440,1706584612.172900915,1108,1107,0,0.189851563,0.256548566,1,0,1,0,0,1,59.801716529,-15.044158973,0.108502863,-0.009921143,0.007783878,-0.138941252,0.990220334,1500,528,0.352000000,0.041411986,0.028913591,0.020306001,0.333954425,51.649819091,1159,0.831798713,94.221922377,367.260638603,502.572147849,0.097735037,0.081295878,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005396,0.000007089,0.000007877,-0.135119238,-0.934510226,-0.329292315,0.000000011,0.000000016,0.000001976,0.999833396,0.000872314,0.018232372,0.900000000,0.314864605,0.065846761,1.680874041,0.201386788,51.429854375,0,0.089251758,0.075106178,71,70,1,0.047333333,0,0,0,0,0,0,0,1429,0,13364,54776,11240,0,0,0,1284398
1068,1706584612.172912598,1706584612.272261381,1109,1108,0,0.112266466,0.186335999,1,0,1,0,0,1,59.879522716,-15.067639819,0.116408458,-0.008180291,0.004717448,-0.139314009,0.990203229,1440,511,0.354861111,0.039717082,0.026530345,0.017995425,0.318074400,47.105930430,1136,0.849315180,91.218349844,376.170570123,497.433124254,0.094544222,0.080297843,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005578,0.000007161,0.000008019,-0.095198409,-0.956852661,-0.274536425,0.000000015,0.000000017,0.000001949,0.999838056,0.004568194,0.017406729,0.850000000,0.318448188,0.067601224,1.683736334,0.187478270,51.362232371,0,0.089842725,0.075666972,59,55,4,0.040972222,0,0,0,0,0,0,0,1381,0,13380,54835,11240,0,0,0,1285779
1069,1706584612.272747755,1706584612.372577906,1110,1109,0,0.157264096,0.209916429,1,0,1,0,1,1,59.962466858,-15.087503390,0.120789851,-0.011293982,0.005799457,-0.142766286,0.989674997,1471,472,0.320870156,0.034921543,0.025872750,0.017118548,0.339366300,49.728122091,1164,0.837941039,89.956658455,366.002741460,519.403969627,0.092228867,0.077282353,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005737,0.000007397,0.000008620,-0.160489810,-0.953474411,-0.255204955,0.000000014,0.000000019,0.000002101,0.999863332,0.006091000,0.015369350,0.850000000,0.322333475,0.068144699,1.677097205,0.179983170,51.306212041,1,0.090532995,0.076215469,50,47,3,0.033990483,2,0,0,0,0,0,0,1419,2,13391,54885,11242,0,0,0,1287198
1070,1706584612.372589588,1706584612.472429752,1111,1110,0,0.209537930,0.275743458,1,0,1,0,1,1,60.042411471,-15.104237154,0.116177327,-0.021419599,0.004498180,-0.145137906,0.989169326,1463,519,0.354750513,0.034822271,0.025389505,0.016318181,0.327475449,47.808899124,1147,0.850724624,86.676158795,370.588064993,518.516919671,0.088827458,0.075567706,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005686,0.000007137,0.000008408,-0.106467498,-0.942116689,-0.317932094,0.000000014,0.000000019,0.000001997,0.999933963,0.007326506,0.008853885,0.850000000,0.324926934,0.068771356,1.671874600,0.165936419,51.159517185,2,0.090612205,0.076318001,48,47,1,0.032809296,3,0,0,0,0,0,0,1412,3,13398,54933,11245,0,0,0,1288610
1071,1706584612.472441673,1706584612.572274446,1112,1111,0,0.239084951,0.288760568,1,0,1,0,1,1,60.126462068,-15.122460312,0.120882836,-0.028501793,0.007262406,-0.147175102,0.988673047,1514,504,0.332892999,0.040383395,0.028189701,0.018402390,0.302070736,49.008102497,1183,0.839738120,93.377333130,372.105692146,527.927171246,0.093996753,0.078932657,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005570,0.000007031,0.000008016,0.046198175,-0.904086385,-0.424845310,0.000000012,0.000000017,0.000002067,0.999724537,0.013735219,0.019031366,0.850000000,0.324472805,0.062931847,1.669694409,0.155360349,51.010816050,3,0.090659147,0.076394473,56,54,2,0.036988111,12,0,0,0,0,0,0,1446,12,13404,54989,11257,0,0,0,1290056
1072,1706584612.573085785,1706584612.672922850,1113,1112,0,0.168788365,0.273722423,1,0,1,0,1,1,60.196274505,-15.141698204,0.121073780,-0.036748695,0.004973466,-0.152317871,0.987635593,1466,513,0.349931787,0.035911386,0.026667660,0.017327938,0.315452701,46.837268900,1129,0.842952028,83.096433701,360.636433642,507.959972714,0.087314342,0.073601801,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005735,0.000006952,0.000008161,0.172630864,-0.900189753,-0.399821201,0.000000015,0.000000020,0.000002005,0.999832782,0.017908447,0.003700762,0.850000000,0.326454178,0.062903286,1.644607732,0.151320611,50.550892067,4,0.090742366,0.076457745,53,51,2,0.036152797,12,0,0,0,0,0,0,1401,12,13410,55042,11269,0,0,0,1291457
1073,1706584612.672934771,1706584612.772765875,1114,1113,0,0.103378745,0.190738966,1,0,1,0,0,1,60.273033951,-15.172444692,0.120241759,-0.033957892,0.003274623,-0.155006419,0.987324237,1487,498,0.334902488,0.037362148,0.024652887,0.017604508,0.355311876,49.049153211,1140,0.839614347,93.643531370,350.093193711,513.423630930,0.097834737,0.082143449,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005685,0.000007017,0.000008292,0.026033110,-0.882607811,-0.469388676,0.000000014,0.000000020,0.000002222,0.999677653,0.024459712,0.006805313,0.800000000,0.326979933,0.060146248,1.641272515,0.146381007,50.331446381,0,0.091066177,0.076725186,74,68,6,0.049764627,0,0,0,0,0,0,0,1413,0,13430,55116,11269,0,0,0,1292870
1074,1706584612.772777081,1706584612.872590303,1115,1114,0,0.216871851,0.253249231,1,0,1,0,1,1,60.351138854,-15.189792360,0.127159625,-0.040808320,0.004044281,-0.159918604,0.986278036,1479,531,0.359026369,0.035418244,0.024913094,0.016787799,0.285569015,48.224575324,1147,0.845899303,87.504720290,356.475845310,526.265935487,0.090188133,0.076290079,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005801,0.000006925,0.000008542,0.022905657,-0.902067604,-0.430986506,0.000000016,0.000000023,0.000002037,0.999562094,0.028537700,0.007824362,0.800000000,0.324253157,0.061071279,1.630692477,0.144427921,50.223925343,1,0.091169193,0.076804606,56,52,4,0.037863421,7,0,0,0,0,0,0,1416,7,13444,55172,11276,0,0,0,1294286
1075,1706584612.872602224,1706584612.972430468,1116,1115,0,0.197236782,0.286749211,1,0,1,0,1,1,60.434052381,-15.222313029,0.124315609,-0.038833731,0.009140429,-0.164288066,0.985605309,1425,503,0.352982456,0.035111062,0.027094619,0.017103247,0.324852903,46.597905706,1094,0.844825550,81.700790073,352.395031404,490.143330277,0.088397889,0.074680795,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005974,0.000007037,0.000008597,0.024587534,-0.910836473,-0.412034432,0.000000016,0.000000025,0.000002171,0.998635255,0.051086407,0.010853897,0.800000000,0.324375727,0.060770420,1.642820725,0.141202540,49.979298958,2,0.090981267,0.076638484,44,39,5,0.030877193,9,0,0,0,0,0,0,1372,9,13456,55216,11285,0,0,0,1295658
1076,1706584612.972442389,1706584613.071344376,1117,1116,0,0.330361245,0.413896311,1,0,1,0,1,1,60.501565934,-15.269941859,0.116978356,-0.024589971,0.008573440,-0.169498287,0.985186358,1336,466,0.348802395,0.034611069,0.022942966,0.016597930,0.270756737,44.687809664,1007,0.844440309,71.999586210,326.796357041,451.555448403,0.084670393,0.071499093,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006126,0.000007759,0.000008753,0.118432577,-0.859462715,-0.497290223,0.000000018,0.000000025,0.000002273,0.997728864,0.063595733,0.022196768,0.850000000,0.321083403,0.062350534,1.649682078,0.142789801,49.738958192,3,0.090209731,0.076044210,33,29,4,0.024700599,6,0,0,0,0,0,0,1297,6,13466,55249,11291,0,0,0,1296955
1077,1706584613.073076725,1706584613.169960499,1118,1117,0,0.284265907,0.406121589,1,0,1,0,1,1,60.571382890,-15.314947656,0.115390209,-0.016378592,0.006280936,-0.178906122,0.983709760,1302,461,0.354070661,0.032986439,0.022640686,0.015087644,0.306162832,41.725743709,998,0.853999489,71.595025084,329.812014808,450.884449849,0.084002980,0.071738502,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006284,0.000007898,0.000009034,0.141970823,-0.897151636,-0.418286060,0.000000022,0.000000031,0.000001928,0.996120035,0.085491980,0.020880565,0.850000000,0.319111358,0.067071813,1.651803157,0.148529382,49.459571560,4,0.089806484,0.075774163,31,29,2,0.023809524,4,0,0,0,0,0,0,1267,4,13471,55280,11295,0,0,0,1298222
1078,1706584613.172919512,1706584613.272748709,1119,1118,0,0.236268519,0.298951319,1,0,1,0,1,1,60.666031468,-15.337913793,0.111944176,-0.023238593,0.009540395,-0.185781930,0.982269832,1261,436,0.345757335,0.034070378,0.025828937,0.016916415,0.268822114,43.339044202,972,0.850347462,68.866888826,313.425113394,444.245731134,0.083319716,0.070850709,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006567,0.000008889,0.000009958,0.022725672,-0.923356120,-0.383271469,0.000000025,0.000000036,0.000002376,0.994770876,0.098897340,0.025499409,0.850000000,0.318532585,0.064610202,1.677309881,0.151459416,48.745077926,5,0.089760767,0.075777692,38,34,4,0.030134814,4,0,0,0,0,0,0,1219,4,13480,55318,11299,0,0,0,1299441
1079,1706584613.272761106,1706584613.372568607,1120,1119,0,0.218961150,0.268177217,1,0,1,0,1,1,60.755869229,-15.372642061,0.111895741,-0.023424752,0.016704245,-0.191549755,0.981061130,1228,426,0.346905537,0.035656681,0.024687721,0.017008162,0.256990808,40.563771823,945,0.850745555,61.593921923,312.172446180,430.188181225,0.076613687,0.065178753,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007081,0.000009190,0.000010549,0.112058938,-0.926240147,-0.359891628,0.000000030,0.000000038,0.000002385,0.993909695,0.104182231,0.035910750,0.850000000,0.314290862,0.064862334,1.696808039,0.154713302,48.132155422,6,0.089091129,0.075270808,51,51,0,0.041530945,6,0,0,0,0,0,0,1171,6,13484,55369,11305,0,0,0,1300612
1080,1706584613.372592449,1706584613.472417831,1121,1120,0,0.290722365,0.365663884,1,0,1,0,1,1,60.836500050,-15.409309999,0.117928998,-0.025354615,0.026467916,-0.199152662,0.979282804,1188,423,0.356060606,0.034256585,0.023026884,0.016156317,0.291846565,42.000163996,917,0.841103440,68.936697627,295.261445476,407.093711710,0.089378226,0.075176333,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007072,0.000008690,0.000010371,0.098615518,-0.912204931,-0.397689758,0.000000025,0.000000030,0.000002667,0.990683443,0.127026567,0.049097529,0.850000000,0.312058965,0.063266861,1.697327688,0.166675137,47.594924594,7,0.089219339,0.075354052,29,29,0,0.024410774,6,0,0,0,0,0,0,1153,6,13485,55398,11311,0,0,0,1301765
1081,1706584613.472429752,1706584613.572251558,1122,1121,0,0.266205975,0.303893603,1,0,1,0,1,1,60.914406501,-15.429519170,0.126447429,-0.029343833,0.024649003,-0.203930953,0.978234907,1092,389,0.356227106,0.036840353,0.027743376,0.017202288,0.229055046,40.652479277,833,0.839687772,50.840814162,290.231094481,358.388005374,0.072685815,0.061033390,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007368,0.000009698,0.000010804,0.284904293,-0.841844078,-0.458397309,0.000000029,0.000000048,0.000002679,0.989596947,0.129703369,0.062248838,0.850000000,0.304391849,0.059933609,1.676875932,0.174566954,47.005132407,8,0.088085506,0.074407084,37,35,2,0.033882784,5,0,0,0,0,0,0,1050,5,13492,55435,11316,0,0,0,1302815
1082,1706584613.573063135,1706584613.672906637,1123,1122,0,0.233739300,0.270547286,1,0,1,0,1,1,60.994147885,-15.462927181,0.132146295,-0.038440660,0.018500698,-0.206803102,0.977452054,1107,383,0.345980126,0.033991230,0.024087219,0.016014019,0.265838392,39.976458693,835,0.849443063,57.629226609,281.842333467,369.813397523,0.081249752,0.069017038,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007940,0.000009913,0.000011515,0.001984161,-0.878834352,-0.477122883,0.000000036,0.000000050,0.000002422,0.988606427,0.143611086,0.045090888,0.850000000,0.303535331,0.060921956,1.651559192,0.171671929,46.368730833,9,0.088121889,0.074452628,19,18,1,0.017163505,3,0,0,0,0,0,0,1085,3,13494,55454,11319,0,0,0,1303900
1083,1706584613.672919750,1706584613.772762775,1124,1123,0,0.243945789,0.371408909,1,0,1,0,1,1,61.061173926,-15.514267691,0.127502362,-0.029190120,0.013493191,-0.206208353,0.977979543,1150,427,0.371304348,0.035440175,0.025091091,0.016690966,0.235619198,43.200120645,885,0.840077295,58.019581415,292.486380205,392.962444165,0.078039068,0.065558849,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007177,0.000009518,0.000011608,0.167119431,-0.900476823,-0.401512873,0.000000029,0.000000042,0.000002257,0.989892536,0.138421737,0.030857562,0.850000000,0.299711049,0.061010860,1.635792713,0.166231077,45.986056572,10,0.087477699,0.073895944,29,28,1,0.025217391,2,0,0,0,0,0,0,1119,2,13498,55483,11321,0,0,0,1305019
1084,1706584613.772774458,1706584613.872602224,1125,1124,0,0.486148747,0.584533979,1,0,1,0,1,1,61.107373125,-15.573524673,0.120086402,-0.019605578,-0.003862887,-0.208768641,0.977760888,1155,406,0.351515152,0.036466848,0.027792826,0.017568717,0.272301635,42.427301952,900,0.851424046,61.898831994,298.745453266,405.637355996,0.080778174,0.068776480,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007078,0.000009550,0.000011113,0.107005036,-0.908368586,-0.404247987,0.000000026,0.000000032,0.000002412,0.988755300,0.149447528,-0.005328487,0.850000000,0.296813711,0.061039949,1.619230384,0.158878301,45.667557596,11,0.087223894,0.073675970,41,39,2,0.035497835,3,0,0,0,0,0,0,1111,3,13507,55524,11324,0,0,0,1306130
1085,1706584613.872614622,1706584613.972457647,1126,1125,0,0.314635021,0.469376867,1,0,1,0,1,1,61.156662468,-15.605738570,0.110854677,-0.011700182,-0.020010170,-0.211312046,0.977143755,1202,457,0.380199667,0.036096534,0.028708194,0.018708869,0.300052337,44.372504386,922,0.849828283,67.633447549,296.456158231,419.452071364,0.086317613,0.073355149,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006294,0.000008595,0.000010524,-0.020256557,-0.917247265,-0.397802873,0.000000023,0.000000032,0.000002243,0.986773832,0.158137881,-0.035634470,0.850000000,0.297688097,0.060837445,1.577583488,0.154627798,45.325408113,12,0.087145615,0.073605627,37,36,1,0.030782030,5,0,0,0,0,0,0,1160,5,13511,55561,11329,0,0,0,1307290
1086,1706584613.972469330,1706584614.072287083,1127,1126,0,0.178138327,0.238201253,1,0,1,0,1,1,61.213750333,-15.628165574,0.116168225,-0.017019734,-0.026142372,-0.214652832,0.976192126,1172,426,0.363481229,0.035182831,0.027803042,0.017847362,0.257883186,41.724088221,886,0.844164334,59.590222072,285.938789556,402.400588305,0.079673571,0.067257587,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006639,0.000008530,0.000010867,-0.006812161,-0.900504655,-0.434793010,0.000000030,0.000000044,0.000002487,0.987409132,0.155412632,-0.029497784,0.850000000,0.292872833,0.059419355,1.556909797,0.156845011,45.033963147,13,0.086389822,0.072976722,31,27,4,0.026450512,4,0,0,0,0,0,0,1137,4,13520,55592,11333,0,0,0,1308427
1087,1706584614.073097944,1706584614.172924280,1128,1127,0,0.301667793,0.336973794,1,0,1,0,1,1,61.270730924,-15.647368125,0.119989478,-0.030366856,-0.028206070,-0.215944949,0.975525525,1201,416,0.346378018,0.037574358,0.025911178,0.015978582,0.215061933,38.948122324,895,0.843297792,44.557462562,284.338335416,425.855725643,0.059035936,0.049784874,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007545,0.000009485,0.000010820,0.063529399,-0.869001664,-0.490713892,0.000000034,0.000000048,0.000002332,0.987189840,0.153148895,-0.044739639,0.900000000,0.286928208,0.050061610,1.535504651,0.158024367,44.398878309,14,0.084454867,0.071401172,34,30,4,0.028309742,6,0,0,0,0,0,0,1161,6,13529,55626,11339,0,0,0,1309588
1088,1706584614.172936440,1706584614.272644520,1129,1128,0,0.344304974,0.384163622,1,0,1,0,1,1,61.330734025,-15.659703657,0.125765980,-0.047472162,-0.029630524,-0.223966276,0.972988969,1128,388,0.343971631,0.037169000,0.025894799,0.017203421,0.247512837,38.676168377,834,0.847373244,57.602669616,266.091749856,383.014866399,0.081508296,0.069067949,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007598,0.000009706,0.000010580,0.353309837,-0.758029577,-0.548236554,0.000000029,0.000000045,0.000002754,0.981775414,0.182066253,-0.054487760,0.950000000,0.283400130,0.044626558,1.511632438,0.166257372,43.977390206,15,0.083803070,0.070839677,42,40,2,0.037234043,5,0,0,0,0,0,0,1081,5,13537,55668,11344,0,0,0,1310669
1089,1706584614.272780895,1706584614.371248722,1130,1129,0,0.274379983,0.329819754,1,0,1,0,1,1,61.409922899,-15.688864422,0.130940963,-0.055509941,-0.024733022,-0.228608929,0.971619721,1104,398,0.360507246,0.033319147,0.023478980,0.016206377,0.272620693,38.388168404,830,0.852119342,54.403079500,259.747071944,393.108902761,0.076921008,0.065545879,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007257,0.000009388,0.000010313,0.470678770,-0.682280138,-0.559424087,0.000000028,0.000000042,0.000002463,0.982775546,0.181317952,-0.035721504,0.950000000,0.280062850,0.046866929,1.514371028,0.170711354,43.410392522,16,0.083037677,0.070252854,28,26,2,0.025362319,4,0,0,0,0,0,0,1072,4,13543,55696,11348,0,0,0,1311741
1090,1706584614.372632980,1706584614.469865084,1131,1130,0,0.171905252,0.268746427,1,0,1,0,1,1,61.485348629,-15.727586813,0.137294546,-0.053945808,-0.021493900,-0.233878174,0.970530196,1086,390,0.359116022,0.033777759,0.026509104,0.015852854,0.246438875,39.563880919,821,0.844674681,53.316129667,255.742437658,384.419345606,0.076882232,0.064940475,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007441,0.000010039,0.000011477,-0.093163979,-0.902695504,-0.420072970,0.000000040,0.000000061,0.000002576,0.978325084,0.204909258,-0.029870135,0.950000000,0.276011021,0.048071036,1.513261529,0.177575541,42.998141611,17,0.082440416,0.069721492,24,24,0,0.022099448,5,0,0,0,0,0,0,1057,5,13544,55720,11353,0,0,0,1312798
1091,1706584614.472469330,1706584614.572303057,1132,1131,0,0.294643415,0.352946328,1,0,1,0,1,1,61.555113084,-15.783973578,0.143811160,-0.042592416,-0.015228145,-0.236102805,0.970674742,1059,379,0.357884797,0.032006772,0.018994582,0.013732584,0.212872996,42.581164171,819,0.850092149,49.670350445,268.678970379,377.876149213,0.071342335,0.060647559,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007809,0.000010722,0.000012429,0.120842591,-0.859078950,-0.497373527,0.000000034,0.000000061,0.000002761,0.977483845,0.210306998,-0.017213374,0.950000000,0.271551134,0.042526112,1.530785625,0.172882524,42.676794695,18,0.081307695,0.068807237,33,31,2,0.031161473,5,0,0,0,0,0,0,1021,5,13552,55753,11358,0,0,0,1313819
1092,1706584614.572715998,1706584614.672554970,1133,1132,0,0.215760874,0.254970454,1,0,1,0,1,1,61.631370102,-15.845507933,0.148004764,-0.032803176,-0.011904886,-0.236608748,0.970978128,1062,407,0.383239171,0.036185165,0.027712195,0.019100981,0.257391378,37.869242737,817,0.859860253,61.039584770,262.734566155,378.731675850,0.086888368,0.074711854,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007669,0.000009903,0.000011642,-0.046828053,-0.852262650,-0.521013924,0.000000035,0.000000051,0.000002572,0.976616730,0.214527904,-0.014054935,0.950000000,0.268648068,0.042737703,1.546170614,0.169155194,42.228393387,19,0.081286396,0.068862740,23,22,1,0.021657250,1,0,0,0,0,0,0,1038,1,13555,55776,11359,0,0,0,1314857
1093,1706584614.672566414,1706584614.772388935,1134,1133,0,0.262690645,0.349315676,1,0,1,0,1,1,61.706941075,-15.898447268,0.144350511,-0.023901092,-0.011452362,-0.241831448,0.969956253,1070,398,0.371962617,0.035935361,0.025676677,0.017576983,0.252992601,38.586225017,838,0.848723360,55.797924257,275.278498818,380.153752734,0.078452695,0.066584635,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007537,0.000010238,0.000010841,-0.109433416,-0.865970017,-0.487975673,0.000000031,0.000000043,0.000002358,0.977781039,0.209600998,-0.003414821,1.000000000,0.263532104,0.040734705,1.558205070,0.170256039,41.705246977,20,0.080317294,0.068084799,47,46,1,0.043925234,5,0,0,0,0,0,0,1018,5,13563,55823,11364,0,0,0,1315875
1094,1706584614.772400856,1706584614.872228861,1135,1134,0,0.213561258,0.296623897,1,0,1,0,1,1,61.773668398,-15.952824224,0.149953192,-0.021836016,-0.012809835,-0.248740563,0.968239242,990,352,0.355555556,0.036600161,0.025702767,0.018301861,0.236114885,40.153124681,754,0.846680704,49.326751043,241.197718306,347.872781501,0.077266547,0.065420094,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007925,0.000010668,0.000011579,0.318517471,-0.733912722,-0.599932278,0.000000033,0.000000061,0.000003236,0.971970916,0.234750755,-0.012830497,1.000000000,0.261059398,0.041681738,1.555356462,0.175282311,41.301674445,20,0.079671215,0.067541300,30,28,2,0.030303030,1,0,0,0,0,0,0,959,1,13564,55853,11365,0,0,0,1316834
1095,1706584614.873040199,1706584614.972855330,1136,1135,0,0.174759108,0.239709106,1,0,1,0,1,1,61.842382514,-15.982901058,0.166244234,-0.030562144,-0.011746186,-0.253753836,0.966714525,995,372,0.373869347,0.032891581,0.022408750,0.016839114,0.202045927,39.824737962,783,0.853445685,47.061332324,260.735169988,360.451469046,0.070424954,0.060103873,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007528,0.000011674,0.000011854,-0.943698571,-0.327422985,0.047193171,0.000000036,0.000000058,0.000002572,0.973084708,0.230234126,-0.009919607,1.000000000,0.254919049,0.044140282,1.549165205,0.174951709,40.963016058,20,0.078772568,0.066812454,28,26,2,0.028140704,2,0,0,0,0,0,0,965,2,13569,55881,11367,0,0,0,1317799
1096,1706584614.972867012,1706584615.072700739,1137,1136,0,0.166235550,0.242310372,1,0,1,0,1,1,61.906768426,-16.015116794,0.178970222,-0.032737926,-0.007646498,-0.256758300,0.965890747,974,368,0.377823409,0.037837122,0.024188342,0.016626277,0.282638725,39.023561345,765,0.849576898,50.992386371,240.281180675,358.652759762,0.078458718,0.066656714,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008653,0.000011332,0.000012214,-0.114367330,-0.768862886,-0.629102517,0.000000044,0.000000091,0.000002374,0.969551881,0.244881846,0.001425332,1.000000000,0.255513148,0.047055956,1.539196113,0.162325205,40.679803642,20,0.078461984,0.066570335,27,26,1,0.027720739,5,0,0,0,0,0,0,942,5,13570,55908,11372,0,0,0,1318741
1097,1706584615.072713137,1706584615.172551394,1138,1137,0,0.142339784,0.166877594,1,0,1,0,1,1,61.984319818,-16.046404931,0.180516954,-0.036275777,-0.007029376,-0.261480798,0.964501140,939,335,0.356762513,0.035250983,0.020528760,0.013304422,0.262740783,37.643363218,724,0.842028939,51.391639560,223.628471731,334.608840302,0.084299867,0.070982928,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008931,0.000010813,0.000012826,-0.069619517,-0.823762014,-0.562644885,0.000000041,0.000000077,0.000003088,0.966675675,0.256004157,0.000105192,1.000000000,0.253342046,0.044621061,1.525379567,0.157845398,40.475684618,20,0.078476829,0.066532556,26,26,0,0.027689031,8,0,0,0,0,0,0,905,8,13571,55934,11380,0,0,0,1319646
1098,1706584615.172563791,1706584615.271195412,1139,1138,0,0.142190111,0.209031824,1,0,1,0,1,1,62.045290560,-16.094516534,0.184807962,-0.037592204,-0.006552307,-0.265848862,0.963259195,932,349,0.374463519,0.032567770,0.019326144,0.012845902,0.230173578,37.082545694,719,0.858542475,42.534849488,236.905050275,337.852139812,0.068905553,0.059158344,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008105,0.000011189,0.000012623,-0.471127634,-0.861028902,-0.191488857,0.000000042,0.000000051,0.000002554,0.964597132,0.263229325,0.016207900,1.000000000,0.251409619,0.047305710,1.506848428,0.154723947,40.162859692,20,0.077756121,0.065947938,33,30,3,0.035407725,5,0,0,0,0,0,0,894,5,13579,55967,11385,0,0,0,1320540
1099,1706584615.272392750,1706584615.372215271,1140,1139,0,0.170830772,0.219893017,1,0,1,0,1,1,62.124192392,-16.140524788,0.181011335,-0.037327778,-0.003602695,-0.271629928,0.961670858,879,295,0.335608646,0.031488625,0.020999452,0.014547131,0.173083236,38.236653896,686,0.839380286,34.266432443,224.535060165,317.013383648,0.059509460,0.049951068,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008652,0.000012576,0.000013524,-0.787461594,0.550725242,0.276777792,0.000000051,0.000000057,0.000003504,0.958624711,0.284355753,0.013433874,1.000000000,0.247214240,0.052907792,1.509481134,0.150646023,40.046503796,20,0.076900909,0.065186554,26,23,3,0.029579067,2,0,0,0,0,0,0,851,2,13584,55993,11387,0,0,0,1321391
1100,1706584615.373037815,1706584615.472867966,1141,1140,0,0.156246055,0.223749137,1,0,1,0,1,1,62.190462682,-16.197174545,0.178662228,-0.035616632,-0.000739040,-0.272284702,0.961557045,873,321,0.367697595,0.035777814,0.025338277,0.017167758,0.240732850,36.689589949,674,0.860478340,45.735442682,218.143868623,316.083089692,0.078859324,0.067856740,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008455,0.000012265,0.000012559,-0.802632665,0.517026395,0.297429844,0.000000037,0.000000050,0.000003392,0.959019356,0.283107199,0.011497378,1.000000000,0.244658555,0.052717519,1.515761707,0.142454725,39.780975094,20,0.076374964,0.064820574,28,23,5,0.032073310,2,0,0,0,0,0,0,843,2,13594,56021,11389,0,0,0,1322234
