frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,pos_x,pos_y,pos_z,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
357,1732437266.041686535,1732437266.141894102,0,0,0.345291022,1.691670448,0.197813076,839,579,0.000000000,0.017199715,0.011096087,0.006845676,0.000000000,19,16,3,0.022646007,0,0,0,0,0,820,0,3059,11861,0,0,304527
358,1732437266.141659975,1732437266.242017269,0,0,0.320163738,1.669684341,0.187295227,841,589,0.000000000,0.017023391,0.010615719,0.006813829,0.000000000,15,15,0,0.017835910,0,0,0,0,0,826,0,3059,11876,0,0,305353
359,1732437266.241760969,1732437266.342041016,0,0,0.289776725,1.647231250,0.174505649,824,583,0.000000000,0.018055762,0.010216747,0.007332485,0.000000000,10,9,1,0.012135922,0,0,0,0,0,814,0,3060,11886,0,0,306167
360,1732437266.341782093,1732437266.442013502,0,0,0.267418706,1.621759311,0.162455187,836,569,0.000000000,0.016551114,0.010561001,0.006887486,0.000000000,22,21,1,0.026315789,0,0,0,0,0,814,0,3063,11908,0,0,306981
361,1732437266.441763163,1732437266.541940928,0,0,0.239368115,1.595344202,0.148708070,860,586,0.000000000,0.016947035,0.010162198,0.006522488,0.000000000,18,17,1,0.020930233,0,0,0,0,0,842,0,3065,11926,0,0,307823
362,1732437266.541703939,1732437266.642081022,0,0,0.216952981,1.569795078,0.133995899,843,588,0.000000000,0.019677197,0.012237847,0.008037865,0.000000000,15,15,0,0.017793594,0,0,0,0,0,828,0,3067,11941,0,0,308651
363,1732437266.641808987,1732437266.741916180,0,0,0.189122621,1.543159550,0.116627455,849,589,0.000000000,0.017895381,0.010873470,0.007080606,0.000000000,21,20,1,0.024734982,0,0,0,0,0,828,0,3071,11962,0,0,309479
364,1732437266.741675615,1732437266.841999531,0,0,0.165829523,1.517839488,0.097784552,854,588,0.000000000,0.018399135,0.012405141,0.007856684,0.000000000,17,17,0,0.019906323,0,0,0,0,0,837,0,3071,11979,0,0,310316
365,1732437266.841749430,1732437266.942081928,0,0,0.137478203,1.491605868,0.081672907,870,594,0.000000000,0.018113820,0.010954626,0.007444390,0.000000000,17,16,1,0.019540230,0,0,0,0,0,853,0,3073,11996,0,0,311169
366,1732437266.941852093,1732437267.042064428,0,0,0.107782266,1.458967073,0.066763770,876,585,0.000000000,0.017911748,0.011078267,0.007415440,0.000000000,15,14,1,0.017123288,0,0,0,0,0,861,0,3076,12011,0,0,312030
367,1732437267.041831493,1732437267.142058611,0,0,0.075203878,1.429184922,0.049672707,891,602,0.000000000,0.017343889,0.010106563,0.007011871,0.000000000,19,19,0,0.021324355,0,0,0,0,0,872,0,3078,12030,0,0,312902
368,1732437267.141970396,1732437267.241969109,0,0,0.042356280,1.399401731,0.032527549,897,595,0.000000000,0.017615126,0.011079133,0.006854967,0.000000000,18,17,1,0.020066890,0,0,0,0,0,879,0,3082,12048,0,0,313781
369,1732437267.241750002,1732437267.341989994,0,0,0.008558608,1.368108295,0.014554121,886,601,0.000000000,0.018574370,0.010762259,0.006923498,0.000000000,13,13,0,0.014672686,0,0,0,0,0,873,0,3082,12061,0,0,314654
370,1732437267.341780663,1732437267.441818953,0,0,-0.021584813,1.338582568,-0.004198811,874,586,0.000000000,0.017301124,0.010348421,0.006855472,0.000000000,14,14,0,0.016018307,0,0,0,0,0,860,0,3084,12075,0,0,315514
371,1732437267.441652775,1732437267.541942835,0,0,-0.049568951,1.303568202,-0.017061193,877,583,0.000000000,0.017599714,0.010579425,0.007009030,0.000000000,18,18,0,0.020524515,0,0,0,0,0,859,0,3087,12093,0,0,316373
372,1732437267.541768789,1732437267.642026186,0,0,-0.074575609,1.269630885,-0.031720534,884,592,0.000000000,0.018878245,0.011944692,0.007620815,0.000000000,19,19,0,0.021493213,0,0,0,0,0,865,0,3090,12112,0,0,317238
373,1732437267.641811371,1732437267.741233349,0,0,-0.096487162,1.236371585,-0.044091583,908,609,0.000000000,0.019685856,0.012095920,0.007977042,0.000000000,16,15,1,0.017621145,0,0,0,0,0,892,0,3092,12128,0,0,318130
374,1732437267.741549253,1732437267.841999292,0,0,-0.123781130,1.203247023,-0.059888078,898,597,0.000000000,0.018453451,0.011476919,0.007555267,0.000000000,18,18,0,0.020044543,0,0,0,0,0,880,0,3094,12146,0,0,319010
375,1732437267.841765165,1732437267.941973448,0,0,-0.147051962,1.165411251,-0.073231502,884,579,0.000000000,0.017650092,0.010643209,0.007048116,0.000000000,23,22,1,0.026018100,0,0,0,0,0,861,0,3098,12169,0,0,319871
376,1732437267.941750288,1732437268.041182756,0,0,-0.170242266,1.127566871,-0.085195744,890,584,0.000000000,0.018628133,0.011450180,0.007616545,0.000000000,20,20,0,0.022471910,0,0,0,0,0,870,0,3099,12189,0,0,320741
377,1732437268.041604280,1732437268.141969442,0,0,-0.193530165,1.086666259,-0.098168635,892,591,0.000000000,0.017192884,0.010510780,0.006914879,0.000000000,23,23,0,0.025784753,0,0,0,0,0,869,0,3102,12212,0,0,321610
378,1732437268.141757965,1732437268.241974115,0,0,-0.214817787,1.045273183,-0.108710072,909,611,0.000000000,0.017553745,0.010948614,0.006909087,0.000000000,17,16,1,0.018701870,0,0,0,0,0,892,0,3106,12229,0,0,322502
379,1732437268.241772890,1732437268.342059135,0,0,-0.230450178,1.002187758,-0.120651884,910,608,0.000000000,0.018407164,0.011952065,0.007447747,0.000000000,19,19,0,0.020879121,0,0,0,0,0,891,0,3112,12248,0,0,323393
380,1732437268.341853619,1732437268.441862106,0,0,-0.249471630,0.960235203,-0.131399375,874,573,0.000000000,0.017446133,0.010724669,0.007253974,0.000000000,18,17,1,0.020594966,0,0,0,0,0,856,0,3114,12266,0,0,324249
381,1732437268.441755295,1732437268.542008400,0,0,-0.265702569,0.918814603,-0.139920119,900,589,0.000000000,0.016551582,0.009144387,0.006384787,0.000000000,17,17,0,0.018888889,0,0,0,0,0,883,0,3115,12283,0,0,325132
382,1732437268.541784286,1732437268.641290903,0,0,-0.278682248,0.880300728,-0.150972176,908,617,0.000000000,0.017632243,0.010279258,0.006821750,0.000000000,28,27,1,0.030837004,0,0,0,0,0,880,0,3117,12311,0,0,326012
383,1732437268.641499281,1732437268.742029428,0,0,-0.292830776,0.835590962,-0.159998414,912,596,0.000000000,0.017823487,0.010150631,0.007163294,0.000000000,16,15,1,0.017543860,0,0,0,0,0,896,0,3118,12327,0,0,326908
384,1732437268.741782665,1732437268.841892958,0,0,-0.306545558,0.791662645,-0.167935837,899,602,0.000000000,0.017116636,0.010295927,0.006705911,0.000000000,15,15,0,0.016685206,0,0,0,0,0,884,0,3119,12342,0,0,327792
385,1732437268.841713428,1732437268.941995621,0,0,-0.318210685,0.751536068,-0.174445290,916,612,0.000000000,0.017698187,0.010581613,0.006792580,0.000000000,11,9,2,0.012008734,0,0,0,0,0,905,0,3121,12353,0,0,328697
386,1732437268.941722631,1732437269.041206360,0,0,-0.326850396,0.711068740,-0.178101588,914,612,0.000000000,0.016457730,0.010516286,0.006254052,0.000000000,20,20,0,0.021881838,0,0,0,0,0,894,0,3121,12373,0,0,329591
387,1732437269.040908337,1732437269.141278028,0,0,-0.336722319,0.671729287,-0.182329377,916,639,0.000000000,0.017893706,0.010662701,0.006755921,0.000000000,14,13,1,0.015283843,0,0,0,0,0,902,0,3123,12387,0,0,330493
388,1732437269.141586542,1732437269.242105722,0,0,-0.346138629,0.633520490,-0.186432808,918,625,0.000000000,0.017918294,0.009990233,0.006700938,0.000000000,10,10,0,0.010893246,0,0,0,0,0,908,0,3123,12397,0,0,331401
389,1732437269.241825581,1732437269.341312408,0,0,-0.352050696,0.600117495,-0.191558338,927,634,0.000000000,0.017851732,0.010993215,0.006398920,0.000000000,14,13,1,0.015102481,0,0,0,0,0,913,0,3125,12411,0,0,332314
390,1732437269.341644049,1732437269.442006826,0,0,-0.356099444,0.563692942,-0.195732828,904,622,0.000000000,0.017573047,0.011364702,0.006511141,0.000000000,13,13,0,0.014380531,0,0,0,0,0,891,0,3126,12424,0,0,333205
391,1732437269.441768169,1732437269.541242599,0,0,-0.359323750,0.529155915,-0.198960070,907,599,0.000000000,0.017807404,0.011191177,0.007208599,0.000000000,16,16,0,0.017640573,0,0,0,0,0,891,0,3128,12440,0,0,334096
392,1732437269.541563034,1732437269.642114162,0,0,-0.363739359,0.496171918,-0.202091611,917,617,0.000000000,0.017445723,0.010313675,0.006144232,0.000000000,20,19,1,0.021810251,0,0,0,0,0,897,0,3130,12460,0,0,334993
393,1732437269.641868114,1732437269.742111921,0,0,-0.368608081,0.463800272,-0.205445160,912,611,0.000000000,0.018725704,0.012050449,0.006748819,0.000000000,25,25,0,0.027412281,0,0,0,0,0,887,0,3131,12485,0,0,335880
394,1732437269.741840839,1732437269.841957808,0,0,-0.372098662,0.433804428,-0.206343187,907,612,0.000000000,0.017648379,0.010675650,0.006691210,0.000000000,16,16,0,0.017640573,0,0,0,0,0,891,0,3133,12501,0,0,336771
395,1732437269.841742039,1732437269.942136526,0,0,-0.378109304,0.405128309,-0.209720841,897,607,0.000000000,0.017535251,0.011571553,0.007004401,0.000000000,18,17,1,0.020066890,0,0,0,0,0,879,0,3136,12519,0,0,337650
396,1732437269.941903830,1732437270.041217089,0,0,-0.384538455,0.377177816,-0.212975726,887,606,0.000000000,0.017621439,0.010785309,0.006362136,0.000000000,19,19,0,0.021420519,0,0,0,0,0,868,0,3136,12538,0,0,338518
397,1732437270.041620731,1732437270.142127991,0,0,-0.387603310,0.351715715,-0.218013217,900,611,0.000000000,0.018094489,0.011920028,0.006773621,0.000000000,10,10,0,0.011111111,0,0,0,0,0,890,0,3137,12548,0,0,339408
398,1732437270.141879559,1732437270.241315842,0,0,-0.392715529,0.336186195,-0.219962853,906,606,0.000000000,0.017057247,0.011262921,0.006369676,0.000000000,18,17,1,0.019867550,0,0,0,0,0,888,0,3138,12566,0,0,340296
399,1732437270.241623640,1732437270.341204643,0,0,-0.392292151,0.328260875,-0.220963605,890,603,0.000000000,0.017986326,0.010686158,0.006568923,0.000000000,16,16,0,0.017977528,0,0,0,0,0,874,0,3141,12582,0,0,341170
400,1732437270.341567993,1732437270.442155361,0,0,-0.390056434,0.329159279,-0.221296151,907,617,0.000000000,0.018277848,0.011838916,0.007056928,0.000000000,21,21,0,0.023153252,0,0,0,0,0,886,0,3142,12603,0,0,342056
401,1732437270.441881418,1732437270.541205168,0,0,-0.388176222,0.333263298,-0.220451556,886,601,0.000000000,0.016569724,0.011087804,0.006895975,0.000000000,11,10,1,0.012415350,0,0,0,0,0,875,0,3145,12614,0,0,342931
402,1732437270.541669369,1732437270.642153978,0,0,-0.386493107,0.336183198,-0.219527998,893,607,0.000000000,0.016784893,0.010571052,0.006175598,0.000000000,13,13,0,0.014557671,0,0,0,0,0,880,0,3146,12627,0,0,343811
403,1732437270.642005205,1732437270.742006779,0,0,-0.383654286,0.341869200,-0.217347078,904,619,0.000000000,0.017830226,0.010904833,0.006785617,0.000000000,13,13,0,0.014380531,0,0,0,0,0,891,0,3146,12640,0,0,344702
404,1732437270.741766214,1732437270.842100859,0,0,-0.381706889,0.351061358,-0.214664137,915,610,0.000000000,0.016691969,0.010868671,0.006983138,0.000000000,14,13,1,0.015300546,0,0,0,0,0,901,0,3147,12654,0,0,345603
405,1732437270.841820478,1732437270.942045212,0,0,-0.377893243,0.361383075,-0.211050267,920,640,0.000000000,0.018380703,0.011004927,0.006809669,0.000000000,11,11,0,0.011956522,0,0,0,0,0,909,0,3148,12665,0,0,346512
406,1732437270.941775084,1732437271.042138100,0,0,-0.371502463,0.379666197,-0.208009904,909,630,0.000000000,0.017712869,0.011609334,0.007295658,0.000000000,15,15,0,0.016501650,0,0,0,0,0,894,0,3148,12680,0,0,347406
407,1732437271.041886091,1732437271.142005920,0,0,-0.361609596,0.400983766,-0.202166024,901,624,0.000000000,0.018072582,0.011352114,0.006704880,0.000000000,11,10,1,0.012208657,0,0,0,0,0,890,0,3147,12691,0,0,348296
408,1732437271.141781092,1732437271.242028713,0,0,-0.353569618,0.428927190,-0.196509441,898,637,0.000000000,0.017540115,0.011499566,0.006631750,0.000000000,17,17,0,0.018930958,0,0,0,0,0,881,0,3148,12708,0,0,349177
409,1732437271.241751194,1732437271.341180325,0,0,-0.343139963,0.460413541,-0.191095239,895,614,0.000000000,0.016396566,0.010895990,0.006921180,0.000000000,7,7,0,0.007821229,0,0,0,0,0,888,0,3148,12715,0,0,350065
410,1732437271.341721296,1732437271.442056417,0,0,-0.332187168,0.499695155,-0.185153087,936,654,0.000000000,0.018739057,0.012804274,0.007873144,0.000000000,6,5,1,0.006410256,0,0,0,0,0,930,0,3149,12721,0,0,350995
411,1732437271.441790819,1732437271.541465521,0,0,-0.318783517,0.537556524,-0.176659182,936,643,0.000000000,0.016644062,0.011699990,0.006546145,0.000000000,12,12,0,0.012820513,0,0,0,0,0,924,0,3151,12733,0,0,351919
412,1732437271.541704416,1732437271.641187668,0,0,-0.306542884,0.580599494,-0.169044200,954,659,0.000000000,0.017440698,0.011602626,0.006582429,0.000000000,11,10,1,0.011530398,0,0,0,0,0,943,0,3153,12744,0,0,352862
413,1732437271.641704082,1732437271.742053509,0,0,-0.292070385,0.624690476,-0.159122645,974,659,0.000000000,0.016404684,0.010334791,0.006682115,0.000000000,15,14,1,0.015400411,0,0,0,0,0,959,0,3155,12759,0,0,353821
414,1732437271.741798401,1732437271.841354132,0,0,-0.282314705,0.673595719,-0.151753166,923,626,0.000000000,0.016930400,0.010637387,0.006598327,0.000000000,11,10,1,0.011917660,0,0,0,0,0,912,0,3156,12770,0,0,354733
415,1732437271.841704607,1732437271.941199303,0,0,-0.270970077,0.723111681,-0.144273154,951,653,0.000000000,0.016870529,0.010668612,0.006601079,0.000000000,10,8,2,0.010515247,0,0,0,0,0,941,0,3158,12780,0,0,355674
416,1732437271.941606045,1732437272.042093754,0,0,-0.258902886,0.775295690,-0.137568830,942,650,0.000000000,0.017438268,0.010435345,0.006866636,0.000000000,6,6,0,0.006369427,0,0,0,0,0,936,0,3158,12786,0,0,356610
417,1732437272.041825771,1732437272.141292095,0,0,-0.250147431,0.829518531,-0.132311817,939,660,0.000000000,0.016566264,0.010289501,0.006322668,0.000000000,20,20,0,0.021299255,0,0,0,0,0,919,0,3158,12806,0,0,357529
418,1732437272.141703367,1732437272.242146969,0,0,-0.241045781,0.886922846,-0.125606877,972,665,0.000000000,0.017713402,0.010945320,0.006808992,0.000000000,16,15,1,0.016460905,0,0,0,0,0,956,0,3160,12822,0,0,358485
419,1732437272.241882086,1732437272.342072725,0,0,-0.233410494,0.944959605,-0.119357765,964,675,0.000000000,0.017339632,0.010666008,0.007186686,0.000000000,11,11,0,0.011410788,0,0,0,0,0,953,0,3161,12833,0,0,359438
420,1732437272.341780424,1732437272.442046165,0,0,-0.222021903,1.006550248,-0.112425573,947,635,0.000000000,0.016011910,0.009806981,0.006341352,0.000000000,7,7,0,0.007391763,0,0,0,0,0,940,0,3160,12840,0,0,360378
421,1732437272.441792011,1732437272.542199612,0,0,-0.216488030,1.064997993,-0.106105415,984,673,0.000000000,0.016940553,0.010582421,0.006895470,0.000000000,16,16,0,0.016260163,0,0,0,0,0,968,0,3159,12856,0,0,361346
422,1732437272.541932821,1732437272.641366482,0,0,-0.209300808,1.121311558,-0.100672520,972,651,0.000000000,0.016863770,0.009960074,0.006561068,0.000000000,14,14,0,0.014403292,0,0,0,0,0,958,0,3159,12870,0,0,362304
423,1732437272.641733408,1732437272.741304874,0,0,-0.207245856,1.174128316,-0.099610142,1020,689,0.000000000,0.018241986,0.010713011,0.007412006,0.000000000,10,10,0,0.009803922,0,0,0,0,0,1010,0,3159,12880,0,0,363314
424,1732437272.741601706,1732437272.842062950,0,0,-0.202826429,1.228698835,-0.095261094,1005,673,0.000000000,0.016204270,0.010191901,0.006650819,0.000000000,7,7,0,0.006965174,0,0,0,0,0,998,0,3160,12887,0,0,364312
425,1732437272.841819048,1732437272.941987276,0,0,-0.199994119,1.280855094,-0.092681975,1005,675,0.000000000,0.016259086,0.010035852,0.006721831,0.000000000,12,10,2,0.011940299,0,0,0,0,0,993,0,3164,12899,0,0,365305
426,1732437272.941834450,1732437273.041271210,0,0,-0.195605167,1.333624228,-0.089653558,1009,696,0.000000000,0.016936628,0.010525988,0.006742338,0.000000000,14,13,1,0.013875124,0,0,0,0,0,995,0,3166,12913,0,0,366300
427,1732437273.041628838,1732437273.141264677,0,0,-0.195359825,1.387455301,-0.088703867,1041,703,0.000000000,0.016861156,0.010192505,0.006743460,0.000000000,19,19,0,0.018251681,0,0,0,0,0,1022,0,3166,12932,0,0,367322
428,1732437273.141338587,1732437273.241522551,0,0,-0.195764309,1.435492644,-0.086029689,1029,713,0.000000000,0.017463466,0.009782956,0.006572846,0.000000000,16,16,0,0.015549077,0,0,0,0,0,1013,0,3169,12948,0,0,368335
429,1732437273.241062641,1732437273.342093706,0,0,-0.199097832,1.478513336,-0.087108127,1065,726,0.000000000,0.016237056,0.010260350,0.006924192,0.000000000,21,19,2,0.019718310,0,0,0,0,0,1044,0,3171,12969,0,0,369379
430,1732437273.341953993,1732437273.441174507,0,0,-0.199162876,1.513967391,-0.087030152,1026,693,0.000000000,0.016213159,0.010794351,0.007190517,0.000000000,13,12,1,0.012670565,0,0,0,0,0,1013,0,3172,12982,0,0,370392
431,1732437273.441715956,1732437273.542095661,0,0,-0.199045500,1.540473149,-0.086294413,1008,670,0.000000000,0.016206044,0.009832450,0.006560209,0.000000000,11,10,1,0.010912698,0,0,0,0,0,997,0,3173,12993,0,0,371389
432,1732437273.542009592,1732437273.642107487,0,0,-0.202718587,1.560032184,-0.085971767,1003,673,0.000000000,0.017093647,0.009703279,0.006229346,0.000000000,13,13,0,0.012961117,0,0,0,0,0,990,0,3175,13006,0,0,372379
433,1732437273.641864300,1732437273.742131948,0,0,-0.204506821,1.573356421,-0.087150294,1015,693,0.000000000,0.017540507,0.010049826,0.006858582,0.000000000,16,15,1,0.015763547,0,0,0,0,0,999,0,3178,13022,0,0,373378
434,1732437273.741877794,1732437273.841998577,0,0,-0.204648106,1.579347008,-0.085538608,1009,674,0.000000000,0.016921080,0.010304422,0.007407026,0.000000000,10,10,0,0.009910803,0,0,0,0,0,999,0,3181,13032,0,0,374377
435,1732437273.841812134,1732437273.941196680,0,0,-0.203639422,1.575725156,-0.085899921,993,676,0.000000000,0.017681563,0.010055479,0.007291741,0.000000000,14,14,0,0.014098691,0,0,0,0,0,979,0,3182,13046,0,0,375356
436,1732437273.941679478,1732437274.042209864,0,0,-0.203513779,1.569769522,-0.085853816,1026,693,0.000000000,0.016373979,0.010774830,0.006944521,0.000000000,7,7,0,0.006822612,0,0,0,0,0,1019,0,3182,13053,0,0,376375
437,1732437274.042027950,1732437274.141180038,0,0,-0.205926129,1.563795343,-0.086583707,1010,700,0.000000000,0.017331917,0.010898451,0.007685118,0.000000000,14,14,0,0.013861386,0,0,0,0,0,996,0,3183,13067,0,0,377371
438,1732437274.141621351,1732437274.242244005,0,0,-0.204041364,1.555371761,-0.084942518,1014,675,0.000000000,0.017250844,0.010089524,0.006933470,0.000000000,9,9,0,0.008875740,0,0,0,0,0,1005,0,3183,13076,0,0,378376
439,1732437274.241957664,1732437274.341259480,0,0,-0.202320411,1.548647851,-0.083663621,1009,682,0.000000000,0.016710969,0.010368941,0.007501034,0.000000000,8,8,0,0.007928642,0,0,0,0,0,1001,0,3183,13084,0,0,379377
440,1732437274.341639996,1732437274.442193985,0,0,-0.201750668,1.539462923,-0.082977137,1006,669,0.000000000,0.016798187,0.009674714,0.006823017,0.000000000,10,9,1,0.009940358,0,0,0,0,0,996,0,3184,13094,0,0,380373
441,1732437274.441924334,1732437274.541656733,0,0,-0.194120213,1.525596473,-0.080507169,1031,690,0.000000000,0.016279249,0.009273300,0.006322437,0.000000000,7,7,0,0.006789525,0,0,0,0,0,1024,0,3186,13101,0,0,381397
442,1732437274.541629553,1732437274.641304731,0,0,-0.188043970,1.507338967,-0.078710029,1045,703,0.000000000,0.016627868,0.009528796,0.006613608,0.000000000,16,14,2,0.015311005,0,0,0,0,0,1029,0,3188,13117,0,0,382426
443,1732437274.641626835,1732437274.741358042,0,0,-0.180177294,1.482294984,-0.074956026,1041,714,0.000000000,0.016691286,0.010367905,0.006909100,0.000000000,13,12,1,0.012487992,0,0,0,0,0,1028,0,3190,13130,0,0,383454
444,1732437274.741775990,1732437274.841250181,0,0,-0.170787012,1.453084182,-0.072415472,1077,729,0.000000000,0.017152570,0.010755417,0.007411786,0.000000000,9,8,1,0.008356546,0,0,0,0,0,1068,0,3192,13139,0,0,384522
445,1732437274.841757536,1732437274.941378117,0,0,-0.157555381,1.422215515,-0.067328052,1107,749,0.000000000,0.017441624,0.010039854,0.006731926,0.000000000,12,11,1,0.010840108,0,0,0,0,0,1095,0,3194,13151,0,0,385617
446,1732437274.941734076,1732437275.041344881,0,0,-0.143000729,1.385620720,-0.060884991,1071,744,0.000000000,0.015898256,0.009840353,0.006395492,0.000000000,9,8,1,0.008403361,0,0,0,0,0,1062,0,3193,13160,0,0,386679
447,1732437275.041720629,1732437275.141212463,0,0,-0.128887344,1.349685619,-0.055890998,1085,727,0.000000000,0.016640380,0.009844500,0.006447496,0.000000000,12,11,1,0.011059908,0,0,0,0,0,1073,0,3197,13172,0,0,387752
448,1732437275.141643047,1732437275.241998911,0,0,-0.110601254,1.306559658,-0.046385762,1103,763,0.000000000,0.016578641,0.010545536,0.006501369,0.000000000,8,8,0,0.007252947,0,0,0,0,0,1095,0,3197,13180,0,0,388847
449,1732437275.241805315,1732437275.342128992,0,0,-0.090877950,1.261821488,-0.035475296,1089,748,0.000000000,0.016613415,0.010545601,0.006771827,0.000000000,9,9,0,0.008264463,0,0,0,0,0,1080,0,3198,13189,0,0,389927
450,1732437275.341880798,1732437275.442141294,0,0,-0.067236581,1.216651225,-0.025392137,1076,729,0.000000000,0.018031821,0.010702621,0.007471345,0.000000000,10,10,0,0.009293680,0,0,0,0,0,1066,0,3198,13199,0,0,390993
451,1732437275.441914558,1732437275.542165756,0,0,-0.041771267,1.169680364,-0.012629416,1054,726,0.000000000,0.016232993,0.011047149,0.007726689,0.000000000,9,9,0,0.008538899,0,0,0,0,0,1045,0,3198,13208,0,0,392038
452,1732437275.541903973,1732437275.642096519,0,0,-0.014636093,1.120921594,0.001289837,1045,728,0.000000000,0.018766979,0.011492705,0.007662145,0.000000000,7,7,0,0.006698565,0,0,0,0,0,1038,0,3198,13215,0,0,393076
453,1732437275.641850471,1732437275.741480827,0,0,0.015756423,1.074009555,0.016757204,1041,712,0.000000000,0.016451897,0.010167376,0.006824612,0.000000000,10,9,1,0.009606148,0,0,0,0,0,1031,0,3199,13225,0,0,394107
454,1732437275.741685867,1732437275.841316700,0,0,0.046372640,1.027909516,0.031990080,1031,710,0.000000000,0.016710141,0.010868286,0.007395244,0.000000000,13,13,0,0.012609117,0,0,0,0,0,1018,0,3201,13238,0,0,395125
455,1732437275.841701984,1732437275.941206932,0,0,0.077777549,0.981548548,0.046559085,976,687,0.000000000,0.017918262,0.010630880,0.007605460,0.000000000,6,6,0,0.006147541,0,0,0,0,0,970,0,3201,13244,0,0,396095
456,1732437275.941649675,1732437276.041262150,0,0,0.104650526,0.940252104,0.061147948,1001,699,0.000000000,0.016819118,0.010418840,0.007134315,0.000000000,8,8,0,0.007992008,0,0,0,0,0,993,0,3202,13252,0,0,397088
457,1732437276.041787624,1732437276.141229630,0,0,0.135544562,0.896413909,0.077746510,999,693,0.000000000,0.017171094,0.011101231,0.006826419,0.000000000,12,12,0,0.012012012,0,0,0,0,0,987,0,3203,13264,0,0,398075
458,1732437276.140887499,1732437276.242203236,0,0,0.165937414,0.857181817,0.095032210,1033,714,0.000000000,0.018158816,0.011635947,0.007932289,0.000000000,15,15,0,0.014520813,0,0,0,0,0,1018,0,3203,13279,0,0,399093
459,1732437276.241921425,1732437276.342188358,0,0,0.193173448,0.817518525,0.108302251,1007,717,0.000000000,0.017315068,0.010478334,0.007411259,0.000000000,9,9,0,0.008937438,0,0,0,0,0,998,0,3203,13288,0,0,400091
460,1732437276.341922998,1732437276.441195011,0,0,0.221323564,0.780006033,0.120597728,1012,717,0.000000000,0.017441074,0.011294745,0.008267252,0.000000000,11,11,0,0.010869565,0,0,0,0,0,1001,0,3203,13299,0,0,401092
461,1732437276.441746950,1732437276.542141438,0,0,0.247425670,0.746559626,0.131727321,997,715,0.000000000,0.018754560,0.011682835,0.008085917,0.000000000,8,8,0,0.008024072,0,0,0,0,0,989,0,3203,13307,0,0,402081
462,1732437276.541902065,1732437276.642118454,0,0,0.269364723,0.718321294,0.141388019,982,685,0.000000000,0.017581767,0.010835839,0.007609347,0.000000000,9,9,0,0.009164969,0,0,0,0,0,973,0,3203,13316,0,0,403054
463,1732437276.641862154,1732437276.741307020,0,0,0.284711487,0.691068577,0.148869238,1000,682,0.000000000,0.017589127,0.010813995,0.006973927,0.000000000,4,4,0,0.004000000,0,0,0,0,0,996,0,3203,13320,0,0,404050
464,1732437276.741697311,1732437276.841348410,0,0,0.301285726,0.666964035,0.158325905,985,697,0.000000000,0.016842752,0.011129459,0.006935332,0.000000000,11,10,1,0.011167513,0,0,0,0,0,974,0,3203,13331,0,0,405024
465,1732437276.841799736,1732437276.941262245,0,0,0.316736172,0.646695616,0.166611986,1015,704,0.000000000,0.017937238,0.011131542,0.007375490,0.000000000,4,4,0,0.003940887,0,0,0,0,0,1011,0,3203,13335,0,0,406035
466,1732437276.941817284,1732437277.042214632,0,0,0.329965633,0.627237522,0.174360024,1054,767,0.000000000,0.017478317,0.010860784,0.007745961,0.000000000,13,12,1,0.012333966,0,0,0,0,0,1041,0,3205,13348,0,0,407076
467,1732437277.041977406,1732437277.141420603,0,0,0.344639500,0.610232273,0.183408211,1021,719,0.000000000,0.016944862,0.011426083,0.007177946,0.000000000,4,4,0,0.003917728,0,0,0,0,0,1017,0,3206,13352,0,0,408093
468,1732437277.141815901,1732437277.241270065,0,0,0.359723061,0.591262470,0.191437479,987,707,0.000000000,0.017381175,0.011461949,0.007575720,0.000000000,3,3,0,0.003039514,0,0,0,0,0,984,0,3206,13355,0,0,409077
469,1732437277.241697550,1732437277.341219664,0,0,0.381098428,0.570258886,0.202172669,996,708,0.000000000,0.016568704,0.010212285,0.006570878,0.000000000,7,7,0,0.007028112,0,0,0,0,0,989,0,3206,13362,0,0,410066
470,1732437277.340996981,1732437277.442155361,0,0,0.402292806,0.550024147,0.213158843,982,690,0.000000000,0.016288330,0.010934705,0.006992308,0.000000000,13,13,0,0.013238289,0,0,0,0,0,969,0,3207,13375,0,0,411035
471,1732437277.441910028,1732437277.541161299,0,0,0.427363503,0.524134881,0.227456385,959,674,0.000000000,0.018161350,0.011794430,0.007791548,0.000000000,8,8,0,0.008342023,0,0,0,0,0,951,0,3208,13383,0,0,411986
472,1732437277.540872812,1732437277.641243935,0,0,0.452818373,0.501132219,0.237025519,958,669,0.000000000,0.016729107,0.010585725,0.007758123,0.000000000,11,10,1,0.011482255,0,0,0,0,0,947,0,3209,13394,0,0,412933
473,1732437277.640984774,1732437277.741223097,0,0,0.479799553,0.478348432,0.251322633,970,673,0.000000000,0.017584207,0.010509662,0.007029661,0.000000000,11,10,1,0.011340206,0,0,0,0,0,959,0,3210,13405,0,0,413892
