frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2454,1624181346.955600023,1624181347.055595875,2459,2458,0,1,0,0,1,-35.465853445,-17.018934342,-29.593740626,0.031394310,-0.008856139,0.869264705,0.493269539,1411,486,0.344436570,0.058972812,0.038732828,0.025964517,0.188117083,102.915908997,1342,0.756035706,164.619553227,399.316334607,450.664030134,0.162250706,0.122667327,0,1.000000000,1.000000000,1.000000000,0.000003419,0.000003913,0.000011413,0.062759771,0.065805297,-0.995856854,0.000000003,0.000000009,0.000000015,0.806728436,-0.589814411,0.036168919,0.000000000,0.192764025,0.058480628,0.288948708,0.005765866,104.215289410,0,102,94,8,0.072289157,23,0,0,0,0,0,1285,24,368021,754060,636062,801,0,3034237
2455,1624181347.055597544,1624181347.155513287,2460,2459,0,1,0,0,1,-35.472228446,-17.022021911,-29.589915439,0.030461124,-0.009284164,0.869324074,0.493215550,1386,477,0.344155844,0.054123563,0.037377412,0.024080751,0.182316887,87.147990441,1316,0.754394532,159.435961048,398.529807372,434.817435660,0.160594942,0.121151946,0,1.000000000,1.000000000,1.000000000,0.000003287,0.000004061,0.000010903,-0.023159996,-0.016304247,0.999598813,0.000000004,0.000000008,0.000000015,0.780276508,-0.625369757,0.009013249,0.000000000,0.191656032,0.062000832,0.264014240,0.005528603,103.809394459,0,94,84,10,0.067821068,21,0,0,0,0,0,1269,23,368059,754154,636083,801,0,3035506
2456,1624181347.155595064,1624181347.255483389,2461,2460,0,1,0,0,1,-35.476612288,-17.025083140,-29.588686009,0.029827048,-0.009759283,0.869320425,0.493251561,1478,537,0.363328823,0.063577547,0.043386690,0.026928057,0.214730911,89.779148644,1400,0.756000972,175.476547272,416.642020978,466.282792259,0.165793955,0.125340391,0,1.000000000,1.000000000,1.000000000,0.000003038,0.000003772,0.000009753,-0.010785442,-0.019904542,0.999743709,0.000000003,0.000000006,0.000000014,0.812124722,-0.582384952,0.035793909,0.000000000,0.194452583,0.057143048,0.257743798,0.005323095,102.781724347,0,111,104,7,0.075101488,40,0,0,0,0,0,1327,40,368094,754265,636123,801,0,3036833
2457,1624181347.255592585,1624181347.355490208,2462,2461,0,1,0,0,1,-35.473724312,-17.034448506,-29.573371825,0.028904299,-0.010556486,0.869542198,0.492899044,1421,508,0.357494722,0.064359610,0.044500323,0.026385176,0.201076677,88.182969067,1362,0.759724808,178.009389557,400.918574756,455.817224124,0.172032102,0.130697055,0,1.000000000,1.000000000,1.000000000,0.000003000,0.000003592,0.000009476,-0.018444203,-0.021272231,0.999603573,0.000000003,0.000000006,0.000000013,0.918797509,-0.394525747,0.012671700,0.000000000,0.194895911,0.060136089,0.261720687,0.005822772,102.064442523,0,118,110,8,0.083040113,29,0,0,0,0,0,1274,29,368138,754383,636152,801,0,3038107
2458,1624181347.355590343,1624181347.455480576,2463,2462,0,1,0,0,1,-35.464528972,-17.040811574,-29.587679145,0.029455920,-0.011613968,0.869746571,0.492481843,1460,490,0.335616438,0.064312964,0.047751465,0.030451460,0.189655273,91.648066818,1385,0.751855209,169.687135971,415.171251500,456.461077139,0.162953965,0.122517788,0,1.000000000,1.000000000,1.000000000,0.000003051,0.000003690,0.000009666,-0.012114932,-0.020152658,0.999723511,0.000000003,0.000000006,0.000000015,0.763534012,-0.645763687,-0.002252289,0.000000000,0.195377087,0.057789883,0.260535937,0.006492172,100.504746277,0,145,141,4,0.099315068,25,0,0,0,0,0,1290,25,368181,754528,636177,801,0,3039397
2459,1624181347.455587864,1624181347.555458784,2464,2463,0,1,0,0,1,-35.462111883,-17.044065085,-29.562754557,0.028944858,-0.011212232,0.869894290,0.492260505,1377,496,0.360203341,0.058616038,0.039855423,0.024931416,0.182497775,102.756879157,1303,0.756542789,154.450981812,382.464439388,448.859832340,0.156679711,0.118534905,0,1.000000000,1.000000000,1.000000000,0.000003056,0.000003652,0.000010829,0.059380165,-0.001136211,-0.998234795,0.000000003,0.000000010,0.000000015,0.890025817,-0.455029532,-0.028322608,0.000000000,0.193473335,0.058012973,0.276805931,0.006772246,100.835832822,0,107,94,13,0.077705156,25,0,0,0,0,0,1245,25,368226,754635,636202,801,0,3040642
2460,1624181347.555585384,1624181347.655494452,2465,2464,0,1,0,0,1,-35.468417390,-17.045749044,-29.586875964,0.029758761,-0.011008690,0.869660057,0.492630298,1348,454,0.336795252,0.063772523,0.043785030,0.027318324,0.141179543,111.551749135,1280,0.752295189,151.259870830,378.438917473,433.239053798,0.157081656,0.118171774,0,1.000000000,1.000000000,1.000000000,0.000003172,0.000003985,0.000012450,0.046132557,0.040192304,-0.998126428,0.000000003,0.000000010,0.000000024,0.829265302,-0.558185296,0.027353882,0.000000000,0.189588074,0.058418318,0.291780627,0.007422178,101.251115342,0,114,106,8,0.084569733,35,0,0,0,0,0,1198,36,368272,754749,636237,801,0,3041840
2461,1624181347.655582905,1624181347.755551577,2466,2465,0,1,0,0,1,-35.479799429,-17.034219508,-29.575061525,0.030036486,-0.010927664,0.868896409,0.493960957,1479,490,0.331304936,0.073894356,0.054437961,0.035328513,0.223455884,91.120145027,1392,0.751255971,182.034084416,402.913486782,460.800740105,0.174070646,0.130771612,0,1.000000000,1.000000000,1.000000000,0.000003016,0.000003697,0.000011344,0.031946196,0.016269176,-0.999357171,0.000000003,0.000000007,0.000000013,0.870735427,-0.488430378,0.057057708,0.000000000,0.189313861,0.076449025,0.298576725,0.009988637,100.566597383,0,149,139,10,0.100743746,40,0,0,0,0,0,1290,40,368322,754898,636277,801,0,3043130
2462,1624181347.755580425,1624181347.855641603,2466,2466,0,1,0,0,1,-35.482358152,-17.021341346,-29.578173079,0.032272829,-0.010299625,0.866983147,0.497184679,1428,470,0.329131653,0.069382293,0.051780688,0.031064929,0.178262905,92.529644660,1365,0.750038302,169.931126187,413.546615592,440.324539825,0.165980414,0.124491668,0,1.000000000,1.000000000,1.000000000,0.000003154,0.000003854,0.000011962,0.038406993,0.002865182,-0.999258072,0.000000004,0.000000007,0.000000017,0.668965722,-0.740519752,0.064151078,0.000000000,0.188626155,0.081164620,0.306265244,0.017197803,99.373091244,0,146,134,12,0.102240896,33,0,0,0,0,0,1249,33,368369,755044,636310,801,0,3044379
2463,1624181347.855578184,1624181347.955674887,2468,2467,0,1,0,0,1,-35.474817032,-17.009800008,-29.579063924,0.032251015,-0.009396405,0.863861243,0.502608529,1352,440,0.325443787,0.064927772,0.047463600,0.027826664,0.172845755,93.107892695,1277,0.740105887,157.404754487,378.739810379,408.970653021,0.166545572,0.123261358,0,1.000000000,1.000000000,1.000000000,0.000003496,0.000004171,0.000012381,-0.015388445,-0.023383099,0.999608136,0.000000004,0.000000010,0.000000016,0.868789531,-0.495081721,0.009941852,0.000000000,0.188944268,0.082182105,0.309216745,0.029422916,98.335137897,0,123,112,11,0.090976331,20,0,0,0,0,0,1209,20,368407,755167,636330,801,0,3045588
2464,1624181347.955575705,1624181348.055713177,2469,2468,0,1,0,0,1,-35.478832295,-16.995006985,-29.562346086,0.033059569,-0.007218401,0.859542236,0.509943236,1349,432,0.320237213,0.072400811,0.050227330,0.031823827,0.177183615,94.626498872,1274,0.746958565,166.276617199,384.034334036,401.314260865,0.174729100,0.130515398,0,1.000000000,1.000000000,1.000000000,0.000003646,0.000004297,0.000013219,0.033226381,0.017360963,-0.999297055,0.000000005,0.000000011,0.000000019,0.725214083,-0.685887578,0.060189410,0.000000000,0.187551977,0.090498734,0.295503749,0.046444112,97.978686991,0,129,116,13,0.095626390,31,0,0,0,0,0,1187,33,368454,755296,636361,801,0,3046775
2465,1624181348.055573225,1624181348.155647993,2470,2469,0,1,0,0,1,-35.484106628,-16.984547029,-29.573187579,0.031821336,-0.004990225,0.854230180,0.518896232,1332,444,0.333333333,0.070300715,0.046140252,0.027837550,0.165308408,96.497722428,1265,0.748485475,164.110620368,357.739664488,424.983841024,0.173325629,0.129731716,0,1.000000000,1.000000000,1.000000000,0.000003717,0.000004333,0.000012810,0.038934799,0.026554336,-0.998888857,0.000000004,0.000000009,0.000000018,0.997589110,-0.064884660,-0.024616007,0.000000000,0.185913707,0.094908944,0.303835803,0.067073272,97.908779214,0,141,130,11,0.105855856,28,0,0,0,0,0,1162,29,368505,755437,636389,801,0,3047937
2466,1624181348.155570745,1624181348.255560160,2471,2470,0,1,0,0,1,-35.462619397,-16.989130301,-29.569209183,0.030849707,-0.001617838,0.848546630,0.528218037,1318,406,0.308042489,0.064603583,0.048217460,0.029273924,0.109947501,131.008208637,1243,0.740645954,135.374326267,339.196539011,446.052056132,0.147046443,0.108909353,0,1.000000000,1.000000000,1.000000000,0.000003812,0.000004569,0.000015229,0.024563896,-0.017530284,-0.999544548,0.000000004,0.000000011,0.000000021,0.848448569,-0.524429931,0.071472187,0.000000000,0.183086794,0.095086248,0.315413752,0.088887636,98.775426389,0,106,96,10,0.080424886,11,0,0,0,0,0,1201,11,368545,755543,636400,801,0,3049138
2467,1624181348.255568266,1624181348.355412483,2472,2471,0,1,0,0,1,-35.446612535,-16.987095951,-29.571075774,0.027779497,0.002385597,0.842856789,0.537415148,1361,401,0.294636297,0.054181496,0.039885795,0.026093297,0.132353260,136.231633761,1293,0.736545073,151.371466725,362.065309056,438.916003448,0.158944742,0.117069967,0,1.000000000,1.000000000,1.000000000,0.000003672,0.000004545,0.000017495,0.063282976,-0.055541565,-0.996448895,0.000000004,0.000000013,0.000000021,0.740252006,-0.671452467,0.034330048,0.000000000,0.182259437,0.099528700,0.312875127,0.110149826,100.189837809,0,116,111,5,0.085231447,18,0,0,0,0,0,1227,18,368582,755659,636418,801,0,3050365
2468,1624181348.355565786,1624181348.455377817,2473,2472,0,1,0,0,1,-35.436169005,-16.978592758,-29.572492463,0.026354044,0.006171886,0.837336065,0.546018027,1353,423,0.312638581,0.063488282,0.047718634,0.031044489,0.141505121,118.932721854,1276,0.757299455,155.565062756,349.408460241,461.340581442,0.160988091,0.121916193,0,1.000000000,1.000000000,1.000000000,0.000003573,0.000004554,0.000016722,0.067566305,-0.031567960,-0.997215252,0.000000003,0.000000014,0.000000022,0.977931479,-0.201031811,0.056887898,0.000000000,0.182275688,0.098597399,0.316608619,0.130023083,100.970087347,0,127,116,11,0.093865484,17,0,0,0,0,0,1208,18,368627,755786,636435,801,0,3051573
2469,1624181348.455563545,1624181348.555298090,2474,2473,0,1,0,0,1,-35.405091461,-16.989262064,-29.600283614,0.025891311,0.007353982,0.832828848,0.552875816,1322,448,0.338880484,0.068545258,0.046350240,0.029445406,0.141099830,124.507783825,1249,0.763245256,143.356628269,347.859876659,462.076820217,0.150380397,0.114777124,0,1.000000000,1.000000000,1.000000000,0.000003229,0.000004512,0.000016882,0.039030794,-0.059907083,-0.997440594,0.000000003,0.000000010,0.000000022,0.920045303,-0.385631237,0.069319473,0.000000000,0.180203875,0.099884721,0.346267421,0.145975369,102.070137243,0,137,125,12,0.103630862,29,0,0,0,0,0,1156,29,368681,755923,636464,801,0,3052729
2470,1624181348.555561066,1624181348.655220509,2475,2474,0,1,0,0,1,-35.396977797,-16.999218194,-29.605264581,0.026912725,0.009183818,0.829451555,0.557854354,1373,486,0.353969410,0.079725949,0.051837952,0.035835661,0.147130106,113.071365700,1294,0.763145532,160.882553383,358.493617448,468.134148103,0.162917339,0.124329639,0,1.000000000,1.000000000,1.000000000,0.000002951,0.000004226,0.000015016,0.061974333,-0.076984175,-0.995104326,0.000000003,0.000000008,0.000000019,0.803245001,-0.595648552,-0.000520411,0.000000000,0.177522775,0.111917661,0.341279608,0.157756088,102.636867881,0,172,151,21,0.125273125,38,0,0,0,0,0,1163,38,368726,756095,636502,801,0,3053892
2471,1624181348.655558586,1624181348.755202532,2476,2475,0,1,0,0,1,-35.375570583,-17.000646725,-29.618591948,0.026189099,0.007126058,0.827529648,0.560765576,1357,480,0.353721444,0.069374333,0.047724998,0.030173539,0.153091029,115.996278388,1271,0.755809133,155.559713929,343.088220665,461.985473838,0.161934524,0.122391592,0,1.000000000,1.000000000,1.000000000,0.000003007,0.000004076,0.000014552,0.039825497,-0.071634052,-0.996635587,0.000000003,0.000000009,0.000000015,0.916370841,-0.397084386,0.050877036,0.000000000,0.174337975,0.107170736,0.345052105,0.164496681,103.505014523,0,135,119,16,0.099484156,25,0,0,0,0,0,1197,25,368782,756230,636527,801,0,3055089
2472,1624181348.755556107,1624181348.855293512,2477,2476,0,1,0,0,1,-35.366852502,-16.985295826,-29.622360643,0.025781553,0.004237283,0.826329748,0.562580220,1354,434,0.320531758,0.064052927,0.042793297,0.028588390,0.138432574,117.392776692,1273,0.752235788,155.628971231,337.819221573,464.147965331,0.162520463,0.122253709,0,1.000000000,1.000000000,1.000000000,0.000003287,0.000004382,0.000015153,0.053600859,-0.083289974,-0.995082774,0.000000004,0.000000011,0.000000021,0.728066727,-0.678197232,0.099836647,0.000000000,0.170346887,0.097747835,0.344275628,0.168761850,104.743544599,0,149,134,15,0.110044313,32,0,0,0,0,0,1172,33,368841,756379,636559,801,0,3056261
2473,1624181348.855553627,1624181348.955405474,2477,2477,0,1,0,0,1,-35.390215958,-16.986269796,-29.604471972,0.027592071,0.001907611,0.826057260,0.562907134,1370,429,0.313138686,0.062881366,0.044956120,0.029050957,0.157063806,113.014313059,1282,0.743631682,159.427555015,353.289851479,440.618409575,0.167231266,0.124358467,0,1.000000000,1.000000000,1.000000000,0.000003574,0.000004291,0.000015204,0.070031834,-0.020403577,-0.997336070,0.000000004,0.000000012,0.000000015,0.882623115,-0.468554892,0.037851694,0.000000000,0.166862697,0.093995595,0.367794583,0.169501754,105.600984893,0,131,117,14,0.095620438,20,0,0,0,0,0,1219,20,368874,756510,636579,801,0,3057480
2474,1624181349.055548906,1624181349.155534744,2479,2478,0,1,0,0,1,-35.430480260,-16.960388515,-29.583906913,0.030292121,-0.003624084,0.824692354,0.564758156,1339,421,0.314413742,0.066432654,0.052235328,0.030472915,0.197097554,102.590517941,1262,0.737759798,159.179885919,351.296666622,420.576312463,0.170967613,0.126133032,0,1.000000000,1.000000000,1.000000000,0.000004828,0.000005288,0.000018649,0.024012609,-0.040088371,-0.998907562,0.000000004,0.000000011,0.000000012,0.767627682,-0.640311770,-0.027360161,0.000000000,0.167311721,0.090871197,0.411840217,0.173907059,105.584715340,0,119,101,18,0.088872293,24,0,0,0,0,0,1193,27,368919,756629,636603,801,0,3058673
2475,1624181349.155546427,1624181349.255743742,2480,2479,0,1,0,0,1,-35.452624529,-16.970098704,-29.564645569,0.030706204,-0.003877316,0.822854285,0.567408954,1375,435,0.316363636,0.057088732,0.045081995,0.027449139,0.155579112,115.269731609,1299,0.745574845,151.617057951,392.532450852,424.352214599,0.156548052,0.116718289,0,1.000000000,1.000000000,1.000000000,0.000004031,0.000004681,0.000017299,0.058469954,-0.033844746,-0.997715289,0.000000004,0.000000010,0.000000022,0.764722169,-0.644349269,-0.003744887,0.000000000,0.165974832,0.086761406,0.437267490,0.180363052,106.990802398,0,121,101,20,0.088000000,15,0,0,0,0,0,1238,16,368964,756750,636618,801,0,3059911
2476,1624181349.255543947,1624181349.355785847,2481,2480,0,1,0,0,1,-35.469934530,-16.977747148,-29.573375838,0.032332475,-0.005189778,0.820505277,0.570700243,1373,446,0.324836125,0.062579057,0.041952996,0.025177325,0.186989718,103.109474269,1296,0.744769593,155.590316557,370.268672938,439.362402577,0.161196507,0.120054257,0,1.000000000,1.000000000,1.000000000,0.000003635,0.000004457,0.000015298,0.081746663,0.000818015,-0.996652805,0.000000004,0.000000012,0.000000017,0.902712323,-0.426680185,0.055267360,0.000000000,0.164587772,0.087184737,0.439926900,0.187601035,107.657318680,0,96,76,20,0.069919883,22,0,0,0,0,0,1255,22,369009,756846,636640,801,0,3061166
2477,1624181349.355541468,1624181349.455572367,2482,2481,0,1,0,0,1,-35.477620874,-16.982700752,-29.564194932,0.031494628,-0.004274792,0.817937740,0.574428123,1359,449,0.330389993,0.054221046,0.038692460,0.023858502,0.177464392,97.617685631,1280,0.753709974,149.911608608,377.336336294,437.500822373,0.155389272,0.117118444,0,1.000000000,1.000000000,1.000000000,0.000003594,0.000004379,0.000013735,0.060315123,-0.003997295,-0.998171382,0.000000004,0.000000008,0.000000020,0.875585075,-0.483023749,0.006231711,0.000000000,0.163407158,0.095902045,0.434725990,0.195685496,108.129054508,0,116,101,15,0.085356880,15,0,0,0,0,0,1228,15,369055,756962,636655,801,0,3062394
2478,1624181349.455539227,1624181349.555529833,2483,2482,0,1,0,0,1,-35.480013715,-16.998016143,-29.566025495,0.031154945,-0.005070884,0.814880719,0.578768581,1365,427,0.312820513,0.056075749,0.041042755,0.026302691,0.166774179,90.786325774,1291,0.749984987,156.390327517,373.220733458,438.619557612,0.161521774,0.121138906,0,1.000000000,1.000000000,1.000000000,0.000003608,0.000004687,0.000013408,0.054040944,0.005211195,-0.998525122,0.000000005,0.000000010,0.000000022,0.871734075,-0.488321458,0.040272278,0.000000000,0.162263103,0.101305804,0.425082908,0.205741128,108.085967456,0,98,85,13,0.071794872,15,0,0,0,0,0,1251,16,369098,757060,636670,801,0,3063645
2479,1624181349.555536747,1624181349.655415773,2484,2483,0,1,0,0,1,-35.458774801,-17.038067119,-29.578617131,0.030647403,-0.004179430,0.812039725,0.582781909,1394,470,0.337159254,0.065700842,0.049815730,0.029905034,0.164543017,106.685124611,1320,0.750421228,158.412575967,372.866572685,459.276871972,0.159922884,0.120009527,0,1.000000000,1.000000000,1.000000000,0.000003603,0.000004248,0.000013707,0.059069375,-0.005640047,-0.998237947,0.000000004,0.000000009,0.000000016,0.969574563,-0.243980306,-0.019969396,0.000000000,0.161365366,0.098371974,0.447144365,0.214665760,108.282379728,0,134,119,15,0.096126255,27,0,0,0,0,0,1233,27,369150,757194,636697,801,0,3064878
2480,1624181349.655534267,1624181349.755228758,2485,2484,0,1,0,0,1,-35.452538953,-17.052089526,-29.591499116,0.030915351,-0.004034527,0.810515454,0.584886880,1356,463,0.341445428,0.057713952,0.040135475,0.027069063,0.134468220,109.875224840,1289,0.760859733,148.466098934,382.392427505,449.889669083,0.151380446,0.115179285,0,1.000000000,1.000000000,1.000000000,0.000003666,0.000004237,0.000014569,0.039984814,0.000828447,-0.999199944,0.000000004,0.000000012,0.000000020,0.988883274,-0.148691285,-0.000878499,0.000000000,0.161029799,0.101905073,0.447129329,0.216799704,108.198553514,0,103,94,9,0.075958702,15,0,0,0,0,0,1238,15,369178,757297,636712,801,0,3066116
2481,1624181349.755531788,1624181349.855198860,2486,2485,0,1,0,0,1,-35.448493727,-17.052605870,-29.590636967,0.031955990,-0.003354209,0.810033459,0.585502655,1341,433,0.322893363,0.058046790,0.039592349,0.026740526,0.202412776,100.211567083,1268,0.747400999,163.544846645,371.254234466,412.905385766,0.172569458,0.128978586,0,1.000000000,1.000000000,1.000000000,0.000003584,0.000004238,0.000013800,-0.025313914,-0.028138827,0.999283449,0.000000004,0.000000008,0.000000013,0.798674275,-0.598563888,0.061973176,0.000000000,0.159977644,0.100343335,0.437803964,0.210806561,108.653124616,0,109,101,8,0.081282625,16,0,0,0,0,0,1215,17,369219,757406,636728,801,0,3067331
2482,1624181349.855529308,1624181349.955232143,2487,2486,0,1,0,0,1,-35.455387853,-17.050714378,-29.593701163,0.031720546,-0.002075030,0.809713394,0.585963924,1352,411,0.303994083,0.058530783,0.042667314,0.025294782,0.181406924,113.568519442,1274,0.744075155,157.121490239,368.320580084,422.509676666,0.165748405,0.123329270,0,1.000000000,1.000000000,1.000000000,0.000003636,0.000004326,0.000014762,0.050349758,0.008091831,-0.998698866,0.000000004,0.000000010,0.000000013,0.848824989,-0.528165171,-0.023188133,0.000000000,0.160134845,0.101011876,0.431766507,0.199368689,109.705068356,0,105,84,21,0.077662722,22,0,0,0,0,0,1225,22,369266,757511,636750,801,0,3068556
2483,1624181349.955527067,1624181350.055326462,2488,2487,0,1,0,0,1,-35.461128060,-17.044360658,-29.593579621,0.032206972,-0.002028578,0.809763118,0.585868833,1337,417,0.311892296,0.060615990,0.043354282,0.027313271,0.196831888,97.620220366,1272,0.744281698,163.518588960,352.979379891,430.228351542,0.172720020,0.128552350,0,1.000000000,1.000000000,1.000000000,0.000003602,0.000004294,0.000013235,0.055986440,0.024407397,-0.998133156,0.000000004,0.000000008,0.000000012,0.962062191,-0.272557788,0.012189867,0.000000000,0.161334152,0.101707278,0.417648750,0.182360670,109.930684739,0,108,100,8,0.080777861,17,0,0,0,0,0,1211,18,369312,757619,636767,801,0,3069767
2484,1624181350.055524588,1624181350.155347347,2489,2488,0,1,0,0,1,-35.463543734,-17.039037785,-29.592659213,0.031778840,-0.001384982,0.809961218,0.585620194,1363,400,0.293470286,0.060721669,0.042280303,0.026212597,0.162043357,103.636889967,1304,0.730910095,158.982279446,353.891794476,440.232689863,0.166804272,0.121918926,0,1.000000000,1.000000000,1.000000000,0.000003744,0.000004366,0.000013035,0.028870055,0.009616225,-0.999536917,0.000000003,0.000000010,0.000000014,0.990572304,-0.134726516,0.024804773,0.000000000,0.160577139,0.097426963,0.407604720,0.162129996,110.381204294,0,102,95,7,0.074834923,12,0,0,0,0,0,1249,12,369338,757721,636779,801,0,3071016
2485,1624181350.155522108,1624181350.255407095,2490,2489,0,1,0,0,1,-35.468142697,-17.026932279,-29.589192132,0.031443753,-0.001162662,0.810063549,0.585497212,1369,417,0.304601899,0.052543368,0.036820538,0.022441173,0.155427758,109.481484945,1299,0.744793684,153.347214690,382.553560889,431.586220398,0.158500543,0.118050204,0,1.000000000,1.000000000,1.000000000,0.000003798,0.000004190,0.000013697,0.041795156,-0.000084380,-0.999126197,0.000000004,0.000000011,0.000000016,0.998146130,0.044260398,0.041777026,0.000000000,0.160083106,0.100866144,0.398682579,0.140540707,111.030392420,0,106,96,10,0.077428780,13,0,0,0,0,0,1249,14,369377,757827,636792,801,0,3072265
2486,1624181350.255519629,1624181350.355402708,2491,2490,0,1,0,0,1,-35.471757811,-17.020622658,-29.587393659,0.029683616,-0.000912415,0.810135904,0.585489426,1371,445,0.324580598,0.058083938,0.042099538,0.026864854,0.175596644,115.083515198,1305,0.745155063,163.099447009,384.412865721,424.915044379,0.167724042,0.124980419,0,1.000000000,1.000000000,1.000000000,0.000003619,0.000003961,0.000014589,0.049059832,-0.030062814,-0.998343308,0.000000004,0.000000011,0.000000015,0.779471531,-0.620091317,0.088943188,0.000000000,0.163365563,0.101696814,0.389930339,0.119153270,110.234157748,0,114,101,13,0.083150985,24,0,0,0,0,0,1233,24,369417,757941,636816,801,0,3073498
2487,1624181350.355517149,1624181350.455496311,2492,2491,0,1,0,0,1,-35.481311597,-17.018530974,-29.572836655,0.029347320,0.000631819,0.810591000,0.584876540,1364,449,0.329178886,0.065678204,0.047719548,0.030323062,0.180227534,109.444511395,1295,0.744239634,146.783315214,385.803702593,431.203308780,0.152297975,0.113346189,0,1.000000000,1.000000000,1.000000000,0.000003550,0.000004044,0.000014451,0.071598802,0.013909302,-0.997336524,0.000000004,0.000000009,0.000000017,0.943791043,-0.312210361,0.108550254,0.000000000,0.165759277,0.097923357,0.393925887,0.100237913,108.894801629,0,128,118,10,0.093841642,19,0,0,0,0,0,1215,21,369466,758069,636835,801,0,3074713
2488,1624181350.455514908,1624181350.555545807,2493,2492,0,1,0,0,1,-35.472714993,-17.022352526,-29.566869201,0.029644183,0.000502742,0.811121220,0.584126130,1333,412,0.309077269,0.056182942,0.041365969,0.025390221,0.130914071,121.304945656,1254,0.731066999,143.261700247,357.091750339,416.404566195,0.156269918,0.114243780,0,1.000000000,1.000000000,1.000000000,0.000003921,0.000004278,0.000015793,0.062576598,0.057028294,-0.996409526,0.000000004,0.000000016,0.000000023,0.992954461,0.117755154,0.013234877,0.000000000,0.165229725,0.100512273,0.362031818,0.085659690,109.013412819,0,134,125,9,0.100525131,16,0,0,0,0,0,1182,17,369519,758203,636851,801,0,3075895
2489,1624181350.555512428,1624181350.655507088,2493,2493,0,1,0,0,1,-35.484445101,-17.019078970,-29.559160988,0.030538826,0.001451107,0.811383499,0.583714050,1351,400,0.296076980,0.057217657,0.040023681,0.024052975,0.131056208,119.429435560,1285,0.738194333,146.591219830,358.371315871,443.617182576,0.154537586,0.114078770,0,1.000000000,1.000000000,1.000000000,0.000004175,0.000004333,0.000016449,0.066113969,0.017676171,-0.997655500,0.000000004,0.000000013,0.000000020,0.997452229,-0.060439047,0.037896862,0.000000000,0.164727543,0.099294253,0.362669034,0.074467990,108.759495406,0,150,137,13,0.111028868,21,0,0,0,0,0,1180,21,369569,758353,636872,801,0,3077075
2490,1624181350.755507469,1624181350.855385542,2495,2494,0,1,0,0,1,-35.479710200,-17.018512109,-29.568719980,0.033265751,0.003654604,0.811896344,0.582841625,1354,419,0.309453471,0.061234035,0.045894888,0.026240809,0.153207632,117.139860493,1279,0.726831960,157.237820342,338.199265510,434.180991471,0.169142387,0.122938093,0,1.000000000,1.000000000,1.000000000,0.000004901,0.000005650,0.000021423,0.067430282,0.037530357,-0.997017868,0.000000004,0.000000011,0.000000019,0.936413704,-0.350531577,-0.016030867,0.000000000,0.165031420,0.072025737,0.348094253,0.069352793,108.962920146,0,122,112,10,0.090103397,19,0,0,0,0,0,1213,19,369609,758475,636891,801,0,3078288
2491,1624181350.855504990,1624181350.955458879,2496,2495,0,1,1,1,1,-35.464231203,-16.969029060,-29.591694536,0.046681268,-0.009366510,0.811844932,0.581928633,1369,407,0.297297297,0.151303007,0.099213601,0.067596465,0.235619252,95.475511955,1285,0.760881906,186.718934228,360.784432696,430.229882362,0.190971243,0.145306564,0,1.000000000,1.000000000,1.000000000,0.000003781,0.000004836,0.000015219,0.072870185,-0.033644817,-0.996773777,0.000000004,0.000000008,0.000000015,0.999091377,0.020614486,-0.037302317,0.050000000,0.169157831,0.315615731,0.386752515,0.065880795,107.936881824,1,58,44,14,0.042366691,114,327,0,0,15,0,869,442,369642,758533,637332,801,0,3079157
2492,1624181350.955502510,1624181351.055535078,2497,2496,0,1,1,1,1,-35.466160082,-16.836500608,-29.527231394,0.070977670,-0.028964407,0.809640638,0.581897990,1320,372,0.281818182,0.207626641,0.124222899,0.096291405,0.232988099,113.665382192,1161,0.793540995,198.180450703,336.987665990,386.132978671,0.215109318,0.170698063,0,1.000000000,1.000000000,1.000000000,0.000003939,0.000004601,0.000014824,0.091009795,-0.019397629,-0.995661061,0.000000003,0.000000010,0.000000019,0.691820116,-0.721383194,-0.031483560,0.100000000,0.173885607,0.520768670,0.504698247,0.068490148,107.750512099,2,93,62,31,0.070454545,148,551,0,0,50,38,488,739,369717,758626,638069,801,0,3079645
