frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2660,1624181370.155035257,1624181370.254779339,2665,2664,0,0.382894414,0.439014680,1,0,0,0,1,-29.939506436,-10.549930201,-30.599037886,-0.022192075,-0.187562084,0.981996772,0.003211922,1458,446,0.305898491,0.146958089,0.082703508,0.056218513,0.392265196,161.401003002,1299,0.787096874,255.242162458,323.698999222,443.497677160,0.249640519,0.196491272,0,0,0,1.000000000,1,0,0,0.000004266,0.000004972,0.000024653,0.015572350,-0.460943439,0.887292876,0.000000005,0.000000009,0.000000012,0.099218461,-0.994409377,-0.036134294,0.000000000,0.238097733,0.307669727,6.151560492,0.951666862,92.937717718,0,0.210410558,0.155752369,523,432,91,0.358710562,142,0,0,0,0,0,791,144,389639,808700,454924,145,0,3373844
2661,1624181370.255033016,1624181370.354768276,2666,2665,0,0.284865769,0.332998533,1,0,1,1,1,-30.160194403,-10.505866654,-30.585841474,-0.021790838,-0.191129011,0.981106973,0.020590486,1568,476,0.303571429,0.193551974,0.111536034,0.084601833,0.502790520,181.532445884,1395,0.808876090,280.065586430,398.971768867,449.344789630,0.248201009,0.200763861,0,0,0,1.000000000,1,0,0,0.000003896,0.000005072,0.000024673,0.027632424,-0.469693536,0.882396981,0.000000005,0.000000009,0.000000012,-0.244038456,-0.964744612,0.098554885,0.050000000,0.253520669,0.360844991,6.086077925,0.953935553,97.929372639,1,0.212964777,0.158582560,110,77,33,0.070153061,193,567,0,0,50,32,666,792,389712,808810,455716,145,0,3374510
2662,1624181370.355030537,1624181370.454840183,2667,2666,0,0.269833837,0.289958364,1,0,1,1,1,-30.362879301,-10.426435707,-30.542605235,-0.019038335,-0.190876177,0.980824400,0.034457544,1597,476,0.298058860,0.261434321,0.181717658,0.126102176,0.446919269,166.637787657,1429,0.815871472,282.476635844,408.326088440,475.077609162,0.242286132,0.197674343,1,1,1,4.000000000,0,5,0,0.000006321,0.000008108,0.000032761,0.036309714,-0.478717488,0.877217859,0.000000016,0.000000021,0.000000037,0.195284627,0.975884270,-0.097538739,0.100000000,0.265670017,0.459738816,6.016181534,0.947032863,102.532888714,2,0.214877617,0.161017641,0,0,0,0.000000000,0,0,0,0,0,0,0,1597,389712,808810,455716,145,0,3374510
2663,1624181370.455028057,1624181370.554941416,2668,2667,0,0.265176400,0.310100241,1,0,1,1,1,-30.590171031,-10.334034844,-30.488980054,-0.015356750,-0.188361498,0.980873590,0.046595245,1603,465,0.290081098,0.270252322,0.192991336,0.134068075,0.439230910,168.971057743,1404,0.805465706,268.824920313,408.303737883,453.745193345,0.237714330,0.191470741,1,0,0,4.000000000,0,4,0,0.000008885,0.000011285,0.000041789,0.038802516,-0.482144904,0.875231773,0.000000016,0.000000022,0.000000035,-0.082854995,-0.996247525,0.025018357,0.150000000,0.276188029,0.507607531,5.980385173,0.935365997,107.069810632,3,0.216264850,0.162890749,0,0,0,0.000000000,0,0,0,0,0,0,0,1603,389712,808810,455716,145,0,3374510
2664,1624181370.555025578,1624181370.654920101,2669,2668,0,0.254367465,0.319448018,1,0,1,1,1,-30.794057217,-10.226551712,-30.399278006,-0.012950322,-0.185146173,0.980930310,0.057696713,1624,503,0.309729064,0.241539108,0.145663084,0.119118375,0.484829967,158.946610637,1419,0.801298838,277.094601746,405.283551576,454.664898174,0.243697546,0.195274561,1,0,0,4.000000000,0,3,0,0.000010485,0.000013440,0.000048590,0.050368973,-0.480679044,0.875448813,0.000000016,0.000000024,0.000000039,-0.020099293,-0.997671810,-0.065168841,0.200000000,0.290347524,0.507242638,5.933825215,0.920436229,110.897191611,4,0.218461439,0.165380050,0,0,0,0.000000000,0,0,0,0,0,0,0,1624,389712,808810,455716,145,0,3374510
2665,1624181370.655023098,1624181370.754957914,2670,2669,0,0.233337222,0.308035895,1,0,1,1,1,-30.972923445,-10.049507737,-30.350583640,-0.011694877,-0.181472278,0.980871678,0.069439129,1568,437,0.278698980,0.191134614,0.119219543,0.086453042,0.380650376,190.997448679,1415,0.787401384,278.721132615,363.802530878,471.649294941,0.250159664,0.196976065,1,0,0,4.000000000,0,2,0,0.000012184,0.000015024,0.000060002,0.066104376,-0.475527185,0.877213832,0.000000019,0.000000030,0.000000059,0.157886914,0.987457169,-0.000249638,0.250000000,0.298219282,0.483293950,5.902118215,0.906907941,116.507668350,5,0.220488933,0.167620552,0,0,0,0.000000000,0,0,0,0,0,0,0,1568,389712,808810,455716,145,0,3374510
2666,1624181370.755020857,1624181370.855053186,2671,2670,0,0.199811461,0.246836853,1,0,1,1,1,-31.099346405,-9.840575328,-30.307812282,-0.011876039,-0.176084873,0.981197998,0.078125321,1529,499,0.326357096,0.152375268,0.095388322,0.061166911,0.384882212,140.278902271,1415,0.778845265,279.904482342,356.396715726,465.764851655,0.253981585,0.197812355,1,0,0,4.000000000,0,1,0,0.000011039,0.000014923,0.000062945,0.049802401,-0.462226749,0.885362159,0.000000020,0.000000030,0.000000039,0.030050780,-0.999499638,0.009870339,0.300000000,0.306639685,0.453115144,5.854862538,0.885200305,119.725333794,6,0.223305772,0.170381071,0,0,0,0.000000000,0,0,0,0,0,0,0,1529,389712,808810,455716,145,0,3374510
2667,1624181370.855018377,1624181370.954990625,2672,2671,0,0.197657843,0.241343686,1,0,0,0,1,-31.190572319,-9.558646045,-30.272134441,-0.012313520,-0.171615420,0.981306597,0.086219990,1489,431,0.289456011,0.149457078,0.090235572,0.060303410,0.318219303,158.303234522,1367,0.779512720,260.112497018,346.391514468,459.089876869,0.244100966,0.190279808,0,0,0,1.000000000,0,0,0,0.000005362,0.000007596,0.000044045,0.042396230,-0.442914380,0.895560948,0.000000006,0.000000014,0.000000017,0.536131585,-0.841113373,-0.071352774,0.300000000,0.312357436,0.428028625,5.838853958,0.861647320,123.855600702,0,0.225496474,0.172816117,477,391,86,0.320349228,121,0,0,0,0,0,891,121,390047,809287,455837,145,0,3375401
2668,1624181370.955015898,1624181371.055015087,2673,2672,0,0.180383702,0.232485318,1,0,0,0,1,-31.274887574,-9.258634332,-30.193751496,-0.013787474,-0.168291464,0.981177743,0.093691648,1496,455,0.304144385,0.116226448,0.073395109,0.049140780,0.358379700,153.057390125,1377,0.769235290,277.560468407,319.819084847,461.857440799,0.262038118,0.201568968,0,0,0,1.000000000,0,0,1,0.000004173,0.000006133,0.000034336,0.041381195,-0.449687948,0.892226623,0.000000006,0.000000012,0.000000014,-0.377751744,0.924481144,0.051363736,0.300000000,0.320360163,0.411207012,5.853409328,0.837011551,126.980513460,0,0.228968190,0.175962956,423,373,50,0.282754011,93,0,0,0,0,0,980,93,390327,809710,455930,145,0,3376381
2669,1624181371.055013418,1624181371.154959202,2674,2673,0,0.174278113,0.214659961,1,0,0,0,1,-31.337763644,-8.965059624,-30.165720619,-0.016581241,-0.163577813,0.981263453,0.100445988,1490,456,0.306040268,0.108328181,0.066424467,0.043545077,0.296578606,167.936899416,1368,0.770138541,242.881211031,355.291216574,455.377097080,0.230536112,0.177544745,0,0,0,1.000000000,0,0,2,0.000003716,0.000005647,0.000032060,0.001622559,-0.433274803,0.901260402,0.000000005,0.000000013,0.000000016,-0.153075069,0.986115721,0.064372410,0.300000000,0.322910271,0.390352372,5.557643903,0.766356546,131.864342211,0,0.229920196,0.177309616,440,395,45,0.295302013,97,0,0,0,0,0,952,98,390625,810150,456027,145,0,3377333
2670,1624181371.155010939,1624181371.254930735,2674,2674,0,0.170130925,0.187601900,1,0,0,0,1,-31.426229928,-8.655520692,-30.075562722,-0.019364478,-0.158317153,0.981335257,0.107432816,1489,444,0.298186702,0.115559166,0.066009379,0.043050734,0.333888537,136.332834119,1390,0.756687675,261.465013861,323.378176102,466.952677949,0.248589124,0.188104327,0,0,0,1.000000000,1,0,0,0.000003641,0.000005828,0.000026828,-0.011758042,-0.412889371,0.910705285,0.000000006,0.000000010,0.000000014,0.283886556,-0.954708822,-0.089103803,0.300000000,0.328326987,0.371605817,5.635682005,0.736263943,134.880596024,0,0.232003918,0.179270843,386,342,44,0.259234385,88,0,0,0,0,0,1014,89,390864,810536,456115,145,0,3378347
2671,1624181371.355006218,1624181371.454971313,2676,2675,0,0.183001358,0.233527080,1,0,0,0,1,-31.619922276,-7.943392439,-29.963594351,-0.024859619,-0.151704211,0.980564197,0.121908521,1462,456,0.311901505,0.093772203,0.061159616,0.040568675,0.271113926,139.307267481,1379,0.754459635,241.352416841,352.976390957,446.071029073,0.231980445,0.175019882,0,0,0,1.000000000,1,0,0,0.000004436,0.000006934,0.000030568,0.060617260,0.414608872,-0.907978541,0.000000005,0.000000012,0.000000017,0.349613502,-0.936857183,-0.008307696,0.300000000,0.328787909,0.381508546,6.130942731,0.722097037,138.124627769,0,0.234023184,0.180819989,373,330,43,0.255129959,75,0,0,0,0,0,1013,76,391088,810909,456190,145,0,3379360
2672,1624181371.455003738,1624181371.554924965,2677,2676,0,0.248036965,0.293959240,1,0,0,0,1,-31.698313997,-7.559355900,-29.879411747,-0.030631358,-0.147914577,0.980027683,0.129339625,1454,465,0.319807428,0.085529411,0.059275630,0.039757690,0.278962852,137.085136318,1362,0.760203967,246.036279403,342.755448242,446.606074883,0.237624881,0.180643377,0,0,0,1.000000000,1,0,0,0.000003606,0.000005930,0.000027313,0.081858908,0.398417938,-0.913543795,0.000000005,0.000000010,0.000000016,0.622742503,-0.782278363,-0.015242625,0.300000000,0.329791979,0.395403422,5.930744551,0.650426848,141.689756326,0,0.235420982,0.182037372,334,308,26,0.229711142,68,0,0,0,0,0,1051,69,391273,811243,456258,145,0,3380411
2673,1624181371.555001259,1624181371.654946089,2677,2677,0,0.331038659,0.403622571,1,0,0,0,1,-31.801933354,-7.132892612,-29.804823212,-0.034454250,-0.139694282,0.980145945,0.136427047,1427,481,0.337070778,0.137569501,0.080006257,0.058115300,0.313373413,144.295135899,1333,0.769866941,249.113183740,326.058795608,451.060653026,0.242745335,0.186881608,0,0,0,1.000000000,1,0,0,0.000003243,0.000005614,0.000024180,0.096538242,0.374054418,-0.922368506,0.000000004,0.000000009,0.000000014,0.779264917,-0.625573697,-0.037466492,0.300000000,0.332652807,0.394959681,6.060961585,0.621754930,144.191063432,0,0.236644263,0.183215947,338,300,38,0.236860547,104,0,0,0,0,0,984,105,391452,811581,456362,145,0,3381395
2674,1624181371.654998779,1624181371.754973888,2679,2678,0,0.381998238,0.423237100,1,0,0,0,1,-31.886246116,-6.688565695,-29.739890264,-0.036906743,-0.126999138,0.980879671,0.142773184,1410,448,0.317730496,0.127200293,0.084113925,0.058869332,0.307386959,128.351774700,1323,0.763355827,232.960598300,334.670006215,442.289154287,0.230672384,0.176085108,0,0,0,1.000000000,1,0,0,0.000003262,0.000005758,0.000021265,0.121061885,0.356013415,-0.926605886,0.000000004,0.000000008,0.000000014,0.804111090,-0.594476250,-0.001828203,0.300000000,0.336122666,0.376820707,6.250335170,0.591987420,146.093368613,0,0.237794996,0.184335446,326,291,35,0.231205674,92,0,0,0,0,0,990,94,391631,811907,456454,145,0,3382385
2675,1624181371.754996538,1624181371.854908466,2680,2679,0,0.377465393,0.437141269,1,0,0,0,1,-31.928789665,-6.221967390,-29.695978789,-0.038754402,-0.110255756,0.982013476,0.148294629,1354,440,0.324963072,0.099980747,0.069203308,0.043557847,0.196927438,146.012027081,1260,0.760048951,181.214625056,327.987620957,448.459432164,0.189226142,0.143821131,0,0,0,1.000000000,1,0,0,0.000003520,0.000005846,0.000022095,0.149948562,0.322369946,-0.934661996,0.000000005,0.000000011,0.000000018,0.542293558,-0.838858438,-0.047267512,0.300000000,0.336418042,0.368401382,6.202936261,0.515165006,147.470730001,0,0.237708238,0.184509762,252,237,15,0.186115214,73,0,0,0,0,0,1029,73,391768,812159,456527,145,0,3383414
2676,1624181371.854994059,1624181371.954833746,2681,2680,0,0.328271068,0.395175073,1,0,0,0,1,-31.947249523,-5.765654617,-29.666599998,-0.039273657,-0.094395921,0.983170885,0.151400132,1353,462,0.341463415,0.065485323,0.048640175,0.030113539,0.204687389,115.657277688,1279,0.753562790,181.208917583,336.884580464,445.713310530,0.188013735,0.141680154,0,0,0,1.000000000,1,0,0,0.000003433,0.000005255,0.000020081,0.179422636,0.265362895,-0.947306736,0.000000005,0.000000010,0.000000015,0.735443027,-0.677573705,-0.004174668,0.300000000,0.336327274,0.385096230,6.447957215,0.473688780,147.535631294,0,0.236438605,0.183584499,195,180,15,0.144124169,36,0,0,0,0,0,1122,36,391858,812354,456563,145,0,3384536
2677,1624181371.954991579,1624181372.054862022,2682,2681,0,0.297791450,0.334959380,1,0,0,0,1,-31.968183906,-5.291680436,-29.626894945,-0.038416380,-0.078549807,0.984375374,0.152837275,1310,468,0.357251908,0.066651509,0.047110803,0.030605504,0.178402994,126.094420891,1227,0.765482099,149.878540488,346.824460175,442.543535143,0.159573163,0.122150400,0,0,0,1.000000000,1,0,0,0.000003360,0.000004643,0.000020297,0.169883928,0.194143688,-0.966150961,0.000000005,0.000000010,0.000000015,0.639851373,-0.768057905,0.026024518,0.300000000,0.332699302,0.409849932,6.545325935,0.379619628,148.194550910,0,0.233365595,0.181325398,155,143,12,0.118320611,37,0,0,0,0,0,1117,38,391912,812509,456600,145,0,3385653
2678,1624181372.054989100,1624181372.154951096,2683,2682,0,0.301048113,0.363611999,1,0,0,0,1,-31.967296317,-4.806935870,-29.595663596,-0.037869961,-0.064023055,0.985259062,0.154050301,1290,462,0.358139535,0.065500037,0.048902229,0.031587806,0.151050245,129.095262190,1221,0.769624133,145.480111506,385.442580426,408.788373898,0.154813662,0.119148330,0,0,0,1.000000000,1,0,0,0.000003637,0.000004383,0.000019831,0.153027360,0.142016450,-0.977964189,0.000000004,0.000000010,0.000000016,0.535792955,-0.844184888,0.016666887,0.300000000,0.325658228,0.434976573,6.839563725,0.337801252,149.279437392,0,0.229052132,0.178071085,163,147,16,0.126356589,39,0,0,0,0,0,1088,39,391979,812672,456639,145,0,3386741
2679,1624181372.154986620,1624181372.255026102,2684,2683,0,0.371733250,0.429335386,1,0,0,0,1,-31.933915542,-4.315684572,-29.542273772,-0.036780903,-0.047325893,0.986252432,0.153992096,1219,438,0.359310911,0.066440770,0.043917403,0.029188221,0.208350993,117.592804034,1152,0.755152765,138.323198934,360.805467852,370.807317951,0.159003882,0.120072221,0,0,0,1.000000000,1,0,0,0.000003846,0.000003929,0.000019142,0.170770977,0.070409006,-0.982791863,0.000000004,0.000000009,0.000000016,0.372549803,-0.928004427,-0.003798494,0.300000000,0.322444540,0.455190074,7.140493561,0.300544282,148.394336017,0,0.225229937,0.174973163,125,113,12,0.102543068,37,0,0,0,0,0,1057,37,392022,812797,456676,145,0,3387798
2680,1624181372.254984379,1624181372.354940414,2685,2684,0,0.400095625,0.482399762,1,0,0,0,1,-31.918200582,-3.830199019,-29.492273615,-0.033270396,-0.031425502,0.987034407,0.153846023,1306,472,0.361408882,0.068910138,0.046317356,0.030254933,0.175518386,113.214714329,1233,0.763177295,153.008502123,341.627271261,446.361831258,0.162602435,0.124094487,0,0,0,1.000000000,1,0,0,0.000003235,0.000004156,0.000017615,0.187739802,-0.028470642,-0.981806085,0.000000004,0.000000007,0.000000017,0.056866830,-0.998312394,0.011769802,0.300000000,0.311607200,0.481243137,7.403369498,0.267958762,145.985021583,0,0.220878032,0.171353324,128,119,9,0.098009188,27,0,0,0,0,0,1149,29,392066,812925,456703,145,0,3388947
2681,1624181372.354981899,1624181372.454905272,2686,2685,0,0.401431431,0.487659330,1,0,0,0,1,-31.882355245,-3.349808703,-29.451557789,-0.028733815,-0.014127266,0.987643514,0.153411468,1303,531,0.407521105,0.053994067,0.044135309,0.026675932,0.142148471,131.971687390,1260,0.775100584,144.512554667,339.065989248,493.048191772,0.147971123,0.114692504,0,0,0,1.000000000,1,0,0,0.000002849,0.000004117,0.000018796,0.194525850,-0.039239292,-0.980112224,0.000000004,0.000000007,0.000000017,0.090127612,-0.995900179,-0.007736113,0.250000000,0.293575097,0.513302736,7.664867375,0.243900295,143.506983659,0,0.215866538,0.167049756,124,114,10,0.095165004,19,0,0,0,0,0,1160,19,392101,813049,456722,145,0,3390107
2682,1624181372.454979420,1624181372.554867268,2687,2686,0,0.290112395,0.378407875,1,0,0,0,1,-31.830319375,-2.877463752,-29.440853329,-0.024127127,0.000844107,0.987909481,0.153140546,1356,543,0.400442478,0.056874164,0.041472021,0.025608440,0.126549055,135.990704490,1298,0.781672966,144.338536869,342.789510376,527.483462576,0.142259905,0.111200722,0,0,0,1.000000000,1,0,0,0.000002736,0.000003992,0.000020500,0.149789128,-0.060543452,-0.986862558,0.000000004,0.000000008,0.000000016,0.172700974,-0.984942447,0.007921419,0.200000000,0.277556587,0.505448181,7.889042911,0.222943907,141.974629500,0,0.210865227,0.162726075,127,114,13,0.093657817,19,0,0,0,0,0,1210,19,392149,813176,456741,145,0,3391317
2683,1624181372.554976940,1624181372.654886723,2688,2687,0,0.205284217,0.239540357,1,0,0,0,1,-31.774168982,-2.405901086,-29.432908917,-0.020802245,0.014989490,0.988013425,0.152223698,1416,593,0.418785311,0.070112082,0.049783121,0.031617795,0.100901080,159.392694957,1345,0.785077361,147.254691776,335.137928930,573.536430156,0.139455100,0.109483042,0,0,0,1.000000000,1,0,0,0.000002584,0.000004153,0.000021941,0.102011281,-0.097604345,-0.989983379,0.000000003,0.000000010,0.000000013,0.383654617,-0.920809576,0.070134580,0.150000000,0.260640095,0.450139896,8.116680272,0.204548373,141.495711361,0,0.205952265,0.158626690,182,159,23,0.128531073,39,0,0,0,0,0,1195,39,392204,813358,456780,145,0,3392512
2684,1624181372.654974461,1624181372.754882336,2689,2688,0,0.136424497,0.197020954,1,0,0,0,1,-31.725646303,-1.953807850,-29.410783761,-0.016998316,0.024269077,0.988017954,0.151468122,1541,597,0.387410772,0.066308387,0.047903078,0.030563935,0.111545578,121.437905667,1461,0.780713819,160.785158528,344.697821737,635.139909203,0.140962592,0.110051443,0,0,0,1.000000000,1,0,0,0.000002489,0.000004469,0.000020244,0.071278123,-0.144932175,-0.986870860,0.000000003,0.000000009,0.000000018,0.237560075,-0.971345938,0.007230400,0.100000000,0.241975876,0.382098614,8.315570628,0.183721090,139.620276112,0,0.200815518,0.154365534,210,188,22,0.136275146,36,0,0,0,0,0,1294,37,392260,813568,456816,145,0,3393806
2685,1624181372.754972219,1624181372.854832411,2690,2689,0,0.149813060,0.210078405,1,0,0,0,1,-31.701164004,-1.530179303,-29.382548871,-0.013771517,0.033659715,0.987919270,0.150641577,1537,652,0.424202993,0.065499192,0.048020784,0.028810169,0.120274829,111.207084293,1457,0.773476464,154.150717861,332.303003506,640.501486094,0.136785133,0.105800081,0,0,0,1.000000000,1,0,0,0.000002207,0.000004200,0.000018048,0.069275482,-0.155530677,-0.985398963,0.000000004,0.000000009,0.000000012,-0.242524926,0.970123079,0.006547627,0.050000000,0.228957098,0.341188014,8.492923182,0.168393047,135.630757893,0,0.195146791,0.149806735,153,141,12,0.099544567,38,0,0,0,0,0,1345,39,392306,813721,456854,145,0,3395151
2686,1624181372.854969740,1624181372.954787970,2691,2690,0,0.153942964,0.193448895,1,0,0,0,1,-31.674007004,-1.136142830,-29.355895519,-0.010445133,0.040832627,0.987839854,0.149652996,1616,661,0.409034653,0.065160556,0.046607720,0.029380497,0.113060288,127.723127820,1541,0.781324813,170.032552463,357.714359445,676.274624273,0.141220524,0.110339100,0,0,0,1.000000000,1,0,0,0.000002227,0.000003973,0.000017193,0.085927180,-0.166075756,-0.982362134,0.000000003,0.000000008,0.000000016,0.241805627,-0.969752778,0.033310471,0.000000000,0.215366002,0.325804370,8.590331281,0.154263462,135.002969171,0,0.189508738,0.145433072,144,133,11,0.089108911,44,0,0,0,0,0,1428,44,392360,813865,456898,145,0,3396579
2687,1624181372.954967260,1624181373.054780722,2692,2691,0,0.144997079,0.210105613,1,0,0,0,1,-31.641048065,-0.771087996,-29.337080503,-0.006136146,0.045447073,0.987702188,0.149470064,1593,672,0.421845574,0.056969170,0.042274887,0.024355736,0.107158730,124.720955884,1521,0.780155488,167.945555861,331.293942933,687.376998387,0.141533138,0.110417854,0,0,0,1.000000000,1,0,0,0.000002298,0.000003854,0.000017355,0.085082769,-0.172124057,-0.981394024,0.000000003,0.000000008,0.000000012,0.347383818,-0.937656732,0.011150593,0.000000000,0.204812973,0.305883659,8.636012623,0.139134174,133.323855239,0,0.184380347,0.141439974,171,157,14,0.107344633,40,0,0,0,0,0,1382,40,392414,814036,456938,145,0,3397961
2688,1624181373.054964781,1624181373.154904127,2692,2692,0,0.078978940,0.167637863,1,0,0,0,1,-31.594394018,-0.415005703,-29.340812371,-0.003014310,0.049525230,0.987588252,0.149022180,1598,691,0.432415519,0.061078255,0.045068764,0.028157394,0.119237204,115.000229463,1502,0.784295011,174.197891327,338.567702656,665.245512255,0.147874575,0.115977291,0,0,0,1.000000000,1,0,0,0.000002222,0.000003901,0.000017493,0.073851654,-0.170201610,-0.982637952,0.000000004,0.000000009,0.000000014,0.514425661,-0.857516076,0.005693687,0.000000000,0.192855849,0.306127188,8.693619494,0.125529717,131.420997206,0,0.178672169,0.137160390,172,154,18,0.107634543,50,0,0,0,0,0,1376,50,392473,814208,456988,145,0,3399337
2689,1624181373.254959822,1624181373.354962349,2694,2693,0,0.050928442,0.111792989,1,0,0,0,1,-31.493934409,0.258806070,-29.298611256,0.000525709,0.054140977,0.987403734,0.148668571,1680,707,0.420833333,0.079795521,0.055311880,0.034931175,0.143410275,111.266990683,1580,0.786109982,202.537971963,354.104091498,685.411707598,0.163066992,0.128188590,0,0,0,1.000000000,1,0,0,0.000002604,0.000005080,0.000019740,0.040583427,-0.203140610,-0.978308171,0.000000003,0.000000007,0.000000013,0.254149987,-0.966267114,0.041661116,0.000000000,0.185197432,0.300379659,9.041865951,0.111212644,128.587501769,0,0.175298713,0.134692583,258,239,19,0.153571429,70,0,0,0,0,0,1351,71,392561,814466,457058,145,0,3400688
2690,1624181373.354957581,1624181373.454898596,2694,2694,0,0.053642320,0.090160376,1,0,0,0,1,-31.455087639,0.562456152,-29.268772086,0.002153211,0.054202944,0.987457511,0.148273629,1688,671,0.397511848,0.063524814,0.044475818,0.027285934,0.150175851,108.855484125,1569,0.775706267,202.775342752,352.113875145,662.193915426,0.166607635,0.129238587,0,0,0,1.000000000,1,0,0,0.000002225,0.000004280,0.000017110,0.039446172,-0.220179447,-0.974661485,0.000000004,0.000000007,0.000000015,0.352465821,-0.935816484,0.003918326,0.000000000,0.176011798,0.292028981,8.602996563,0.081359410,127.213634269,0,0.171199639,0.131749296,189,182,7,0.111966825,50,0,0,0,0,0,1448,51,392624,814655,457108,145,0,3402136
2691,1624181373.554952621,1624181373.654849291,2696,2695,0,0.051797999,0.102373013,1,0,0,0,1,-31.383595626,1.104468410,-29.218717517,0.002497273,0.052799890,0.987759604,0.146754558,1699,723,0.425544438,0.063747793,0.045764065,0.029402486,0.134613034,101.920922793,1596,0.782818320,184.722703584,376.051693458,688.603642277,0.147851729,0.115741042,0,0,0,1.000000000,1,0,0,0.000002919,0.000005018,0.000019114,0.065630335,-0.206920931,-0.976153875,0.000000004,0.000000009,0.000000015,0.168953578,-0.985594410,0.007638516,0.000000000,0.169186753,0.294539671,8.751096011,0.067831520,125.344317035,0,0.166993203,0.128785354,196,177,19,0.115361978,68,0,0,0,0,0,1435,68,392690,814851,457176,145,0,3403571
2692,1624181373.654950142,1624181373.754848719,2697,2696,0,0.059959660,0.128375573,1,0,0,0,1,-31.340170903,1.352182010,-29.191712584,0.001450834,0.051393831,0.987885619,0.146419172,1675,694,0.414328358,0.060241359,0.045242112,0.027501198,0.126215101,114.557198292,1580,0.778251132,195.226993824,368.181551650,666.228242376,0.158768017,0.123561388,0,0,0,1.000000000,1,0,0,0.000002413,0.000004397,0.000016787,0.075536461,-0.198785487,-0.977127716,0.000000003,0.000000009,0.000000015,0.352831393,-0.934084526,0.054736696,0.000000000,0.161549366,0.300268746,8.558868347,0.053492353,124.217920133,0,0.163050360,0.125931254,167,155,12,0.099701493,46,0,0,0,0,0,1462,46,392755,815018,457222,145,0,3405033
2693,1624181373.754947662,1624181373.854974985,2698,2697,0,0.076957020,0.171047009,1,0,0,0,1,-31.314142288,1.584051329,-29.147207429,0.001270188,0.053916682,0.987858851,0.145692378,1637,673,0.411117899,0.065271514,0.045946618,0.028696260,0.106008699,124.372175416,1543,0.770513857,181.803784615,356.028368674,651.070728589,0.152917271,0.117824877,0,0,0,1.000000000,1,0,0,0.000002397,0.000004474,0.000017197,0.080569284,-0.203525924,-0.975748835,0.000000003,0.000000009,0.000000019,0.283876760,-0.957298278,0.054717391,0.000000000,0.151181130,0.233549320,8.339507479,0.042009026,123.221772109,0,0.158558957,0.122478418,147,140,7,0.089798412,45,0,0,0,0,0,1445,45,392807,815165,457267,145,0,3406478
2694,1624181373.854945421,1624181373.954973459,2698,2698,0,0.145574952,0.230850997,1,0,0,0,1,-31.276909747,1.790884298,-29.152288766,-0.000585055,0.056004512,0.987863955,0.144872215,1620,702,0.433333333,0.072095555,0.053417252,0.034451897,0.147507856,101.385614625,1530,0.782530266,188.096981001,358.626913869,650.547411531,0.157104726,0.122939203,0,0,0,1.000000000,1,0,0,0.000002275,0.000003958,0.000015296,0.117772502,-0.204520014,-0.971751615,0.000000004,0.000000007,0.000000017,0.066276832,-0.997463084,0.025976480,0.000000000,0.143187175,0.141418101,8.079139290,0.032972737,121.873464106,0,0.154880574,0.119821122,179,167,12,0.110493827,55,0,0,0,0,0,1386,55,392873,815344,457322,145,0,3407864
2695,1624181374.154937983,1624181374.254855394,2700,2699,0,0.056131140,0.121260279,1,0,0,0,1,-31.167893670,2.363859359,-29.096907495,-0.002093167,0.060472640,0.987681250,0.144306708,1700,722,0.424705882,0.074406677,0.053484828,0.031901775,0.114072557,102.782640423,1586,0.784718810,184.044903525,373.933973292,686.585155154,0.147879015,0.116043445,0,0,0,1.000000000,1,0,0,0.000003436,0.000005873,0.000020675,0.048743778,-0.197613911,-0.979067304,0.000000003,0.000000011,0.000000015,0.269039762,-0.961129677,0.062027015,0.000000000,0.139044431,0.090240621,8.207386408,0.028702189,119.711994773,0,0.152813218,0.118432238,231,205,26,0.135882353,62,0,0,0,0,0,1406,63,392947,815575,457384,145,0,3409270
