frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2782,1624181379.854799271,1624181379.954721212,2787,2786,0,0.038346747,0.075608869,1,0,0,0,1,-29.155066723,0.967148735,-26.562532113,-0.014858262,-0.022325498,0.999627681,0.005030306,1562,521,0.333546735,0.059655089,0.046127160,0.026762409,0.120737009,107.522108659,1490,0.742206882,173.174813847,354.740434766,577.973005284,0.156593411,0.116224707,0,0,0,0,1,0.019262103,0.002644241,0.100000000,0.030000000,0.964906136,0.059655089,0.000003141,0.000005285,0.000017374,0.174008446,-0.015194898,-0.984626922,0.000000004,0.000000009,0.000000021,-0.024496869,0.999683194,-0.005780557,0.000000000,0.123669194,0.152648058,0.457981683,0.207266826,102.923288788,0,0.162174440,0.120965346,114,103,11,0.072983355,20,0,0,0,0,0,1428,20,391603,807250,709629,1139,0,3440211
2783,1624181379.954796791,1624181380.054794550,2788,2787,0,0.069524467,0.146644189,1,0,0,0,1,-29.160898871,0.959873411,-26.584272372,-0.014327486,-0.024076056,0.999594918,0.005006686,1532,509,0.332245431,0.064527485,0.047885379,0.029407132,0.115513086,96.704515240,1452,0.745207275,165.609900208,356.757558116,559.673505218,0.153053263,0.114056405,0,0,0,0,1,0.017892124,0.002928027,0.100000000,0.030000000,0.949276935,0.064527485,0.000003123,0.000005367,0.000015940,0.128129781,-0.033154062,-0.991203091,0.000000004,0.000000010,0.000000020,0.162640221,-0.986413050,-0.023183049,0.000000000,0.123193275,0.152281830,0.466152814,0.193302859,102.493215331,0,0.161521726,0.120408261,122,102,20,0.079634465,28,0,0,0,0,0,1382,28,391646,807372,709657,1139,0,3441593
2784,1624181380.054794550,1624181380.154797554,2789,2788,0,0.052505963,0.079270473,1,0,0,0,1,-29.161931108,0.974475650,-26.583418922,-0.015042883,-0.025812725,0.999540026,0.005210608,1529,508,0.332243296,0.071136622,0.050424211,0.029426084,0.116486577,110.626003199,1453,0.744195751,168.704639730,361.972623678,550.639163087,0.156017828,0.116107804,0,0,0,0,1,0.019791863,0.001946335,0.100000000,0.030000000,0.968506760,0.071136622,0.000002817,0.000005015,0.000015912,0.151640131,-0.040325546,-0.987612840,0.000000003,0.000000009,0.000000022,0.024184447,-0.996481886,-0.080243148,0.000000000,0.122436691,0.148966596,0.449347326,0.173243132,103.076475733,0,0.160466343,0.119621738,106,90,16,0.069326357,39,0,0,0,0,0,1384,39,391690,807478,709696,1139,0,3442977
2785,1624181380.154792070,1624181380.254810572,2790,2789,0,0.042473541,0.091751981,1,0,0,0,1,-29.160763125,0.977205209,-26.588816406,-0.015509160,-0.028228244,0.999467367,0.005254927,1516,488,0.321899736,0.066696299,0.051172655,0.031726264,0.124591308,100.073597941,1447,0.739970335,165.475249482,366.189579779,539.072244973,0.154543308,0.114357463,0,0,0,0,1,0.009503880,0.001573239,0.100000000,0.030000000,0.955748546,0.066696299,0.000002873,0.000005334,0.000014907,0.139336869,-0.062010172,-0.988301561,0.000000004,0.000000010,0.000000024,-0.000025567,-0.999051035,-0.043554902,0.000000000,0.121831585,0.147814764,0.417341909,0.148817623,103.140815762,0,0.159489251,0.118810051,118,104,14,0.077836412,22,0,0,0,0,0,1375,23,391733,807596,709718,1139,0,3444352
2786,1624181380.254789591,1624181380.354717016,2791,2790,0,0.051621379,0.105535799,1,0,0,0,1,-29.159842603,0.975413081,-26.589042908,-0.016926910,-0.029308783,0.999414026,0.005106748,1543,498,0.322747894,0.060494980,0.045653946,0.029482770,0.140336368,107.879357045,1473,0.738611378,187.808003373,360.648069565,539.518487139,0.172621686,0.127500342,0,0,0,0,1,0.014010661,0.001552234,0.100000000,0.030000000,1.072839180,0.060494980,0.000002834,0.000005163,0.000015045,0.171096929,-0.073727864,-0.982491752,0.000000004,0.000000008,0.000000018,0.099258059,0.995058803,0.002411805,0.000000000,0.122057319,0.139268765,0.384316021,0.122443553,103.322025266,0,0.160323071,0.119220286,136,123,13,0.088139987,22,0,0,0,0,0,1385,22,391771,807732,709740,1139,0,3445737
2787,1624181380.354787111,1624181380.454678535,2792,2791,0,0.066121623,0.134680369,1,0,0,0,1,-29.162355793,0.982251490,-26.580022266,-0.017498305,-0.028589759,0.999421738,0.005711718,1553,490,0.315518352,0.061882725,0.047045324,0.027706656,0.135688771,94.422208908,1486,0.730931549,190.687721317,354.968043780,540.508516113,0.175560663,0.128322827,0,0,0,0,1,0.014243197,0.004220805,0.100000000,0.030000000,1.072464814,0.061882725,0.000002757,0.000005446,0.000014094,0.161446435,-0.058278048,-0.985159235,0.000000004,0.000000008,0.000000021,0.057852525,0.997718969,0.034784240,0.000000000,0.122911419,0.140972344,0.361754231,0.091916698,102.704720878,0,0.161364638,0.119831168,115,107,8,0.074050225,17,0,0,0,0,0,1421,17,391810,807847,709757,1139,0,3447158
2788,1624181380.454784632,1624181380.554739714,2793,2792,0,0.105357866,0.156637463,1,0,0,0,1,-29.172823378,0.976081186,-26.572721348,-0.018388915,-0.025800128,0.999484271,0.005233832,1501,472,0.314457029,0.063831755,0.049126818,0.031202448,0.120042233,102.777910914,1448,0.735484944,174.970967907,364.931715578,525.079515329,0.164294735,0.120836304,0,0,0,0,1,0.024509796,0.003839860,0.100000000,0.030000000,1.009895798,0.063831755,0.000002822,0.000005341,0.000014757,0.217051021,-0.025607555,-0.975824322,0.000000004,0.000000011,0.000000024,0.157680672,-0.985252525,-0.066439956,0.000000000,0.122033511,0.141685831,0.338605290,0.062981714,103.473247827,0,0.161569820,0.119858344,131,122,9,0.087275150,16,0,0,0,0,0,1354,16,391859,807978,709773,1139,0,3448512
2789,1624181380.554782391,1624181380.654773951,2794,2793,0,0.115943183,0.175849354,1,0,0,0,1,-29.178642415,0.985305770,-26.576821839,-0.018748019,-0.022878947,0.999544269,0.006026531,1482,471,0.317813765,0.064151634,0.050786993,0.030727479,0.156014128,105.338161029,1418,0.741525296,165.328369912,351.479851115,534.674649325,0.157233536,0.116592645,0,0,0,0,1,0.011263057,0.004092618,0.100000000,0.030000000,0.970385732,0.064151634,0.000002784,0.000005111,0.000014930,0.223578604,-0.038708630,-0.973916963,0.000000004,0.000000007,0.000000018,0.120529094,-0.992551849,-0.017707736,0.000000000,0.124253682,0.142053502,0.312634009,0.041660119,103.488947692,0,0.161049011,0.119450366,127,118,9,0.085695007,21,0,0,0,0,0,1334,21,391893,808105,709794,1139,0,3449846
2790,1624181380.654779911,1624181380.754787683,2795,2794,0,0.072873335,0.118128558,1,0,0,0,1,-29.195149550,0.995601837,-26.590845255,-0.018988933,-0.019796453,0.999606056,0.005937530,1472,480,0.326086957,0.063861387,0.045804923,0.028750964,0.122291648,102.001093467,1397,0.741143752,156.582051876,344.903633756,533.892136602,0.151231800,0.112084504,0,0,0,0,1,0.023745608,0.001090006,0.100000000,0.030000000,0.936752167,0.063861387,0.000002754,0.000005259,0.000015356,0.200972628,-0.064927141,-0.977442821,0.000000004,0.000000009,0.000000022,-0.036307061,-0.995176112,-0.091138922,0.000000000,0.125527589,0.141119380,0.310411220,0.026291155,102.558057865,0,0.160705439,0.119156127,110,101,9,0.074728261,20,0,0,0,0,0,1341,21,391930,808215,709814,1139,0,3451187
2791,1624181380.754777431,1624181380.854670286,2796,2795,0,0.030453913,0.063530246,1,0,0,0,1,-29.213923926,1.017455396,-26.595524097,-0.018766656,-0.017927219,0.999642774,0.006383754,1514,486,0.321003963,0.061428625,0.046194759,0.028708373,0.108028993,104.983439419,1431,0.749301601,160.446514784,344.982859744,566.821216111,0.149635278,0.112121953,0,0,0,0,1,0.019414546,0.004412059,0.100000000,0.030000000,0.938309757,0.061428625,0.000003356,0.000006140,0.000017329,0.169511884,-0.069136164,-0.983100154,0.000000004,0.000000010,0.000000022,0.104884197,0.994476931,0.003865120,0.000000000,0.125491921,0.082435740,0.316273789,0.015581609,102.598625831,0,0.159902788,0.118562959,125,117,8,0.082562748,22,0,0,0,0,0,1367,22,391968,808340,709836,1139,0,3452554
2792,1624181380.854774952,1624181380.954557896,2797,2796,0,0.047959430,0.099140127,1,0,0,0,1,-29.210492814,1.040333429,-26.610152294,-0.019517920,-0.017415027,0.999637728,0.006338845,1515,493,0.325412541,0.064940365,0.050049446,0.029177358,0.107145236,108.857002063,1438,0.742886836,162.735933295,348.883350420,556.651986741,0.152335776,0.113168243,0,0,0,0,1,0.015806383,0.004216446,0.100000000,0.030000000,0.952545678,0.064940365,0.000003143,0.000006201,0.000019708,0.139783064,-0.049394107,-0.988949401,0.000000005,0.000000008,0.000000023,0.134235957,-0.990740391,-0.020351566,0.000000000,0.124168169,0.045044608,0.326089105,0.012571533,103.850276237,0,0.159031776,0.117897737,101,91,10,0.066666667,19,0,0,0,0,0,1393,21,392002,808441,709855,1139,0,3453947
2793,1624181380.954772472,1624181381.054611921,2798,2797,0,0.043478498,0.084798357,1,0,0,0,1,-29.216406263,1.056185677,-26.612728995,-0.019469007,-0.016859607,0.999647489,0.006450513,1517,509,0.335530653,0.059539113,0.046709519,0.026703598,0.109758496,113.224746261,1443,0.738911174,160.407515619,340.109171501,565.732136992,0.150440978,0.111162519,0,0,0,0,1,0.010862291,0.002754781,0.100000000,0.030000000,0.936218934,0.059539113,0.000002771,0.000005685,0.000019595,0.145328519,-0.049338044,-0.988152508,0.000000004,0.000000009,0.000000022,0.109167997,-0.993987244,-0.008468070,0.000000000,0.124733795,0.047207460,0.321108569,0.011206920,104.323596701,0,0.158668614,0.117685864,98,88,10,0.064601187,18,0,0,0,0,0,1401,18,392034,808539,709873,1139,0,3455348
2794,1624181381.054770231,1624181381.154698133,2799,2798,0,0.042709818,0.067868995,1,0,0,0,1,-29.220293776,1.060124176,-26.596121798,-0.019135447,-0.017410564,0.999645818,0.006240587,1528,512,0.335078534,0.058526987,0.043254469,0.026912465,0.104273730,115.084168848,1449,0.745445721,169.111147222,345.498060395,565.541642088,0.156562528,0.116708866,0,0,0,0,1,0.028915514,0.002477126,0.100000000,0.030000000,0.988451554,0.058526987,0.000002696,0.000005339,0.000020192,0.151112845,-0.049282193,-0.987287280,0.000000004,0.000000010,0.000000022,0.114658832,-0.993392885,0.004891725,0.000000000,0.123946995,0.049568054,0.317129179,0.010532126,105.225092715,0,0.158199207,0.117395559,94,82,12,0.061518325,21,0,0,0,0,0,1413,21,392065,808633,709894,1139,0,3456761
2795,1624181381.154767752,1624181381.254769802,2800,2799,0,0.055291251,0.101070129,1,0,0,0,1,-29.235003346,1.054074352,-26.601841175,-0.017135735,-0.018335735,0.999663935,0.006494980,1521,502,0.330046022,0.053949647,0.041014594,0.025583262,0.098040213,109.091961271,1444,0.741787088,156.073389356,350.713469985,564.353695322,0.145707665,0.108084065,0,0,0,0,1,0.028200544,0.000732780,0.100000000,0.030000000,0.921125937,0.053949647,0.000002887,0.000005145,0.000019440,0.158335759,-0.061213037,-0.985486048,0.000000004,0.000000011,0.000000023,0.210637944,0.975061100,0.069910709,0.000000000,0.123368414,0.056922946,0.321799857,0.010601534,104.983556798,0,0.157745109,0.117106316,109,99,10,0.071663379,10,0,0,0,0,0,1402,10,392098,808742,709904,1139,0,3458163
2796,1624181381.254765272,1624181381.354758501,2801,2800,0,0.042809921,0.087022012,1,0,0,0,1,-29.246334915,1.058719989,-26.593550787,-0.014917301,-0.019498778,0.999676881,0.006588260,1555,510,0.327974277,0.062736837,0.046598264,0.026638576,0.109157954,112.835452919,1477,0.747291037,179.382154801,357.076043746,567.290663164,0.162520806,0.121450342,0,0,0,0,1,0.015853805,0.001219225,0.100000000,0.030000000,1.035735189,0.062736837,0.000002903,0.000005053,0.000018809,0.131950152,-0.063410494,-0.989226095,0.000000004,0.000000011,0.000000017,-0.113425334,0.992125981,0.053110554,0.000000000,0.121577265,0.056919337,0.324248670,0.010686942,105.537739239,0,0.157243088,0.116745675,112,104,8,0.072025723,25,0,0,0,0,0,1418,25,392130,808854,709929,1139,0,3459581
2797,1624181381.354762793,1624181381.454655409,2802,2801,0,0.055186029,0.095190401,1,0,0,0,1,-29.241092972,1.058911685,-26.607568195,-0.014102419,-0.020934457,0.999658731,0.006729889,1522,505,0.331800263,0.059319795,0.045639154,0.025878952,0.080607591,107.244362791,1438,0.735736473,159.493564081,335.141228746,563.354255245,0.150751621,0.110913466,0,0,0,0,1,0.015787974,0.002133393,0.100000000,0.030000000,0.950816526,0.059319795,0.000003182,0.000005403,0.000018338,0.101212188,-0.057452258,-0.993204577,0.000000004,0.000000013,0.000000031,-0.056235311,0.997554824,0.041496536,0.000000000,0.118200908,0.058301729,0.324378481,0.010452453,105.431153902,0,0.156211818,0.115946426,112,95,17,0.073587385,21,0,0,0,0,0,1388,22,392167,808966,709950,1139,0,3460969
2798,1624181381.454760313,1624181381.554657698,2803,2802,0,0.061828191,0.129664240,1,0,0,0,1,-29.235586678,1.046709957,-26.633558305,-0.014200706,-0.022390918,0.999623803,0.007017097,1527,522,0.341846758,0.065656518,0.047642646,0.027170501,0.127767206,91.230654425,1465,0.741141813,160.792211041,358.823842923,566.156702032,0.148090114,0.109755775,0,0,0,0,1,0.027831202,0.003095154,0.100000000,0.030000000,0.940440514,0.065656518,0.000002859,0.000005091,0.000014917,0.123005567,-0.025236687,-0.992085047,0.000000004,0.000000008,0.000000022,0.144204880,-0.989064314,-0.030931132,0.000000000,0.117702590,0.059002332,0.339252362,0.009814161,104.963669972,0,0.155619325,0.115525437,111,103,8,0.072691552,25,0,0,0,0,0,1390,26,392204,809077,709975,1139,0,3462359
2799,1624181381.554757833,1624181381.654710770,2804,2803,0,0.058325355,0.117043934,1,0,0,0,1,-29.227633544,1.044472646,-26.616882345,-0.015414513,-0.022880383,0.999600711,0.006107364,1560,519,0.332692308,0.062463132,0.044840675,0.031131653,0.114257938,98.405980614,1500,0.740838638,166.011012169,359.623814520,585.623130585,0.149390167,0.110674008,0,0,0,0,1,0.028812278,0.003001652,0.100000000,0.030000000,0.950736767,0.062463132,0.000002611,0.000005052,0.000013568,0.116849496,-0.040887285,-0.992307626,0.000000003,0.000000011,0.000000021,-0.042666097,0.998378045,0.037694596,0.000000000,0.116460666,0.057987596,0.349235212,0.010921321,105.128202330,0,0.155078615,0.115058695,107,99,8,0.068589744,26,0,0,0,0,0,1427,26,392231,809184,710001,1139,0,3463786
2800,1624181381.654755592,1624181381.754643202,2805,2804,0,0.123469168,0.165733222,1,0,0,0,1,-29.219453452,1.042763480,-26.603228693,-0.018294495,-0.022390356,0.999562962,0.006153757,1528,468,0.306282723,0.068604020,0.051552164,0.033703277,0.128540338,92.636565684,1456,0.728758683,179.087465088,354.611404355,527.373772945,0.168779646,0.122999633,0,0,0,0,1,0.019543986,0.004795671,0.100000000,0.030000000,1.058824112,0.068604020,0.000002958,0.000005295,0.000014280,0.133785263,-0.060724242,-0.989148154,0.000000005,0.000000009,0.000000024,0.055404009,0.998209298,0.022552009,0.000000000,0.117611820,0.059085140,0.336571352,0.010601150,104.193425127,0,0.156206181,0.115702611,117,108,9,0.076570681,30,0,0,0,0,0,1381,30,392271,809301,710031,1139,0,3465167
2801,1624181381.754753113,1624181381.854616880,2806,2805,0,0.107626209,0.165474015,1,0,0,0,1,-29.227772012,1.033694956,-26.575084021,-0.019638430,-0.021652260,0.999556870,0.005619166,1511,472,0.312375910,0.074806756,0.053394741,0.033559231,0.140780721,93.300126422,1434,0.722625345,184.151444309,332.070004827,520.023295484,0.177710377,0.128418023,0,0,0,0,1,0.037608669,0.007676565,0.100000000,0.030000000,1.105467518,0.074806756,0.000003192,0.000006215,0.000014939,0.158238133,-0.036550914,-0.986724239,0.000000004,0.000000007,0.000000024,0.091589796,-0.994833229,-0.043796760,0.000000000,0.119002977,0.071593695,0.340318838,0.010906975,103.711970856,0,0.157653759,0.116576995,136,124,12,0.090006618,35,0,0,0,0,0,1340,35,392321,809437,710066,1139,0,3466507
2802,1624181381.854750633,1624181381.954633713,2807,2806,0,0.064229498,0.128498413,1,0,0,0,1,-29.237089409,1.036871456,-26.576613468,-0.020486096,-0.020397609,0.999567107,0.005463988,1493,487,0.326188881,0.064242431,0.048393308,0.029017351,0.112604952,105.695850289,1421,0.744042441,159.805455103,354.208579882,543.270274273,0.151147098,0.112459856,0,0,0,0,1,0.020341630,0.002049307,0.100000000,0.030000000,0.965315227,0.064242431,0.000003132,0.000006456,0.000017800,0.139809830,-0.040784789,-0.989338068,0.000000004,0.000000009,0.000000022,0.270977852,-0.962564124,-0.006427408,0.000000000,0.118596374,0.070072972,0.326625420,0.011209812,103.620657938,0,0.157381444,0.116388752,114,104,10,0.076356330,25,0,0,0,0,0,1353,26,392351,809551,710091,1139,0,3467860
2803,1624181381.954748154,1624181382.054688931,2808,2807,0,0.046645277,0.094261857,1,0,0,0,1,-29.254605064,1.052267755,-26.575745404,-0.022159506,-0.018353025,0.999568217,0.005958430,1512,507,0.335317460,0.065764029,0.049558233,0.030246945,0.084058288,123.386522597,1429,0.742360731,154.882096844,351.158808419,554.792579040,0.146000385,0.108384952,0,0,0,0,1,0.024486091,0.002806653,0.100000000,0.030000000,0.934162255,0.065764029,0.000003130,0.000006065,0.000021143,0.178947446,-0.020462824,-0.983645812,0.000000004,0.000000011,0.000000029,0.092101058,-0.995749665,-0.000021498,0.000000000,0.117023634,0.070325252,0.335298502,0.011684133,104.954758305,0,0.157028800,0.116105179,117,103,14,0.077380952,30,0,0,0,0,0,1364,31,392388,809668,710121,1139,0,3469224
2804,1624181382.054745674,1624181382.154799223,2809,2808,0,0.033550698,0.076225774,1,0,0,0,1,-29.266821520,1.065056967,-26.600832662,-0.022534264,-0.017336325,0.999579616,0.005679003,1476,491,0.332655827,0.059458898,0.045748473,0.028417255,0.094073711,112.013713674,1402,0.742982748,149.743484887,343.924461733,547.993866092,0.143754415,0.106807051,0,0,0,0,1,0.036476729,0.002918702,0.100000000,0.030000000,0.925038442,0.059458898,0.000002907,0.000006049,0.000021278,0.191605751,-0.034826532,-0.980853888,0.000000004,0.000000009,0.000000030,-0.003680022,-0.999969250,0.006925044,0.000000000,0.115902991,0.066963705,0.359833237,0.012087649,105.024143829,0,0.156415629,0.115640142,96,87,9,0.065040650,17,0,0,0,0,0,1363,17,392415,809764,710138,1139,0,3470587
2805,1624181382.154743433,1624181382.254838943,2810,2809,0,0.036234801,0.091654522,1,0,0,0,1,-29.290462715,1.079147442,-26.614075345,-0.022060308,-0.016880282,0.999597901,0.005695180,1514,514,0.339498018,0.058094434,0.042766974,0.026228475,0.094153656,118.894980409,1440,0.746337180,162.494222818,348.785950241,563.445366039,0.151196019,0.112843210,0,0,0,0,1,0.025933235,0.001583690,0.100000000,0.030000000,0.977561769,0.058094434,0.000002822,0.000005496,0.000020411,0.138330006,-0.068778828,-0.987995082,0.000000004,0.000000010,0.000000023,-0.024597644,0.995287979,0.093791227,0.000000000,0.114381109,0.068241783,0.388347869,0.011912968,105.965212952,0,0.156248265,0.115564429,91,81,10,0.060105680,26,0,0,0,0,0,1397,26,392445,809855,710164,1139,0,3471984
2806,1624181382.254740953,1624181382.354787588,2811,2810,0,0.030541497,0.047082394,1,0,0,0,1,-29.300605947,1.089133239,-26.606623516,-0.022097596,-0.016585553,0.999600867,0.005892628,1518,518,0.341238472,0.059231534,0.046398092,0.027010145,0.126434141,105.114037461,1445,0.743019890,162.841212419,353.296617699,557.525911555,0.151668727,0.112692881,0,0,0,0,1,0.009420421,0.001051834,0.100000000,0.030000000,0.986153558,0.059231534,0.000002658,0.000004944,0.000017594,0.135893164,-0.083017443,-0.987239156,0.000000004,0.000000009,0.000000018,-0.055785203,0.992027526,0.113001764,0.000000000,0.113685997,0.068966043,0.392818984,0.011077520,105.826946973,0,0.155200617,0.114824056,80,75,5,0.052700922,26,0,0,0,0,0,1411,27,392463,809935,710190,1139,0,3473395
2807,1624181382.354738474,1624181382.454735756,2812,2811,0,0.035777121,0.107702405,1,0,0,0,1,-29.302988067,1.084246104,-26.617842526,-0.021787036,-0.016392891,0.999609872,0.006058270,1536,517,0.336588542,0.062896302,0.042974427,0.028857112,0.100858995,106.126099493,1464,0.746114575,161.639542921,352.196245699,578.475949438,0.147979315,0.110409524,0,0,0,0,1,0.022876018,0.001792102,0.100000000,0.030000000,0.969120015,0.062896302,0.000002699,0.000005024,0.000017332,0.136910397,-0.070618587,-0.988063034,0.000000004,0.000000009,0.000000021,-0.035325833,0.995259069,0.090617167,0.000000000,0.111944508,0.068861516,0.391110374,0.010383899,106.412141502,0,0.153821549,0.113928391,89,79,10,0.057942708,26,0,0,0,0,0,1421,26,392496,810024,710216,1139,0,3474816
2808,1624181382.454735994,1624181382.554691315,2813,2812,0,0.114925107,0.196167976,1,0,0,0,1,-29.287078035,1.090188308,-26.599977842,-0.021818292,-0.013337692,0.999656794,0.005688861,1580,521,0.329746835,0.059876739,0.045983418,0.027681165,0.093119717,129.412681194,1518,0.743407206,163.998594572,369.024419860,595.469124995,0.145325420,0.108035965,0,0,0,0,1,0.023133357,0.004761453,0.100000000,0.030000000,0.956022036,0.059876739,0.000002807,0.000004960,0.000018918,0.193364176,-0.040073057,-0.980308342,0.000000004,0.000000010,0.000000023,0.042832599,0.999056011,0.007242636,0.000000000,0.110598383,0.069607015,0.404107671,0.009759269,107.743880016,0,0.152873084,0.113288374,133,112,21,0.084177215,19,0,0,0,0,0,1427,20,392545,810157,710235,1139,0,3476243
2809,1624181382.554733515,1624181382.654610634,2814,2813,0,0.094697211,0.185028029,1,0,0,0,1,-29.288969763,1.063914144,-26.570761584,-0.020433965,-0.012036738,0.999702741,0.005656749,1517,529,0.348714568,0.069813762,0.049016883,0.031024345,0.091786531,137.461703010,1456,0.753081197,150.450218258,363.297895995,582.738108211,0.137211225,0.103331194,0,0,0,0,1,0.041431868,0.005269548,0.100000000,0.030000000,0.905982086,0.069813762,0.000002900,0.000004977,0.000020034,0.190590602,-0.059137521,-0.979886716,0.000000003,0.000000010,0.000000024,-0.112599597,-0.992889718,-0.038617844,0.000000000,0.107387003,0.073680394,0.419463649,0.009631371,109.350057116,0,0.151871968,0.112625301,131,123,8,0.086354647,29,0,0,0,0,0,1356,30,392573,810288,710264,1139,0,3477599
2810,1624181382.654731274,1624181382.754637480,2815,2814,0,0.043404600,0.100455831,1,0,0,0,1,-29.286653436,1.055255174,-26.574647724,-0.019304042,-0.009685262,0.999749405,0.005888674,1499,521,0.347565043,0.062630354,0.041973178,0.027055027,0.113175899,98.038762417,1429,0.744250930,161.774543024,341.242336139,560.517700321,0.152110280,0.113208218,0,0,0,0,1,0.017812992,0.002922097,0.100000000,0.030000000,1.005612630,0.062630354,0.000002796,0.000005092,0.000016402,0.113331151,-0.078477030,-0.990453132,0.000000004,0.000000009,0.000000019,0.171081371,-0.985114340,-0.016760097,0.000000000,0.106931215,0.073643083,0.400045127,0.009162846,109.151940563,0,0.151915892,0.112681487,117,105,12,0.078052035,25,0,0,0,0,0,1357,25,392610,810405,710289,1139,0,3478956
2811,1624181382.754728794,1624181382.854650259,2816,2815,0,0.124577210,0.180006168,1,0,0,0,1,-29.288712705,1.063608026,-26.589574645,-0.016933036,-0.012268155,0.999761798,0.006253998,1540,534,0.346753247,0.066945860,0.049935766,0.030765543,0.136381355,100.210787868,1468,0.754110574,173.115485548,353.494436977,580.424399888,0.156377704,0.117926080,0,0,0,0,1,0.030324832,0.006692977,0.100000000,0.030000000,1.032535042,0.066945860,0.000003162,0.000005551,0.000015785,0.095437082,-0.091083626,-0.991259571,0.000000003,0.000000008,0.000000019,0.150757732,-0.987313608,-0.049839207,0.000000000,0.108348833,0.074590525,0.389902893,0.009851207,108.913307985,0,0.152253013,0.112971693,153,135,18,0.099350649,31,0,0,0,0,0,1354,33,392659,810558,710320,1139,0,3480310
2812,1624181382.854726315,1624181382.954630852,2817,2816,0,0.093929057,0.178922080,1,0,0,0,1,-29.280595254,1.071108428,-26.560907630,-0.016907447,-0.012187374,0.999760435,0.006684228,1580,529,0.334810127,0.079711331,0.055307565,0.036027823,0.141077456,105.428235764,1496,0.764700029,186.875328368,360.434937684,596.680977069,0.163353810,0.124916663,0,0,0,0,1,0.029433236,0.010016866,0.100000000,0.030000000,1.075477939,0.079711331,0.000002812,0.000005786,0.000016464,0.069338445,-0.117134773,-0.990692498,0.000000003,0.000000007,0.000000020,0.114236047,-0.992939412,-0.031960129,0.000000000,0.110045444,0.093293534,0.403512230,0.010508449,108.741869670,0,0.152803915,0.113559114,209,191,18,0.132278481,36,0,0,0,0,0,1334,37,392708,810767,710356,1139,0,3481644
2813,1624181382.954723835,1624181383.054590940,2818,2817,0,0.064796344,0.109889582,1,0,0,0,1,-29.267774826,1.063316184,-26.533990716,-0.016870987,-0.016036394,0.999704531,0.007003877,1558,532,0.341463415,0.059785272,0.042506670,0.025965887,0.108567167,110.425311471,1470,0.754507958,161.811409659,357.215225905,590.100063304,0.145890825,0.110075789,0,0,0,0,1,0.021691550,0.001601235,0.100000000,0.030000000,0.960506304,0.059785272,0.000002751,0.000005893,0.000016946,0.125380950,-0.087052263,-0.988282106,0.000000003,0.000000009,0.000000022,0.101766225,0.993771036,0.045417656,0.000000000,0.109985878,0.093143586,0.416822897,0.010865673,108.601897931,0,0.152576407,0.113504778,121,111,10,0.077663671,17,0,0,0,0,0,1420,17,392746,810888,710373,1139,0,3483064
2814,1624181383.054721355,1624181383.154581070,2819,2818,0,0.061162303,0.137115789,1,0,0,0,1,-29.254680258,1.037405259,-26.544900265,-0.015707517,-0.020253616,0.999646566,0.007057428,1516,507,0.334432718,0.060846887,0.046627439,0.026980733,0.101639555,99.812556813,1455,0.748068851,156.518478904,356.301564215,575.620134485,0.143800718,0.107572838,0,0,0,0,1,0.034967189,0.003277055,0.100000000,0.030000000,0.949491369,0.060846887,0.000002849,0.000005694,0.000017163,0.126725890,-0.069984994,-0.989465840,0.000000004,0.000000009,0.000000024,0.030040651,0.999519440,-0.007645117,0.000000000,0.109854169,0.091711741,0.430934635,0.010596764,107.838317329,0,0.151938317,0.113047977,104,94,10,0.068601583,25,0,0,0,0,0,1387,25,392782,810992,710398,1139,0,3484451
