frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,dynamic_threshold_ready,dynamic_normal_ratio_threshold,dynamic_condition_threshold,dynamic_normal_ratio_mean,dynamic_normal_ratio_std,dynamic_condition_mean,dynamic_condition_std,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
2141,1517157457.304959059,1517157457.405798197,1,0,0,1,75.471703439,28.209829439,-3.964038575,0.055670071,0.006325150,0.984851614,-0.164097941,759,251,0.330698287,0.036799792,0.027978284,0.017049333,0.203357469,28.582489885,0.000000000,0.213463338,0.088091085,5.713081974,0.357612576,25.620838317,0,1,0.080000000,40.000000000,0.183735216,0.055018538,28.339586190,4.605023248,19,19,0,0.025032938,5,0,0,0,0,735,5,21091,85277,58467,6839,1501976
2142,1517157457.405818939,1517157457.506658316,1,0,0,1,75.248336932,28.134806631,-3.947197377,0.059608303,0.008621489,0.985407191,-0.159201724,761,283,0.371879106,0.039679357,0.025753322,0.018250203,0.222867033,30.898583028,0.000000000,0.211199060,0.095709379,5.001351681,0.360419806,26.041971752,0,1,0.080000000,40.000000000,0.184108118,0.055155956,28.388771329,4.605825808,40,39,1,0.052562418,3,0,0,0,0,715,6,21100,85317,58470,6839,1502691
2143,1517157457.607538939,1517157457.708378315,1,0,0,1,74.795002951,27.980340776,-3.915344624,0.056662899,-0.007522356,0.994243826,-0.090619778,822,283,0.344282238,0.030801424,0.022110233,0.015051844,0.169126262,31.058370422,0.000000000,0.208843156,0.096833412,5.224772691,0.496297513,26.524423178,0,1,0.080000000,40.000000000,0.183966413,0.055176058,28.421469912,4.613049606,20,16,4,0.024330900,2,0,0,0,0,799,3,21109,85337,58472,6839,1503490
2144,1517157457.708399057,1517157457.809238195,1,0,0,1,74.548089504,27.928553771,-3.911959802,0.057051321,-0.003436701,0.993761319,-0.095769397,780,281,0.360256410,0.040701592,0.028584732,0.019754747,0.257264069,24.740444581,0.000000000,0.212791759,0.103579046,5.235603544,0.505813691,26.656346946,0,1,0.080000000,40.000000000,0.185155185,0.055461110,28.317749748,4.577911603,27,26,1,0.034615385,5,0,0,0,0,746,7,21111,85364,58477,6839,1504236
2145,1517157457.809258938,1517157457.910098314,1,0,0,1,74.301827294,27.885370430,-3.901665467,0.055705117,0.001646468,0.994484664,-0.088850893,811,283,0.348951911,0.042437047,0.031167134,0.020462714,0.213268751,27.778112104,0.000000000,0.213936315,0.105994746,5.252606865,0.515364342,26.826968075,0,1,0.080000000,40.000000000,0.185353369,0.055525769,28.352936303,4.560071403,40,40,0,0.049321825,5,0,0,0,0,764,7,21118,85404,58482,6839,1505000
2146,1517157457.910119057,1517157458.010896206,1,0,0,1,74.054560086,27.836975203,-3.883272862,0.054458793,-0.007005236,0.996844924,-0.057318089,839,288,0.343265793,0.033683112,0.026245483,0.016344523,0.187501449,30.012892474,0.000000000,0.215643832,0.104302173,5.269238943,0.510750176,26.810591813,0,1,0.080000000,40.000000000,0.185391079,0.055525935,28.342829279,4.555258437,28,26,2,0.033373063,3,0,0,0,0,806,5,21121,85432,58485,6839,1505806
2147,1517157458.010917902,1517157458.111756325,1,0,0,1,73.810139285,27.800797357,-3.866977938,0.050486521,-0.006439441,0.998440759,-0.022928070,871,317,0.363949483,0.029175018,0.020692635,0.014642180,0.179762592,28.960979986,0.000000000,0.214445538,0.107218715,5.299985871,0.478357359,26.963763057,0,1,0.080000000,40.000000000,0.184941815,0.055387734,28.352041097,4.555567736,19,18,1,0.021814007,4,0,0,0,0,848,4,21125,85451,58489,6839,1506654
2148,1517157458.111778021,1517157458.212616205,1,0,0,1,73.554215643,27.780482411,-3.858271689,0.052683447,-0.001788463,0.998257773,-0.026508016,830,304,0.366265060,0.037890758,0.025609553,0.017229034,0.164159700,33.124980907,0.000000000,0.212583776,0.101672349,5.353767221,0.440884760,27.150986429,0,1,0.080000000,40.000000000,0.184959873,0.055380661,28.385082952,4.578028263,31,30,1,0.037349398,8,0,0,0,0,791,8,21133,85482,58497,6839,1507445
2149,1517157458.212637901,1517157458.313477278,1,0,0,1,73.302664947,27.761383079,-3.844610194,0.051541352,0.011573734,0.997554145,-0.045774069,811,316,0.389642417,0.033725321,0.023904978,0.016263407,0.202580087,28.155898165,0.000000000,0.213043636,0.101590241,5.417285211,0.446721652,27.155491325,0,1,0.080000000,40.000000000,0.185383992,0.055351569,28.341308307,4.559042616,21,21,0,0.025893958,5,0,0,0,0,783,7,21137,85503,58502,6839,1508228
2150,1517157458.313498020,1517157458.414337397,1,0,0,1,73.045902945,27.731416452,-3.834085867,0.050468801,0.025929505,0.995296751,-0.078517126,806,298,0.369727047,0.032660236,0.022417845,0.015517759,0.182716958,28.413083102,0.000000000,0.210476218,0.099881103,5.479701799,0.480699181,27.486930263,0,1,0.080000000,40.000000000,0.185226820,0.055336602,28.367813433,4.551672186,19,16,3,0.023573201,3,0,0,0,0,782,5,21141,85522,58505,6839,1509010
2151,1517157458.414357901,1517157458.515197277,1,0,0,1,72.785098477,27.686186979,-3.820549894,0.044840363,0.030360406,0.992193385,-0.112338217,796,304,0.381909548,0.034555598,0.025910658,0.017436971,0.157496738,28.687669492,0.000000000,0.209048355,0.094004979,5.550083992,0.524155949,27.558188782,0,1,0.080000000,40.000000000,0.184937094,0.055405141,28.410839549,4.534122639,18,15,3,0.022613065,5,0,0,0,0,772,6,21148,85540,58510,6839,1509782
2152,1517157458.515218019,1517157458.616057396,1,0,0,1,72.534683716,27.633653907,-3.812127402,0.043111104,0.029844444,0.991491144,-0.119147193,810,308,0.380246914,0.032597492,0.021049793,0.014671818,0.178548738,30.417547922,0.000000000,0.205451197,0.095715826,5.614026073,0.530378275,27.704934781,0,1,0.080000000,40.000000000,0.185129969,0.055348967,28.401255903,4.528855094,29,28,1,0.035802469,3,0,0,0,0,778,3,21147,85569,58513,6839,1510560
2153,1517157458.716938019,1517157458.817777395,1,0,0,1,72.024543564,27.502029033,-3.784371861,0.051267179,0.021543214,0.989864573,-0.130673995,784,296,0.377551020,0.032556678,0.022028116,0.014979583,0.166369518,29.582350829,0.000000000,0.203357855,0.097294972,5.760793175,0.544982689,27.648430440,0,1,0.080000000,40.000000000,0.184768127,0.055352154,28.414690515,4.530345925,13,13,0,0.016581633,3,0,0,0,0,768,3,21149,85582,58516,6839,1511328
2154,1517157458.817797899,1517157458.918637276,1,0,0,1,71.758997868,27.422887257,-3.762155744,0.051687471,0.021080023,0.988721774,-0.138972266,798,325,0.407268170,0.036371744,0.025570422,0.015843840,0.186709214,26.743154515,0.000000000,0.201276423,0.097113376,5.834740407,0.560133686,27.540646234,0,1,0.080000000,40.000000000,0.185063889,0.055282675,28.399375424,4.533381067,34,32,2,0.042606516,10,0,0,0,0,751,13,21151,85616,58526,6839,1512079
2155,1517157458.918658018,1517157459.019437313,1,0,0,1,71.499673360,27.340198924,-3.745903013,0.060702215,0.017090961,0.989138437,-0.132771583,795,295,0.371069182,0.036560108,0.023603213,0.016167238,0.158764036,32.475411474,0.000000000,0.198242024,0.096550572,5.252916555,0.560247182,27.925320067,0,1,0.080000000,40.000000000,0.184998627,0.055309825,28.465402306,4.544170479,35,32,3,0.044025157,2,0,0,0,0,754,6,21157,85651,58528,6839,1512833
2156,1517157459.019458055,1517157459.120297194,1,0,0,1,71.238356701,27.257191882,-3.738523751,0.059791709,0.022373625,0.989104733,-0.132650668,795,322,0.405031447,0.035860393,0.028382241,0.015308064,0.110048494,37.377168536,0.000000000,0.192300744,0.093264781,5.290873571,0.558582889,28.659218367,0,1,0.080000000,40.000000000,0.184414020,0.055787912,28.556483204,4.629794807,20,19,1,0.025157233,3,0,0,0,0,772,3,21159,85671,58531,6839,1513605
2157,1517157459.120317936,1517157459.221157312,1,0,0,1,70.982942110,27.177846441,-3.728765159,0.052591856,0.035681360,0.985439825,-0.157699997,796,300,0.376884422,0.033914793,0.024983881,0.016422237,0.151722840,32.960804907,0.000000000,0.187943042,0.093695659,5.327922188,0.604960880,29.188962538,0,1,0.080000000,40.000000000,0.184167375,0.055877305,28.614038102,4.648377279,21,21,0,0.026381910,1,0,0,0,0,771,4,21159,85692,58532,6839,1514376
2158,1517157459.221178055,1517157459.322017193,1,0,0,1,70.704430256,27.086112853,-3.712933665,0.049347431,0.039370489,0.980798897,-0.184521869,818,330,0.403422983,0.031205466,0.021051134,0.014041920,0.157223483,27.991736096,0.000000000,0.185447535,0.094008749,5.393553111,0.657988345,29.280034137,0,1,0.080000000,40.000000000,0.183826382,0.055936613,28.632969248,4.641944887,30,30,0,0.036674817,4,0,0,0,0,784,4,21162,85722,58536,6839,1515160
2159,1517157459.322037935,1517157459.422877312,1,0,0,1,70.439781201,26.991233115,-3.697327350,0.060455362,0.042376730,0.977859704,-0.195805416,830,306,0.368674699,0.037266486,0.027499018,0.017052460,0.152153782,32.255555902,0.000000000,0.181622797,0.094091309,5.443881933,0.679337146,29.700490001,0,1,0.080000000,40.000000000,0.183502256,0.056025223,28.703878884,4.642581083,47,45,2,0.056626506,6,0,0,0,0,777,6,21167,85769,58542,6839,1515937
2160,1517157459.422898054,1517157459.523737192,1,0,0,1,70.161475211,26.872680694,-3.686423706,0.054988444,0.032615629,0.977235192,-0.202296492,821,341,0.415347138,0.036711449,0.024986124,0.018916239,0.142680666,31.728178465,0.000000000,0.177216094,0.094284058,5.506370526,0.688685676,30.097270640,0,1,0.080000000,40.000000000,0.183209697,0.056161076,28.686526927,4.627979466,35,35,0,0.042630938,4,0,0,0,0,782,4,21168,85804,58546,6839,1516719
2161,1517157459.624618053,1517157459.725457191,1,0,0,1,69.612165239,26.627663075,-3.653771150,0.055077264,0.006227388,0.980751226,-0.187229131,773,306,0.395860285,0.036243581,0.026011977,0.017614797,0.160072479,32.279103972,0.000000000,0.175051844,0.094054536,5.872503531,0.706601430,30.282101344,0,1,0.080000000,40.000000000,0.183156346,0.056180493,28.730919117,4.640918158,27,23,4,0.034928849,4,0,0,0,0,741,5,21174,85831,58550,6839,1517460
2162,1517157459.725477934,1517157459.826317310,1,0,0,1,69.330214305,26.498392785,-3.631289543,0.061792175,0.013792341,0.979391136,-0.191792861,805,286,0.355279503,0.027665110,0.018571206,0.013298042,0.134756883,36.162861762,0.000000000,0.170646337,0.102056244,5.703504547,0.578148588,30.545315281,0,1,0.080000000,40.000000000,0.182799336,0.056373157,28.822653306,4.695925522,13,13,0,0.016149068,1,0,0,0,0,787,5,21175,85844,58551,6839,1518247
2163,1517157459.826338053,1517157459.927177191,1,0,0,1,69.034072112,26.368468306,-3.620166611,0.056142378,0.015937527,0.979426773,-0.193176666,793,283,0.356872636,0.029266849,0.020645152,0.013479769,0.149089503,35.352909534,0.000000000,0.169644499,0.105107041,5.774776424,0.570553893,30.760042236,0,1,0.080000000,40.000000000,0.182769259,0.056390330,28.859593629,4.732478497,15,14,1,0.018915511,4,0,0,0,0,770,8,21176,85859,58555,6839,1519017
2164,1517157459.927197933,1517157460.027976274,1,0,0,1,68.746023506,26.238143468,-3.602234290,0.058374282,0.016609779,0.979103142,-0.194096872,831,295,0.354993983,0.031297537,0.022101867,0.016404873,0.149727006,27.291061685,0.000000000,0.164267646,0.099962620,5.841212054,0.557872012,30.887573091,0,1,0.080000000,40.000000000,0.182469358,0.056485432,28.750390459,4.640524914,23,22,1,0.027677497,1,0,0,0,0,805,3,21179,85882,58556,6839,1519822
2165,1517157460.027997017,1517157460.128836393,1,0,0,1,68.455235824,26.110567741,-3.579665293,0.053321829,0.018319127,0.979016620,-0.195825560,806,311,0.385856079,0.028387416,0.019810850,0.012847832,0.166922395,29.114845619,0.000000000,0.161950328,0.091091078,5.906926177,0.498446423,30.954409767,0,1,0.080000000,40.000000000,0.182582144,0.056443001,28.771559755,4.637309559,17,15,2,0.021091811,4,0,0,0,0,785,4,21183,85899,58560,6839,1520607
2166,1517157460.128856897,1517157460.229696274,1,0,0,1,68.157781872,25.981037446,-3.564721391,0.056894274,0.015179242,0.978734574,-0.196497495,800,306,0.382500000,0.034095880,0.023704118,0.015298506,0.165048728,34.877792875,0.000000000,0.160827692,0.091136228,5.984082987,0.431002385,31.197654787,0,1,0.080000000,40.000000000,0.182400659,0.056469902,28.810660933,4.672016978,22,22,0,0.027500000,2,0,0,0,0,773,5,21186,85921,58562,6839,1521380
2167,1517157460.330578089,1517157460.431416273,1,1,1,1,67.567843512,25.719122158,-3.536165994,0.055178311,0.014523651,0.978444737,-0.198469934,816,291,0.356617647,0.027064987,0.020093860,0.012888744,0.126958858,40.680184465,0.050000000,0.158187505,0.096713855,6.373304486,0.428307192,31.783615011,1,1,0.080000000,40.000000000,0.182400659,0.056469902,28.810660933,4.672016978,6,6,0,0.007352941,3,14,0,0,0,791,19,21186,85927,58579,6839,1522171
2168,1517157460.532298088,1517157460.633137226,1,0,0,1,66.983120308,25.448910928,-3.501031095,0.055434773,0.021193664,0.977546058,-0.202191786,838,317,0.378281623,0.029584898,0.022413466,0.015379011,0.183564197,25.135037617,0.050000000,0.159157730,0.095349383,6.765756857,0.397910989,31.384117847,0,1,0.080000000,40.000000000,0.182400659,0.056469902,28.810660933,4.672016978,19,17,2,0.022673031,0,0,0,0,0,818,1,21192,85946,58579,6839,1522989
2169,1517157460.633157969,1517157460.733997345,1,0,0,1,66.700403132,25.310451791,-3.489391945,0.051529461,0.021625952,0.977691392,-0.202476107,787,304,0.386277001,0.029648286,0.019083969,0.012682233,0.149692629,27.708231636,0.050000000,0.156513357,0.098091006,6.822054440,0.333949140,31.361734520,0,1,0.080000000,40.000000000,0.182205020,0.056548935,28.798810229,4.673295134,20,20,0,0.025412961,3,0,0,0,0,764,3,21191,85966,58582,6839,1523753
2170,1517157460.734018087,1517157460.834857225,1,0,0,1,66.414778828,25.177886922,-3.469343352,0.046407550,0.021810395,0.977809178,-0.203125228,812,307,0.378078818,0.032581859,0.022961498,0.016896633,0.170927724,27.726550006,0.050000000,0.155923895,0.098104746,6.872537201,0.267247723,31.327407865,0,1,0.080000000,40.000000000,0.182094494,0.056560066,28.780200190,4.673822561,25,24,1,0.030788177,3,0,0,0,0,783,4,21192,85991,58585,6839,1524536
2171,1517157460.834877968,1517157460.935717344,1,0,0,1,66.126902227,25.049931607,-3.442644809,0.051302808,0.018170950,0.977053154,-0.205924676,831,315,0.379061372,0.030406329,0.022008714,0.015159812,0.147902630,32.888434209,0.050000000,0.155444190,0.098905258,6.932694721,0.259609315,31.537446101,0,1,0.080000000,40.000000000,0.182330324,0.056367517,28.758079463,4.649025824,21,19,2,0.025270758,2,0,0,0,0,808,2,21196,86012,58587,6839,1525344
2172,1517157460.935738087,1517157461.036515236,1,0,0,1,65.836449982,24.916989831,-3.429462500,0.053366529,0.022772127,0.976684939,-0.206688109,818,320,0.391198044,0.032852060,0.022469363,0.014962602,0.207633404,23.842715538,0.050000000,0.156898423,0.098897499,6.724819479,0.236739132,31.208704482,0,1,0.080000000,40.000000000,0.183280473,0.055983919,28.601320440,4.546711327,15,15,0,0.018337408,2,0,0,0,0,800,3,21196,86027,58589,6839,1526144
2173,1517157461.137396097,1517157461.238235235,1,0,0,1,65.261177423,24.656854139,-3.401721563,0.059996657,0.019550982,0.976132221,-0.207807719,832,310,0.372596154,0.032155417,0.023815131,0.015578564,0.143157059,28.534320812,0.050000000,0.155737800,0.098979995,7.078806098,0.222741164,31.156302981,0,1,0.080000000,40.000000000,0.183459670,0.055826301,28.594933647,4.546352363,27,25,2,0.032451923,6,0,0,0,0,797,8,21199,86054,58595,6839,1526941
2174,1517157461.238255978,1517157461.339095354,1,0,0,1,64.962605710,24.516360482,-3.376175186,0.060425969,0.017266674,0.976704248,-0.205181324,825,303,0.367272727,0.033294904,0.023543845,0.016013662,0.184882625,33.101660141,0.050000000,0.155646471,0.095745631,7.137095293,0.215807006,31.474228262,0,1,0.080000000,40.000000000,0.183918016,0.055647661,28.633883745,4.568059387,26,26,0,0.031515152,5,0,0,0,0,791,8,21200,86080,58600,6839,1527732
2175,1517157461.439975977,1517157461.540815353,1,0,0,1,64.372298565,24.273112146,-3.327738835,0.053083704,0.002438755,0.988546873,-0.141248907,841,315,0.374554102,0.037084779,0.026752460,0.017422931,0.207098522,26.322306685,0.050000000,0.158063195,0.096842944,7.503108081,0.344078084,31.166573023,0,1,0.080000000,40.000000000,0.184662876,0.055454109,28.626775390,4.571096825,38,36,2,0.045184304,7,0,0,0,0,795,8,21209,86118,58607,6839,1528527
2176,1517157461.540836096,1517157461.641675234,1,0,0,1,64.065941412,24.176171390,-3.305931272,0.051112781,-0.007445081,0.991943188,-0.115675258,871,332,0.381171068,0.037228496,0.024909651,0.016035526,0.171258063,29.482420199,0.050000000,0.161123674,0.099417972,7.557542840,0.345552301,30.771835606,0,1,0.080000000,40.000000000,0.184873795,0.055362536,28.657482347,4.566425302,32,31,1,0.036739380,4,0,0,0,0,834,5,21216,86150,58611,6839,1529361
2177,1517157461.641695976,1517157461.742535353,1,0,0,1,63.764771778,24.091738467,-3.288218594,0.052002869,0.004874790,0.993280188,-0.103278296,904,333,0.368362832,0.036255810,0.023758712,0.016627365,0.172936598,28.281945683,0.050000000,0.162184362,0.101956027,7.577167969,0.317450327,30.537892645,0,1,0.080000000,40.000000000,0.185116508,0.055256365,28.672175733,4.562827937,39,36,3,0.043141593,5,0,0,0,0,857,8,21225,86189,58616,6839,1530218
2178,1517157461.742556095,1517157461.843395233,1,0,0,1,63.463774769,24.021901253,-3.272641913,0.051141167,0.012939899,0.992345399,-0.111659078,859,331,0.385331781,0.040913334,0.027200687,0.018675607,0.169628251,28.861132524,0.050000000,0.162804600,0.114170218,7.604977308,0.310934834,30.581362466,0,1,0.080000000,40.000000000,0.185526504,0.054987161,28.650896450,4.556931364,25,25,0,0.029103609,7,0,0,0,0,827,7,21224,86214,58623,6839,1531045
2179,1517157461.843415976,1517157461.944255352,1,0,0,1,63.156658795,23.946002064,-3.257494795,0.049027787,0.010253065,0.991742584,-0.118058453,850,335,0.394117647,0.036850529,0.025236252,0.014937276,0.167235642,28.197955332,0.050000000,0.163558693,0.113559165,7.618994565,0.309596289,30.378482438,0,1,0.080000000,40.000000000,0.185820235,0.054809931,28.631967713,4.554841672,36,32,4,0.042352941,5,0,0,0,0,807,7,21230,86250,58628,6839,1531852
2180,1517157461.944276094,1517157462.045054197,1,0,0,1,62.840861644,23.866877151,-3.244449600,0.043974571,0.009600985,0.991683478,-0.120573367,849,304,0.358068316,0.032870164,0.023919306,0.014630869,0.160663257,27.614503366,0.050000000,0.164457823,0.111200999,7.342451643,0.286687212,30.172798683,0,1,0.080000000,40.000000000,0.186100090,0.054608954,28.575195277,4.531729963,29,27,2,0.034157833,2,0,0,0,0,816,4,21236,86279,58630,6839,1532668
2181,1517157462.045074940,1517157462.145914316,1,0,0,1,62.539929004,23.789797779,-3.238048800,0.048919686,0.015015400,0.990906716,-0.124439871,833,311,0.373349340,0.038499236,0.026780189,0.019048671,0.210370241,28.488611355,0.050000000,0.166972711,0.114997970,7.342178351,0.285234988,29.983274052,0,1,0.080000000,40.000000000,0.187206110,0.053965480,28.475053020,4.420525110,23,23,0,0.027611044,4,0,0,0,0,804,6,21237,86302,58634,6839,1533472
2182,1517157462.145935059,1517157462.246774197,1,0,0,1,62.232550314,23.699671069,-3.220006681,0.045255816,0.028230155,0.987873031,-0.145814414,823,313,0.380315917,0.041159610,0.030338379,0.020970280,0.164270242,31.905746684,0.050000000,0.168448379,0.118763194,7.339424988,0.324909312,29.770418298,0,1,0.080000000,40.000000000,0.187690549,0.053538286,28.455964581,4.401507453,37,35,2,0.044957473,7,0,0,0,0,777,9,21242,86339,58641,6839,1534249
2183,1517157462.347655058,1517157462.448494196,1,0,0,1,61.645659541,23.497260408,-3.183975799,0.044131791,0.030997786,0.980613647,-0.188383647,835,343,0.410778443,0.035573821,0.024640238,0.016515950,0.168514241,31.986729180,0.050000000,0.169419616,0.114554949,7.644617137,0.409425479,29.602109280,0,1,0.080000000,40.000000000,0.188332265,0.052916396,28.389462801,4.296160195,18,17,1,0.021556886,4,0,0,0,0,813,4,21245,86357,58645,6839,1535062
2184,1517157462.448515892,1517157462.549354315,1,0,0,1,61.368132224,23.375736976,-3.169154927,0.049744260,0.016918243,0.979774429,-0.193083792,828,312,0.376811594,0.038841194,0.024756716,0.016032912,0.178905329,30.159206167,0.050000000,0.170878532,0.116068339,7.629603801,0.417253258,29.745516505,0,1,0.080000000,40.000000000,0.189091867,0.052225923,28.315699329,4.200757261,21,21,0,0.025362319,5,0,0,0,0,801,6,21242,86378,58650,6839,1535863
2185,1517157462.549376011,1517157462.650215387,1,0,0,1,61.089740346,23.255647053,-3.146628960,0.051001356,0.010883347,0.982161626,-0.180662542,792,292,0.368686869,0.032478984,0.022370442,0.015098413,0.147491292,39.249190717,0.050000000,0.169906977,0.109348172,7.608851283,0.440170088,30.252233759,0,1,0.080000000,40.000000000,0.189230336,0.052096926,28.408491357,4.336565097,22,22,0,0.027777778,4,0,0,0,0,764,6,21242,86400,58654,6839,1536627
2186,1517157462.650235891,1517157462.751075268,1,0,0,1,60.804402833,23.144394434,-3.124966784,0.052469045,0.020543263,0.984208633,-0.167804473,799,315,0.394242804,0.039932211,0.028600101,0.018783090,0.174296815,29.891912963,0.050000000,0.170369381,0.113641003,7.269777790,0.463309309,30.002939764,0,1,0.080000000,40.000000000,0.189614391,0.051843242,28.403129300,4.334395522,33,32,1,0.041301627,4,0,0,0,0,762,4,21243,86433,58658,6839,1537389
2187,1517157462.751096010,1517157462.851935387,1,0,0,1,60.514418945,23.034882992,-3.103429027,0.049739437,0.011785663,0.983451749,-0.173809504,784,295,0.376275510,0.038335559,0.028919559,0.016685089,0.194141594,27.622377463,0.000000000,0.173728518,0.101919305,6.935401647,0.469468993,29.350049414,0,1,0.080000000,40.000000000,0.190089732,0.051664347,28.366426819,4.325302454,23,23,0,0.029336735,6,0,0,0,0,754,7,21244,86456,58664,6839,1538143
2188,1517157462.851955891,1517157462.952795267,1,0,0,1,60.230764107,22.924336902,-3.091139382,0.053459904,0.013049605,0.982307625,-0.179006919,778,315,0.404884319,0.037546228,0.025451401,0.016592648,0.161975751,32.366161686,0.000000000,0.172649095,0.094520991,6.925067822,0.479623741,29.711605617,0,1,0.080000000,40.000000000,0.190276294,0.051528628,28.385893938,4.338858387,27,25,2,0.034704370,4,0,0,0,0,746,5,21245,86483,58668,6839,1538889
2189,1517157462.952816010,1517157463.053595304,1,0,0,1,59.938886959,22.808685773,-3.078637639,0.054286242,0.008485180,0.981357538,-0.184169453,781,301,0.385403329,0.034470486,0.022847474,0.014957901,0.213918510,28.124152773,0.000000000,0.175860389,0.086042303,6.923745212,0.489468362,29.732401674,0,1,0.080000000,40.000000000,0.190938783,0.051402304,28.315466646,4.285043664,30,30,0,0.038412292,1,0,0,0,0,748,3,21246,86513,58669,6839,1539637
2190,1517157463.053616047,1517157463.154455185,1,0,0,1,59.645643874,22.686691123,-3.067678204,0.054376287,0.013803611,0.981150161,-0.184924423,776,291,0.375000000,0.031521405,0.021321264,0.013761833,0.185338145,27.556240220,0.000000000,0.176580911,0.088004875,6.925379387,0.484241677,29.723886185,0,1,0.080000000,40.000000000,0.191767151,0.050632130,28.197936256,4.140641365,19,19,0,0.024484536,3,0,0,0,0,754,3,21247,86532,58672,6839,1540391
2191,1517157463.154475927,1517157463.255315304,1,0,0,1,59.354780657,22.565697660,-3.058736751,0.053544366,0.012128552,0.981240021,-0.184807795,785,300,0.382165605,0.036372643,0.024546538,0.016967834,0.159143784,29.179044564,0.000000000,0.177142968,0.080009317,6.920828712,0.483189401,29.538416703,0,1,0.080000000,40.000000000,0.192140018,0.050251787,28.144960180,4.093593464,30,29,1,0.038216561,5,0,0,0,0,749,6,21250,86562,58677,6839,1541140
2192,1517157463.255336046,1517157463.356175184,1,0,0,1,59.067757169,22.446441849,-3.043184765,0.057930997,0.015918719,0.980614228,-0.186510938,754,272,0.360742706,0.031804018,0.023115620,0.015800414,0.157417615,26.646915692,0.000000000,0.174632179,0.082032115,6.600065961,0.483543377,29.678626710,0,1,0.080000000,40.000000000,0.192596135,0.049724792,28.017846731,3.937817914,18,18,0,0.023872679,2,0,0,0,0,734,2,21250,86580,58679,6839,1541874
2193,1517157463.356195927,1517157463.457035303,1,0,0,1,58.767689837,22.318186422,-3.029575553,0.052177199,0.012652663,0.980625881,-0.188388775,773,300,0.388098318,0.031594421,0.020560698,0.014689566,0.142793419,28.830754246,0.000000000,0.174613997,0.083205973,6.595714992,0.482422804,29.693448382,0,1,0.080000000,40.000000000,0.192607516,0.049713260,28.015677612,3.937309757,18,18,0,0.023285899,5,0,0,0,0,749,6,21250,86598,58684,6839,1542623
2194,1517157463.658776045,1517157463.759615183,1,0,0,1,57.864233037,21.934417303,-2.974207961,0.056277170,0.012781250,0.979822063,-0.191358940,794,304,0.382871537,0.030312418,0.020050150,0.013776167,0.139244866,30.847429762,0.000000000,0.172332109,0.089221551,6.938566709,0.359472949,29.580736863,0,1,0.080000000,40.000000000,0.192529716,0.049790562,28.030778567,3.945237702,19,18,1,0.023929471,4,0,0,0,0,768,7,21256,86617,58688,6839,1543391
2195,1517157463.759635925,1517157463.860475302,1,0,0,1,57.548907666,21.798847338,-2.958776077,0.057150023,0.011857929,0.979497312,-0.192816700,799,317,0.396745932,0.032568399,0.022493853,0.015527296,0.157029595,29.231439296,0.000000000,0.169828663,0.091813446,6.960079063,0.311723159,29.726193494,0,1,0.080000000,40.000000000,0.192571986,0.049758602,28.039838148,3.946943857,14,14,0,0.017521902,1,0,0,0,0,782,3,21257,86631,58689,6839,1544173
2196,1517157463.860496044,1517157463.961335182,1,0,0,1,57.240552479,21.665395600,-2.933907447,0.061169630,0.014984565,0.979096403,-0.193401068,799,301,0.376720901,0.034979653,0.025345804,0.017181738,0.156971524,32.073127140,0.000000000,0.169114336,0.091714199,6.983710297,0.286484793,29.855728841,0,1,0.080000000,40.000000000,0.192239713,0.049884123,28.117976677,3.948671643,28,24,4,0.035043805,2,0,0,0,0,768,3,21265,86659,58691,6839,1544941
2197,1517157463.961355925,1517157464.062134266,1,0,0,1,56.919573860,21.523104781,-2.925600160,0.057582968,0.012393913,0.978881016,-0.195761460,810,304,0.375308642,0.035940731,0.025705119,0.018215972,0.162867349,31.350099719,0.000000000,0.168610873,0.091692221,7.025527480,0.275384061,30.009136542,0,1,0.080000000,40.000000000,0.192024330,0.049963916,28.158295465,3.960865088,22,19,3,0.027160494,6,0,0,0,0,781,7,21272,86681,58697,6839,1545722
2198,1517157464.062155008,1517157464.162994385,1,0,0,1,56.607669839,21.384959285,-2.904667944,0.057934539,0.016455445,0.978533715,-0.197090276,777,302,0.388674389,0.032185560,0.022774556,0.015164058,0.110312166,30.696994100,0.000000000,0.165645069,0.088398593,7.050578989,0.264485645,30.100929621,0,1,0.080000000,40.000000000,0.191729111,0.050357088,28.167223978,3.965568597,28,28,0,0.036036036,2,0,0,0,0,745,4,21270,86709,58699,6839,1546467
