frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1603,1624181254.957838774,1624181255.057668209,1608,1607,0,0.071805298,0.183107399,1,1,0,0,0,1,-73.931148974,-9.495121107,-26.678390362,0.073555113,0.001904223,0.997231094,-0.010778006,741,266,0.358974359,0.107279199,0.070379408,0.047678502,0.191400401,211.888681103,680,0.781820235,95.135471298,187.089489187,249.412799470,0.178947920,0.139905105,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005119,0.000006141,0.000035537,0.067162293,-0.157716742,-0.985197775,0.000000004,0.000000012,0.000000017,0.883311094,0.463171574,-0.072343657,0.000000000,0.188314348,0.160388316,3.441906008,0.011869002,192.183935220,0,0.179456089,0.137567060,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,239,200,39,0.322537112,49,0,0,0,0,0,0,453,49,265108,557534,163601,32,0,0,2291431
1604,1624181255.057836533,1624181255.157654285,1609,1608,0,0.105809441,0.203687284,1,1,0,0,0,1,-74.010994491,-9.572979646,-26.663086974,0.076448942,0.002023300,0.997020643,-0.010064951,763,296,0.387942333,0.134723591,0.085651332,0.056596228,0.176965472,141.500532083,691,0.794729591,95.986985309,211.213862916,241.957299002,0.174789331,0.138910254,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004873,0.000005846,0.000029685,0.025554183,-0.147099299,-0.988791576,0.000000003,0.000000011,0.000000017,0.000553132,-0.998047306,0.062460147,0.000000000,0.183781061,0.174069224,3.329672863,0.012977738,191.924436806,0,0.177370942,0.136474543,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,324,255,69,0.424639581,78,0,0,0,0,0,0,359,80,265280,557858,163679,32,0,0,2291790
1605,1624181255.157834053,1624181255.257676840,1610,1609,0,0.171777288,0.207746350,1,1,0,0,0,1,-74.083310908,-9.629651532,-26.617841778,0.074032653,0.001692596,0.997201769,-0.010243690,746,262,0.351206434,0.131698563,0.082640494,0.052725279,0.212411619,120.709686867,671,0.796378184,112.785076199,177.527665383,244.057020204,0.211061861,0.168085061,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005005,0.000005722,0.000023442,0.021425922,-0.152090053,-0.988134376,0.000000003,0.000000008,0.000000013,0.987756890,0.114097507,-0.106386489,0.000000000,0.182687265,0.181643301,3.216760935,0.012942461,190.187221109,0,0.177845015,0.137304542,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,281,240,41,0.376675603,64,0,0,0,0,0,0,401,64,265478,558139,163743,32,0,0,2292191
1606,1624181255.257831573,1624181255.357673407,1611,1610,0,0.133897915,0.186915261,1,1,0,0,0,1,-74.259965525,-9.691720564,-26.601857126,0.072311221,0.003079932,0.997321231,-0.010581272,744,284,0.381720430,0.094753398,0.067634720,0.043940685,0.185384143,173.314526727,696,0.793365247,94.122387572,206.094681828,251.965142740,0.170455305,0.135233315,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004864,0.000005705,0.000025861,0.017727722,-0.159703721,-0.987005800,0.000000003,0.000000010,0.000000018,0.430436547,0.899593577,-0.073863229,0.000000000,0.182411234,0.180823228,3.220353764,0.013263845,189.850977535,0,0.177490755,0.137356824,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,185,165,20,0.248655914,47,0,0,0,0,0,0,510,49,265591,558324,163790,32,0,0,2292701
1607,1624181255.357829094,1624181255.457715988,1611,1611,0,0.098391350,0.143467626,1,1,0,0,0,1,-74.452728224,-9.757112930,-26.619736344,0.066558816,0.003324883,0.997720654,-0.010600300,797,287,0.360100376,0.083040012,0.055620492,0.033301004,0.182217036,141.653351374,738,0.778072744,92.729178801,213.491769227,267.996736997,0.161487849,0.125649294,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004691,0.000006119,0.000024714,0.041885906,-0.134088627,-0.990083739,0.000000004,0.000000010,0.000000017,0.164843961,-0.986247575,-0.011924308,0.000000000,0.181367425,0.182570679,3.246051332,0.012991079,187.470616526,0,0.176962503,0.137160831,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,209,179,30,0.262233375,41,0,0,0,0,0,0,547,41,265718,558533,163831,32,0,0,2293248
1608,1624181255.457826614,1624181255.557785511,1613,1612,0,0.073698743,0.123139829,1,1,0,0,0,1,-74.677440893,-9.828783053,-26.621369939,0.063009653,0.004097683,0.997943086,-0.011072038,778,288,0.370179949,0.083275171,0.061322895,0.035959366,0.129565966,185.395784053,743,0.782968514,92.367953169,216.194800939,273.182851555,0.158777225,0.124317568,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005022,0.000005864,0.000027997,0.044213851,-0.132901202,-0.990142619,0.000000004,0.000000015,0.000000020,-0.036981358,-0.999292265,0.006880941,0.000000000,0.178562326,0.189137637,3.320307450,0.013479277,187.335418498,0,0.176478475,0.136987633,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,177,163,14,0.227506427,38,0,0,0,0,0,0,562,39,265809,558710,163869,32,0,0,2293810
1609,1624181255.557824373,1624181255.657827139,1614,1613,0,0.069490512,0.126333177,1,1,0,0,0,1,-74.908306145,-9.898044679,-26.620804428,0.060168842,0.003308288,0.998125391,-0.010699046,818,342,0.418092910,0.085620615,0.063082845,0.037267871,0.169253981,164.543983330,761,0.797201264,96.652262741,237.560804811,272.457094663,0.159315999,0.127006916,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004564,0.000005151,0.000027578,0.048477133,-0.153407392,-0.986973221,0.000000003,0.000000010,0.000000018,0.342987500,0.938894204,-0.028935251,0.000000000,0.174391814,0.190158617,3.391195257,0.013729856,188.061427738,0,0.174668286,0.135977147,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,186,159,27,0.227383863,45,0,0,0,0,0,0,585,47,265917,558896,163914,32,0,0,2294395
1610,1624181255.657821894,1624181255.757950544,1615,1614,0,0.178791406,0.292358644,1,1,0,0,0,1,-75.139314874,-9.954934881,-26.554352934,0.066962463,0.003867506,0.997683489,-0.011345792,798,298,0.373433584,0.099188828,0.064664536,0.041515223,0.168671216,158.089692481,750,0.785640991,98.478191380,223.038240377,267.714311611,0.167130097,0.131304255,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004931,0.000005076,0.000028996,0.070184377,-0.166219302,-0.983587971,0.000000004,0.000000010,0.000000023,0.470760458,0.882192894,0.010967637,0.000000000,0.173576465,0.189492013,3.460246533,0.013569396,187.305794609,0,0.173809091,0.135422510,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,182,161,21,0.228070175,51,0,0,0,0,0,0,564,52,266015,559078,163965,32,0,0,2294959
1611,1624181255.757819414,1624181255.857947588,1615,1615,0,0.274890614,0.311441305,1,1,0,0,0,1,-75.403742352,-10.018476667,-26.526921300,0.073720878,0.004710285,0.997208067,-0.010914066,796,308,0.386934673,0.129779329,0.092230249,0.058892709,0.184782674,164.333424811,735,0.790654206,106.023051476,207.903219667,267.204569965,0.182442651,0.144249050,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004829,0.000005027,0.000028134,0.082387192,-0.139984805,-0.986720125,0.000000003,0.000000011,0.000000016,0.333510693,0.939378781,-0.079612331,0.000000000,0.173962247,0.189686781,3.568215386,0.014198745,185.140984926,0,0.173965212,0.135846104,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,275,229,46,0.345477387,80,0,0,0,0,0,0,439,82,266144,559353,164045,32,0,0,2295398
1612,1624181255.957814455,1624181256.057754517,1617,1616,0,0.119156142,0.270528405,1,1,0,0,0,1,-75.827283817,-10.138127217,-26.557245881,0.083663362,0.005833176,0.996423555,-0.010320570,760,277,0.364473684,0.085832871,0.060655218,0.039059543,0.168938709,153.641415124,716,0.789925298,97.463995246,204.326399608,263.796118163,0.172323761,0.136122898,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000006374,0.000007324,0.000034103,0.015737825,-0.154779572,-0.987823671,0.000000004,0.000000012,0.000000019,-0.173374962,-0.984164761,0.036889637,0.000000000,0.174044939,0.192324070,3.840660103,0.015361844,182.049203725,0,0.174262021,0.136265376,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,208,176,32,0.273684211,31,0,0,0,0,0,0,521,31,266286,559561,164076,32,0,0,2295919
1613,1624181256.057812214,1624181256.157690287,1618,1617,0,0.040572841,0.069799832,1,1,0,0,0,1,-76.014347539,-10.195519145,-26.552673214,0.087524791,0.006970576,0.996083055,-0.010457978,760,263,0.346052632,0.100681965,0.072487132,0.047565118,0.210662613,138.389943273,695,0.798464828,97.377608920,205.116657162,252.438789221,0.175476317,0.140111668,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005467,0.000006527,0.000029495,0.035117646,0.157907591,0.986829237,0.000000005,0.000000010,0.000000020,0.093887773,0.995323316,0.022728451,0.000000000,0.176195194,0.183645955,3.723698980,0.014659075,179.522420788,0,0.174296235,0.136570803,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,229,186,43,0.301315789,53,0,0,0,0,0,0,477,54,266446,559790,164129,32,0,0,2296396
1614,1624181256.157809734,1624181256.257635593,1619,1618,0,0.032700118,0.089713267,1,1,0,0,0,1,-76.232637996,-10.231201000,-26.549280721,0.090566202,0.008292004,0.995803876,-0.010180682,761,267,0.350854139,0.081849295,0.054145184,0.035058639,0.186144236,185.701740539,692,0.785568935,93.029452681,192.086961395,258.497288618,0.171131545,0.134435625,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005186,0.000006413,0.000032313,0.024458872,0.174134990,0.984417985,0.000000005,0.000000010,0.000000014,0.823715744,0.554358075,-0.119077695,0.000000000,0.177114144,0.188596900,3.791759669,0.014612073,178.522138948,0,0.173890000,0.136374210,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,234,187,47,0.307490145,34,0,0,0,0,0,0,492,35,266609,560024,164163,32,0,0,2296888
1615,1624181256.257807255,1624181256.357697725,1620,1619,0,0.041837231,0.078248867,1,1,0,0,0,1,-76.453985217,-10.267718258,-26.556120870,0.090273313,0.007859812,0.995831909,-0.010380794,750,254,0.338666667,0.095410176,0.070986626,0.041616691,0.158151205,160.067459204,683,0.778349946,99.146354550,187.683268834,244.783389694,0.186500992,0.145163037,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005038,0.000006316,0.000032782,0.054824290,0.180947412,0.981963508,0.000000005,0.000000011,0.000000016,0.964553011,0.250229314,-0.083802024,0.000000000,0.176599490,0.184675973,3.840551142,0.014026524,176.241480590,0,0.174695959,0.137086788,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,245,217,28,0.326666667,34,0,0,0,0,0,0,469,36,266773,560269,164197,32,0,0,2297357
1616,1624181256.357804775,1624181256.457672834,1621,1620,0,0.057812880,0.079047607,1,1,0,0,0,1,-76.713760687,-10.309582912,-26.575628770,0.090004668,0.007938228,0.995856637,-0.010281147,745,247,0.331543624,0.095580763,0.061433323,0.039336080,0.220076211,113.559762737,697,0.785736313,105.697705119,184.530352178,257.430153078,0.192999398,0.151646636,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004982,0.000006404,0.000024479,0.140484816,0.185356345,0.972577525,0.000000005,0.000000008,0.000000012,0.979059858,-0.191084504,-0.070203319,0.000000000,0.180133884,0.179818536,3.938676047,0.013054498,170.784588178,0,0.176424534,0.138423475,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,205,182,23,0.275167785,41,0,0,0,0,0,0,498,42,266899,560474,164238,32,0,0,2297855
1617,1624181256.457802296,1624181256.557711840,1622,1621,0,0.075799005,0.113260135,1,1,0,0,0,1,-76.975272413,-10.354065026,-26.590085506,0.087270668,0.008305559,0.996095924,-0.010380674,751,281,0.374167776,0.086456930,0.062830727,0.042856835,0.218727031,139.819139108,715,0.797694511,105.980703078,209.314571893,255.056300572,0.185816447,0.148224760,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004876,0.000006235,0.000023296,0.090025395,0.174233129,0.980580565,0.000000004,0.000000010,0.000000013,-0.226945252,-0.973797186,0.014659224,0.000000000,0.183333284,0.184307337,4.049656759,0.013056953,165.148490775,0,0.177236765,0.139230031,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,210,182,28,0.279627164,37,0,0,0,0,0,0,503,38,267033,560684,164275,32,0,0,2298358
1618,1624181256.557800055,1624181256.657721519,1623,1622,0,0.125949515,0.184188123,1,1,0,0,0,1,-77.274370762,-10.389130891,-26.583734595,0.083410750,0.008827523,0.996421698,-0.010417395,722,255,0.353185596,0.086798648,0.062588681,0.037658630,0.185146671,198.562348755,676,0.772319744,88.375316622,179.952108675,253.760721911,0.169272789,0.130732717,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004955,0.000006570,0.000028368,0.076292274,0.189492365,0.978913751,0.000000004,0.000000012,0.000000016,-0.038772292,-0.997333356,-0.061829495,0.000000000,0.183105109,0.185636134,4.160703132,0.012705580,165.527295175,0,0.176719771,0.138703608,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,195,164,31,0.270083102,33,0,0,0,0,0,0,493,34,267168,560879,164308,32,0,0,2298851
1619,1624181256.657797575,1624181256.757732153,1624,1623,0,0.257675400,0.398323424,1,1,0,0,0,1,-77.577461590,-10.426842347,-26.577724612,0.073341404,0.008458579,0.997216057,-0.010470294,727,258,0.354883081,0.096926085,0.073392959,0.044993296,0.176714431,172.597387821,684,0.779834036,92.968480860,180.685492756,259.752507107,0.174291997,0.135918832,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004945,0.000006439,0.000029639,0.083471463,0.190876482,0.978058630,0.000000004,0.000000011,0.000000013,0.380267330,-0.924868767,-0.003810695,0.000000000,0.179813073,0.180758803,4.257116479,0.012204694,165.499309117,0,0.175204593,0.137561688,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,207,179,28,0.284731774,48,0,0,0,0,0,0,471,49,267301,561086,164356,32,0,0,2299322
1620,1624181256.757795095,1624181256.857742071,1625,1624,0,0.381500977,0.417902456,1,1,0,0,0,1,-77.828706059,-10.463754655,-26.498312215,0.059112519,0.008682652,0.998157394,-0.010589533,782,296,0.378516624,0.141877787,0.086874925,0.054143146,0.219624552,142.768285105,732,0.791824328,103.188057047,203.016026111,273.411325269,0.178028492,0.140967291,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004739,0.000005519,0.000026764,0.031565490,0.175300090,0.984008891,0.000000004,0.000000008,0.000000013,0.560526821,0.826712393,-0.048541766,0.000000000,0.182731426,0.180349854,4.374317134,0.011410853,161.877265479,0,0.175536585,0.137999780,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,226,192,34,0.289002558,65,0,0,0,0,0,0,491,65,267444,561312,164421,32,0,0,2299813
1621,1624181256.857792616,1624181256.957701445,1626,1625,0,0.191116485,0.325583466,1,1,0,0,0,1,-78.113583349,-10.528021936,-26.468260539,0.052299421,0.009327468,0.998519981,-0.011645472,708,254,0.358757062,0.118457186,0.094343190,0.063795089,0.164092739,150.402316912,673,0.773314859,90.148267572,191.453567881,238.839064806,0.173215186,0.133949878,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005418,0.000006267,0.000025649,0.001378440,-0.154129483,-0.988049696,0.000000004,0.000000010,0.000000018,-0.098874882,-0.994997919,-0.014244237,0.000000000,0.181809778,0.182253249,4.523684659,0.012955313,160.545625300,0,0.175899794,0.138284253,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,192,178,14,0.271186441,52,0,0,0,0,0,0,463,53,267545,561504,164473,32,0,0,2300276
1622,1624181256.957790136,1624181257.057819605,1627,1626,0,0.063313421,0.137464782,1,1,0,0,0,1,-78.489019685,-10.581375678,-26.433227556,0.045632781,0.009721092,0.998843187,-0.011637733,825,304,0.368484848,0.106046777,0.071845411,0.045916293,0.172077138,214.933844301,786,0.769193340,100.211386118,225.303557131,279.071022320,0.165752088,0.127495402,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005163,0.000005778,0.000030088,0.084526474,-0.152045012,-0.984752553,0.000000004,0.000000012,0.000000021,0.324384429,0.945900243,-0.006890072,0.000000000,0.184050402,0.181885983,4.763718056,0.012195482,161.593665285,0,0.175460863,0.137971478,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,155,141,14,0.187878788,52,0,0,0,0,0,0,618,52,267615,561659,164525,32,0,0,2300894
1623,1624181257.057787657,1624181257.157767773,1628,1627,0,0.037200202,0.085714889,1,1,0,0,0,1,-78.839525174,-10.618441826,-26.400583330,0.040008973,0.010198923,0.999074610,-0.012049347,839,286,0.340882002,0.100115725,0.069035897,0.042546648,0.160601313,229.092750152,783,0.752028782,99.981293639,207.994132586,280.863110189,0.169794073,0.127690030,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000004775,0.000005848,0.000035899,0.101929623,-0.144920309,-0.984179077,0.000000004,0.000000011,0.000000019,0.303093105,0.952872306,-0.012997603,0.000000000,0.182510448,0.182220276,5.005118931,0.011621542,162.453868738,0,0.175003170,0.137360724,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,186,163,23,0.221692491,44,0,0,0,0,0,0,609,44,267683,561845,164569,32,0,0,2301503
1624,1624181257.157785416,1624181257.257753849,1629,1628,0,0.033773628,0.077291904,1,1,0,0,0,1,-79.179720815,-10.651323147,-26.388752271,0.037188535,0.010275369,0.999188142,-0.011596849,815,276,0.338650307,0.075489337,0.055293037,0.034862432,0.142192389,229.236734069,773,0.759115705,100.075499049,209.998658403,276.722282284,0.170545512,0.129463776,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005130,0.000006321,0.000039766,0.126039114,-0.134070057,-0.982923884,0.000000004,0.000000014,0.000000022,-0.023936976,-0.999625380,0.013271081,0.000000000,0.180771794,0.179969879,5.244691295,0.012075179,166.840678837,0,0.174790979,0.136888400,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,157,143,14,0.192638037,32,0,0,0,0,0,0,626,32,267752,562002,164601,32,0,0,2302129
1625,1624181257.257782936,1624181257.357666969,1630,1629,0,0.054575022,0.094935631,1,1,0,0,0,1,-79.509868466,-10.684116842,-26.388351290,0.036837263,0.009157282,0.999213831,-0.011440264,825,286,0.346666667,0.077932076,0.053240997,0.034137918,0.150474811,235.217533177,788,0.749742641,103.203863456,206.106407635,281.486929684,0.174685769,0.130969370,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005341,0.000006497,0.000044028,0.143042930,-0.143047676,-0.979324299,0.000000004,0.000000013,0.000000025,0.329113352,0.942376709,-0.060087760,0.000000000,0.177674953,0.173310103,5.388541232,0.011823924,172.566071153,0,0.172972175,0.135032616,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,143,134,9,0.173333333,28,0,0,0,0,0,0,653,29,267816,562145,164629,32,0,0,2302782
1626,1624181257.357780457,1624181257.457660198,1631,1630,0,0.060983247,0.086786652,1,1,0,0,0,1,-79.815960945,-10.697542597,-26.386395252,0.033791559,0.010782054,0.999305746,-0.011397521,835,302,0.361676647,0.099239102,0.071139482,0.042199682,0.167482758,176.835204386,800,0.762177706,107.299687440,211.631117857,290.811359389,0.175975508,0.134124609,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005621,0.000006258,0.000037427,0.140596991,-0.154429017,-0.977948958,0.000000004,0.000000011,0.000000023,0.473575207,0.879476732,-0.047404658,0.000000000,0.176779884,0.172994767,5.490598043,0.011955155,172.742105036,0,0.173248185,0.134977181,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,142,131,11,0.170059880,45,0,0,0,0,0,0,648,45,267870,562287,164674,32,0,0,2303430
1627,1624181257.457777977,1624181257.557679415,1632,1631,0,0.070005657,0.104735557,1,1,0,0,0,1,-80.126452647,-10.723231706,-26.384367534,0.033044620,0.011134287,0.999326800,-0.011402981,841,289,0.343638526,0.082549215,0.058118782,0.035592483,0.122249681,215.280833480,795,0.753473169,100.803839517,211.098571178,287.108758289,0.168283739,0.126797282,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005601,0.000007436,0.000039208,0.148195579,-0.142082415,-0.978698451,0.000000004,0.000000014,0.000000033,0.073773398,0.997264444,-0.004595070,0.000000000,0.173781516,0.173247075,5.566286397,0.011096855,176.423479141,0,0.173587979,0.135034580,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,157,141,16,0.186682521,36,0,0,0,0,0,0,647,37,267939,562444,164710,32,0,0,2304077
1628,1624181257.557775497,1624181257.657795191,1633,1632,0,0.061126886,0.100069897,1,1,0,0,0,1,-80.448235427,-10.774216587,-26.372045658,0.031384736,0.010397747,0.999383158,-0.011840103,867,317,0.365628604,0.075368869,0.060504870,0.035926312,0.140284663,232.317553206,826,0.759836102,99.749347788,227.917658579,299.957614295,0.158931540,0.120761922,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005088,0.000007555,0.000042170,0.156516112,-0.141147616,-0.977537752,0.000000004,0.000000014,0.000000030,0.132709529,0.991025262,-0.016034708,0.000000000,0.174317451,0.178081929,5.651284567,0.011410062,178.769567599,0,0.173595695,0.134856798,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,141,129,12,0.162629758,35,0,0,0,0,0,0,691,35,268001,562585,164745,32,0,0,2304768
1629,1624181257.657773256,1624181257.757751942,1633,1633,0,0.049600921,0.096196011,1,1,0,0,0,1,-80.771984238,-10.798632584,-26.346254115,0.030057734,0.011270142,0.999420510,-0.011320796,867,308,0.355247982,0.076908875,0.055316056,0.037160316,0.145255156,213.940204862,829,0.768403001,103.309091448,235.523621517,298.173375155,0.162179127,0.124618928,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005008,0.000007487,0.000042242,0.134822315,-0.138131279,-0.981194524,0.000000004,0.000000013,0.000000025,0.188076686,0.979182173,-0.076350718,0.000000000,0.173117510,0.182733648,5.729958722,0.011269154,181.239378675,0,0.173738852,0.134737398,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,147,136,11,0.169550173,36,0,0,0,0,0,0,684,36,268066,562732,164781,32,0,0,2305452
1630,1624181257.857768297,1624181257.957714558,1635,1634,0,0.072998845,0.182175800,1,1,0,0,0,1,-81.387863646,-10.846718932,-26.312210872,0.024698277,0.011321817,0.999567226,-0.011277105,863,283,0.327925840,0.086057818,0.060867395,0.036942092,0.117712125,245.375253639,811,0.762577835,102.790766905,205.911786707,309.748070880,0.166206909,0.126745705,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000006712,0.000009729,0.000057756,0.128434541,-0.134201016,-0.982595876,0.000000004,0.000000018,0.000000029,-0.095073829,-0.994975854,0.031369052,0.000000000,0.170569555,0.185051447,6.075314970,0.010273293,185.603656733,0,0.173692692,0.134509471,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,166,151,15,0.192352260,42,0,0,0,0,0,0,654,43,268140,562898,164823,32,0,0,2306106
1631,1624181257.957765818,1624181258.057720184,1636,1635,0,0.132240468,0.192483442,1,1,0,0,0,1,-81.699986177,-10.901593280,-26.319349526,0.021438186,0.008790452,0.999662760,-0.011725930,901,307,0.340732519,0.082386385,0.060800209,0.039566739,0.163976339,204.155457386,848,0.764664215,113.442703537,220.791238936,314.201312024,0.174948390,0.133776773,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005746,0.000007481,0.000046272,0.167800854,-0.123915038,-0.978002013,0.000000003,0.000000012,0.000000029,0.243172963,0.969167872,-0.039756075,0.000000000,0.169529239,0.170940821,5.951143718,0.009914655,187.594758362,0,0.173317979,0.133985857,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,196,175,21,0.217536071,46,0,0,0,0,0,0,659,46,268217,563094,164869,32,0,0,2306765
1632,1624181258.057763338,1624181258.157720804,1637,1636,0,0.244227583,0.319185614,1,1,0,0,0,1,-82.004858487,-10.927529535,-26.264690939,0.014138538,0.010802410,0.999774043,-0.011630688,929,301,0.324004306,0.117180944,0.082342080,0.052305470,0.150757773,244.432521084,883,0.762672490,117.628174526,227.564108811,328.247525192,0.174667688,0.133214241,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000005352,0.000007252,0.000045053,0.162079751,-0.137884585,-0.977096718,0.000000003,0.000000010,0.000000024,0.282869891,0.959041140,-0.014990519,0.000000000,0.168620192,0.176432665,6.066237770,0.009993459,192.134313660,0,0.173435175,0.133840424,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,238,207,31,0.256189451,77,0,0,0,0,0,0,614,77,268312,563332,164946,32,0,0,2307379
