frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
3016,1624181401.954261541,1624181402.054787874,3020,3019,0,0.732680904,0.818675500,1,0,1,1,1,-16.974687508,-10.071436403,-26.825865529,-0.032409775,-0.088299818,0.946820409,0.307707428,1906,576,0.302203568,0.307466877,0.270334912,0.143444787,0.290366709,81.018439846,1710,0.787108699,326.933532276,417.346570368,601.675771873,0.242900632,0.191189200,1,0,0,0,1.000000000,3,1,0.067693562,0.023011261,0.100000000,0.030000000,1.100707906,0.307466877,0.000000000,0.000002820,0.000004505,0.000011379,0.066579349,0.117474304,-0.990841551,0.000000004,0.000000004,0.000000012,0.499863141,-0.865250703,-0.038445562,0.150000000,0.252780526,0.621568974,1.931734743,2.456614624,67.923317747,3,0.210298201,0.152485637,0,0,0,0.000000000,0,0,0,0,0,0,0,1906,340157,760844,256662,15,0,4002283
3017,1624181402.054259062,1624181402.154509068,3021,3020,0,0.611562647,0.662230344,1,0,1,1,1,-16.891641573,-10.171024238,-26.855958082,-0.027801009,-0.103263722,0.956844929,0.270206382,1925,568,0.295064935,0.234124302,0.187552028,0.108046777,0.376045471,102.929738780,1769,0.766575568,344.932699971,400.864447750,610.275031389,0.254361608,0.194987394,1,0,0,0,1.000000000,2,1,0.059115988,0.026146969,0.100000000,0.030000000,1.152643494,0.234124302,0.000000000,0.000002704,0.000004297,0.000010903,0.045011026,0.147325367,-0.988063381,0.000000003,0.000000005,0.000000014,0.454157702,-0.881774682,-0.127334961,0.200000000,0.253848395,0.600452403,1.972920785,2.405538546,69.734426282,4,0.212694153,0.154986914,0,0,0,0.000000000,0,0,0,0,0,0,0,1925,340157,760844,256662,15,0,4002283
3018,1624181402.154256582,1624181402.254231453,3022,3021,0,0.516170816,0.577973683,1,0,0,0,1,-16.772410473,-10.269022812,-26.884583694,-0.022246827,-0.105641392,0.964584979,0.240667392,1894,546,0.288278775,0.120256751,0.095463601,0.054614346,0.359974135,105.220694345,1751,0.737115462,342.813905527,379.049365147,568.825902873,0.265605316,0.195781785,1,0,0,0,1.000000000,1,1,0.064906289,0.016204529,0.100000000,0.030000000,1.203594527,0.120256751,0.000000000,0.000002908,0.000004686,0.000010242,-0.025879193,-0.184431608,0.982504580,0.000000003,0.000000005,0.000000013,0.418762539,-0.904625917,-0.079308800,0.200000000,0.259693513,0.574941319,2.041941523,2.338407105,71.146798080,0,0.215897496,0.157685714,0,0,0,0.000000000,0,0,0,0,0,0,0,1894,340157,760844,256662,15,0,4002283
3019,1624181402.254254103,1624181402.354125500,3023,3022,0,0.532515554,0.590760178,1,0,1,1,1,-16.654101251,-10.325040738,-26.866888021,-0.013509628,-0.105833851,0.970828081,0.214731282,1912,476,0.248953975,0.208334359,0.131584594,0.092191467,0.344826211,95.114098458,1752,0.751949731,363.576074103,393.823414891,560.016439395,0.275976680,0.207520590,0,0,0,0,1.000000000,0,1,0.038349877,0.021003244,0.100000000,0.030000000,1.250592522,0.208334359,0.000000000,0.000003278,0.000004881,0.000011389,0.023246979,-0.287378291,0.957535010,0.000000004,0.000000009,0.000000015,0.588724799,-0.804322206,-0.080429473,0.250000000,0.264530026,0.546777675,2.087469787,2.264098964,72.883093593,1,0.219356450,0.160679348,46,37,9,0.024058577,145,667,0,0,8,0,1054,812,340171,760890,257474,15,0,4003337
3020,1624181402.354251862,1624181402.453993559,3024,3023,0,0.386721555,0.476683502,1,0,0,0,1,-16.534761532,-10.337894218,-26.927028063,-0.006703415,-0.102899655,0.975598843,0.193839166,1916,494,0.257828810,0.093616725,0.070838414,0.044277474,0.383009407,122.133238563,1761,0.724314207,339.960359815,365.153229978,570.403728899,0.266527435,0.193049608,0,0,0,0,1.000000000,0,1,0.054916378,0.009055569,0.100000000,0.030000000,1.207773126,0.093616725,0.000000000,0.000003063,0.000005141,0.000012627,0.017907272,-0.268726177,0.963050140,0.000000004,0.000000007,0.000000018,0.131587254,-0.991091191,0.020568083,0.250000000,0.270974467,0.528963424,2.129940385,2.179554925,75.587907336,0,0.222303934,0.163020688,210,195,15,0.109603340,61,0,0,0,0,0,1644,62,340239,761100,257535,15,0,4004981
3021,1624181402.454249382,1624181402.553942442,3025,3024,0,0.294639494,0.344063565,1,0,0,0,1,-16.398306404,-10.303965043,-26.957442925,-0.000010817,-0.100834675,0.979343466,0.175267637,1959,512,0.261357836,0.113788027,0.085975105,0.053074604,0.464004848,106.421902590,1812,0.720962442,372.058424170,379.052281470,555.273239262,0.284800212,0.205330256,0,0,0,0,1.000000000,0,1,0.029672532,0.014437143,0.100000000,0.030000000,1.290576490,0.113788027,0.000000000,0.000003166,0.000004606,0.000011637,0.074042443,-0.247721688,0.965997765,0.000000005,0.000000006,0.000000014,0.103223771,-0.994646885,-0.004735649,0.250000000,0.281178646,0.501369223,2.184176347,2.090379783,77.403013868,0,0.225914995,0.165887749,283,261,22,0.144461460,83,0,0,0,0,0,1592,84,340323,761383,257618,15,0,4006573
3022,1624181402.554246902,1624181402.654019117,3026,3025,0,0.231347432,0.251226891,1,0,0,0,1,-16.251814145,-10.230723452,-26.979118337,0.005045951,-0.102261637,0.981690416,0.160626966,1935,463,0.239276486,0.086326541,0.065064549,0.039992598,0.443786635,120.135137706,1802,0.715435880,360.982057006,381.193262827,547.040136038,0.280001341,0.200323006,0,0,0,0,1.000000000,0,1,0.033960210,0.008802460,0.100000000,0.030000000,1.268830336,0.086326541,0.000000000,0.000003197,0.000004564,0.000013049,0.099052346,-0.241004675,0.965456047,0.000000005,0.000000006,0.000000018,0.070514832,-0.997510595,-0.000521109,0.250000000,0.287939860,0.486522613,2.255531077,1.993456041,80.132361238,0,0.228927685,0.168126970,229,214,15,0.118346253,51,0,0,0,0,0,1654,52,340400,761612,257669,15,0,4008227
3023,1624181402.654244423,1624181402.754060745,3027,3026,0,0.158166269,0.184133033,1,0,0,0,1,-16.092805692,-10.126266964,-27.007463055,0.008029409,-0.103440599,0.983137988,0.150583092,1904,471,0.247373950,0.092909983,0.065483916,0.041861199,0.493278055,96.113705693,1782,0.713018505,371.190733055,394.385629012,505.022614724,0.292138385,0.208300075,0,0,0,0,1.000000000,0,1,0.031898631,0.006889498,0.100000000,0.030000000,1.323829534,0.092909983,0.000000000,0.000003275,0.000004450,0.000011213,0.091407336,-0.261459345,0.960876532,0.000000005,0.000000006,0.000000014,0.044155060,-0.998043438,0.044267670,0.250000000,0.301237891,0.466767712,2.355373319,1.887233610,81.285699926,0,0.233189871,0.171202856,248,233,15,0.130252101,58,0,0,0,0,0,1598,58,340486,761860,257727,15,0,4009825
3024,1624181402.754241943,1624181402.854096413,3028,3027,0,0.195858580,0.309276161,1,0,0,0,1,-15.935045380,-9.976854884,-27.001260366,0.011897140,-0.101040428,0.984282240,0.144352907,1932,436,0.225672878,0.099014554,0.077061572,0.046680218,0.430764486,101.331478434,1791,0.711663573,352.153005770,386.252102982,536.184349894,0.276287399,0.196623677,0,0,0,0,1.000000000,0,1,0.046510472,0.011631118,0.100000000,0.030000000,1.252000548,0.099014554,0.000000000,0.000003276,0.000004719,0.000011435,0.103366183,-0.319085782,0.942072023,0.000000004,0.000000007,0.000000016,0.057013765,-0.998271902,0.014235143,0.250000000,0.310653270,0.452978662,2.486196682,1.773126468,83.275460839,0,0.236390928,0.173483911,312,285,27,0.161490683,53,0,0,0,0,0,1567,53,340573,762172,257780,15,0,4011392
3025,1624181402.854239702,1624181402.954183102,3029,3028,0,0.316211803,0.420473954,1,0,1,1,1,-15.757968456,-9.793202743,-26.980788418,0.016342297,-0.096111620,0.985391008,0.139642569,1961,468,0.238653748,0.190662431,0.086023172,0.069434856,0.386275096,109.448422683,1820,0.723164556,371.013193772,411.364519015,533.781779348,0.281890756,0.203853403,0,0,0,0,1.000000000,0,1,0.050511376,0.019944757,0.100000000,0.030000000,1.277392245,0.190662431,0.000000000,0.000003056,0.000005038,0.000011623,0.117270248,-0.285741135,0.951104460,0.000000004,0.000000006,0.000000013,0.023478539,-0.999607128,0.015308413,0.300000000,0.314485879,0.418138798,2.595814601,1.655080017,85.503304875,1,0.239986453,0.176209255,61,54,7,0.031106578,97,452,0,0,6,0,1351,549,340587,762233,258329,15,0,4012743
3026,1624181402.954237223,1624181403.054123402,3030,3029,0,0.366968212,0.470364377,1,0,0,0,1,-15.586619147,-9.600220461,-26.972978282,0.020731294,-0.083334091,0.986697235,0.138036985,1981,416,0.209994952,0.090687474,0.066815368,0.042651537,0.499925372,100.395973872,1837,0.697786896,363.664303643,398.931318603,519.238905869,0.283706122,0.197966415,0,0,0,0,1.000000000,0,1,0.014826667,0.010958355,0.100000000,0.030000000,1.273023000,0.090687474,0.000000000,0.000003318,0.000004983,0.000012025,0.083802175,-0.259157721,0.962192533,0.000000005,0.000000007,0.000000014,0.000885518,-0.997276761,0.073744675,0.300000000,0.322456852,0.435259601,2.757493042,1.534899369,87.276212558,0,0.242777877,0.177862493,191,179,12,0.096415952,47,0,0,0,0,0,1743,47,340644,762424,258376,15,0,4014486
3027,1624181403.054234743,1624181403.154036045,3031,3030,0,0.576487031,0.655508126,1,0,0,0,1,-15.413007796,-9.379608192,-26.916198736,0.022560338,-0.061956238,0.988441098,0.136516124,1953,404,0.206861239,0.131543293,0.071630890,0.052625583,0.430079477,84.911175284,1812,0.687973931,341.751806028,383.102675522,521.754281644,0.274145198,0.188604749,0,0,0,0,1.000000000,0,1,0.058412307,0.013910010,0.100000000,0.030000000,1.212822814,0.131543293,0.000000000,0.000003267,0.000005161,0.000011277,0.109885277,-0.260572995,0.959180348,0.000000004,0.000000007,0.000000019,0.054615773,-0.998499314,-0.004029634,0.300000000,0.330877946,0.437051141,2.890075196,1.411571626,88.365342694,0,0.246096037,0.179802694,314,284,30,0.160778290,59,0,0,0,0,0,1580,59,340703,762738,258435,15,0,4016066
3028,1624181403.154232264,1624181403.254041672,3031,3031,0,0.627599369,0.668015590,1,0,0,0,1,-15.244010829,-9.149483207,-26.876913353,0.025575369,-0.037301112,0.989666607,0.136068125,2013,409,0.203179334,0.104983554,0.063729490,0.044131446,0.465392833,58.858003076,1880,0.680337662,357.692503433,422.386481719,498.955819674,0.279658147,0.190261970,0,0,0,0,1.000000000,0,1,0.018698745,0.012768895,0.100000000,0.030000000,1.222608384,0.104983554,0.000000000,0.000003239,0.000004850,0.000008353,-0.079079694,0.243143473,-0.966761425,0.000000004,0.000000006,0.000000012,0.106905852,-0.994205727,-0.011229879,0.300000000,0.341934661,0.447844366,3.083685981,1.283411272,88.251875209,0,0.249066986,0.181360946,291,270,21,0.144560358,58,0,0,0,0,0,1663,59,340747,763029,258493,15,0,4017729
3029,1624181403.354227304,1624181403.454154015,3033,3032,0,0.406072079,0.531414179,1,0,0,0,1,-14.913968825,-8.626162663,-26.824793839,0.026845555,0.005905124,0.990441909,0.135163869,2236,420,0.187835420,0.088932148,0.052025960,0.035087901,0.338650896,60.467063969,2107,0.683985454,342.887148064,520.282187165,577.988015908,0.237924851,0.162737137,0,0,0,0,1.000000000,0,1,0.069420264,0.007149558,0.100000000,0.030000000,1.038731767,0.088932148,0.000000000,0.000004164,0.000005235,0.000009317,0.089181312,-0.031002562,0.995532789,0.000000004,0.000000006,0.000000018,0.097005852,-0.995177621,-0.014538495,0.300000000,0.348001443,0.460990299,3.603907320,1.157070162,88.265823147,0,0.250394011,0.181884284,358,329,29,0.160107335,43,0,0,0,0,0,1835,43,340884,763387,258536,15,0,4019564
3030,1624181403.454225063,1624181403.554136038,3033,3033,0,0.278642920,0.372898938,1,0,0,0,1,-14.770767082,-8.364767561,-26.819556613,0.028954427,0.024039777,0.990202847,0.134469520,2297,484,0.210709621,0.104641138,0.067425296,0.045186062,0.387767471,58.582181767,2168,0.692504759,362.048364948,538.656163209,600.645789052,0.241148492,0.166996478,0,0,0,0,1.000000000,0,1,0.055679817,0.010000141,0.100000000,0.030000000,1.065918634,0.104641138,0.000000000,0.000003278,0.000003930,0.000006858,0.045970606,0.018720642,0.998767361,0.000000003,0.000000005,0.000000012,0.178048886,-0.983808957,0.020458009,0.300000000,0.353170866,0.464440357,3.762279547,0.905798920,88.661929703,0,0.251343688,0.182223179,397,371,26,0.172834131,50,0,0,0,0,0,1849,51,340962,763784,258586,15,0,4021413
3031,1624181403.654220104,1624181403.754137754,3035,3034,0,0.151034101,0.256185397,1,0,1,1,1,-14.452870137,-7.793004758,-26.703430215,0.029242176,0.043475305,0.989582185,0.134096581,2290,583,0.254585153,0.155280739,0.103062299,0.077782254,0.271092483,84.415921593,2160,0.732529685,336.321960171,554.578162697,691.363997178,0.212557408,0.155704611,1,1,1,1,4.000000000,5,1,0.076803230,0.011654854,0.100000000,0.030337104,0.934685680,0.157685782,0.155280739,0.000008202,0.000009297,0.000016704,0.066846111,0.116153800,0.990979259,0.000000011,0.000000018,0.000000050,0.088300985,-0.996074280,0.006242218,0.350000000,0.355291035,0.456856157,4.352645169,0.779113635,89.874593744,1,0.252093583,0.182716536,0,0,0,0.000000000,0,0,0,0,0,0,0,2290,340962,763784,258586,15,0,4021413
3032,1624181403.754217625,1624181403.854220629,3036,3035,0,0.088978948,0.135315690,1,0,0,0,1,-14.324056679,-7.579511116,-26.669229470,0.031621266,0.052737057,0.989140177,0.133493849,2344,633,0.270051195,0.125089619,0.083061367,0.060742263,0.280913916,80.843920316,2213,0.736315423,354.837985378,553.086641086,721.541404392,0.217763352,0.160342515,1,0,0,0,1.000000000,4,1,0.071267427,0.011344062,0.100000000,0.030337104,0.969257489,0.125089619,0.000000000,0.000003240,0.000003891,0.000010265,0.137407519,0.152148145,0.978759478,0.000000002,0.000000005,0.000000011,0.070294086,-0.995983419,0.055459633,0.350000000,0.360862216,0.450577134,4.568468774,0.655166923,90.468558549,0,0.253574666,0.183794022,0,0,0,0.000000000,0,0,0,0,0,0,0,2344,340962,763784,258586,15,0,4021413
3033,1624181403.854215145,1624181403.954229355,3037,3036,0,0.098320615,0.165398377,1,0,0,0,1,-14.190878383,-7.417266135,-26.590491070,0.033980685,0.059714376,0.988738661,0.132948738,2366,585,0.247252747,0.091165499,0.064143499,0.040231243,0.261399226,74.811607342,2247,0.711518100,325.031261981,551.854599005,721.895309981,0.203299406,0.144651207,1,0,0,0,1.000000000,3,1,0.080269743,0.005814262,0.100000000,0.030337104,0.904878941,0.091165499,0.000000000,0.000002686,0.000003274,0.000008647,0.138496302,0.149183177,0.979062385,0.000000003,0.000000006,0.000000013,0.110564623,-0.992690766,0.048378788,0.350000000,0.363855625,0.464669506,4.739252968,0.540556949,90.942109127,0,0.254186646,0.183864498,0,0,0,0.000000000,0,0,0,0,0,0,0,2366,340962,763784,258586,15,0,4021413
3034,1624181403.954212904,1624181404.054177999,3038,3037,0,0.060691958,0.092663091,1,0,0,0,1,-14.058852844,-7.278012873,-26.492967036,0.035403886,0.063710600,0.988517312,0.132367099,2276,585,0.257029877,0.079479877,0.056905651,0.036497615,0.304864025,73.774139498,2147,0.706770484,331.410153782,543.925923853,642.100152537,0.218401371,0.154359643,1,0,0,0,1.000000000,2,1,0.065093698,0.005016519,0.100000000,0.030337104,0.972097291,0.079479877,0.000000000,0.000002603,0.000003122,0.000007855,0.100082438,0.225645655,0.969054975,0.000000004,0.000000006,0.000000012,0.203536139,-0.978906170,-0.017769378,0.300000000,0.370986538,0.488446438,4.759059535,0.448138714,90.762665424,0,0.254989491,0.184051034,0,0,0,0.000000000,0,0,0,0,0,0,0,2276,340962,763784,258586,15,0,4021413
3035,1624181404.054210424,1624181404.154021263,3039,3038,0,0.082902290,0.120228819,1,0,0,0,1,-13.931717209,-7.146279198,-26.408681706,0.038147351,0.063961987,0.988298746,0.133113607,2416,565,0.233857616,0.072544390,0.053585860,0.033034760,0.221653246,93.754410041,2276,0.700280252,349.122890577,571.477693592,673.237269947,0.219045425,0.153393186,1,0,0,0,1.000000000,1,1,0.035956631,0.004419701,0.100000000,0.030337104,0.974963954,0.072544390,0.000000000,0.000002549,0.000003138,0.000009024,0.108464016,0.243094952,0.963919292,0.000000003,0.000000007,0.000000015,-0.036487918,0.998469729,0.041555169,0.250000000,0.371703500,0.458647245,4.840048049,0.363311975,90.534062693,0,0.255406977,0.183598845,0,0,0,0.000000000,0,0,0,0,0,0,0,2416,340962,763784,258586,15,0,4021413
3036,1624181404.154207945,1624181404.253953934,3040,3039,0,0.101831457,0.155067044,1,0,0,0,1,-13.811832293,-7.017280313,-26.332364470,0.040252965,0.063369294,0.988229348,0.133292113,2450,570,0.232653061,0.084025184,0.055725043,0.037846311,0.265952278,80.905787584,2299,0.702701172,345.230919472,584.275174864,686.003899174,0.213697793,0.150165689,0,0,0,0,1.000000000,0,1,0.015398145,0.007702775,0.100000000,0.030337104,0.951161817,0.084025184,0.000000000,0.000002574,0.000003370,0.000009069,0.138828467,0.229316349,0.963400576,0.000000003,0.000000006,0.000000013,0.317503103,-0.945289487,0.074963762,0.200000000,0.370482779,0.370751149,4.898862621,0.285025844,90.528430080,0,0.253946835,0.181547670,343,311,32,0.140000000,66,0,0,0,0,0,2040,67,341072,764127,258652,15,0,4023453
3037,1624181404.254205465,1624181404.353989363,3041,3040,0,0.053331491,0.122039643,1,0,0,0,1,-13.691612970,-6.888060183,-26.237043291,0.041211201,0.064808968,0.988119096,0.133124327,2412,591,0.245024876,0.077443954,0.052776793,0.032747940,0.316794966,72.956616918,2279,0.702160251,361.918456382,580.096271224,658.208484484,0.226167483,0.158805817,0,0,0,0,1.000000000,0,1,0.022722365,0.006405337,0.100000000,0.030506459,1.019592674,0.077443954,0.000000000,0.000002532,0.000003248,0.000007886,0.127176558,0.223737638,0.966316507,0.000000003,0.000000005,0.000000010,0.022527690,0.999746176,0.000293925,0.150000000,0.367520253,0.323466187,4.942484595,0.223113633,89.029773987,0,0.252537129,0.179738591,261,225,36,0.108208955,55,0,0,0,0,0,2095,56,341156,764388,258707,15,0,4025548
3038,1624181404.354202986,1624181404.454075098,3042,3041,0,0.076001430,0.149946750,1,0,0,0,1,-13.585650671,-6.774327560,-26.155198795,0.040341239,0.062775823,0.988198010,0.133777699,2449,627,0.256022866,0.069526885,0.050171567,0.029334313,0.288338478,73.383668545,2313,0.706605541,356.340840981,577.803975491,700.233798918,0.218028331,0.154060026,0,0,0,0,1.000000000,0,1,0.011005634,0.006230467,0.100000000,0.030506459,0.982900306,0.069526885,0.000000000,0.000002444,0.000003030,0.000007586,0.124855036,0.247023818,0.960932075,0.000000003,0.000000006,0.000000010,0.323344780,-0.946281128,0.000424278,0.150000000,0.363938470,0.340375441,4.986067710,0.169310328,87.437922697,0,0.250158279,0.177652503,230,210,20,0.093915884,49,0,0,0,0,0,2170,49,341250,764618,258756,15,0,4027718
3039,1624181404.454200745,1624181404.554095745,3043,3042,0,0.101564416,0.164166178,1,0,0,0,1,-13.484112571,-6.662831292,-26.074501878,0.039536370,0.061946916,0.988262628,0.133926972,2507,601,0.239728759,0.069944808,0.049344982,0.033715587,0.319635374,69.666572390,2359,0.700864492,366.651574099,583.553687045,703.134076410,0.221764260,0.155426695,0,0,0,0,1.000000000,0,1,0.013963556,0.007967588,0.100000000,0.030506459,0.999471341,0.069944808,0.000000000,0.000002505,0.000003020,0.000006795,0.094043163,0.239316037,0.966376592,0.000000003,0.000000005,0.000000010,0.209726643,-0.977421234,0.025738418,0.100000000,0.362678929,0.292226160,5.022850440,0.125643497,86.165546393,0,0.247447658,0.175047808,246,223,23,0.098125249,38,0,0,0,0,0,2223,38,341335,764864,258794,15,0,4029941
3040,1624181404.554198265,1624181404.654144287,3043,3043,0,0.076601507,0.137128016,1,0,0,0,1,-13.391056634,-6.534173378,-26.019902533,0.038122154,0.062340178,0.988364113,0.133404588,2425,571,0.235463918,0.071356927,0.055649687,0.032264229,0.295360464,74.187438672,2281,0.700504196,338.615763634,588.220780372,671.013526193,0.211919610,0.148450576,0,0,0,0,1.000000000,0,1,0.032953574,0.001104551,0.100000000,0.031814080,0.954611407,0.071356927,0.000000000,0.000002567,0.000003109,0.000006881,0.114785583,0.201845693,0.972667768,0.000000003,0.000000005,0.000000012,0.203835750,-0.977140491,0.060394098,0.100000000,0.358296481,0.302201692,5.046897280,0.088031753,83.768256399,0,0.244717267,0.172817857,202,190,12,0.083298969,44,0,0,0,0,0,2179,44,341389,765066,258838,15,0,4032120
3041,1624181404.754193306,1624181404.854228735,3045,3044,0,0.078071577,0.149185416,1,0,0,0,1,-13.236008370,-6.306536033,-25.916717214,0.033885911,0.062351599,0.988627792,0.132586243,2437,555,0.227739023,0.082437269,0.060053778,0.036185566,0.302475838,77.616383589,2306,0.702520952,365.767943530,589.937427977,664.307944457,0.225780825,0.158615760,0,0,0,0,1.000000000,0,1,0.042260499,0.007791093,0.107464842,0.032384828,1.018475471,0.082437269,0.000000000,0.000003448,0.000004180,0.000010206,0.073679000,0.206611988,0.975644859,0.000000004,0.000000005,0.000000013,0.062585287,-0.997592560,0.029869149,0.100000000,0.350220031,0.307580053,5.175806823,0.059725993,82.327980449,0,0.241766298,0.170482132,276,250,26,0.113254001,50,0,0,0,0,0,2111,50,341470,765342,258888,15,0,4034231
3042,1624181404.854190826,1624181404.954278231,3046,3045,0,0.102618522,0.168829377,1,0,0,0,1,-13.154727345,-6.167968683,-25.837080173,0.031475483,0.062970190,0.988688035,0.132438736,2460,582,0.236585366,0.077249908,0.056109255,0.037369976,0.316604651,78.436276919,2334,0.695361489,357.820031906,588.212698369,676.940984935,0.220471859,0.153307640,0,0,0,0,1.000000000,0,1,0.054567224,0.006839611,0.133979584,0.034058743,0.976002033,0.077249908,0.000000000,0.000002779,0.000003519,0.000008972,0.102450082,0.230145435,0.967748448,0.000000004,0.000000006,0.000000012,0.181089822,-0.982065888,0.052469689,0.100000000,0.343860932,0.311503504,5.162760504,0.039480727,80.243037409,0,0.238789824,0.168131364,251,233,18,0.102032520,61,0,0,0,0,0,2148,61,341548,765593,258949,15,0,4036379
3043,1624181404.954188585,1624181405.054229021,3047,3046,0,0.095240928,0.125935982,1,0,0,0,1,-13.082952492,-6.051060851,-25.754846409,0.028450244,0.061419636,0.988956410,0.131846242,2397,591,0.246558198,0.067143130,0.050160673,0.030518187,0.272186149,71.315760995,2258,0.705149824,331.635685767,575.369309280,685.223307124,0.208284004,0.146871429,0,0,0,0,1.000000000,0,1,0.027038394,0.002979556,0.140797697,0.032134848,0.930784454,0.067143130,0.000000000,0.000002665,0.000003191,0.000007685,0.094615186,0.208890686,0.973351246,0.000000003,0.000000006,0.000000014,0.233017120,-0.972312677,0.017637476,0.100000000,0.332806336,0.323114313,5.105330167,0.028018582,79.003140174,0,0.234597105,0.165059931,201,179,22,0.083854819,39,0,0,0,0,0,2156,40,341631,765794,258988,15,0,4038535
3044,1624181405.054186106,1624181405.154194832,3048,3047,0,0.105367894,0.170676336,1,0,0,0,1,-13.016365851,-5.949329026,-25.672322688,0.023720196,0.060421481,0.989172083,0.131625176,2454,605,0.246536267,0.070499031,0.054719808,0.031260790,0.245249610,75.325197715,2324,0.702437408,355.351873394,582.320871140,694.791791179,0.217678158,0.152905281,0,0,0,0,1.000000000,0,1,0.015414956,0.001046795,0.140797697,0.032134848,0.972765272,0.070499031,0.000000000,0.000002528,0.000003078,0.000007725,0.089887138,0.217847187,0.971834814,0.000000004,0.000000006,0.000000016,0.069276481,-0.997501268,-0.013856029,0.100000000,0.323530593,0.333271953,4.996340377,0.019145732,77.702826138,0,0.231666643,0.162874011,198,184,14,0.080684597,47,0,0,0,0,0,2209,47,341691,765992,259035,15,0,4040744
3045,1624181405.154183626,1624181405.254122019,3049,3048,0,0.124952185,0.179139155,1,0,0,0,1,-12.952483216,-5.867051982,-25.598335770,0.019228304,0.057038653,0.989496399,0.131429606,2431,616,0.253393665,0.066954644,0.053231653,0.030331081,0.252293278,75.214063574,2303,0.707817858,349.421981556,600.685532600,679.997013037,0.214355568,0.151724699,0,0,0,0,1.000000000,0,1,0.005763743,0.002490237,0.138238400,0.034058743,0.957917202,0.066954644,0.000000000,0.000002371,0.000003080,0.000007594,0.095413299,0.216950785,0.971508445,0.000000003,0.000000006,0.000000012,0.200904629,-0.979565789,-0.009391242,0.050000000,0.316831502,0.264248339,4.865914774,0.017054597,75.991108183,0,0.228289883,0.160267576,193,178,15,0.079391197,35,0,0,0,0,0,2203,35,341752,766185,259070,15,0,4042947
3046,1624181405.254181147,1624181405.354105234,3050,3049,0,0.069252756,0.131764650,1,0,0,0,1,-12.900076956,-5.787100694,-25.524925685,0.017942447,0.055931533,0.989599019,0.131314564,2426,584,0.240725474,0.074451504,0.056154679,0.035474913,0.242535504,81.361403607,2297,0.697012274,342.238209167,568.121995300,690.676989042,0.213760311,0.148993561,0,0,0,0,1.000000000,0,1,0.010837210,0.004077336,0.138238400,0.035040072,0.948537321,0.074451504,0.000000000,0.000002560,0.000002958,0.000008069,0.103782544,0.223969894,0.969054524,0.000000003,0.000000006,0.000000014,0.285662243,-0.958329777,-0.001058717,0.050000000,0.303962008,0.269042882,4.700028724,0.015486691,75.039379670,0,0.224792593,0.157818934,226,208,18,0.093157461,45,0,0,0,0,0,2154,46,341817,766411,259115,15,0,4045101
3047,1624181405.354178667,1624181405.454144716,3051,3050,0,0.078203734,0.122431903,1,0,0,0,1,-12.846987739,-5.727277139,-25.455884106,0.014378114,0.052069058,0.989877975,0.131239006,2477,619,0.249899071,0.072129812,0.050934737,0.030864428,0.273835277,72.374797307,2347,0.703889866,363.980140480,594.715062588,693.334312328,0.220323025,0.155083145,0,0,0,0,1.000000000,0,1,0.017852779,0.007072087,0.138238400,0.032705595,0.984584716,0.072129812,0.000000000,0.000002602,0.000002994,0.000007142,0.081085587,0.199628770,0.976510871,0.000000003,0.000000006,0.000000012,0.055344681,-0.997914879,0.033209331,0.050000000,0.296149798,0.255315104,4.517486102,0.015787055,74.412560771,0,0.222101484,0.156142853,213,195,18,0.085991118,56,0,0,0,0,0,2208,56,341883,766624,259171,15,0,4047309
