frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_cooldown_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2649,1624181367.755093813,1624181367.854955673,2653,2652,0,0.321114077,0.346427956,1,0,0,0,1,-26.019588940,-20.853185773,-30.301201505,0.070963007,-0.010344439,0.924707320,-0.373863099,1755,321,0.182905983,0.069455749,0.052028486,0.035012319,0.348893770,81.258248961,1683,0.681552959,266.528506053,387.993948735,492.531175959,0.232359237,0.158365125,0,0,0,0,1.000000000,0,1,0.023939850,0.001425906,0.023939850,0.001425906,0.100000000,0.030000000,1.079865401,0.069455749,0.000000000,0.000004341,0.000005067,0.000009395,0.053085154,0.124906456,0.990747366,0.000000003,0.000000008,0.000000012,0.914630364,0.399302785,-0.063313374,0.000000000,0.270502160,0.108471267,5.040827070,0.560063662,95.250812751,0,0.215387984,0.148215910,115,104,11,0.065527066,19,0,0,0,0,0,1621,19,342297,746564,308176,4,0,3684960
2650,1624181367.855091333,1624181367.954963207,2654,2653,0,0.319432434,0.339593614,1,0,0,0,1,-26.173503774,-21.078285983,-30.284356669,0.069631434,-0.009907798,0.930616849,-0.359173466,1771,325,0.183512140,0.071302965,0.052220278,0.031961251,0.337268590,75.063817349,1684,0.672702744,263.320096995,379.490602476,490.020720854,0.232444203,0.156365853,0,0,0,0,1.000000000,0,1,0.005775838,0.002663903,0.005775838,0.002663903,0.100000000,0.030000000,1.064560257,0.071302965,0.000000000,0.000004106,0.000005006,0.000008884,0.085136744,0.106784295,0.990630531,0.000000004,0.000000008,0.000000013,0.351517332,0.931828341,0.090174873,0.000000000,0.273263451,0.107442840,5.061307391,0.564936653,94.481062005,0,0.216482135,0.148749853,142,131,11,0.080180689,23,0,0,0,0,0,1605,24,342346,746706,308199,4,0,3686565
2651,1624181367.955088854,1624181368.055022240,2655,2654,0,0.325665798,0.352824615,1,0,0,0,1,-26.342287979,-21.312702696,-30.266225179,0.069624336,-0.010725924,0.936380166,-0.343845301,1781,332,0.186412128,0.071978671,0.051964270,0.033323995,0.324379601,83.401842859,1695,0.678741030,272.195997705,386.293344482,491.976703670,0.236596290,0.160587609,0,0,0,0,1.000000000,0,1,0.011554467,0.002372260,0.011554467,0.002372260,0.100000000,0.030000000,1.093302553,0.071978671,0.000000000,0.000004193,0.000004751,0.000009213,0.044507468,0.091619737,0.994798929,0.000000003,0.000000008,0.000000010,0.384376375,0.920533206,-0.069809879,0.000000000,0.277370305,0.107135665,5.078008168,0.571315709,93.828997390,0,0.217805935,0.149452803,128,117,11,0.071869736,27,0,0,0,0,0,1625,28,342379,746834,308226,4,0,3688190
2652,1624181368.055086374,1624181368.155021191,2656,2655,0,0.336401210,0.353914864,1,0,0,0,1,-26.520276253,-21.556026333,-30.232658158,0.069108668,-0.009906448,0.942017228,-0.328221567,1773,326,0.183869148,0.068573223,0.054383775,0.031813883,0.331774293,78.083024718,1672,0.676536206,273.056079225,366.180630932,491.931826162,0.241392923,0.163311052,0,0,0,0,1.000000000,0,1,0.025045125,0.001321576,0.025045125,0.001321576,0.100000000,0.030000000,1.110817385,0.068573223,0.000000000,0.000004045,0.000005024,0.000008907,0.016169419,0.079483184,0.996705058,0.000000003,0.000000007,0.000000009,0.566136006,0.823289098,0.041049766,0.000000000,0.280470123,0.106748577,5.125636428,0.578452881,92.744300238,0,0.219072690,0.150123197,103,92,11,0.058093627,26,0,0,0,0,0,1643,27,342404,746937,308252,4,0,3689833
2653,1624181368.155084133,1624181368.255062580,2657,2656,0,0.349922715,0.380760072,1,0,0,0,1,-26.704077787,-21.777251443,-30.224749119,0.068217862,-0.011003925,0.947545976,-0.312060668,1717,301,0.175305766,0.064868790,0.050408878,0.034281007,0.274137018,92.783143589,1633,0.681661263,249.769785471,351.766658175,511.616398949,0.224380495,0.152951491,0,0,0,0,1.000000000,0,1,0.015425744,0.001589847,0.015425744,0.001589847,0.100000000,0.030000000,1.036996916,0.064868790,0.000000000,0.000004312,0.000005409,0.000009798,0.021068238,0.113142514,0.993355375,0.000000003,0.000000010,0.000000013,0.592617450,0.804875075,-0.031315681,0.000000000,0.284445660,0.107340712,5.158213380,0.584910910,91.963289914,0,0.220342821,0.150867326,125,114,11,0.072801398,17,0,0,0,0,0,1575,17,342438,747062,308269,4,0,3691408
2654,1624181368.255081654,1624181368.355097294,2658,2657,0,0.388032695,0.409092230,1,0,0,0,1,-26.906974445,-21.995542826,-30.222957557,0.067088285,-0.012072733,0.953140084,-0.294749711,1712,315,0.183995327,0.072516895,0.055198574,0.033763828,0.312731902,87.595213028,1644,0.686319584,263.608972675,361.708815108,502.991607864,0.233631816,0.160346090,0,0,0,0,1.000000000,0,1,0.017480386,0.003245095,0.017480386,0.003245095,0.100000000,0.030000000,1.083309042,0.072516895,0.000000000,0.000004319,0.000005067,0.000009755,0.058903099,0.095648435,0.993670872,0.000000003,0.000000008,0.000000015,-0.137367712,-0.990499191,0.006439328,0.000000000,0.288592251,0.107688970,5.195706261,0.595188619,90.356199833,0,0.221444442,0.151487578,151,140,11,0.088200935,21,0,0,0,0,0,1538,23,342474,747213,308290,4,0,3692946
2655,1624181368.355079174,1624181368.455132008,2659,2658,0,0.394327246,0.410054216,1,0,0,0,1,-27.119458947,-22.214861188,-30.205281190,0.065083862,-0.010459543,0.958404350,-0.277697301,1733,318,0.183496826,0.070148377,0.047916328,0.033236271,0.331366824,81.181724983,1647,0.672376712,241.121205325,388.286508045,477.996732078,0.217735450,0.146400246,0,0,0,0,1.000000000,0,1,0.009864511,0.003799876,0.009864511,0.003799876,0.100000000,0.030000000,0.987375325,0.070148377,0.000000000,0.000004314,0.000004785,0.000009890,0.088154391,0.082597247,0.992676432,0.000000004,0.000000009,0.000000014,0.420175739,0.907044837,-0.026870267,0.000000000,0.293901845,0.107535462,5.232747316,0.604965414,89.241699907,0,0.222040917,0.151772097,144,126,18,0.083092902,29,0,0,0,0,0,1560,29,342520,747357,308319,4,0,3694506
2656,1624181368.455076694,1624181368.555085182,2660,2659,0,0.396779492,0.422684363,1,0,0,0,1,-27.331274782,-22.418106503,-30.189132335,0.063245566,-0.010749253,0.963632683,-0.259415696,1712,314,0.183411215,0.075479505,0.051824809,0.035874534,0.335727446,77.335691213,1615,0.676273886,250.966099519,385.335001479,455.881225339,0.229784069,0.155396966,0,0,0,0,1.000000000,0,1,0.009077609,0.004503037,0.009077609,0.004503037,0.100000000,0.030000000,1.048052401,0.075479505,0.000000000,0.000004172,0.000004784,0.000009814,0.100511599,0.069934220,0.992474999,0.000000004,0.000000009,0.000000012,0.415587637,0.909552376,0.001179736,0.000000000,0.298019426,0.106935641,5.266179642,0.614349600,88.324996640,0,0.223164297,0.152410022,121,107,14,0.070677570,20,0,0,0,0,0,1571,20,342560,747478,308339,4,0,3696077
2657,1624181368.555074215,1624181368.655122042,2661,2660,0,0.402921336,0.427146871,1,0,0,0,1,-27.543421432,-22.625124140,-30.201187383,0.061364442,-0.013224105,0.968754982,-0.239944397,1705,302,0.177126100,0.080230363,0.060485408,0.036000697,0.301008353,81.941832356,1622,0.675896945,252.105432769,391.236346078,452.963066180,0.229959243,0.155428750,0,0,0,0,1.000000000,0,1,0.027509430,0.000971803,0.027509430,0.000971803,0.100000000,0.030000000,1.046279660,0.080230363,0.000000000,0.000004238,0.000004936,0.000010151,0.112247840,0.071691990,0.991090652,0.000000004,0.000000009,0.000000020,0.027908992,-0.999531651,0.012552594,0.000000000,0.300491505,0.109196624,5.306795383,0.626119773,86.776541433,0,0.224327663,0.153090766,145,133,12,0.085043988,27,0,0,0,0,0,1533,27,342600,747623,308366,4,0,3697610
2658,1624181368.655071974,1624181368.754959345,2662,2661,0,0.410466237,0.427516269,1,0,0,0,1,-27.764325236,-22.820485944,-30.176400122,0.059563854,-0.011127472,0.973391524,-0.220991556,1666,301,0.180672269,0.071233199,0.056093703,0.031342071,0.323140543,73.462505755,1582,0.678297261,252.612606004,395.867719888,424.585941722,0.235411935,0.159679271,0,0,0,0,1.000000000,0,1,0.018864325,0.001964251,0.018864325,0.001964251,0.100000000,0.030000000,1.070051688,0.071233199,0.000000000,0.000004062,0.000005231,0.000009745,-0.045180599,-0.030276571,-0.998519926,0.000000004,0.000000009,0.000000012,-0.035876356,-0.999301180,0.010489937,0.000000000,0.301863088,0.102349245,5.336771009,0.636379110,86.072201181,0,0.225195602,0.153651973,101,96,5,0.060624250,21,0,0,0,0,0,1543,22,342627,747724,308387,4,0,3699153
2659,1624181368.755069494,1624181368.854805231,2663,2662,0,0.423424719,0.459565422,1,0,0,0,1,-27.993194262,-23.006080983,-30.161065346,0.056223888,-0.011102308,0.977869065,-0.201215569,1632,314,0.192401961,0.065324506,0.054097158,0.029992469,0.356548856,74.079196866,1561,0.682465378,251.821032282,393.129295173,420.378128365,0.236378772,0.161320328,0,0,0,0,1.000000000,0,1,0.005685518,0.001096707,0.005685518,0.001096707,0.100000000,0.030000000,1.076694150,0.065324506,0.000000000,0.000004109,0.000005059,0.000009337,0.028419984,0.058864626,0.997861343,0.000000004,0.000000009,0.000000014,-0.053403894,-0.998561575,0.004775560,0.000000000,0.308908992,0.099192021,5.367505574,0.647855878,83.651229997,0,0.227274382,0.154971640,115,99,16,0.070465686,13,0,0,0,0,0,1503,14,342661,747839,308400,4,0,3700656
2660,1624181368.855067015,1624181368.954922676,2664,2663,0,0.513760348,0.618992798,1,0,0,0,1,-28.225587275,-23.193643731,-30.154874323,0.048658060,-0.018004318,0.982261811,-0.180194265,1641,324,0.197440585,0.079863803,0.059319740,0.031007359,0.263806794,87.362402612,1569,0.685356605,237.332060010,403.434596629,434.557856974,0.220707384,0.151263263,0,0,0,0,1.000000000,0,1,0.008326135,0.004748352,0.008326135,0.004748352,0.100000000,0.030000000,1.007605715,0.079863803,0.000000000,0.000003891,0.000004790,0.000010087,0.010164260,0.077946351,0.996905740,0.000000004,0.000000009,0.000000016,0.670219748,0.739444206,0.063464602,0.000000000,0.309210874,0.097165432,5.393069780,0.660577206,83.333304759,0,0.227847899,0.155244767,158,154,4,0.096282754,30,0,0,0,0,0,1450,33,342694,747997,308430,4,0,3702106
2661,1624181368.955064535,1624181369.054937840,2665,2664,0,0.676193505,0.753759883,1,0,1,1,1,-28.453456973,-23.342217822,-30.137904102,0.033460794,-0.031545937,0.986213650,-0.158958690,1559,333,0.213598461,0.154395257,0.102671217,0.072149965,0.273359575,78.948578865,1458,0.722721684,268.695144955,389.198813441,395.834256403,0.254994733,0.184290223,1,1,1,1,4.000000000,5,1,0.105584786,0.009975049,0.033732717,0.010611910,0.100000000,0.030000000,1.136740022,0.146180554,0.154395257,0.000006379,0.000007774,0.000014536,0.022576983,0.079933404,0.996544495,0.000000014,0.000000029,0.000000049,0.396196878,0.917100652,0.044208910,0.050000000,0.310402334,0.252243472,5.381362271,0.672674698,82.211155572,1,0.229853885,0.157026662,52,43,9,0.033354715,78,429,0,0,23,0,999,508,342723,748049,308937,4,0,3703105
2662,1624181369.055062056,1624181369.154961586,2666,2665,0,0.587111879,0.681658184,1,0,0,0,1,-28.647655662,-23.426464271,-30.077434427,0.023287100,-0.040149535,0.989347539,-0.137975261,1514,332,0.219286658,0.133707868,0.088061110,0.063261456,0.351779203,61.208373048,1407,0.719794106,251.158478613,354.384870671,407.206958011,0.247996448,0.178506381,1,0,0,0,1.000000000,4,1,0.096322718,0.012869443,0.096322718,0.012869443,0.100000000,0.030000000,1.125371407,0.133707868,0.000000000,0.000004990,0.000006704,0.000009947,-0.045331467,0.086862949,-0.995188367,0.000000005,0.000000006,0.000000014,0.345418529,0.938433086,0.005420686,0.050000000,0.313476702,0.284778192,5.318835592,0.684685381,80.699899700,0,0.231209957,0.158262070,397,345,52,0.262219287,62,0,0,0,0,0,1051,66,342916,748446,308999,4,0,3704156
2663,1624181369.155059814,1624181369.255035162,2667,2666,0,0.476052710,0.524273060,1,0,0,0,1,-28.893178954,-23.590804683,-30.041586570,0.015678396,-0.048272312,0.991841385,-0.116938615,1341,288,0.214765101,0.079636813,0.061370708,0.038908989,0.216318048,97.700952887,1275,0.691177739,198.029454055,296.389170781,386.832991781,0.224713862,0.155317219,1,0,0,0,1.000000000,3,1,0.051024396,0.000955341,0.051024396,0.000955341,0.100000000,0.030000000,1.019718456,0.079636813,0.000000000,0.000004436,0.000007065,0.000011144,-0.024967958,-0.160155291,0.986776005,0.000000004,0.000000011,0.000000015,-0.163971989,0.986351123,0.014988274,0.050000000,0.309574892,0.281186618,5.358376331,0.696295049,81.830381949,0,0.231680858,0.158623474,128,120,8,0.095451156,31,0,0,0,0,0,1178,35,342943,748574,309030,4,0,3705334
2664,1624181369.255057335,1624181369.354969263,2668,2667,0,0.436100312,0.465034834,1,0,0,0,1,-29.158812418,-23.745430577,-30.010804735,0.007430218,-0.057025266,0.993747960,-0.095696931,1228,277,0.225570033,0.087573647,0.065141821,0.042730964,0.199097678,97.334464494,1160,0.706708161,183.556328616,245.703333089,390.521805270,0.223908854,0.158238214,1,0,0,0,1.000000000,2,1,0.052548788,0.012192881,0.052548788,0.012192881,0.100000000,0.030000000,1.016065448,0.087573647,0.000000000,0.000004608,0.000007796,0.000013019,-0.037590519,-0.220104363,0.974751775,0.000000005,0.000000013,0.000000023,0.093855240,-0.994641745,-0.043347348,0.050000000,0.305989953,0.276106372,5.403858461,0.707809614,82.125352106,0,0.231983816,0.159045426,154,143,11,0.125407166,21,0,0,0,0,0,1052,22,342987,748728,309051,4,0,3706386
2665,1624181369.355054855,1624181369.455029488,2669,2668,0,0.422054060,0.458758579,1,0,0,0,1,-29.421767527,-23.875711638,-29.988108510,0.002914608,-0.063757287,0.995138634,-0.075004088,1187,311,0.262005055,0.067640832,0.052393157,0.032502793,0.183181364,113.766770222,1133,0.703664032,162.237456365,244.969071615,390.044819743,0.203495995,0.143192812,1,0,0,0,1.000000000,1,1,0.031911193,0.007477373,0.031911193,0.007477373,0.100000000,0.030000000,0.923434898,0.067640832,0.000000000,0.000004880,0.000007515,0.000015339,0.090863956,0.225068312,-0.970096900,0.000000005,0.000000010,0.000000028,0.152202154,-0.988194645,-0.017488522,0.050000000,0.299838384,0.272585791,5.427742876,0.717835417,83.835410887,0,0.231157131,0.158712096,132,122,10,0.111204718,20,0,0,0,0,0,1035,20,343021,748860,309071,4,0,3707421
2666,1624181369.455052376,1624181369.555021763,2670,2669,0,0.412223265,0.429879571,1,0,0,0,1,-29.669053620,-23.985811418,-29.984134318,-0.000272423,-0.066438041,0.996322711,-0.054101467,1211,291,0.240297275,0.069904292,0.048959908,0.030460303,0.214569485,133.762420499,1146,0.709548118,185.826573159,231.046666300,396.268903536,0.228529015,0.162152333,0,0,0,0,1.000000000,0,1,0.030392524,0.005620136,0.030392524,0.005620136,0.100000000,0.030000000,1.037031061,0.069904292,0.000000000,0.000005080,0.000008075,0.000018899,-0.046180652,-0.261658044,0.964055193,0.000000006,0.000000011,0.000000022,0.274786997,0.959747527,-0.058110154,0.050000000,0.295377743,0.275391018,5.460435095,0.728757551,86.487061241,0,0.230747925,0.158776525,111,101,10,0.091659785,21,0,0,0,0,0,1079,21,343063,748971,309092,4,0,3708500
2667,1624181369.555049896,1624181369.654982567,2671,2670,0,0.435288180,0.496124897,1,0,0,0,1,-29.924012959,-24.090622823,-29.956408208,-0.002544776,-0.069049983,0.997081564,-0.032465042,1190,289,0.242857143,0.066492703,0.052123307,0.031218373,0.167972150,145.045303138,1116,0.703084405,164.057043845,229.485609153,391.099543265,0.209085166,0.147004520,0,0,0,0,1.000000000,0,1,0.026257571,0.003498817,0.026257571,0.003498817,0.100000000,0.030000000,0.946981468,0.066492703,0.000000000,0.000005710,0.000008457,0.000022653,0.047503912,0.274867585,-0.960307862,0.000000006,0.000000013,0.000000029,0.086213575,-0.996260790,-0.005626467,0.050000000,0.287650707,0.280743246,5.466845169,0.739856167,89.302063079,0,0.229400667,0.158128171,106,89,17,0.089075630,16,0,0,0,0,0,1065,19,343096,749077,309108,4,0,3709565
2668,1624181369.655047655,1624181369.754970551,2672,2671,0,0.525786452,0.563095868,1,0,0,0,1,-30.184278498,-24.206658038,-29.949220549,-0.003747312,-0.072292686,0.997319298,-0.010674454,1216,333,0.273848684,0.122469468,0.076977322,0.048262089,0.194097933,134.357950829,1140,0.734506336,186.526138562,240.973734838,409.837349335,0.222761073,0.163619420,0,0,0,0,1.000000000,0,1,0.053968015,0.013331483,0.053968015,0.013331483,0.100000000,0.030000000,1.008921926,0.122469468,0.000000000,0.000005341,0.000007410,0.000022825,0.084026296,0.251380507,-0.964234112,0.000000005,0.000000009,0.000000024,0.141315056,-0.989914736,0.009943347,0.050000000,0.282057971,0.294488020,5.464352425,0.752186319,91.783672914,0,0.229313348,0.158686858,306,272,34,0.251644737,46,0,0,0,0,0,864,46,343160,749383,309154,4,0,3710429
2669,1624181369.755045176,1624181369.854973793,2673,2672,0,0.593477330,0.624188832,1,0,0,0,1,-30.404851438,-24.293835077,-29.936807524,-0.007885748,-0.080982805,0.996610116,0.012160497,1243,319,0.256637168,0.130181852,0.069794718,0.043696779,0.216762879,164.748106026,1191,0.720530634,197.882415848,248.096871200,412.172698551,0.230591339,0.166148124,0,0,0,0,1.000000000,0,1,0.032170777,0.014561682,0.032170777,0.014561682,0.100000000,0.030000000,1.039551805,0.130181852,0.000000000,0.000005157,0.000007578,0.000026151,0.014555536,0.277789477,-0.960531698,0.000000005,0.000000011,0.000000018,0.333256437,0.941959197,-0.040657329,0.050000000,0.275451427,0.306883551,5.428642754,0.766441810,95.958165767,0,0.229224953,0.159076008,334,295,39,0.268704747,46,0,0,0,0,0,862,47,343224,749717,309200,4,0,3711291
2670,1624181369.855042696,1624181369.954961777,2674,2673,0,0.580941518,0.624872894,1,0,0,0,1,-30.632200168,-24.319516481,-29.954767926,-0.013190924,-0.093481645,0.994885375,0.035920351,1243,366,0.294448914,0.086491526,0.059896088,0.038744388,0.288785940,138.542096645,1181,0.729855710,201.024469577,239.688446286,421.246677151,0.233217974,0.170215470,0,0,0,0,1.000000000,0,1,0.044081026,0.007823664,0.044081026,0.007823664,0.100000000,0.030000000,1.043150493,0.086491526,0.000000000,0.000004388,0.000007723,0.000022486,0.045281813,0.296071600,-0.954091801,0.000000004,0.000000009,0.000000015,-0.081900316,-0.993951645,0.073160548,0.050000000,0.273027294,0.301912014,5.368714127,0.782096541,99.132079732,0,0.229263642,0.159768489,148,134,14,0.119066774,43,0,0,0,0,0,1050,45,343285,749865,309243,4,0,3712341
2671,1624181369.955040216,1624181370.054882050,2675,2674,0,0.543372142,0.563395984,1,0,0,0,1,-30.808071170,-24.299316604,-29.944267607,-0.020834155,-0.109733193,0.991984411,0.059088853,1317,399,0.302961276,0.084060631,0.054611206,0.034703209,0.390544053,167.425824518,1239,0.750687068,240.149833433,282.734269415,407.217174786,0.258197509,0.193825531,0,0,0,0,1.000000000,0,1,0.059851019,0.007214437,0.059851019,0.007214437,0.100000000,0.030000000,1.150387354,0.084060631,0.000000000,0.000004237,0.000006962,0.000021713,0.064936298,0.320651144,-0.944968847,0.000000004,0.000000008,0.000000013,-0.147088703,-0.978592047,0.143953183,0.050000000,0.276335517,0.297585200,5.242716121,0.796706454,103.333278815,0,0.230343703,0.161430385,201,186,15,0.152619590,49,0,0,0,0,0,1065,51,343369,750066,309292,4,0,3713406
2672,1624181370.055037737,1624181370.154902220,2676,2675,0,0.497109002,0.547426248,1,0,0,0,1,-30.986001548,-24.261871979,-29.917256737,-0.025056275,-0.124679024,0.988628837,0.080251769,1392,434,0.311781609,0.086432606,0.064570807,0.038983388,0.320702788,176.829866861,1321,0.757172702,241.811068863,309.327883931,449.086185985,0.241756640,0.183051528,0,0,0,0,1.000000000,0,1,0.030122689,0.003393664,0.030122689,0.003393664,0.100000000,0.030000000,1.067272314,0.086432606,0.000000000,0.000003955,0.000006845,0.000021313,0.078261732,0.361726585,-0.928993530,0.000000004,0.000000008,0.000000014,-0.141796137,-0.980559076,0.135638322,0.050000000,0.275781942,0.290760661,5.138813403,0.805983478,108.270620922,0,0.230361889,0.162417409,222,205,17,0.159482759,59,0,0,0,0,0,1111,59,343469,750288,309351,4,0,3714517
2673,1624181370.155035257,1624181370.254779339,2677,2676,0,0.382894414,0.439014680,1,0,0,0,1,-31.136415293,-24.162314424,-29.899947616,-0.030204703,-0.139078926,0.984788507,0.099681117,1452,490,0.337465565,0.099150274,0.076352017,0.049808300,0.294920682,258.009566417,1368,0.759438066,229.824400202,338.884559876,470.202314174,0.221216581,0.168000293,0,0,0,0,1.000000000,0,1,0.057150000,0.012041433,0.057150000,0.012041433,0.100000000,0.030000000,0.965351366,0.099150274,0.000000000,0.000003798,0.000006639,0.000024471,0.065585590,0.381134857,-0.922190192,0.000000004,0.000000008,0.000000013,-0.197465550,-0.976357593,0.087938653,0.050000000,0.276821125,0.280379904,5.021990205,0.809943923,116.531942063,0,0.230203693,0.163169849,254,230,24,0.174931129,77,0,0,0,0,0,1119,79,343582,750542,309428,4,0,3715636
2674,1624181370.255033016,1624181370.354768276,2678,2677,0,0.284865769,0.332998533,1,0,0,0,1,-31.285990591,-24.047382428,-29.877894850,-0.032943739,-0.149182710,0.981446317,0.115854889,1569,517,0.329509242,0.121215493,0.099395428,0.058314443,0.293041168,234.991730241,1490,0.770497979,232.776068913,412.047467451,503.218453056,0.202759194,0.156225550,0,0,0,0,1.000000000,0,1,0.021083135,0.015376962,0.021083135,0.015376962,0.100000000,0.030000000,0.884806484,0.121215493,0.000000000,0.000003894,0.000006962,0.000025062,0.073158976,0.399801555,-0.913677449,0.000000004,0.000000008,0.000000010,0.146932368,-0.986965050,0.065657203,0.050000000,0.275836588,0.279756104,4.906027039,0.807068025,123.901767924,0,0.228660062,0.162963822,296,270,26,0.188655194,121,0,0,0,0,0,1152,121,343715,750838,309549,4,0,3716788
2675,1624181370.355030537,1624181370.454840183,2679,2678,0,0.269833837,0.289958364,1,0,0,0,1,-31.420909432,-23.888189492,-29.838086965,-0.034194668,-0.153691775,0.978918896,0.130105178,1599,543,0.339587242,0.144929586,0.127173504,0.078661546,0.325745582,206.583445873,1518,0.777737056,241.946316631,433.531959638,505.126575492,0.204934205,0.159384925,0,0,0,0,1.000000000,0,1,0.032181370,0.015771888,0.032181370,0.015771888,0.100000000,0.030000000,0.894297858,0.144929586,0.000000000,0.000003846,0.000006532,0.000023113,0.049756541,0.423283589,-0.904629919,0.000000004,0.000000007,0.000000009,-0.129647798,-0.991547703,0.004960063,0.050000000,0.275555526,0.289549133,4.824466657,0.797639046,130.171853968,0,0.228020000,0.163613056,310,278,32,0.193871169,128,0,0,0,0,0,1159,130,343853,751148,309677,4,0,3717947
2676,1624181370.455028057,1624181370.554941416,2680,2679,0,0.265176400,0.310100241,1,0,0,0,1,-31.544964716,-23.716322303,-29.800053806,-0.032619381,-0.153101037,0.977377578,0.142229108,1605,545,0.339563863,0.104938666,0.077490634,0.048929018,0.267678508,222.251872475,1527,0.774229782,237.297566287,437.013108570,507.938202834,0.200717100,0.155401157,0,0,0,0,1.000000000,0,1,0.014859230,0.011282956,0.014859230,0.011282956,0.100000000,0.030000000,0.875895133,0.104938666,0.000000000,0.000003851,0.000006740,0.000023114,0.043906277,0.438889007,-0.897467926,0.000000004,0.000000007,0.000000010,-0.229143028,-0.967067219,0.110790191,0.050000000,0.272153079,0.281900077,4.743153071,0.780936055,137.417663031,0,0.226566651,0.163613266,306,288,18,0.190654206,89,0,0,0,0,0,1210,89,343984,751454,309766,4,0,3719157
2677,1624181370.555025578,1624181370.654920101,2681,2680,0,0.254367465,0.319448018,1,0,0,0,1,-31.674505130,-23.529876017,-29.764673973,-0.029928523,-0.147635400,0.976605213,0.153461168,1622,538,0.331689273,0.092706964,0.069226156,0.044386781,0.295434996,240.889347935,1536,0.763408531,243.429107527,426.254287479,502.912108672,0.207598534,0.158482492,0,0,0,0,1.000000000,0,1,0.032432300,0.005203866,0.032432300,0.005203866,0.100000000,0.030000000,0.905924535,0.092706964,0.000000000,0.000003945,0.000006529,0.000024312,0.058199246,0.426764210,-0.902488314,0.000000004,0.000000008,0.000000010,0.107410187,-0.994071407,0.016884595,0.050000000,0.271874411,0.277587320,4.676986258,0.762913978,145.365038810,0,0.225448616,0.163765953,318,300,18,0.196054254,79,0,0,0,0,0,1225,79,344110,751772,309845,4,0,3720382
2678,1624181370.655023098,1624181370.754957914,2682,2681,0,0.233337222,0.308035895,1,0,0,0,1,-31.801871249,-23.340616785,-29.727639861,-0.028129828,-0.140139829,0.976047497,0.164014711,1573,523,0.332485696,0.087943480,0.062742219,0.037171446,0.327970092,230.681476000,1502,0.768402243,249.607424417,394.763249446,509.769495541,0.216271326,0.166183372,0,0,0,0,1.000000000,0,1,0.052063881,0.004022545,0.052063881,0.004022545,0.100000000,0.030000000,0.943771116,0.087943480,0.000000000,0.000003633,0.000006579,0.000025727,0.052933175,0.395662580,-0.916869239,0.000000004,0.000000008,0.000000010,-0.323674246,-0.945942740,0.020671598,0.050000000,0.272115889,0.269427704,4.613035954,0.742492753,153.225987323,0,0.224491585,0.164091158,251,225,26,0.159567705,81,0,0,0,0,0,1240,82,344232,752023,309926,4,0,3721622
2679,1624181370.755020857,1624181370.855053186,2683,2682,0,0.199811461,0.246836853,1,0,0,0,1,-31.900780814,-23.111305600,-29.683102516,-0.026719156,-0.132947553,0.975600192,0.172671076,1527,475,0.311067453,0.080412719,0.061126759,0.037323134,0.273520318,214.461699465,1455,0.748243474,237.613240475,359.827703047,491.253311686,0.218255253,0.163308069,0,0,0,0,1.000000000,0,1,0.028967268,0.004188135,0.028967268,0.004188135,0.100000000,0.030000000,0.952428637,0.080412719,0.000000000,0.000003715,0.000006913,0.000027225,0.054861523,0.372048186,-0.926590719,0.000000004,0.000000009,0.000000013,-0.106169279,-0.992872073,0.054158385,0.050000000,0.267964462,0.259853722,4.568004643,0.716437157,160.245112453,0,0.223585409,0.164190545,274,253,21,0.179436804,55,0,0,0,0,0,1198,55,344356,752297,309981,4,0,3722820
