frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,historical_anchor_count,historical_anchor_submap_points,historical_anchor_sampled_points,historical_anchor_matched_points,historical_anchor_overlap_ratio,historical_anchor_nn_rmse,historical_anchor_newest_age,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2477,1624181352.255470991,1624181352.355364799,2482,2481,0,0.193208766,0.221960410,1,0,0,0,1,-35.698895871,-16.190871965,-28.133978140,0.066576161,-0.035666853,0.801721538,0.592906457,1386,397,0.286435786,0.086106616,0.062900745,0.038825525,0.243433036,111.020045342,1293,0.735004420,201.920528379,320.303774960,428.136411730,0.212467251,0.156164368,0,0,0,0,1,0.005973662,0.006734408,0.100000000,0.030000000,1.309169348,0.086106616,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004275,0.000005100,0.000020510,0.067118600,-0.281490785,0.957213681,0.000000005,0.000000012,0.000000017,0.739334364,0.672875017,-0.024978179,0.300000000,0.219796513,0.469317880,2.089933074,0.046418081,115.073749949,0,0.201624263,0.152403472,273,247,26,0.196969697,42,0,0,0,0,0,1069,44,382681,787141,484527,321,0,3212243
2478,1624181352.355468512,1624181352.455438852,2483,2482,0,0.175513916,0.205592848,1,0,0,0,1,-35.809949379,-15.905937302,-28.144919834,0.061001024,-0.032119811,0.799326594,0.596928965,1371,377,0.274981765,0.079852974,0.059415208,0.036037582,0.160716653,137.802347885,1283,0.728992238,174.549917324,323.932910944,436.814213419,0.186625114,0.136048260,0,0,0,0,1,0.043240526,0.002117976,0.100000000,0.030000000,1.140530413,0.079852974,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004280,0.000005586,0.000022655,0.039250825,-0.275946923,0.960371110,0.000000005,0.000000013,0.000000022,0.813932226,0.580947396,0.003801782,0.300000000,0.220807381,0.455231861,2.388507348,0.053489734,115.919594100,0,0.202863532,0.153142684,231,210,21,0.168490153,41,0,0,0,0,0,1095,45,382785,787372,484568,321,0,3213338
2479,1624181352.455466032,1624181352.555441618,2484,2483,0,0.165619895,0.202808604,1,0,0,0,1,-35.912429494,-15.626522098,-28.183212770,0.055155411,-0.027952281,0.796506471,0.601459884,1334,392,0.293853073,0.071610021,0.045951521,0.031952918,0.173809796,100.525389454,1246,0.737695494,185.728387338,316.927974155,416.512223613,0.202061287,0.149059701,0,0,0,0,1,0.043169827,0.002738629,0.100000000,0.030000000,1.249608943,0.071610021,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004036,0.000005639,0.000019099,0.016839690,-0.210674775,0.977411154,0.000000005,0.000000009,0.000000016,0.721756277,0.686103441,-0.091268530,0.300000000,0.221674604,0.441329763,2.677018857,0.062608608,115.685478879,0,0.205718591,0.155160142,191,170,21,0.143178411,34,0,0,0,0,0,1107,36,382866,787563,484602,321,0,3214445
2480,1624181352.555463791,1624181352.655427694,2485,2484,0,0.135707746,0.166706857,1,0,0,0,1,-36.004983576,-15.343447453,-28.203134584,0.051319004,-0.025235912,0.793368780,0.606049081,1350,406,0.300740741,0.068234139,0.048100478,0.030346965,0.168589344,133.683547870,1265,0.740061518,170.190898382,327.562450002,438.424471662,0.181793346,0.134538260,0,0,0,0,1,0.016033201,0.003327955,0.100000000,0.030000000,1.127871661,0.068234139,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004001,0.000005289,0.000021141,0.011475941,-0.205006009,0.978693435,0.000000005,0.000000013,0.000000020,0.763613930,0.645486853,0.015507690,0.300000000,0.223181416,0.431168430,2.969236090,0.073107653,116.991769186,0,0.207167153,0.156175978,173,159,14,0.128148148,38,0,0,0,0,0,1136,41,382941,787736,484640,321,0,3215581
2481,1624181352.655461311,1624181352.755337238,2486,2485,0,0.147063921,0.163762783,1,0,0,0,1,-36.097356761,-15.058879586,-28.196758547,0.048333253,-0.021152457,0.790026589,0.610798214,1344,385,0.286458333,0.067175797,0.044523921,0.029957590,0.149250781,131.284409321,1272,0.736054239,159.478201009,336.208155562,440.574634906,0.170335198,0.125375944,0,0,0,0,1,0.018942509,0.004012249,0.100000000,0.030000000,1.051061422,0.067175797,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004964,0.000005672,0.000023852,-0.003437569,-0.236573632,0.971607482,0.000000005,0.000000014,0.000000027,0.774166518,0.629037558,-0.070554605,0.300000000,0.223639648,0.421017836,3.255918944,0.083751986,117.948444979,0,0.207966215,0.156612715,178,157,21,0.132440476,33,0,0,0,0,0,1132,34,383019,787914,484673,321,0,3216713
2482,1624181352.755458832,1624181352.855440617,2487,2486,0,0.141735453,0.155330662,1,0,0,0,1,-36.171688700,-14.755570638,-28.220114874,0.046261910,-0.021052211,0.786224983,0.615846504,1292,379,0.293343653,0.068508463,0.049368938,0.032131109,0.202755195,82.001880942,1214,0.735490345,169.877030552,320.025333898,402.982914078,0.190256279,0.139931656,0,0,0,0,1,0.029821966,0.001179538,0.100000000,0.030000000,1.172553059,0.068508463,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004898,0.000006602,0.000015657,-0.008829606,-0.145739777,0.989283557,0.000000005,0.000000008,0.000000020,0.997040176,-0.076641013,0.006086332,0.300000000,0.227344179,0.409220841,3.515557515,0.094217944,115.874557540,0,0.209421484,0.157575349,163,146,17,0.126160991,38,0,0,0,0,0,1089,40,383082,788077,484711,321,0,3217802
2483,1624181352.855456352,1624181352.955365419,2488,2487,0,0.143443383,0.157703751,1,0,0,0,1,-36.261944129,-14.451940573,-28.243876160,0.044893009,-0.019984995,0.782128069,0.621177029,1291,387,0.299767622,0.066487709,0.047376082,0.029669481,0.159233570,104.984381516,1207,0.735251352,165.501270886,310.182283988,411.764826575,0.186491152,0.137117871,0,0,0,0,1,0.015044637,0.003444993,0.100000000,0.030000000,1.144220117,0.066487709,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004296,0.000006390,0.000017001,-0.004016268,-0.150894209,0.988541758,0.000000005,0.000000015,0.000000017,-0.451897794,-0.891818549,-0.021167435,0.300000000,0.226753717,0.432688882,3.671559316,0.106785342,116.145770623,0,0.209948286,0.157629461,150,130,20,0.116189001,20,0,0,0,0,0,1117,24,383154,788227,484731,321,0,3218919
2484,1624181352.955453873,1624181353.055343390,2489,2488,0,0.144325752,0.160626076,1,0,0,0,1,-36.358507477,-14.157917980,-28.251999092,0.044083007,-0.019534695,0.778012531,0.626395711,1288,354,0.274844720,0.068835694,0.052027394,0.033244998,0.153709049,109.376796060,1218,0.729463078,167.583699720,311.759402249,409.142927211,0.188617147,0.137589244,0,0,0,0,1,0.019423447,0.001778217,0.100000000,0.030000000,1.141643758,0.068835694,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004326,0.000006299,0.000019318,-0.000470624,-0.155672924,0.987808544,0.000000006,0.000000015,0.000000020,0.979596166,0.186455980,-0.075003456,0.250000000,0.221886163,0.424655961,3.880029385,0.112399543,116.652844393,0,0.209523188,0.156714953,156,141,15,0.121118012,28,0,0,0,0,0,1103,29,383218,788383,484759,321,0,3220022
2485,1624181353.055451632,1624181353.155304670,2490,2489,0,0.163475913,0.180626282,1,0,0,0,1,-36.459562666,-13.856220205,-28.254256013,0.042730864,-0.018216794,0.773226238,0.632426602,1271,345,0.271439811,0.064337573,0.042742101,0.026634509,0.169848878,118.872334105,1205,0.729547824,180.816573288,288.093143020,410.195411530,0.205682537,0.150055248,0,0,0,0,1,0.016682606,0.002549722,0.100000000,0.030000000,1.245080147,0.064337573,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003985,0.000006127,0.000020936,-0.025193155,-0.180650988,0.983224555,0.000000005,0.000000014,0.000000020,0.661118019,0.739590322,-0.126210618,0.200000000,0.219292385,0.435204049,4.136412835,0.119043181,118.337229242,0,0.210412114,0.156714877,162,150,12,0.127458694,14,0,0,0,0,0,1094,15,383298,788545,484773,321,0,3221116
2486,1624181353.155449152,1624181353.255323410,2491,2490,0,0.157066722,0.170041353,1,0,0,0,1,-36.557288780,-13.548174764,-28.266429639,0.041901517,-0.017219810,0.768571345,0.638158153,1315,393,0.298859316,0.067721628,0.046276442,0.028140273,0.184725973,104.061226417,1252,0.744699916,171.361470285,348.040363339,412.962461252,0.183792399,0.136870184,0,0,0,0,1,0.007791144,0.000768895,0.100000000,0.030000000,1.131425089,0.067721628,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003799,0.000005211,0.000019243,0.037717351,0.168625211,-0.984958344,0.000000005,0.000000011,0.000000018,0.893382282,0.449012242,0.016003268,0.150000000,0.217593477,0.441715879,4.379051690,0.127400126,118.740347431,0,0.208747966,0.155142701,166,149,17,0.126235741,34,0,0,0,0,0,1114,35,383364,788711,484807,321,0,3222230
2487,1624181353.255446672,1624181353.355330229,2492,2491,0,0.164016531,0.177744968,1,0,0,0,1,-36.664961195,-13.221031254,-28.264113661,0.040976797,-0.015276462,0.763648832,0.644149045,1331,406,0.305033809,0.065519819,0.050067526,0.029241522,0.176098698,98.213052982,1267,0.742059697,166.092975186,357.055344816,417.041315546,0.176659015,0.131091535,0,0,0,0,1,0.017050545,0.001956158,0.100000000,0.030000000,1.065089454,0.065519819,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003874,0.000004887,0.000016735,0.045216681,0.125110614,-0.991111894,0.000000005,0.000000010,0.000000018,0.963751166,0.266640331,-0.009307196,0.150000000,0.215526610,0.458025223,4.679121397,0.140304386,118.049359309,0,0.206429041,0.153478498,150,138,12,0.112697220,19,0,0,0,0,0,1161,20,383426,788861,484826,321,0,3223391
2488,1624181353.355444193,1624181353.455378771,2493,2492,0,0.164489627,0.207611474,1,0,0,0,1,-36.769800338,-12.896087659,-28.259884780,0.038855490,-0.014925749,0.759346786,0.649353472,1345,430,0.319702602,0.064882935,0.046993867,0.032148609,0.182837187,106.274806265,1263,0.740711655,165.162718141,365.092370189,405.263731882,0.176546655,0.130770165,0,0,0,0,1,0.010130114,0.002896463,0.100000000,0.030000000,1.045022110,0.064882935,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003653,0.000004660,0.000016325,0.048915748,0.111157234,-0.992598267,0.000000005,0.000000011,0.000000013,0.893096373,-0.449851573,-0.003525850,0.100000000,0.208227768,0.393135799,4.986119270,0.151153201,117.508909156,0,0.202512623,0.150041945,140,130,10,0.104089219,30,0,0,0,0,0,1174,31,383478,789001,484856,321,0,3224565
2489,1624181353.455441713,1624181353.555239439,2494,2493,0,0.175605637,0.201587766,1,0,0,0,1,-36.860899246,-12.569276916,-28.258390789,0.035280427,-0.014468490,0.754494446,0.655197745,1359,434,0.319352465,0.069481202,0.047211003,0.029291857,0.148966064,123.101370844,1283,0.747772812,151.248367177,395.228618566,412.915532550,0.157650142,0.117886490,0,0,0,0,1,0.016000655,0.003406587,0.100000000,0.030000000,0.935725932,0.069481202,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003841,0.000004417,0.000017320,0.046080857,0.124243435,-0.991181176,0.000000004,0.000000012,0.000000019,0.895306980,0.445333911,-0.010154792,0.050000000,0.202496276,0.294177436,5.260824546,0.166034811,117.070651647,0,0.197860321,0.146282887,147,137,10,0.108167770,31,0,0,0,0,0,1180,32,383531,789148,484887,321,0,3225745
2490,1624181353.555439234,1624181353.655134201,2495,2494,0,0.180081943,0.212124093,1,0,0,0,1,-36.960758272,-12.239996165,-28.254418438,0.030733524,-0.016037811,0.749908439,0.660632706,1325,417,0.314716981,0.068287152,0.047838889,0.029955568,0.184054596,101.377902062,1256,0.744225981,161.956889220,368.527422544,404.263520241,0.173262653,0.128946568,0,0,0,0,1,0.006506129,0.001211375,0.100000000,0.030000000,1.027152423,0.068287152,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003994,0.000004852,0.000015940,0.065369232,0.074017249,-0.995112210,0.000000004,0.000000009,0.000000014,0.973447501,-0.213163913,-0.083433265,0.000000000,0.194542346,0.213634334,5.506580370,0.178802025,116.714266149,0,0.193974609,0.143256868,157,142,15,0.118490566,39,0,0,0,0,0,1129,39,383591,789305,484926,321,0,3226874
2491,1624181353.655436993,1624181353.755218267,2496,2495,0,0.157827304,0.205903093,1,0,0,0,1,-37.077807381,-11.898537613,-28.243021168,0.027662143,-0.015499018,0.745009103,0.666300250,1312,406,0.309451220,0.059337809,0.039595470,0.026425528,0.208508203,94.392103934,1240,0.736726559,166.589118196,355.569836365,391.381978289,0.182355396,0.134346063,0,0,0,0,1,0.021855188,0.003332473,0.100000000,0.030000000,1.055157588,0.059337809,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004541,0.000005226,0.000015548,0.083249427,0.056114137,-0.994947605,0.000000005,0.000000010,0.000000018,0.991501814,0.130032864,0.003950591,0.000000000,0.189409973,0.183995214,5.707052625,0.193287047,115.299792137,0,0.191329425,0.141192383,111,99,12,0.084603659,18,0,0,0,0,0,1183,18,383640,789416,484944,321,0,3228057
2492,1624181353.755434513,1624181353.855368853,2497,2496,0,0.166204216,0.195286173,1,0,0,0,1,-37.195271844,-11.554212480,-28.216186340,0.023968160,-0.016304546,0.740403178,0.671537656,1362,395,0.290014684,0.065035500,0.045517388,0.028490275,0.172390084,96.430989352,1286,0.729677106,176.339656653,336.563707235,425.461393874,0.187922293,0.137122595,0,0,0,0,1,0.024742025,0.001024321,0.100000000,0.030000000,1.057193669,0.065035500,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004426,0.000005668,0.000017645,0.067985101,0.065409591,-0.995539859,0.000000006,0.000000012,0.000000018,0.788259413,0.615076544,-0.018109186,0.000000000,0.186249504,0.155353651,5.870656713,0.205700840,113.112928945,0,0.190055274,0.140032411,128,116,12,0.093979442,29,0,0,0,0,0,1204,30,383682,789544,484973,321,0,3229261
2493,1624181353.855432034,1624181353.955401182,2498,2497,0,0.172871514,0.200942438,1,0,0,0,1,-37.303343860,-11.208356194,-28.200487022,0.020757198,-0.015597139,0.735349109,0.677190930,1390,423,0.304316547,0.054068464,0.037147863,0.024351633,0.151586310,128.591941865,1320,0.737067713,171.786162161,395.186606249,405.956613317,0.176565911,0.130141032,0,0,0,0,1,0.002769034,0.001830973,0.100000000,0.030000000,0.996362664,0.054068464,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004414,0.000005227,0.000018825,0.079047755,0.051990070,-0.995514181,0.000000004,0.000000014,0.000000020,0.977889324,0.205577563,-0.038344961,0.000000000,0.182671993,0.147529920,6.014298254,0.219627196,113.017970052,0,0.188173113,0.138652901,128,115,13,0.092086331,24,0,0,0,0,0,1238,24,383734,789672,484997,321,0,3230499
2494,1624181353.955429554,1624181354.055557728,2498,2498,0,0.199176584,0.217321711,1,0,0,0,1,-37.423817519,-10.856514921,-28.203968569,0.018052642,-0.014195452,0.730075478,0.682980517,1297,402,0.309946029,0.070127318,0.045695772,0.029936215,0.149734046,144.226168184,1225,0.733596567,150.018994213,370.403653112,378.233147252,0.166937102,0.122464485,0,0,0,0,1,0.023837128,0.004597664,0.100000000,0.030000000,0.937590849,0.070127318,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004350,0.000004851,0.000020223,0.091440236,0.045343198,-0.994777703,0.000000003,0.000000011,0.000000020,0.996760725,-0.080176277,-0.006310366,0.000000000,0.177846374,0.134812574,6.152141171,0.234203653,113.860530272,0,0.185484594,0.136669497,140,125,15,0.107941403,29,0,0,0,0,0,1128,29,383781,789812,485026,321,0,3231627
2495,1624181354.155424833,1624181354.255478621,2500,2499,0,0.223210332,0.267585637,1,0,0,0,1,-37.609555637,-10.138900582,-28.214184000,0.012693127,-0.010983774,0.717082892,0.696785740,1328,415,0.312500000,0.067857391,0.050282745,0.031914938,0.169694864,105.324971848,1260,0.738101890,159.798229153,373.833846393,396.376306476,0.171824504,0.126823991,0,0,0,0,1,0.043952451,0.004309449,0.100000000,0.030000000,0.970967327,0.067857391,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000005549,0.000006018,0.000021668,0.101062480,-0.022084075,-0.994634942,0.000000004,0.000000010,0.000000023,0.998622662,-0.029558725,-0.043348136,0.000000000,0.176316850,0.119965962,6.615394389,0.268799652,112.552535522,0,0.184157852,0.135697755,132,116,16,0.099397590,23,0,0,0,0,0,1172,24,383829,789944,485049,321,0,3232799
2496,1624181354.255422354,1624181354.355370998,2501,2500,0,0.256855459,0.288103142,1,0,0,0,1,-37.694423902,-9.800944955,-28.200986416,0.007971585,-0.008411708,0.709865184,0.704242230,1342,439,0.327123696,0.062427453,0.045426536,0.028694574,0.140921966,114.542519479,1271,0.746490507,157.625742019,380.862809629,410.300882354,0.166133534,0.124017106,0,0,0,0,1,0.025032220,0.003545284,0.100000000,0.030000000,0.942596905,0.062427453,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004391,0.000005036,0.000019771,0.121505007,-0.021033717,-0.992367934,0.000000004,0.000000012,0.000000020,0.999985379,0.001835527,0.005086457,0.000000000,0.172543215,0.095002972,6.705624653,0.287638142,112.304409286,0,0.182198946,0.134318038,113,98,15,0.084202683,19,0,0,0,0,0,1209,20,383871,790057,485068,321,0,3234008
2497,1624181354.355419874,1624181354.455285788,2502,2501,0,0.242724077,0.264035546,1,0,0,0,1,-37.780981135,-9.456746567,-28.180964198,0.002893628,-0.006862228,0.702547839,0.711597548,1347,436,0.323682257,0.061166049,0.042427406,0.025130111,0.181879750,133.741021870,1264,0.739938052,150.889352112,369.280459511,415.111885876,0.161330380,0.119374487,0,0,0,0,1,0.017979851,0.002619015,0.100000000,0.030000000,0.913933757,0.061166049,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004079,0.000004632,0.000019560,0.137866010,0.004937103,-0.990438584,0.000000004,0.000000014,0.000000020,0.594144724,0.801474133,-0.068053374,0.000000000,0.169465550,0.075670743,6.755096879,0.299190164,113.440458113,0,0.179642102,0.132478544,127,109,18,0.094283593,20,0,0,0,0,0,1200,20,383919,790184,485088,321,0,3235208
2498,1624181354.455417395,1624181354.555149078,2503,2502,0,0.254764603,0.272845228,1,0,0,0,1,-37.873771042,-9.114611027,-28.175494390,-0.003307336,-0.003266844,0.695156621,0.718843280,1340,441,0.329104478,0.060741438,0.044973546,0.028422149,0.184842184,151.476448491,1265,0.759316151,161.039290089,378.023766605,421.471874479,0.167655839,0.127303787,0,0,0,0,1,0.009634953,0.000992811,0.100000000,0.030000000,0.951234053,0.060741438,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003753,0.000004272,0.000020836,0.148766138,-0.045788748,-0.987811736,0.000000004,0.000000009,0.000000017,0.948492071,-0.315554378,-0.028075370,0.000000000,0.170671827,0.063374446,6.809565104,0.309412602,114.124163143,0,0.178693638,0.132041321,124,109,15,0.092537313,20,0,0,0,0,0,1196,20,383978,790308,485108,321,0,3236404
2499,1624181354.555414915,1624181354.655168533,2504,2503,0,0.251900569,0.287770481,1,0,0,0,1,-37.950364261,-8.758579652,-28.177943401,-0.009319723,-0.000709834,0.687705820,0.725929297,1363,456,0.334556126,0.061968214,0.044428847,0.026439594,0.159312954,129.926203628,1300,0.745217281,157.271546887,365.494576507,446.016342366,0.162339382,0.120978113,0,0,0,0,1,0.016054596,0.001552007,0.100000000,0.030000000,0.921069908,0.061968214,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003732,0.000003975,0.000020227,0.145552022,-0.077441803,-0.986315049,0.000000004,0.000000011,0.000000014,0.992847914,-0.119230247,0.006096568,0.000000000,0.169946985,0.061228790,6.875263466,0.319026426,115.594203852,0,0.176707543,0.130637241,107,92,15,0.078503302,21,0,0,0,0,0,1235,21,384023,790415,485129,321,0,3237639
2500,1624181354.655412674,1624181354.755279064,2505,2504,0,0.219872351,0.241491031,1,0,0,0,1,-38.036824037,-8.401641362,-28.166781738,-0.015458312,0.001726318,0.680210868,0.732851441,1365,463,0.339194139,0.065264202,0.044432517,0.029545932,0.109614447,146.988467175,1294,0.762568620,145.805241657,385.764039192,455.194513491,0.147761037,0.112677930,0,0,0,0,1,0.019023441,0.004541344,0.100000000,0.030000000,0.838356307,0.065264202,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003836,0.000004217,0.000021094,0.128341810,-0.089595130,-0.987674588,0.000000003,0.000000011,0.000000018,0.976717496,0.214442612,0.006107301,0.000000000,0.166998240,0.060378339,6.943440531,0.327897677,116.259449817,0,0.175005928,0.129544225,123,108,15,0.090109890,34,0,0,0,0,0,1207,35,384064,790538,485163,321,0,3238846
2501,1624181354.755410194,1624181354.855384350,2506,2505,0,0.210875784,0.223481519,1,0,0,0,1,-38.112591393,-8.053727032,-28.169468755,-0.019478368,0.002607217,0.672433576,0.739896534,1375,490,0.356363636,0.060832572,0.043716136,0.027171995,0.117389734,156.416919391,1327,0.758721813,143.946191249,387.954160532,474.923494260,0.142970582,0.108474899,0,0,0,0,1,0.004775377,0.005063521,0.100000000,0.030000000,0.811176555,0.060832572,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003974,0.000004433,0.000023312,0.099672450,-0.095143173,-0.990461094,0.000000003,0.000000010,0.000000016,0.976691151,-0.211644875,-0.035788857,0.000000000,0.165405188,0.061665700,6.986362959,0.336508008,117.516075320,0,0.173637697,0.128699173,123,113,10,0.089454545,29,0,0,0,0,0,1223,29,384102,790661,485192,321,0,3240069
2502,1624181354.855407715,1624181354.955378532,2507,2506,0,0.216426079,0.225106873,1,0,0,0,1,-38.192287845,-7.723831447,-28.184546859,-0.021627620,0.003271681,0.664490174,0.746976807,1401,523,0.373304782,0.065396832,0.046036601,0.030577022,0.130381019,160.807726367,1326,0.767254752,142.569469749,378.127029937,496.683301848,0.140133969,0.107518454,0,0,0,0,1,0.020059394,0.003242606,0.100000000,0.030000000,0.795082379,0.065396832,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003968,0.000004217,0.000024647,0.127116832,-0.113077537,-0.985421119,0.000000003,0.000000012,0.000000016,0.969947345,-0.243287545,0.003649449,0.000000000,0.161786479,0.060353186,7.008432862,0.344436083,121.456367592,0,0.171131581,0.127078512,121,110,11,0.086366881,33,0,0,0,0,0,1247,33,384138,790782,485225,321,0,3241316
2503,1624181354.955405235,1624181355.055425406,2508,2507,0,0.231128435,0.249274731,1,0,0,0,1,-38.262393785,-7.404009706,-28.206734793,-0.022163934,0.003756271,0.656695621,0.753820610,1365,495,0.362637363,0.069538514,0.044048472,0.027647620,0.120154321,152.237411179,1310,0.755049511,140.209685146,383.289878281,465.615296267,0.141752683,0.107030294,0,0,0,0,1,0.021409795,0.004789240,0.100000000,0.030000000,0.804266525,0.069538514,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003819,0.000004325,0.000024456,0.108412128,-0.115245789,-0.987403271,0.000000003,0.000000010,0.000000016,0.991281167,0.106070114,0.078171475,0.000000000,0.159832516,0.062266207,7.027019168,0.351913635,123.819019075,0,0.168894658,0.125574134,143,122,21,0.104761905,41,0,0,0,0,0,1180,42,384188,790925,485266,321,0,3242496
2504,1624181355.055402756,1624181355.155440092,2509,2508,0,0.246647469,0.264864846,1,0,0,0,1,-38.334172914,-7.088039096,-28.202566735,-0.021441945,0.003135336,0.648022147,0.761313149,1404,519,0.369658120,0.064324328,0.047810590,0.028823943,0.137200247,185.833826795,1349,0.765612150,162.357391699,393.774880241,476.678519044,0.157199550,0.120353886,0,0,0,0,1,0.015297831,0.003063542,0.100000000,0.030000000,0.891907886,0.064324328,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003543,0.000003837,0.000027311,0.119878116,-0.119942312,-0.985516656,0.000000003,0.000000008,0.000000016,0.999333461,-0.036425205,0.002416158,0.000000000,0.159007076,0.060673267,7.032886628,0.359400380,127.641870612,0,0.167323778,0.124712366,139,129,10,0.099002849,29,0,0,0,0,0,1236,29,384241,791064,485295,321,0,3243732
2505,1624181355.155400515,1624181355.255436420,2509,2509,0,0.252655774,0.264399835,1,0,0,0,1,-38.394073349,-6.796702613,-28.196874773,-0.020866944,0.002788139,0.638765133,0.769113712,1428,516,0.361344538,0.064692377,0.044721620,0.028289229,0.143762321,164.171278875,1367,0.759736010,153.677645744,386.242717745,498.638761828,0.147971976,0.112419638,0,0,0,0,1,0.025071561,0.000935037,0.100000000,0.030000000,0.839553116,0.064692377,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003479,0.000003801,0.000027511,0.108804576,-0.107752863,-0.988205892,0.000000003,0.000000010,0.000000013,0.992014285,-0.126013080,0.005325654,0.000000000,0.157702748,0.060662922,7.006967090,0.368797151,129.906817850,0,0.164438250,0.122830585,127,113,14,0.088935574,27,0,0,0,0,0,1274,27,384283,791191,485322,321,0,3245006
2506,1624181355.355395555,1624181355.455294371,2511,2510,0,0.250506110,0.264702934,1,0,0,0,1,-38.487260181,-6.211131251,-28.169797727,-0.021241345,0.000468887,0.619406004,0.784783275,1436,509,0.354456825,0.059444542,0.044315101,0.025977156,0.136390109,156.333648090,1366,0.758930032,159.222358058,399.230582625,478.245483459,0.153585994,0.116561023,0,0,0,0,1,0.035021476,0.002481909,0.100000000,0.030000000,0.878112679,0.059444542,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000004670,0.000004976,0.000032135,0.115926735,-0.084158131,-0.989686011,0.000000003,0.000000012,0.000000016,0.981636007,0.190084454,-0.016082579,0.000000000,0.155285955,0.062110294,7.256109965,0.403055970,132.520438934,0,0.162927930,0.121815127,137,126,11,0.095403900,29,0,0,0,0,0,1269,30,384326,791328,485351,321,0,3246275
2507,1624181355.455393076,1624181355.555239916,2512,2511,0,0.246005804,0.256691174,1,0,0,0,1,-38.534448380,-5.926265284,-28.156449630,-0.021946735,-0.000751897,0.609608870,0.792398133,1459,524,0.359150103,0.056838357,0.042524874,0.025016207,0.148771704,154.175560599,1396,0.757380398,162.642037090,409.272973726,485.388025176,0.153827268,0.116505757,0,0,0,0,1,0.010233722,0.000664101,0.100000000,0.030000000,0.891527050,0.056838357,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000003508,0.000004377,0.000026496,0.099633255,-0.065897645,-0.992839723,0.000000003,0.000000011,0.000000013,0.620724311,0.783983946,-0.008396542,0.000000000,0.153919605,0.066887043,7.203702501,0.414499777,135.318564315,0,0.161786343,0.121085838,147,132,15,0.100753941,25,0,0,0,0,0,1286,26,384380,791475,485376,321,0,3247561
