frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,trusted_snapshot_active,trusted_snapshot_points,trusted_snapshot_age,trusted_snapshot_evaluation_ran,trusted_snapshot_icp_converged,trusted_snapshot_aligned_points,trusted_snapshot_matched_points,trusted_snapshot_overlap_ratio,trusted_snapshot_fitness_rmse,trusted_snapshot_correction_translation,trusted_snapshot_correction_rotation,trusted_snapshot_consistency_translation,trusted_snapshot_consistency_rotation,trusted_snapshot_consistent_streak,trusted_snapshot_candidate_accepted,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
3150,1624181413.553979158,1624181413.653783321,3155,3154,0,1.359775771,1.375675450,1,0,0,0,1,-14.655085668,8.710077933,-18.367423180,0.053001131,-0.013619919,0.638325743,0.767818744,3379,987,0.292098254,0.074235816,0.050558428,0.031937860,0.243649222,58.386309817,3095,0.733798670,434.243522352,822.871212616,1013.992148172,0.191203472,0.140304854,0,0,0,0,1,0.008510513,0.003985085,0.100000000,0.030000000,0.997577899,0.074235816,1,42923,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001585,0.000001975,0.000005599,0.196116871,-0.086604947,0.976748563,0.000000003,0.000000007,0.000000009,0.652803026,0.757425095,0.012467317,0.350000000,0.266768114,0.561797994,2.159537383,1.435166876,61.880920941,0,0.192973233,0.145022712,501,473,28,0.148268719,97,0,0,0,0,0,2781,97,443649,923004,913870,903,0,3930557
3151,1624181413.653976679,1624181413.753937721,3156,3155,0,1.383337580,1.404081736,1,0,0,0,1,-14.706606531,8.640607807,-18.379366797,0.052691095,-0.022296076,0.688839586,0.722652446,3381,951,0.281277728,0.080161224,0.050993958,0.034738379,0.249997339,61.757408323,3083,0.729232792,431.065434636,813.722998599,1003.436263471,0.191735922,0.139820122,0,0,0,0,1,0.030694724,0.005706168,0.100000000,0.030000000,0.994131417,0.080161224,1,42923,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001932,0.000002470,0.000006535,0.201575676,-0.087050788,0.975596949,0.000000003,0.000000006,0.000000010,0.963132797,0.267994388,-0.023541932,0.300000000,0.262929363,0.550471038,1.836892273,1.557114691,62.177059052,0,0.191041920,0.142920797,529,502,27,0.156462585,121,0,0,0,0,0,2731,121,443875,923533,913991,903,0,3933288
3152,1624181413.753974438,1624181413.853968620,3157,3156,0,1.416386642,1.434004735,1,0,0,0,1,-14.739826219,8.560478065,-18.403628690,0.050663689,-0.030657410,0.737159204,0.673119322,3320,940,0.283132530,0.086001160,0.063023959,0.042878749,0.240552889,64.203554379,3035,0.737738630,431.563296001,819.839370836,987.634075606,0.192745071,0.142195485,0,0,0,0,1,0.029213134,0.009073642,0.100000000,0.030000000,1.008901318,0.086001160,1,42923,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001858,0.000002368,0.000007179,0.207891255,-0.073489752,0.975387350,0.000000002,0.000000007,0.000000010,0.989268624,-0.133912677,-0.058437873,0.250000000,0.257730847,0.528902121,1.419645864,1.681623866,62.733096897,0,0.189159428,0.141074530,582,537,45,0.175301205,141,0,0,0,0,0,2595,143,444117,924115,914132,903,0,3935883
3153,1624181413.853971958,1624181413.953846931,3158,3157,0,1.434392557,1.454552626,1,0,0,0,1,-14.765819807,8.492990333,-18.423241728,0.045960477,-0.037893211,0.782196938,0.620177144,3425,966,0.282043796,0.081703410,0.058620603,0.038525488,0.254663055,63.232971530,3143,0.730575971,458.191043393,827.587206183,1010.422025807,0.199543153,0.145781433,0,0,0,0,1,0.013154859,0.008957875,0.100000000,0.030000000,1.033222064,0.081703410,1,42923,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001754,0.000002289,0.000007283,0.207757100,-0.083248762,0.974631536,0.000000002,0.000000006,0.000000009,0.982052384,-0.188489140,-0.006705231,0.250000000,0.256291458,0.544524068,1.306303856,1.817089000,63.050777299,0,0.189465881,0.141136028,607,567,40,0.177226277,129,0,0,0,0,0,2688,130,444355,924722,914261,903,0,3938571
3154,1624181413.953969479,1624181414.053847551,3159,3158,0,1.428197298,1.438961138,1,0,0,0,1,-14.784011989,8.437187925,-18.435347417,0.039899444,-0.044579925,0.823766771,0.563763223,3379,851,0.251849660,0.078344761,0.055251651,0.036944679,0.259930163,59.076000837,3079,0.723132192,444.562099816,816.639835682,965.322083020,0.199666429,0.144385222,0,0,0,0,1,0.016971503,0.004875774,0.100000000,0.030000000,1.019800392,0.078344761,1,42923,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001871,0.000002252,0.000007066,0.214068277,-0.063260253,0.974768133,0.000000003,0.000000006,0.000000010,0.928521715,-0.370389200,-0.025676172,0.200000000,0.256919556,0.559738709,1.266074485,1.958512560,62.749527843,0,0.190385178,0.141490552,535,510,25,0.158330867,94,0,0,0,0,0,2750,94,444543,925257,914355,903,0,3941321
3155,1624181414.053966999,1624181414.153873205,3160,3159,0,1.416318648,1.439051016,1,0,0,0,1,-14.803003112,8.389932725,-18.441183986,0.034121200,-0.050484030,0.861432846,0.504202894,3285,876,0.266666667,0.072676114,0.051134650,0.035210797,0.204732180,67.790178768,2996,0.725008942,427.205267560,793.580432062,951.341091977,0.196676027,0.142591878,0,0,0,0,1,0.015715343,0.002580724,0.100000000,0.030000000,1.005652649,0.072676114,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001804,0.000002317,0.000007824,0.219967468,-0.082291978,0.972030012,0.000000003,0.000000009,0.000000013,0.875022133,-0.482838867,-0.034682784,0.200000000,0.254033562,0.579384200,1.208082385,2.096408212,63.030792670,0,0.190438724,0.141295175,477,451,26,0.145205479,82,0,0,0,0,0,2726,82,444712,925734,914437,903,0,3944047
3156,1624181414.153964520,1624181414.253844738,3161,3160,0,1.413225622,1.423280652,1,0,0,0,1,-14.819123306,8.336241005,-18.465992954,0.027983791,-0.056596241,0.894737767,0.442106437,3262,896,0.274678112,0.075654370,0.052411911,0.033410771,0.268211591,56.492014916,2955,0.727809128,439.407851466,783.879357353,927.388763391,0.204311508,0.148699781,0,0,0,0,1,0.018094223,0.003826258,0.100000000,0.030000000,1.046724492,0.075654370,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001719,0.000002174,0.000006690,0.213875707,-0.106291261,0.971060940,0.000000003,0.000000006,0.000000010,0.669090140,-0.743132786,0.008488026,0.200000000,0.255956970,0.590094087,1.164548552,2.221738948,62.576326787,0,0.191777455,0.142162777,466,431,35,0.142857143,104,0,0,0,0,0,2692,104,444897,926200,914541,903,0,3946739
3157,1624181414.253962278,1624181414.353784323,3162,3161,0,1.433631007,1.457644734,1,0,0,0,1,-14.822288870,8.287665801,-18.481567712,0.022776398,-0.062829913,0.923564170,0.377574976,3183,894,0.280867107,0.073797443,0.051808322,0.032120777,0.229354774,65.931568062,2890,0.728475540,402.469214609,805.920659508,896.904436414,0.191170048,0.139262704,0,0,0,0,1,0.003749447,0.003041545,0.100000000,0.030000000,0.978011823,0.073797443,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000002090,0.000002570,0.000007687,0.189459405,-0.090579147,0.977701668,0.000000003,0.000000006,0.000000012,0.658620770,-0.751531222,-0.037676302,0.150000000,0.255062200,0.607558926,1.168349462,2.325286853,62.650663157,0,0.192148343,0.142254773,500,466,34,0.157084511,84,0,0,0,0,0,2599,84,445095,926700,914625,903,0,3949338
3158,1624181414.353959799,1624181414.453805685,3163,3162,0,1.459075688,1.470496065,1,0,0,0,1,-14.811791850,8.213140335,-18.491931447,0.018089195,-0.068291651,0.947953034,0.310473954,3257,915,0.280933374,0.077654002,0.055158751,0.035996826,0.224319309,73.686897170,3000,0.729449379,435.338806050,847.163305193,905.846026588,0.198934895,0.145112935,0,0,0,0,1,0.028146978,0.001833815,0.100000000,0.030000000,1.019096731,0.077654002,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000002016,0.000002280,0.000008829,0.215353700,-0.077519304,0.973454437,0.000000003,0.000000007,0.000000012,0.342731895,-0.937834692,-0.054780827,0.100000000,0.253096752,0.551506717,1.182070514,2.410118725,62.815662544,0,0.192342126,0.142014807,489,468,21,0.150138164,103,0,0,0,0,0,2665,103,445276,927189,914728,903,0,3952003
3159,1624181414.453957319,1624181414.553873062,3164,3163,0,1.407796000,1.449739775,1,0,0,0,1,-14.806382547,8.145735438,-18.508389448,0.017274272,-0.072674143,0.967121528,0.243096728,3181,899,0.282615530,0.073698288,0.055412185,0.034778849,0.204013070,69.537827065,2929,0.731352468,419.561140344,830.379709551,892.190530108,0.195861535,0.143243817,0,0,0,0,1,0.020027291,0.001198879,0.100000000,0.030000000,1.001382080,0.073698288,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001925,0.000002263,0.000008488,0.216411620,-0.056991154,0.974637378,0.000000003,0.000000007,0.000000014,0.469446094,-0.880391323,-0.067316297,0.050000000,0.250056898,0.271978373,1.214243702,2.483133664,62.850725008,0,0.192409409,0.141590181,503,471,32,0.158126375,93,0,0,0,0,0,2585,93,445468,927692,914821,903,0,3954588
3160,1624181414.553954840,1624181414.653941393,3164,3164,0,1.276474502,1.285553707,1,0,0,0,1,-14.804012621,8.087864109,-18.520534053,0.016662499,-0.076007993,0.981196896,0.176628984,3173,923,0.290891900,0.101957182,0.074274553,0.049125909,0.242057232,64.291674055,2919,0.743621589,427.957934305,833.553928281,909.119556943,0.197158269,0.146611146,0,0,0,0,1,0.020208874,0.011480955,0.100000000,0.030000000,1.014058653,0.101957182,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001745,0.000002081,0.000007456,0.231866733,-0.056822386,0.971086523,0.000000002,0.000000005,0.000000013,0.291066382,-0.947791746,-0.130273433,0.000000000,0.247848470,0.113481279,1.224300077,2.525788769,62.521254845,0,0.192441940,0.141467294,683,635,48,0.215253703,146,0,0,0,0,0,2344,146,445740,928375,914967,903,0,3956932
3161,1624181414.653952360,1624181414.754334450,3166,3165,0,0.872653833,1.006498031,1,0,0,0,1,-14.777087417,8.041483047,-18.517422238,0.017564182,-0.077955963,0.989248236,0.122483855,3247,992,0.305512781,0.146619800,0.102868319,0.072540653,0.237913349,71.682317287,2965,0.749535482,459.548417179,807.031872904,955.792414390,0.206782785,0.154991034,0,0,0,0,1,0.011239744,0.017168108,0.100000000,0.030000000,1.058341673,0.146619800,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001962,0.000002332,0.000007806,0.222447546,-0.098379692,0.969968312,0.000000001,0.000000001,0.000000008,0.198699397,-0.888897266,-0.412771364,0.000000000,0.247077119,0.197997765,1.246076312,2.532042305,62.678263606,0,0.193161117,0.141984942,1000,925,75,0.307976594,228,0,0,0,0,0,2019,228,446084,929375,915195,903,0,3958951
3162,1624181414.753949881,1624181414.854378939,3167,3166,0,0.757741797,0.851742526,1,0,1,1,1,-14.738118400,8.003172068,-18.557487446,0.019680523,-0.078474102,0.993902125,0.074920343,3141,900,0.286532951,0.159401905,0.122531600,0.075377099,0.314926015,64.355054197,2896,0.748003802,494.392985216,767.360519497,904.465504479,0.228228532,0.170715810,1,1,1,5,1,0.043815531,0.019447690,0.100000000,0.030000000,1.168103848,0.159401905,1,42409,0.700505733,1,1,674,621,0.921364985,0.307458199,0.112306085,0.005884601,-1.000000000,-1.000000000,1,0,0.000002219,0.000002502,0.000007395,0.223461191,-0.134709184,0.965359276,0.000000000,0.000000003,0.000000004,-0.224316094,0.923634838,-0.310774800,0.050000000,0.248645483,0.271585075,1.265493226,2.512847836,62.849891216,1,0.195281101,0.143557990,168,143,25,0.053486151,251,930,0,0,12,0,1791,1182,446122,929543,916376,903,0,3960742
3163,1624181414.853947639,1624181414.954260111,3168,3167,0,0.716812740,0.751676089,1,0,0,0,1,-14.658732611,7.979679178,-18.517904050,0.020995570,-0.078815829,0.996154409,0.031994442,3288,911,0.277068127,0.122161634,0.100190606,0.056077457,0.286548705,66.607326065,3040,0.741962989,476.477822140,829.968262075,949.121403582,0.211245208,0.156736126,0,0,1,4,1,0.073434230,0.014176063,0.100000000,0.030000000,1.081180943,0.122161634,1,42409,0.800386906,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001976,0.000002227,0.000007574,0.233074140,-0.122222441,0.964747698,0.000000002,0.000000003,0.000000009,0.119188115,-0.992823047,0.009828018,0.050000000,0.251475313,0.278125585,1.291155553,2.478719246,62.913746190,0,0.196903780,0.144741351,801,740,61,0.243613139,180,0,0,0,0,0,2307,180,446395,930344,916556,903,0,3963049
3164,1624181414.953945160,1624181415.053984165,3169,3168,0,0.645411693,0.688658951,1,0,0,0,1,-14.581477379,7.973492492,-18.420800481,0.022289176,-0.074581325,0.996960512,-0.003248987,3271,889,0.271782330,0.103214834,0.068982267,0.045841028,0.289597229,66.673790424,3062,0.732473770,467.377572858,809.586407742,965.870702569,0.208386992,0.152638006,0,0,1,3,1,0.097546995,0.009609850,0.100000000,0.030000000,1.060407456,0.103214834,1,42409,0.900110960,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001982,0.000002292,0.000007328,0.235534260,-0.102017846,0.966496752,0.000000003,0.000000004,0.000000010,0.030441672,-0.997926444,-0.056710824,0.050000000,0.253708099,0.273930476,1.344879158,2.424670258,63.428234617,0,0.198489513,0.145849084,650,606,44,0.198715989,151,0,0,0,0,0,2469,152,446656,930994,916707,903,0,3965518
3165,1624181415.053942680,1624181415.153854370,3170,3169,0,0.431975780,0.590825576,1,0,1,1,1,-14.523439749,7.971770790,-18.375276776,0.022288061,-0.068651087,0.996930075,-0.030342992,3282,941,0.286715417,0.154307610,0.108946059,0.067576742,0.277644361,67.090984650,3049,0.749232388,515.517446219,815.211499920,953.680603911,0.225667699,0.169077549,1,1,1,5,1,0.022402828,0.016452914,0.100000000,0.030000000,1.154997163,0.154307610,1,42409,0.999981165,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001788,0.000002258,0.000006307,0.234509843,-0.057648961,0.970402870,0.000000002,0.000000003,0.000000008,0.066737972,-0.996885830,-0.042008145,0.100000000,0.254842414,0.303731274,1.359352117,2.350982467,63.858670677,1,0.200145402,0.147247047,157,131,26,0.047836685,257,947,0,0,12,0,1920,1205,446706,931151,917911,903,0,3967438
3166,1624181415.153940201,1624181415.253848553,3171,3170,0,0.200295432,0.316554414,1,0,1,1,1,-14.442489746,7.923568235,-18.403318093,0.022690369,-0.062160301,0.996723108,-0.046521928,3225,902,0.279689922,0.263229050,0.210974370,0.125142194,0.242346721,76.864586910,2999,0.763830897,516.973656367,810.688039779,963.067163006,0.225680859,0.172382013,1,1,1,5,1,0.101581092,0.020838191,0.100000000,0.030000000,1.155064518,0.263229050,1,42409,1.099975348,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001708,0.000002348,0.000006163,0.219811944,-0.049082402,0.974306742,0.000000002,0.000000003,0.000000008,0.074439060,-0.995840457,-0.052541518,0.150000000,0.253613613,0.452078526,1.396991421,2.251242347,64.843116844,2,0.201952395,0.148874659,127,104,23,0.039379845,461,1433,0,0,9,0,1203,1895,446747,931278,919805,903,0,3968641
3167,1624181415.253937721,1624181415.353994370,3172,3171,0,0.114783782,0.163842189,1,0,1,1,1,-14.371783341,7.906608149,-18.374496321,0.024265109,-0.056896587,0.996293970,-0.059768787,3319,963,0.290147635,0.310899113,0.253566806,0.159237013,0.256354001,72.914523803,3083,0.767725353,523.298613236,794.083263794,1049.515386743,0.221090548,0.169736819,0,0,1,4,1,0.018567195,0.023102447,0.100000000,0.030000000,1.131570699,0.310899113,1,42409,1.200121164,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001629,0.000002313,0.000005462,0.191201856,-0.070246128,0.979033877,0.000000000,0.000000002,0.000000003,-0.113517037,0.985326100,0.127461206,0.200000000,0.251899219,0.561743350,1.402014913,2.144794879,65.511371020,3,0.203462644,0.150278888,145,128,17,0.043687858,547,1545,0,0,16,0,1081,2093,446785,931423,921897,903,0,3969722
3168,1624181415.353935480,1624181415.453831434,3173,3172,0,0.087038460,0.140429497,1,0,0,0,1,-14.286282617,7.981289332,-18.381188077,0.024887666,-0.050905969,0.996179493,-0.066450005,3342,969,0.289946140,0.111626818,0.089891922,0.051869378,0.227763715,85.447388499,3132,0.739275473,481.079339967,812.278128412,1022.053313648,0.207772782,0.153601322,0,0,1,3,1,0.087901875,0.013454394,0.100000000,0.030000000,1.063408610,0.111626818,1,42409,1.299958229,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001702,0.000002104,0.000006949,0.201343349,-0.035540351,0.978875753,0.000000002,0.000000004,0.000000010,0.223915371,-0.974003422,-0.034340060,0.200000000,0.250196989,0.547068596,1.454815433,2.025732651,66.626294735,0,0.204330756,0.150928230,614,566,48,0.183722322,141,0,0,0,0,0,2587,141,446990,932037,922038,903,0,3972309
3169,1624181415.453933001,1624181415.553669691,3174,3173,0,0.084657948,0.131618428,1,0,0,0,1,-14.201328346,8.081338332,-18.360036062,0.025965213,-0.045138213,0.996283688,-0.068608758,3335,941,0.282158921,0.080079567,0.063693208,0.037335157,0.226721925,68.185457193,3120,0.728524164,453.951687825,838.570941207,980.472761316,0.199715182,0.145497336,0,0,1,2,1,0.057646347,0.004133227,0.100000000,0.030000000,1.010799762,0.080079567,1,42409,1.399796486,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001703,0.000002053,0.000006827,0.211993449,-0.051415741,0.975917619,0.000000003,0.000000005,0.000000011,0.094092256,-0.995342316,-0.020983829,0.200000000,0.249064842,0.545936543,1.515114674,1.896963850,67.210391697,0,0.204678846,0.151169270,495,472,23,0.148425787,106,0,0,0,0,0,2734,106,447146,932532,922144,903,0,3975043
3170,1624181415.553930521,1624181415.653519630,3174,3174,0,0.089746100,0.129894081,1,0,0,0,1,-14.135196552,8.169334822,-18.312508459,0.028550403,-0.040706570,0.996382022,-0.068925441,3282,948,0.288848263,0.079267688,0.058045957,0.035937888,0.246182617,69.949817331,3091,0.731846771,454.130212785,796.756759366,1011.251395731,0.200752624,0.146920159,0,0,1,1,1,0.023553711,0.002943838,0.100000000,0.030000000,1.020684409,0.079267688,1,42409,1.499646425,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000001742,0.000002170,0.000006530,0.215601533,-0.039909886,0.975665506,0.000000002,0.000000004,0.000000010,-0.013914863,-0.999411307,0.031359477,0.200000000,0.249191512,0.543407476,1.547702616,1.761420913,67.788567073,0,0.205156303,0.151500035,464,440,24,0.141377209,104,0,0,0,0,0,2713,105,447313,932996,922248,903,0,3977756
3171,1624181415.753925562,1624181415.853530169,3176,3175,0,0.055941264,0.109538615,1,0,0,0,1,-14.028838925,8.256570876,-18.191451925,0.030478027,-0.035573355,0.996474761,-0.069596528,3391,954,0.281332940,0.074334260,0.054952625,0.033723212,0.244332694,69.982945598,3156,0.733494093,475.023672089,828.376452720,1011.507233576,0.205202023,0.150514472,0,0,1,0,1,0.106362467,0.002500396,0.100000000,0.030000000,1.045654831,0.074334260,1,42409,1.699656963,1,1,749,677,0.903871829,0.316363461,0.159471130,0.007216996,0.205205735,0.003980871,2,1,0.000002070,0.000002752,0.000009267,0.183860767,-0.028646871,0.982534770,0.000000002,0.000000005,0.000000009,0.193036002,-0.980302594,-0.041760337,0.200000000,0.248908280,0.546316529,1.640870250,1.622950556,68.199843937,0,0.205829608,0.152034752,424,394,30,0.125036862,91,0,0,0,0,0,2876,91,447476,933420,922339,903,0,3980632
3172,1624181415.853923321,1624181415.953669548,3177,3176,0,0.115490084,0.143450014,1,0,0,0,1,-13.983735484,8.270371457,-18.172547812,0.028950829,-0.035952061,0.996501232,-0.069674906,3407,973,0.285588494,0.083098094,0.056390054,0.034997826,0.252254609,64.615221213,3186,0.732919447,463.044908574,845.501376978,1026.535073873,0.198299261,0.145337385,0,0,0,0,1,0.089193356,0.004050646,0.100000000,0.030000000,1.009688551,0.083098094,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001636,0.000002134,0.000006549,0.179402099,-0.009084249,0.983733888,0.000000003,0.000000004,0.000000011,0.221021758,-0.974913452,-0.026327635,0.200000000,0.249493366,0.547622023,1.616752181,1.482227503,68.220427279,0,0.206107318,0.152191847,477,453,24,0.140005870,124,0,0,0,0,0,2806,124,447627,933897,922463,903,0,3983438
3173,1624181415.953920841,1624181416.053874969,3178,3177,0,0.137420459,0.152887884,1,0,0,0,1,-13.930951614,8.275974407,-18.069988389,0.028823808,-0.038224857,0.996433552,-0.069485435,3425,975,0.284671533,0.085198875,0.060606991,0.038917566,0.238582612,79.739979577,3201,0.730134245,465.476327870,855.020384255,1016.663005581,0.199163251,0.145415910,0,0,0,0,1,0.023278821,0.010002488,0.100000000,0.030000000,1.010234080,0.085198875,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001777,0.000002266,0.000007353,0.204519992,-0.017299662,0.978709505,0.000000002,0.000000005,0.000000008,0.153340585,-0.988018326,-0.017505764,0.200000000,0.248689344,0.546024126,1.672305241,1.340538261,69.045777681,0,0.206088323,0.152173571,557,520,37,0.162627737,111,0,0,0,0,0,2757,111,447857,934454,922574,903,0,3986195
3174,1624181416.053918362,1624181416.153898001,3179,3178,0,0.087093697,0.117752089,1,0,0,0,1,-13.870860153,8.279926745,-17.979426591,0.027780495,-0.039238200,0.996385084,-0.070038366,3408,985,0.289025822,0.077202044,0.052934014,0.035077084,0.244282773,69.993509572,3178,0.732270214,474.846270174,854.412531240,997.895938293,0.204045851,0.149416699,0,0,0,0,1,0.024998757,0.006170426,0.100000000,0.030000000,1.038028382,0.077202044,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001799,0.000002250,0.000007451,0.205897203,-0.028838966,0.978148586,0.000000002,0.000000004,0.000000010,0.226714956,-0.973831478,0.015892821,0.200000000,0.247906974,0.546590427,1.729800153,1.199132923,69.591653118,0,0.206307294,0.152425145,467,441,26,0.137030516,118,0,0,0,0,0,2823,118,448021,934921,922692,903,0,3989018
3175,1624181416.153915882,1624181416.253926039,3180,3179,0,0.065782448,0.099635837,1,0,0,0,1,-13.807004227,8.300243588,-17.853132359,0.026051940,-0.043061059,0.996282766,-0.069912029,3411,986,0.289064790,0.077112841,0.054023481,0.034405816,0.243823410,70.463340496,3201,0.726921357,472.289377091,859.983426387,994.602458754,0.202971506,0.147544323,0,0,0,0,1,0.018720547,0.003388492,0.100000000,0.030000000,1.025020599,0.077112841,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001727,0.000002145,0.000007009,0.202805642,-0.038380241,0.978466570,0.000000002,0.000000005,0.000000010,-0.063260902,0.996912152,0.046521182,0.200000000,0.249861536,0.544305020,1.811467009,1.057181349,69.725311204,0,0.206622068,0.152672767,510,485,25,0.149516271,100,0,0,0,0,0,2801,100,448198,935431,922792,903,0,3991819
3176,1624181416.253913403,1624181416.353931427,3181,3180,0,0.071846504,0.124294245,1,0,0,0,1,-13.748470400,8.331152728,-17.741754877,0.025437894,-0.046375515,0.996136470,-0.070102479,3460,998,0.288439306,0.076267737,0.054764888,0.034690276,0.233984853,75.412529648,3252,0.729647172,476.147164216,855.598260987,1041.067177062,0.200667834,0.146416717,0,0,0,0,1,0.019724606,0.001810058,0.100000000,0.030000000,1.017186893,0.076267737,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001613,0.000002057,0.000006740,0.227773178,-0.042737378,0.972775871,0.000000002,0.000000005,0.000000009,-0.030221582,0.999524016,0.006196590,0.200000000,0.248150199,0.543993430,1.889920700,0.915371052,70.671336941,0,0.206439884,0.152558614,510,479,31,0.147398844,116,0,0,0,0,0,2834,116,448404,935941,922908,903,0,3994653
3177,1624181416.353911161,1624181416.453895807,3182,3181,0,0.117690407,0.161020995,1,0,0,0,1,-13.688094392,8.348326488,-17.610174592,0.025643122,-0.050914751,0.995919126,-0.069965804,3414,1003,0.293790275,0.082465731,0.057648707,0.037679461,0.215257990,78.817872287,3184,0.737515198,469.241671099,857.106377917,1021.900341333,0.199826251,0.147374897,0,0,0,0,1,0.016247210,0.000671382,0.100000000,0.030000000,1.022737209,0.082465731,1,42409,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,2,0,0.000001614,0.000002036,0.000006793,0.199416574,-0.035896765,0.979257092,0.000000002,0.000000005,0.000000010,0.125395272,-0.991510388,-0.034397334,0.200000000,0.247445359,0.539715595,1.959735441,0.772155393,71.315652152,0,0.206872694,0.152964224,495,472,23,0.144991213,134,0,0,0,0,0,2785,134,448594,936436,923042,903,0,3997438
